RTECS_ID,CAS_RN,SMILES,mouse_intravenous_LD50
533288,533-28-8,CC1CCCCN1CCCOC(=O)c1ccccc1,4.157176042
533459,533-45-9,Cc1ncsc1CCCl,3.235466661
533755,533-75-5,O=c1cccccc1O,3.061491599
533879,533-87-9,O=C(O)CCCCCCCC(O)C(O)CCCCCCO,3.233063166
534769,534-76-9,N=C(N)NCCCCCCCCC(=O)NC(CCCN)C(O)CCCCCCCCNC(=N)N,5.208382228
535024,535-02-4,C=C(C)C(=O)Oc1cc(N=Nc2ccccc2)cccc1=O,3.468805019
535751,535-75-1,O=C(O)C1CCCCN1,1.768701993
536436,536-43-6,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,4.160497043
536696,536-69-6,CCCCc1ccc(C(=O)O)nc1,3.25338405
536743,536-74-3,C#Cc1ccccc1,3.009178845
536801,536-80-1,O=[IH2]c1ccccc1,3.091129374
537097,537-09-7,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2)c(O)c1,3.271120794
537268,537-26-8,CN1C2CCC1CC(OC(=O)c1ccccc1)C2,3.550887406
537611,537-61-1,CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,3.823317215
537984,537-98-4,COc1cc(C=CC(=O)O)ccc1O,2.355237094
538023,538-02-3,CNC(C)CC1CCCC1,3.530919722
538090,538-09-0,OC1CC2CCC(C1)N2,3.566851796
538238,538-23-8,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,2.10453417
538283,538-28-3,N=C(N)SCc1ccccc1,3.715609063
538410,538-41-0,Nc1ccc(N=Nc2ccc(N)cc2)cc1,3.071587471
538669,538-66-9,CCN(CC)CCCOC(=O)C=Cc1ccccc1,4.116217434
538716,538-71-6,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,4.033122706
539322,539-32-2,CCCCc1cccnc1,3.360156801
539355,539-35-5,O=C(O)CCCCCC1NC(=O)CS1,2.160948481
539866,539-86-6,C=CCSS(=O)CC=C,3.432111072
539980,539-98-0,C#CC#CC=C=CC(O)CCC(=O)O,3.182295933
540090,540-09-0,CCCCCCCCCCCC(=O)CCCCCCCCCCC,3.781524578
540636,540-63-6,SCCS,3.224333028
540727,540-72-7,N#CS,2.579608528
540738,540-73-8,CNNC,3.211626544
541151,541-15-1,C[N+](C)(C)CC(O)CC(=O)O,2.071729183
541208,541-20-8,C[N+](C)(C)CCCCC[N+](C)(C)C,3.525005443
541220,541-22-0,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,5.538315443
541593,541-59-3,O=C1C=CC(=O)N1,4.032855942
541640,541-64-0,C[N+](C)(C)Cc1ccco1,4.157761984
541913,541-91-3,CC1CCCCCCCCCCCCC(=O)C1,3.195489988
542767,542-76-7,N#CCCCl,3.203756303
542905,542-90-5,CCSC#N,3.684979936
543215,543-21-5,NC(=O)C#CC(N)=O,4.008166435
544047,544-04-7,NC(=O)C#CC#CC=CC(=O)O,3.513569156
544445,544-44-5,NC(=O)C#CC#CC#CCO,4.38955884
544514,544-51-4,C#CC#CC=C=CC=CC=CCC(=O)O,3.899209654
544638,544-63-8,CCCCCCCCCCCCCC(=O)O,3.725182006
544854,544-85-4,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,3.654060971
545062,545-06-2,N#CC(Cl)(Cl)Cl,3.411343074
545551,545-55-1,O=P(N1CC1)(N1CC1)N1CC1,2.988017543
545562,545-56-2,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,3.619223569
545915,545-91-5,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1,3.864671736
546714,546-71-4,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,6.015691637
548265,548-26-5,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,3.071141939
548425,548-42-5,CC1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,3.970645821
548436,548-43-6,CN1CC(CO)=CC2c3cccc4[nH]cc(c34)CC21,3.7521902
548641,548-64-1,CN1C2CCC1CC(OC(=O)C(c1ccccc1)c1ccccc1)C2,3.747472662
548652,548-65-2,CCN(CC)CCOC(=O)C1c2ccccc2-c2ccccc21,4.314441683
548663,548-66-3,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,3.829608938
548685,548-68-5,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.038080767
548732,548-73-2,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,4.278107393
549188,549-18-8,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.179954039
549848,549-84-8,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,4.817161221
550334,550-33-4,OCC1OC(n2cnc3cncnc32)C(O)C1O,3.702826736
550709,550-70-9,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,4.122448376
550834,550-83-4,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,4.556695035
551111,551-11-1,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,3.801412286
551166,551-16-6,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,1.663807372
551360,551-36-0,CCN(CC)CCOC(=O)c1ccc(N)cc1O,3.781791558
551586,551-58-6,CC(C)C(O)(C(=O)OCC1=CCN2CCCC12)C(C)O,3.279164537
552410,552-41-0,COc1ccc(C(C)=O)c(O)c1,2.92831223
552727,552-72-7,CN1C(CC(O)c2ccccc2)CCCC1CC(O)c1ccccc1,4.275540409
553242,553-24-2,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,3.249665053
553537,553-53-7,NNC(=O)c1cccnc1,2.881897974
553684,553-68-4,CC(C)CNCCOC(=O)c1ccc(N)cc1,3.817188788
553695,553-69-5,OC(CNc1ccccn1)c1ccccc1,3.237535631
554187,554-18-7,O=S(=O)(c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)O)cc1)c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)O)cc1,2.147160252
554245,554-24-5,CCC(Oc1c(I)cc(I)cc1I)C(=O)O,3.44551936
554574,554-57-4,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,2.373423286
554723,554-72-3,NC(=O)CNc1ccc([As](=O)(O)O)cc1,1.83586172
554767,554-76-7,Nc1ccc([Sb](=O)(O)O)cc1,2.747487517
554927,554-92-7,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,3.502990947
554994,554-99-4,CN(C)CC(O)c1ccc(O)c(O)c1,4.46567801
555157,555-15-7,O=[N+]([O-])c1ccc(/C=N/O)o1,3.29030457
555215,555-21-5,N#CCc1ccc([N+](=O)[O-])cc1,3.704761618
555293,555-29-3,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,2.086748075
555373,555-37-3,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.184342783
555668,555-66-8,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,3.734782545
555771,555-77-1,ClCCN(CCCl)CCCl,4.02071816
556649,556-64-9,CSC#N,3.608763678
556901,556-90-1,N=C1NC(=O)CS1,2.55985054
558134,558-13-4,BrC(Br)(Br)Br,3.772461855
558258,558-25-8,CS(=O)(=O)F,4.991660153
559499,559-49-9,CC1CC23C4CCCN2CC2OC2C13C1CC4OC1=O,3.379184086
559820,559-82-0,CC1CCC2N(C1)CC1C3(O)CC4(O)C(CCC5C(=O)C(O)CCC54C)C3(O)CC(O)C1(O)C2(C)O,3.464225458
561433,561-43-3,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)C1CCCCC1,4.284419453
561773,561-77-3,O=C(OCCN1CCCCC1)C1(C2CCCCC2)CCCCC1,4.075823967
561784,561-78-4,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,3.912097451
561795,561-79-5,CCN(CC)CCOC(=O)C1(c2ccc(C)c(C)c2)CCCC1,3.860237213
562094,562-09-4,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,3.839182265
562403,562-40-3,CCOP(OCC)[N+](CC)(CC)P(=O)(O)OC,4.255635773
563417,563-41-7,NNC(N)=O,2.775101656
563688,563-68-8,CC(=O)O,2.058368173
564943,564-94-3,CC1(C)C2CC=C(C=O)C1C2,2.946281727
565297,565-29-7,CCOP(OCC)OP(=O)(OC)N1CCCCC1,4.572935464
565300,565-30-0,CCOP(OCC)OP(=O)(OC)N1CCOCC1,4.524635528
565673,565-67-3,CCC(O)C(C)C,2.504203169
568694,568-69-4,COc1ccc(C(CN(C)C)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,4.128745963
568763,568-76-3,CC(O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.716566023
573944,573-94-4,CC1CCC2C(C)C(=O)OCC12,2.225918934
574254,574-25-4,OCC1OC(n2cnc3c(=S)nc[nH]c32)C(O)C1O,2.356862264
576227,576-22-7,Cc1cccc(C)c1Br,3.519133918
576261,576-26-1,Cc1cccc(C)c1O,3.183863922
576681,576-68-1,OC(CNCCCl)C(O)C(O)C(O)CNCCCl,3.555921127
577117,577-11-7,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,3.847761799
577662,577-66-2,CCOc1nc2c(c(=O)n(C)c(=O)n2C)n1C,3.628839414
577855,577-85-5,O=c1c(O)c(-c2ccccc2)oc2ccccc12,3.628830299
577913,577-91-3,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,3.091724977
577924,577-92-4,CC(C)(C)c1ccc(O)c(-c2ccccc2)c1,4.354721016
578949,578-94-9,Cl[As]1c2ccccc2Nc2ccccc21,3.899329514
579237,579-23-7,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,3.815782847
579566,579-56-6,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,3.745837538
579920,579-92-0,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,2.808286951
580176,580-17-6,Nc1cnc2ccccc2c1,2.903623479
580745,580-74-5,[C-]#[N+]C(=Cc1ccc(O)cc1)C(=Cc1ccc(O)cc1)[N+]#[C-],4.482130075
581646,581-64-6,N=c1ccc2nc3ccc(N)cc3sc-2c1,4.451868605
582401,582-40-1,CC(C)(C)NCC(O)c1cccc(F)c1,3.511945032
582423,582-42-3,CCCCNCC(O)c1cccc(F)c1,3.81970841
583391,583-39-1,S=c1[nH]c2ccccc2[nH]1,2.921414776
583802,583-80-2,Cc1cccc(=O)c(O)c1,3.42644747
584087,584-08-7,O=C(O)O,2.245104181
584269,584-26-9,CC(=O)N1CC(=O)NC1=S,2.694007084
584849,584-84-9,Cc1ccc(N=C=O)cc1N=C=O,3.492757895
586061,586-06-1,CC(C)NCC(O)c1cc(O)cc(O)c1,3.39032088
586958,586-95-8,OCc1ccncc1,2.037936196
586981,586-98-1,OCc1ccccn1,2.037936196
587462,587-46-2,CN(C)C(=O)Oc1ccc[n+](Cc2ccccc2)c1,6.01252172
587611,587-61-1,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,3.173195984
587633,587-63-3,COC1=CC(=O)OC(CCc2ccccc2)C1,3.641734078
587655,587-65-5,O=C(CCl)Nc1ccccc1,3.229454015
587984,587-98-4,O=S(=O)(O)c1cccc(N=Nc2ccc(Nc3ccccc3)cc2)c1,3.247240236
588421,588-42-1,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],3.453595038
588590,588-59-0,C(=Cc1ccccc1)c1ccccc1,3.724396356
589162,589-16-2,CCc1ccc(N)cc1,3.335253673
590614,590-61-4,CCOP(OCC)OP(=O)(OC)N(C)C,3.635448559
590636,590-63-6,CC(C[N+](C)(C)C)OC(N)=O,4.207432386
591811,591-81-1,O=C(O)CCCO,1.449269864
592621,592-62-1,CC(=O)OCN=[N+](C)O,4.124266145
592950,592-95-0,CS(=O)C=CCCN=C=S,4.243727409
594423,594-42-3,ClSC(Cl)(Cl)Cl,3.521068
594650,594-65-0,NC(=O)C(Cl)(Cl)Cl,2.955321542
595335,595-33-5,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,3.836726389
595506,595-50-6,CC(C)S(=O)(=O)C(C)C,2.671644269
596270,596-27-0,Cc1cc(C2(c3ccc(O)c(C)c3)OC(=O)c3ccccc32)ccc1O,3.034405337
596430,596-43-0,BrC(c1ccccc1)(c1ccccc1)c1ccccc1,3.254243188
596510,596-51-0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,4.326932265
597079,597-07-9,COP(=O)(OC)N(C)C,2.51292839
597217,597-21-7,COP(=O)(OC)OP(=O)(OC)N1CCOCC1,4.859079727
597239,597-23-9,CCN(CC)P(=O)(OC)OP(=O)(OC)OC,5.138583714
597240,597-24-0,COP(=O)(OC)N1CCCCC1,3.076453892
597251,597-25-1,COP(=O)(OC)N1CCOCC1,2.688319691
597400,597-40-0,COP(=O)(OC)OP(=O)(OC)N(C)C,4.162466004
597966,597-96-6,CCCC(C)(O)CC,3.317033051
598798,598-79-8,C=C(Cl)C(=O)O,3.404132939
599611,599-61-1,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,3.144568961
599791,599-79-1,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2.560508776
600351,600-35-1,O=C(O)C(O)=C(Br)Br,3.436434769
602528,602-52-8,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,4.351371077
603009,603-00-9,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.700333831
603338,603-33-8,c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,3.388474208
605232,605-23-2,Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,3.1109767
605652,605-65-2,CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12,3.682778256
605696,605-69-6,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1O,3.114253187
606019,606-01-9,CC(=O)NC(C(O)C=O)C(O)C(O)CO,1.724666738
606177,606-17-7,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,2.669425109
606224,606-22-4,Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],3.007470389
606304,606-30-4,CCOc1ccc2c(c1)c(C)cc(C)[n+]2CC,4.107079888
606553,606-55-3,CC[n+]1c(C)ccc2ccccc21,3.980889247
606586,606-58-6,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,5.288200024
606848,606-84-8,O=C(O)C=C(c1ccccc1)c1ccccc1,3.271568635
606939,606-93-9,CC[n+]1c(C)ccc2cc(C)ccc21,4.014889061
607750,607-75-0,CN(C)CCCNC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,3.376170757
608106,608-10-6,O=C(O)CCSC1NCNC2NCNC21,3.11079353
609234,609-23-4,Oc1c(I)cc(I)cc1I,3.418486352
609278,609-27-8,CCC(CC)C(C)O,2.809948573
610888,610-88-8,CCC(C)C1NC(=O)C(C(C)=O)=C1O,3.216177856
611574,611-57-4,O=C(COc1ccc2c(=O)cc(-c3ccccc3)oc2c1)NCCCNC1CCCCC1,4.190867731
611687,611-68-7,COC1=CC(=O)C=C(C)C1=O,3.784329094
611734,611-73-4,O=C(O)C(=O)c1ccccc1,2.921203658
611756,611-75-6,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,3.931892225
612124,612-12-4,ClCc1ccccc1CCl,2.738031984
612135,612-13-5,N#Cc1ccccc1CCl,3.432499715
614131,614-13-1,COC1=CC(=O)C(C)=CC1=O,3.784329094
614233,614-23-3,NC(=S)NC(=O)c1ccccc1,3.0054119
614608,614-60-8,O=C(O)C=Cc1ccccc1O,2.959994838
614993,614-99-3,CCOC(=O)c1ccco1,2.89128341
615134,615-13-4,O=C1Cc2ccccc2C1,3.372918575
615156,615-15-6,Cc1nc2ccccc2[nH]1,2.820089751
615485,615-48-5,Nc1cc(Cl)ccc1S,3.454956413
616455,616-45-5,O=C1CCCN1,1.299939328
616682,616-68-2,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,3.409693332
616911,616-91-1,CC(=O)NC(CS)C(=O)O,1.632931236
616966,616-96-6,CCOC(=O)OCCC(SC(=O)OCC)=C(C)N(C=O)Cc1cnc(C)nc1N,2.984491675
616977,616-97-7,CCOC(=O)SC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,3.019333227
617050,617-05-0,CCOC(=O)c1ccc(O)c(OC)c1,3.544515403
618768,618-76-8,O=C(O)c1cc(I)c(O)c(I)c1,2.715907566
619841,619-84-1,CN(C)c1ccc(C(=O)O)cc1,2.962716506
620451,620-45-1,O=C1C(Cl)=CC(=Nc2ccc(O)cc2)C=C1Cl,3.173022689
620633,620-63-3,CC(C)CC(=O)OCC(COC(=O)CC(C)C)OC(=O)CC(C)C,3.623309815
620677,620-67-7,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,3.126912321
620995,620-99-5,CCOc1ccc(/N=C(\C)Nc2ccc(OCC)cc2)cc1,4.229265775
621501,621-50-1,N#CCc1cccc([N+](=O)[O-])c1,3.556699083
621705,621-70-5,CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC,3.500822252
621716,621-71-6,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC,1.744177939
621727,621-72-7,c1ccc(Cc2nc3ccccc3[nH]2)cc1,3.509728338
622048,622-04-8,OC(COc1ccccc1)COc1ccccc1,3.132633184
622402,622-40-2,OCCN1CCOCC1,1.965562728
622504,622-50-4,CC(=O)Nc1ccc(I)cc1,2.911593683
622935,622-93-5,CCN(CC)CCCO,2.754384744
622979,622-97-9,C=Cc1ccc(C)cc1,2.625382279
624464,624-46-4,CC/C(C)=N\NC(N)=O,2.855865618
625138,625-13-8,CCOP(=O)(OCC)OP(=O)(OC)N(CC)CC,5.578685043
625149,625-14-9,CCOP(=O)(OCC)OP(=O)(OC)N(C)C,5.661462459
626017,626-01-7,Nc1cccc(I)c1,3.340493689
626164,626-16-4,ClCc1cccc(CCl)c1,3.243181962
626197,626-19-7,O=Cc1cccc(C=O)c1,3.127538876
626222,626-22-2,N#CCc1cccc(CC#N)c1,3.688497685
626493,626-49-3,Nc1nc(=S)cc(S)[nH]1,2.696899463
626891,626-89-1,CC(C)CCCO,2.778904226
628513,628-51-3,CC(=O)OCOC(C)=O,2.870532127
629403,629-40-3,N#CCCCCCCC#N,3.13417073
629505,629-50-5,CCCCCCCCCCCCC,2.200850969
629629,629-62-9,CCCCCCCCCCCCCCC,1.783874548
629641,629-64-1,CCCCCCCOCCCCCCC,2.659112743
629823,629-82-3,CCCCCCCCOCCCCCCCC,2.31163207
630104,630-10-4,NC(N)=[Se],3.341777105
630604,630-60-4,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,5.308675665
630717,630-71-7,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(F)(F)F,3.75848609
631505,631-50-5,C=CCP(=O)(OC=C(Cl)Cl)OCCC,5.459172939
631516,631-51-6,C=CCP(=O)(OC=C(Cl)Cl)OCCCCCC,4.957644784
632224,632-22-4,CN(C)C(=O)N(C)C,1.716766695
632473,632-47-3,COc1ccc2c(c1O)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3,3.614742407
633590,633-59-0,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.549415702
633669,633-66-9,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,4.64599979
634355,634-35-5,CC[n+]1cccc2ccccc21,3.197542093
635416,635-41-6,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,2.46691085
635858,635-85-8,COc1ccc(CCN)cc1OC,3.510054045
635938,635-93-8,O=Cc1cc(Cl)ccc1O,3.446514977
636475,636-47-5,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,3.807550361
636975,636-97-5,NNC(=O)c1ccc([N+](=O)[O-])cc1,3.509852709
637070,637-07-0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.686103351
637321,637-32-1,CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,4.052308542
637490,637-49-0,CCCC1CCCCN1,3.726655513
637514,637-51-4,S=CNc1ccccc1,3.262315005
637581,637-58-1,CCCCOc1ccc(OCCCN2CCOCC2)cc1,3.568473361
638164,638-16-4,S=c1[nH]c(=S)[nH]c(=S)[nH]1,2.993384788
638539,638-53-9,CCCCCCCCCCCCC(=O)O,3.217178109
639463,639-46-3,Cc1ccc(O)c2c1C1(CC=[N+](C)O)CC=CC(O)C1O2,2.549091524
639587,639-58-7,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,4.330731598
645056,645-05-6,CN(C)c1nc(N(C)C)nc(N(C)C)n1,3.167477555
651069,651-06-9,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,2.426940699
651489,651-48-9,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,3.118975351
652379,652-37-9,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,2.677977222
652675,652-67-5,OC1COC2C(O)COC12,1.327818309
653032,653-03-2,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,3.786284085
657783,657-78-3,O=CNc1cccc(C(F)(F)F)c1,3.528586173
657841,657-84-1,Cc1ccc(S(=O)(=O)O)cc1,2.005596836
660684,660-68-4,CCNCC,2.35899904
661198,661-19-8,CCCCCCCCCCCCCCCCCCCCCCO,2.610938161
665678,665-67-8,C=CCP(=O)(CC=C)OC(C)C,2.730567728
665690,665-69-0,C=CCP(=O)(CC=C)OCCC,2.733056528
665770,665-77-0,C=CCP(=O)(CC=C)OCCCCC,3.301554451
668371,668-37-1,CCN(CC)CCOC(=O)N(c1ccccc1)c1ccccc1,3.881945241
669498,669-49-8,Cc1cccc(C)c1OCC[N+](C)(C)C,4.389322465
670542,670-54-2,N#CC(C#N)=C(C#N)C#N,4.454316274
670757,670-75-7,CCc1ccc(OC)c(NC(=O)CC(C)N2CCOCC2)c1,3.207543664
671067,671-06-7,CCc1ccc(C)c(NC(=O)CN2CCOCC2)c1,3.678523345
671352,671-35-2,O=c1nc[nH]cc1F,1.900353804
671512,671-51-2,CCOC(=O)N1CC1,2.805923544
671954,671-95-4,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.612317278
672106,672-10-6,CCc1ccc(C)c(NC(=O)CN(CC)CC)c1,3.654736448
672117,672-11-7,CCc1ccc(C)c(NC(=O)CCCN(CC)CC)c1,3.53848576
672899,672-89-9,COc1cc(C)oc(=O)c1,2.333642558
673041,673-04-1,CCNc1nc(NCC)nc(OC)n1,3.039726892
673314,673-31-4,NC(=O)OCCCc1ccccc1,2.748234071
675207,675-20-7,O=C1CCCCN1,2.218066999
676993,676-99-3,CP(=O)(F)F,2.94311252
680319,680-31-9,CN(C)P(=O)(N(C)C)N(C)C,2.350257712
681992,681-99-2,CCCC[Sn](CCCC)(CCCC)N=C=O,4.72189694
682246,682-24-6,CCOP(OCC)OP(=O)(OCC)OCC,4.615229966
683181,683-18-1,CCCC[Sn](Cl)(Cl)CCCC,3.227385306
685096,685-09-6,COC(=O)C(=C(F)F)C(F)(F)F,3.977876724
687467,687-46-7,C=C(Cl)C(=O)OCC,2.873649928
689850,689-85-0,CC(=O)NNC(=O)CS,1.86978011
693130,693-13-0,CC(C)N=C=NC(C)C,3.544767178
693163,693-16-3,CCCCCCC(C)N,3.749692635
693301,693-30-1,OCCSCCCl,3.604025373
693652,693-65-2,CCCCCOCCCCC,2.984595913
694597,694-59-7,O[n+]1ccccc1,2.727491553
695114,695-11-4,CCOP1OCCO1,2.628666662
695341,695-34-1,Cc1ccnc(N)c1,3.442937822
695534,695-53-4,CC1(C)OC(=O)NC1=O,2.457764186
696286,696-28-6,Cl[As](Cl)c1ccccc1,5.649206304
696639,696-63-9,COc1ccc(S)cc1,3.39858167
697892,697-89-2,Nc1c(Cl)cc(I)cc1Cl,3.711076265
698260,698-26-0,Clc1ccc2n[nH]cc2c1,2.928236491
698497,698-49-7,Nc1cccc(=O)c(O)c1,2.889184545
701735,701-73-5,CSC(=S)Nc1ccccc1,3.007892329
702545,702-54-5,CCC1(CC)COC(=O)NC1=O,3.728343635
704018,704-01-8,CN(C)c1ccccc1N(C)C,2.710360688
704983,704-98-3,N=C(N)NCc1ccccc1F,3.920806632
705873,705-87-3,CC(=O)CC(=O)Nc1nccs1,3.010064273
706081,706-08-1,O=[N+]([O-])C=Cc1ccc(F)cc1,3.474889772
706149,706-14-9,CCCCCCC1CCC(=O)O1,3.482904195
709557,709-55-7,CCNCC(O)c1cccc(O)c1,3.692394253
709706,709-70-6,CCOC(=O)NC1C2CC3C(C2)C31,4.002969567
712083,712-08-3,CC(N)Cc1c[nH]c2ccc(F)cc12,3.432578632
712298,712-29-8,Nc1nc(=O)c2nc(CO)cnc2[nH]1,3.285930687
712970,712-97-0,O=Cc1cc2c(cc1[N+](=O)[O-])OCO2,3.542136018
715593,715-59-3,Cn1c(=O)c2c(n(C)c1=O)=NC(C)(C)N=2,2.895278654
715913,715-91-3,Nc1ncnc2c1ncn2C1CCCC1,3.609058413
716803,716-80-3,c1ccc(-c2nc3ccccc3s2)nc1,3.326902941
717215,717-21-5,O=C(C=Cc1ccco1)c1ccccc1,3.548961636
719482,719-48-2,COCc1c(C#N)c(Cl)nc(C)c1[N+](=O)[O-],4.127885538
723466,723-46-6,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,2.239253186
723579,723-57-9,CC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,2.916828859
725122,725-12-2,c1ccc(-c2nnc(-c3ccccc3)o2)cc1,3.091563402
729997,729-99-7,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,2.427015206
730198,730-19-8,CCN(CC)CCCNC(=S)Nc1ccccc1,3.168670957
730687,730-68-7,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,3.461793137
732956,732-95-6,O=C(NNC(=O)c1ccc(F)cc1)c1ccccc1,3.156771188
736129,736-12-9,CCc1ccc(F)c(NC(=O)CCCN(CC)CC)c1,3.74878787
736209,736-20-9,CCc1ccc(Cl)c(NC(=O)CC(C)N(CC)CC)c1,3.819312835
737315,737-31-5,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.740349224
737440,737-44-0,COc1ccc(C(C#N)=C2C=CC(=NO)C(C)=C2Cl)cc1,3.730010389
738523,738-52-3,CCc1ccc(Cl)c(NC(=O)CC(C)N2CCOCC2)c1,3.213762341
738534,738-53-4,CCc1ccc(F)c(NC(=O)CC(C)N2CCOCC2)c1,3.539474622
738545,738-54-5,CCc1ccc(Cl)c(NC(=O)CCCN2CCOCC2)c1,3.492515942
738556,738-55-6,CCc1ccc(F)c(NC(=O)CCCN2CCOCC2)c1,3.728530858
738647,738-64-7,O=Nc1ccc(NNC(=O)c2cc[n+](O)cc2)c(=O)cc1,3.523769146
738705,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,3.342307512
