RTECS_ID,CAS_RN,SMILES,mouse_unreported_LD50
3572869,3572-86-9,CS(=O)(=O)N(SC(Cl)(Cl)Cl)c1ccc(Cl)cc1,1.851374553
3586605,3586-60-5,CN(C)C(=S)S[As](SC(=S)N(C)C)SC(=S)N(C)C,2.525132555
3780721,3780-72-1,CC1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O,3.158885442
3789977,3789-97-7,NC(=O)C(O)C(O)C(O)C(O)C=O,0.984875959
3792594,3792-59-4,CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,3.022069529
3804657,3804-65-7,C[N+](C)(C)CC1(COc2ccccc2Cl)COC1,4.187103916
3804668,3804-66-8,CC[N+](C)(CC)CC1(COc2ccc(Cl)cc2)COC1,4.108074087
3804895,3804-89-5,O=C(NNCS(=O)(=O)O)c1ccncc1,2.39092196
4034042,04-02-34,C[N+](C)(C)CC1(COc2ccc(Cl)cc2)COC1,3.955495329
4034111,11-01-34,C[N+]1(CC2(COc3ccc(Cl)cc3Cl)COC2)CCCCC1,4.560460396
4039241,4039-24-1,CC(C)(N)CSS(=O)(=O)O,2.364715115
4091398,4091-39-8,CC(=O)C(C)Cl,2.119076587
4253229,4253-22-9,CCCC[Sn](=S)CCCC,4.04305102
4294364,4294-36-4,Cc1ccc(S(=O)(=O)NCC(=O)CCl)cc1,3.11682351
4312316,4312-31-6,CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,2.108901899
4410484,4410-48-4,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,3.171380688
4412082,2008/2/12,CC(C)=C(C(=O)O)c1ccccc1,2.015593953
4480584,4480-58-4,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)/C=N/NC(=O)c2ccncc2)OC(CO)C(O)C1O,3.932252554
4500123,12-03-00,ON=C1C2CC3CC(C2)CC1C3,2.263862164
5105782,5105-78-2,O=C(O)CCCNC(=O)OCc1ccccc1,2.193371786
5138909,5138-90-9,O=S(=O)(O)c1ccc(Cl)cc1,1.363021667
5417765,5417-76-5,CCC1(c2ccccc2)NC(=S)NC1=S,3.528485128
5421465,5421-46-5,O=C(O)CS,4.050535362
5427838,5427-83-8,O=C1CCC(=O)N1SC(Cl)(Cl)Cl,2.520296586
5502385,5502-38-5,CN1CCN(CCCSn2c3c(c4ccccc42)COCC3)CC1,2.43809259
5526545,5526-54-5,COc1ccc(C=C2COc3cc(OC)ccc3C2=O)cc1,2.471763896
5669147,5669-14-7,CC(C)(Cc1ccccc1)C(=O)O,2.381751524
5669169,5669-16-9,CCC(Cc1ccccc1)C(=O)O,2.222411991
5669170,5669-17-0,CCC(CC(=O)O)c1ccccc1,2.377081646
5767431,5767-43-1,O=c1[nH]cc(CN(CCF)CCCl)c(=O)[nH]1,4.300461567
5778518,5778-51-8,COc1cccc2c(=O)c3c([nH]c12)CCCCC3,3.386152819
5803952,5803-95-2,CC1=NC(=S)N=N1,2.553948284
6027232,6027-23-2,CN(C)CCc1ccc(O)cc1,3.161199822
6052535,6052-53-5,CC(=CC(=O)O)Cc1ccccc1,2.436496209
6055192,6055-19-2,O=P1(N(CCCl)CCCl)NCCCO1,2.735547337
6071814,6071-81-4,C=CC(O)CC#N,2.756846337
6266939,6266-93-9,O=[As]c1ccc(CCCC(=O)O)cc1,3.881287253
6293567,6293-56-7,OCCc1cccnc1,2.789422053
6300374,6300-37-4,Cc1cc(N=Nc2ccc(N=Nc3ccccc3)cc2)ccc1O,2.22974115
6308754,6308-75-4,CC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)C(=O)c1ccccc1,3.674994255
6309984,6309-98-4,COP(=O)(NC(=O)OC(C)C)OC,1.625629309
6358538,6358-53-8,COc1ccc(OC)c(NN=C2C(=O)C=Cc3ccccc32)c1,1.886965651
6392467,6392-46-7,C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,3.757085889
6860124,12-04-60,O=c1[nH]cc(CN(CCCl)CCCl)c(=O)[nH]1,4.42509057
7281041,04-01-81,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,3.041167426
7315686,7315-68-6,CC(CC(=O)O)Cc1ccccc1,2.418474331
7337453,7337-45-3,CC(C)(C)N,2.286657218
7353540,7353-54-0,O=C1c2ccccc2CCC1CN1CCCCC1,3.255897582
7353551,7353-55-1,O=C1c2ccccc2CCC1CN1CCOCC1,2.871222557
7358614,7358-61-4,CC1C(=O)N(C)C(=O)N(C)C1=O,1.68680985
7358625,7358-62-5,CC(C)C1C(=O)N(C)C(=O)N(C)C1=O,2.041879349
7391619,7391-61-9,CCC1C(=O)N(C)C(=O)N(C)C1=O,2.265277837
7391620,7391-62-0,CCCCC1C(=O)N(C)C(=O)N(C)C1=O,2.326845653
7391631,7391-63-1,CCC(C)C1C(=O)N(C)C(=O)N(C)C1=O,2.326845653
7391653,7391-65-3,CN1C(=O)C(C2CCCCC2)C(=O)N(C)C1=O,2.656941046
7391664,7391-66-4,Cn1c(O)c(-c2ccccc2)c(=O)n(C)c1=O,1.888813898
7447441,7447-44-1,CC(C)(N)CSP(=O)(O)O,2.392544542
7447452,7447-45-2,S=C1SCC2CSCCN12,3.135691352
7518356,7518-35-6,CS(=O)(=O)OCC(OS(C)(=O)=O)C(O)C(O)C(COS(C)(=O)=O)OS(C)(=O)=O,2.332473588
7542725,7542-72-5,CN1CCN(C(CO)c2ccc(F)cc2)CC1,2.598983727
10014569,10014-56-9,O=C(c1ccccc1)N1CCCCC1c1cccnc1,2.465924541
10091926,10091-92-6,O=C1OC(=C2C(=O)Oc3ccccc32)C(O)=C1c1ccccc1,3.486108713
10215846,10215-84-6,c1ccc2c(c1)CCN2CCc1ccncc1,2.77105923
10265926,10265-92-6,COP(N)(=O)SC,3.718261732
10275851,10275-85-1,Cc1cc2c(cc1C)C(=O)C(CN1CCCCC1)CC2,3.035676235
10528548,10528-54-8,O=C1C(=NO)CCCC1=NO,2.461123197
11050218,11050-21-8,CC1CC2OC3C(CC2OC2CC4OC5CC=CCC6OC7C=CC8OC9C(CC8OC7C=CC6OC5CC(O)C4(C)OC2C1)OC1CC=CC(C=CC(O)CO)OC1C9O)OC1C(C)C(C)C2(CC(O)CO2)OC1C(O)C3C,9.392630134
12712286,12712-28-6,OCC(CO)(CCl)CCl,2.238143997
12771721,12771-72-1,COc1ccc2c3c4n(c2c1)C(C=C(C)C)OOC(C)(C)CC4N1C(=O)C2CCCN2C(=O)C1(O)C3O,5.328698071
13010474,13010-47-4,O=NN(CCCl)C(=O)NC1CCCCC1,3.891535599
13025699,13025-69-9,C[N+](C)(N)CCCl,1.77189678
13074118,13074-11-8,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C(C)C)c1,2.762264324
13083700,13083-70-0,CN(C)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,3.829927422
13083722,13083-72-2,CC(C)N(CC1C2CCC(C)(C1OC(=O)c1ccc([N+](=O)[O-])cc1)C2(C)C)C(C)C,3.841528399
13121705,13121-70-5,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.693569126
13286323,13286-32-3,CCOP(=O)(OCC)SCc1ccccc1,3.110114456
13394804,13394-80-4,COc1ccc(CCN)c(-c2ccccc2)c1,3.879491555
13477537,13477-53-7,NCCC(O)C(=O)O,1.015286844
13551865,13551-86-5,O=[N+]([O-])c1nccn1CC(O)CCl,3.057752718
13551876,13551-87-6,COCC(O)Cn1ccnc1[N+](=O)[O-],2.189645769
13551898,13551-89-8,O=[N+]([O-])c1nccn1CC(O)CF,2.322554652
13551923,13551-92-3,O=[N+]([O-])c1nccn1CC(O)CO,1.78083974
13567118,13567-11-8,CCC(C)C1NC(=O)CNC(=O)C2Cc3c([nH]c4cc(O)ccc34)SCC(NC(=O)CNC1=O)C(=O)NC(CC(N)=O)C(=O)N1CC(O)CC1C(=O)NC(C(C)C(C)O)C(=O)N2,6.771825506
13584991,13584-99-1,CNC(=O)Oc1cccc2cccnc12,2.606839068
13674050,13674-05-0,COc1cc(CC(C)N)cc2c1OCO2,3.14456383
13893124,13893-12-4,NC1(CSS(=O)(=O)O)CCCC1,2.37067343
13893135,13893-13-5,NC1(CSS(=O)(=O)O)CCCCC1,2.875707399
13893215,13893-21-5,NC1(CSP(=O)(O)O)CCCC1,2.847619952
13940948,13940-94-8,Clc1ccc(C(Cl)Cl)cc1,1.85176075
13957352,13957-35-2,Cc1cc(C(CC(C)N)c2ccc(O)cc2)ccc1O,3.693183141
13969818,13969-81-8,B1CCN1,3.137425327
14046992,14046-99-2,CCC[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O,4.076286833
14193067,14193-06-7,O=C(Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1)Oc1ccccc1[N+](=O)[O-],2.785070043
14193078,14193-07-8,O=C(Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1)Oc1cccc([N+](=O)[O-])c1,2.785070043
14193089,14193-08-9,O=C(Nc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1)Oc1cccc([N+](=O)[O-])c1,2.827525806
14193090,14193-09-0,O=C(Nc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1)Oc1ccc([N+](=O)[O-])cc1,2.827525806
14193103,14193-10-3,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)Oc1ccccc1[N+](=O)[O-],2.749056621
14193114,14193-11-4,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)Oc1cccc([N+](=O)[O-])c1,2.749056621
14257864,14257-86-4,O=C(Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1)Oc1ccc([N+](=O)[O-])cc1,2.785070043
14257875,14257-87-5,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)Oc1ccc([N+](=O)[O-])cc1,2.749056621
14281744,14281-74-4,NCC(=O)O[Co]OC(=O)CN,3.236896086
14304702,14304-70-2,O=C(Nc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1)Oc1ccccc1[N+](=O)[O-],2.827525806
14600078,14600-07-8,CC=CCOC(=O)COc1ccc(Cl)cc1Cl,2.676111533
14816161,14816-16-1,COP(=S)(OC)ON=C(C#N)c1ccccc1,2.130735707
14816172,14816-17-2,CCOP(=O)(OCC)ON=C(C#N)c1ccccc1,2.450612408
14816183,14816-18-3,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.173629081
14816354,14816-35-4,CC(C)OP(=S)(ON=C(C#N)c1ccccc1)OC(C)C,2.212664267
14845002,14845-00-2,CC1Cc2ccccc2N1CCc1ccncc1,2.797402405
14845013,14845-01-3,CC1c2ccccc2N(CCc2ccncc2)C1C,2.822238643
14845024,14845-02-4,c1ccc(CCN2CCc3ccccc32)nc1,2.77105923
14867222,14867-22-2,CN(C)C1C(=O)C(C(=O)NCN2CCNCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.429119616
15018527,15018-52-7,CN1C(=O)C(Cc2ccccc2)C(=O)N(C)C1=O,2.391404456
15121901,15121-90-1,CCOC(=O)C(CC(=O)c1ccccc1)NCCO,1.520661996
15144908,15144-90-8,NCCc1ccc(O)cc1-c1ccccc1,3.851828877
15286416,15286-41-6,CCN(CC)CCc1ccc(OC)cc1-c1ccccc1,3.975301577
15286427,15286-42-7,COc1ccc(CCN2CCOCC2)c(-c2ccccc2)c1,3.996216789
15286438,15286-43-8,COc1ccc(CCN2CCCCC2)c(-c2ccccc2)c1,3.99332746
15286449,15286-44-9,COc1ccc(CCNC(C)C)c(-c2ccccc2)c1,3.953256991
15307796,15307-79-6,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,2.89173254
15362400,15362-40-0,O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl,2.365079081
15401691,15401-69-1,COc1ccc2cc3n(cc-2c1=O)CCc1cc2c(cc1-3)OCO2,2.962885933
15451077,15451-07-7,CC(=O)C(Cc1ccc(O)cc1)=C(C)O,2.138283747
15483622,15483-62-2,C[N+]1(CC2COC(CCC3OCC(C[N+]4(C)CCCCC4)O3)O2)CCCCC1,5.069045303
15483633,15483-63-3,C[N+]1(CC2COC(CCC3OCC(C[N+]4(C)CCOCC4)O3)O2)CCOCC1,4.622529178
15536182,15536-18-2,NCCCCCCCCCCCCN,2.265203803
15589318,15589-31-8,C=CCC1=C(C)C(OC(=O)C2C(C)(C)C2(C)C)CC1=O,2.980602484
15621202,15621-20-2,CC[N+](C)(CC)CC1COC(CCC2OCC(C[N+](C)(CC)CC)O2)O1,4.930075677
15995729,15995-72-9,COc1cc(OC)c(OC)cc1CC(C)N,3.273556814
16037915,16037-91-5,O=C(O)C1O[Sb](=O)(O[Sb]2(=O)OC(C(=O)O)C(O)C(C(O)CO)O2)OC(C(O)CO)C1O,2.621524601
16433435,16433-43-5,CC(CCC(=O)O)c1ccccc1,2.424908441
16478594,16478-59-4,C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,7.44148147
16672870,16672-87-0,O=P(O)(O)CCCl,2.037633935
16926708,16926-70-8,CCOC(=O)c1ccc(/N=N/c2c(C)[nH]n(-c3ccccc3)c2=O)cc1,2.544536829
17039235,17039-23-5,C[N+]1(CC2COC(C=CC3OCC(C[N+]4(C)CCCCC4)O3)O2)CCCCC1,5.276102753
17066363,17066-36-3,CC(C)N(CC1C2CCC(C)(C1OC(=O)C(O)(c1ccccc1)c1ccccc1)C2(C)C)C(C)C,3.90099399
17066374,17066-37-4,CC1(C)C2CCC1(C)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2CN1CCCC1,3.872757262
17066385,17066-38-5,CN1CCN(CC2C3CCC(C)(C2OC(=O)C(O)(c2ccccc2)c2ccccc2)C3(C)C)CC1,3.900058369
17066396,17066-39-6,CCN(CC)CCN(C)CC1C2CCC(C)(C1OC(=O)C(O)(c1ccccc1)c1ccccc1)C2(C)C,3.926626223
17066409,17066-40-9,CC1(C)C2CCC1(C)C(OC(=O)c1ccc([N+](=O)[O-])cc1)C2CN1CCCCC1,3.824471873
17066421,17066-42-1,CC1(C)C2CCC1(C)C(OC(=O)c1ccc(N)cc1)C2CN1CCCC1,3.773920466
17066432,17066-43-2,CC1(C)C2CCC1(C)C(OC(=O)c1ccc(N)cc1)C2CN1CCCCC1,3.790680331
17089542,17089-54-2,C[N+](C)(C)CC1COC(C=CC2OCC(C[N+](C)(C)C)O2)O1,4.707902431
17092578,17092-57-8,CCCN(CCC)CC1C2CCC(C)(C1OC(=O)c1cc(OC)c(OC)c(OC)c1)C2(C)C,3.886155004
17092589,17092-58-9,COc1cc(C(=O)OC2C(CN(C(C)C)C(C)C)C3CCC2(C)C3(C)C)cc(OC)c1OC,3.886155004
17092590,17092-59-0,COc1cc(C(=O)OC2C(CN3CCCC3)C3CCC2(C)C3(C)C)cc(OC)c1OC,3.856903016
17092603,17092-60-3,COc1cc(C(=O)OC2C(CN3CCCCC3)C3CCC2(C)C3(C)C)cc(OC)c1OC,3.870793932
17092614,17092-61-4,COc1cc(C(=O)OC2C(CN3CCOCC3)C3CCC2(C)C3(C)C)cc(OC)c1OC,3.872711659
17092625,17092-62-5,COc1cc(C(=O)OC2C(CN3CCN(C)CC3)C3CCC2(C)C3(C)C)cc(OC)c1OC,3.885186826
17092636,17092-63-6,CCN(CC)CCN(C)CC1C2CCC(C)(C1OC(=O)c1cc(OC)c(OC)c(OC)c1)C2(C)C,3.912651532
17092647,17092-64-7,CCN(CC)CCN(CC)CC1C2CCC(C)(C1OC(=O)c1cc(OC)c(OC)c(OC)c1)C2(C)C,3.92489238
17092669,17092-66-9,CCN(CC)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,3.858974079
17092670,17092-67-0,CCCN(CCC)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,3.886199218
17092681,17092-68-1,CC(C)N(CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C)C(C)C,3.886199218
17092692,17092-69-2,CC1(C)C2CCC1(C)C(OC(=O)C(c1ccccc1)c1ccccc1)C2CN1CCCC1,3.85695031
17092705,17092-70-5,CC1(C)C2CCC1(C)C(OC(=O)C(c1ccccc1)c1ccccc1)C2CN1CCCCC1,3.870839737
17092716,17092-71-6,CC1(C)C2CCC1(C)C(OC(=O)C(c1ccccc1)c1ccccc1)C2CN1CCOCC1,3.872757262
17092727,17092-72-7,CN1CCN(CC2C3CCC(C)(C2OC(=O)C(c2ccccc2)c2ccccc2)C3(C)C)CC1,3.885231138
17092738,17092-73-8,CCN(CC)CCN(C)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,3.912693128
17092749,17092-74-9,CCN(CC)CCN(CC)CC1C2CCC(C)(C1OC(=O)C(c1ccccc1)c1ccccc1)C2(C)C,3.924932821
17092761,17092-76-1,CCN(CC)CC1C2CCC(C)(C1OC(=O)C(O)(c1ccccc1)c1ccccc1)C2(C)C,3.874708859
17092772,17092-77-2,CCCN(CCC)CC1C2CCC(C)(C1OC(=O)C(O)(c1ccccc1)c1ccccc1)C2(C)C,3.90099399
17092976,17092-97-6,CCCN(CCC)CC1C2CCC(C)(C1OC(=O)c1ccccc1)C2(C)C,3.791883548
17092987,17092-98-7,CC(C)N(CC1C2CCC(C)(C1OC(=O)c1ccccc1)C2(C)C)C(C)C,3.791883548
17092998,17092-99-8,CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2CN1CCCC1,3.755233099
17093004,17093-00-4,CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2CN1CCCCC1,3.77271523
17093015,17093-01-5,CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2CN1CCOCC1,3.775117507
17093026,17093-02-6,CN1CCN(CC2C3CCC(C)(C2OC(=O)c2ccccc2)C3(C)C)CC1,3.790680331
17093037,17093-03-7,CCN(CC)CCN(C)CC1C2CCC(C)(C1OC(=O)c1ccccc1)C2(C)C,3.824567283
17093048,17093-04-8,CCN(CC)CCN(CC)CC1C2CCC(C)(C1OC(=O)c1ccccc1)C2(C)C,3.839513661
17093059,17093-05-9,COc1cc(C(=O)OC2C(CN(C)C)C3CCC2(C)C3(C)C)cc(OC)c1OC,3.829877092
17093060,17093-06-0,CCN(CC)CC1C2CCC(C)(C1OC(=O)c1cc(OC)c(OC)c(OC)c1)C2(C)C,3.858927005
17135523,17135-52-3,COc1ccccc1N1CCN(CC(=O)c2ccc(F)cc2)CC1,3.039264701
17147090,17147-09-0,COc1ccccc1N1CCN(CCC(=O)c2ccc(F)cc2)CC1,3.493158828
17160213,17160-21-3,COc1ccccc1N1CCN(CCCCCCCCC(=O)c2ccc(F)cc2)CC1,3.439664719
17160724,17160-72-4,COc1ccccc1N1CCN(CCCCC(=O)c2ccc(F)cc2)CC1,3.577524625
17160746,17160-74-6,COc1ccccc1N1CCN(CCCCCCC(=O)c2ccc(F)cc2)CC1,3.755354261
17170659,17170-65-9,CC1(C)C2CCC1(C)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2CN1CCOCC1,3.888009039
17170660,17170-66-0,CCN(CC)CCN(CC)CC1C2CCC(C)(C1OC(=O)C(O)(c1ccccc1)c1ccccc1)C2(C)C,3.9384847
17170682,17170-68-2,CC1(C)C2CCC1(C)C(OC(=O)c1ccc([N+](=O)[O-])cc1)C2CN1CCCC1,3.808989258
17173863,17173-86-3,O=S=NN(CCCl)CCCl,3.307697093
17221533,17221-53-3,CN(C)CC1C2CCC(C)(C1OC(=O)C(O)(c1ccccc1)c1ccccc1)C2(C)C,3.846729779
17355827,17355-82-7,CC(C)(C)OC1CC1(Cl)Cl,2.471647684
17466454,17466-45-4,CC1NC(=O)C(CC(C)(O)CO)NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,5.595981501
17713052,17713-05-2,CN1CC23CC=CCC2(CCCC3)C1,3.449246919
17713063,17713-06-3,C1=CCC23CC=CCC2(C1)CN(CC1CC1)C3,3.612342907
17713110,17713-11-0,C[N+]1(CCCCC[N+]2(C)C3CCCC2CN(Cc2ccccc2)C3)C2CCCC1CN(Cc1ccccc1)C2,5.402748436
17713121,17713-12-1,C[N+]1(CCCCCCC[N+]2(C)C3CCCC2CN(Cc2ccccc2)C3)C2CCCC1CN(Cc1ccccc1)C2,5.872272069
17713143,17713-14-3,C[N+]1(CCCCCCCCC[N+]2(C)C3CCCC2CN(Cc2ccccc2)C3)C2CCCC1CN(Cc1ccccc1)C2,5.81921332
17730631,17730-63-1,CN1CC23CC=CCC2(CC=CC3)C1,3.277155202
17730835,17730-83-5,C1=CCC23CC=CCC2(C1)CNC3,3.243719976
17730846,17730-84-6,C1=CCC23CCCCC2(C1)CNC3,3.24868669
17747523,17747-52-3,CN1CC23CCCCC2(CC(OC(=O)c2ccccc2)CC3)C1,3.746642358
17747534,17747-53-4,C[N+]1(CCCCCC[N+]2(C)C3CCCC2CN(Cc2ccccc2)C3)C2CCCC1CN(Cc1ccccc1)C2,5.657113245
17938953,17938-95-3,CN(C)CC1COC(CCC2OCC(CN(C)C)O2)O1,4.752407009
18126051,18126-05-1,CC(=O)OC(C)C1C2=C(C(=O)CC1(C)O)C(=O)c1c(ccc(-c3ccc4c(c3O)C(=O)C3=C(C4=O)C(C(C)OC(C)=O)C(C)(O)CC3=O)c1O)C2=O,4.812716513
18425495,18425-49-5,CCOP(=O)(CC)ON=C(C#N)c1ccccc1,3.580170371
18428961,18428-96-1,CC1(C)C2CCC1(C)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2CN1CCCCC1,3.886157827
18583885,18583-88-5,COC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,4.161652447
18654803,18654-80-3,N#CCC(O)C1CS1,2.817524979
18679908,18679-90-8,CC(C)(CO)C(O)C(=O)NCCCC(=O)O,1.61045169
18693248,18693-24-8,O=C1NC(=O)C23CCCc4cccc(c42)C(=O)C13,1.905338866
18713581,18713-58-1,CC(C)C(=O)c1ccc(Cl)cc1,1.863679668
18787638,18787-63-8,CCCCCCCCCCCCCCC(C)=O,2.137952414
18853924,18853-92-4,CCOP(=S)(OCC)Oc1ccon1,4.676175805
19095886,19095-88-6,Cc1cc(Cl)ccc1OC(C)C(=O)O,2.51881349
19210878,19210-87-8,Cc1cc2c3ccccc3n(C)c2c(C)n1,3.551945957
19213300,19213-30-0,CC1CCCN(Cc2c[nH]c3ccccc23)C1,3.896182097
19224829,19224-82-9,CC(C)CC(N)C(=O)O[Co]OC(=O)C(N)CC(C)C,3.300034049
19246243,19246-24-3,CC1NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2C(O)CCN2C(=O)C(C(O)C(C)C)NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2C(O)CCN2C(=O)CNC1=O,3.104602157
19408469,19408-46-9,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,1.258912119
19457375,19457-37-5,CC(O)C1=CCC23OCCN(C)CC12CC(O)C12OC4(O)CCC1(C)C(CC=C32)C4,9.560006487
19561707,19561-70-7,O=[N+]([O-])c1ccc(/C=[N+](\[O-])CCO)o1,2.958932914
19731910,19731-91-0,CC(C(=O)O)C(C)c1ccccc1,2.168197873
19768731,19768-73-1,Cc1ccc(C(N)=O)cc1N(CCCl)CCCl,4.293487252
19768742,19768-74-2,Cc1ccc(C=O)cc1N(CCCl)CCCl,4.114217206
19768753,19768-75-3,Cc1ccc(S(=O)(=O)O)cc1N(CCCl)CCCl,3.193427942
19768764,19768-76-4,Cc1ccc(P(=O)(O)O)cc1N(CCCl)CCCl,3.63700719
19774697,19774-69-7,CC1NC(=O)C(CC(O)(CO)CO)NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,5.507791127
19879062,19879-06-2,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)C1CC(O)C3(O)C(C)O1,4.067982635
20290102,20290-10-2,CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5,3.028656903
20513251,20513-25-1,CC1(C)NC(=S)NC1=S,2.660776063
20830813,20830-81-3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,4.326044522
20948736,20948-73-6,c1ccc2c(c1)CCN2c1ccncc1,3.74874826
20948758,20948-75-8,CC1Cc2ccccc2N1c1ccncc1,3.778729924
20948770,20948-77-0,c1ccc(CN2CCc3ccccc32)nc1,2.883465275
20948781,20948-78-1,CC1Cc2ccccc2N1Cc1ccccn1,2.911510133
21000953,21000-95-3,CC1CCN(Cc2c[nH]c3ccccc23)CC1,3.874280255
21150210,21150-21-0,CCC(C)C1NC(=O)CNC(=O)C2Cc3c([nH]c4ccccc34)S(=O)CC(NC(=O)CNC1=O)C(=O)NC(CC(=O)O)C(=O)N1CC(O)CC1C(=O)NC(C(C)C(O)CO)C(=O)N2,6.257183533
21150221,21150-22-1,CCC(C)C1NC(=O)CNC(=O)C2Cc3c([nH]c4cc(O)ccc34)S(=O)CC(NC(=O)CNC1=O)C(=O)NC(CC(=O)O)C(=O)N1CC(O)CC1C(=O)NC(C(C)C(O)CO)C(=O)N2,6.36171273
21256962,21256-96-2,C[N+]1(CCC[N+]2(C)C3CCCC2CN(Cc2ccccc2)C3)C2CCCC1CN(Cc1ccccc1)C2,4.977111626
21256973,21256-97-3,C[N+]1(CCCC[N+]2(C)C3CCCC2CN(Cc2ccccc2)C3)C2CCCC1CN(Cc1ccccc1)C2,5.446165903
21447405,21447-40-5,Cc1ccc(C(=O)Nc2nccs2)cc1N(CCCl)CCCl,3.855269531
21447450,21447-45-0,Cc1ccc([N+](=O)[O-])cc1N(CCCl)CCCl,3.044776441
21447814,21447-81-4,Cc1ccc(C(=O)OC(C)C)cc1N(CCCl)CCCl,4.201730229
21447825,21447-82-5,CCCCCCCCCCCCCCCCCOC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,3.234367094
21447836,21447-83-6,CCN(CC)CCOC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,4.273394854
21447858,21447-85-8,CCNC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,4.402595217
21447870,21447-87-0,Cc1ccc(C(=O)N2CCCCC2)cc1N(CCCl)CCCl,3.836701269
21635405,21635-40-5,Cc1ccccc1-n1c(C)nc2nccnc2c1=O,2.315517827
21705022,21705-02-2,CCC(C)C1NC(=O)CNC(=O)C2Cc3c([nH]c4cc(O)ccc34)S(=O)CC(NC(=O)CNC1=O)C(=O)NC(CC(=O)O)C(=O)N1CC(O)CC1C(=O)NC(C(C)C(C)O)C(=O)N2,6.257183533
21794014,21794-01-4,CCCCCCC(O)C1C2=C(CC(C(O)C3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)C1O)C(=O)OC2=O,4.966573298
21816080,21816-08-0,O=C(O)C12CC3CC(CC(Br)(C3)C1)C2,2.635388232
21987622,21987-62-2,Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,3.524434205
