RTECS_ID,CAS_RN,SMILES,rat_subcutaneous_LD50
144821,144-82-1,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.615004864
145415,145-41-5,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,2.243071496
147240,147-24-0,CN(C)CCOC(c1ccccc1)c1ccccc1,2.917667371
149291,149-29-1,O=C1C=C2C(=CCOC2O)O1,4.146469133
149644,149-64-4,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.903661432
151508,151-50-8,N#C[K],3.920814308
151735,151-73-5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,2.572261651
152114,152-11-4,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.628256162
152169,152-16-9,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.502507537
152476,152-47-6,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,2.121301181
153877,153-87-7,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,2.290520097
154176,154-17-6,O=CCC(O)C(O)C(O)CO,2.817319398
154234,154-23-4,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,1.763833645
154416,154-41-6,CC(N)C(O)c1ccccc1,2.250158716
154698,154-69-8,CN(C)CCN(Cc1ccccc1)c1ccccn1,3.53210011
154869,154-86-9,CNCC(O)c1cccc(O)c1,3.783996154
154938,154-93-8,O=NN(CCCl)C(=O)NCCCl,3.410395964
155975,155-97-5,CN(C)C(=O)Oc1ccc[n+](C)c1,4.76683245
275514,275-51-4,c1ccc2cccc-2cc1,2.391796594
288324,288-32-4,c1c[nH]cn1,2.036438835
298000,298-00-0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.642152785
298464,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,2.197324675
298577,298-57-7,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.265435781
298817,298-81-7,COc1c2occc2cc2ccc(=O)oc12,2.06068177
299263,299-26-3,CC(N)Cc1c[nH]c2ccccc12,3.542195305
299843,299-84-3,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.367368077
300425,300-42-5,CNC(C)Cc1ccccc1,3.700296262
300629,300-62-9,CC(N)Cc1ccccc1,2.852857562
301111,301-11-1,CCCCCCCCCCCC(=O)OCCSC#N,1.822066156
302227,302-22-7,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,1.607384244
302705,302-70-5,C[N+]([O-])(CCCl)CCCl,3.354282641
302794,302-79-4,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,3.753484775
302954,302-95-4,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2.208321897
303695,303-69-5,CN(C)CCCN1c2ccccc2Sc2cccnc21,2.333918471
303979,303-97-9,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,3.122350243
304212,304-21-2,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,3.25177607
305339,305-33-9,CC(C)NNC(=O)c1ccncc1,2.522611467
305851,305-85-1,O=[N+]([O-])c1cc(I)c(O)c(I)c1,3.505708062
306401,306-40-1,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,4.931523677
311455,311-45-5,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.810234096
315220,315-22-0,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.734214244
315300,315-30-0,O=c1nc[nH]c2n[nH]cc12,1.744736712
315377,315-37-7,CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.903744193
315720,315-72-0,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,2.864154
315800,315-80-0,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,2.745388593
316154,316-15-4,CCCCNc1c2c(nc3ccccc13)CCCC2,3.752265327
318989,318-98-9,CC(C)NCC(O)COc1cccc2ccccc12,3.353186737
329657,329-65-7,CNCC(O)c1ccc(O)c(O)c1,4.563972059
329997,329-99-7,CP(=O)(F)OC1CCCCC1,5.903473444
333937,333-93-7,NCCCCN,1.734388658
337473,337-47-3,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.689436936
339720,339-72-0,NC1CONC1=O,1.531874711
341695,341-69-5,Cc1ccccc1C(OCCN(C)C)c1ccccc1,3.06865041
341708,341-70-8,CCN(CC)CCN1c2ccccc2Sc2ccccc21,3.173848863
356127,356-12-7,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,5.836861024
357084,357-08-4,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,2.81608214
359831,359-83-1,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,3.238017195
363246,363-24-6,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,4.047436308
366187,366-18-7,c1ccc(-c2ccccn2)nc1,3.076376368
366701,366-70-1,CNNCc1ccc(C(=O)NC(C)C)cc1,2.654793184
370149,370-14-9,CNC(C)Cc1ccc(O)cc1,2.616044682
371868,371-86-8,CC(C)NP(=O)(F)NC(C)C,3.38543705
378449,378-44-9,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,4.44767511
389082,389-08-2,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,2.166179976
420122,420-12-2,C1CS1,2.824783686
427510,427-51-0,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,1.921108766
437387,437-38-7,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,5.350866706
438415,438-41-5,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,2.575143085
439145,439-14-5,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,4.651683907
442513,442-51-3,COc1ccc2c(c1)[nH]c1c(C)nccc12,3.025821796
446866,446-86-6,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,2.442901316
453189,453-18-9,COC(=O)CF,4.265143422
464482,464-48-2,CC12CCC(CC1=O)C2(C)C,3.337422177
465736,465-73-6,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.769798836
466068,466-06-8,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,2.724814716
466115,466-11-5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COS(=O)(=O)O,2.13661121
467049,467-04-9,COC1=CC=C2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,4.359330433
469216,469-21-6,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,2.788515462
469794,469-79-4,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,3.652928155
470906,470-90-6,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.710689034
471034,471-03-4,O=S(=O)(CCCl)CCCl,3.582242955
474259,474-25-9,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,2.142383177
479185,479-18-5,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,2.307303058
481492,481-49-2,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,3.782987596
482155,482-15-5,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,3.141611095
483636,483-63-6,CC=CC(=O)N(CC)c1ccccc1C,2.09591773
485358,485-35-8,O=c1cccc2n1CC1CNCC2C1,4.337307481
487547,487-54-7,O=C(O)CNC(=O)c1ccccc1O,1.813300708
487616,487-61-6,Nc1ccc(C=C2C=Cc3ccccc32)cc1,4.202078946
488415,488-41-5,OC(CBr)C(O)C(O)C(O)CBr,2.395081087
497563,497-56-3,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],4.217777761
500287,500-28-7,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,3.801616783
503300,503-30-0,C1COC1,2.065056603
504290,504-29-0,Nc1ccccn1,3.159087559
504881,504-88-1,O=C(O)CC[N+](=O)[O-],3.733401557
505442,505-44-2,CS(=O)CCCN=C=S,3.258655903
505602,505-60-2,ClCCSCCCl,5.025527053
511137,511-13-7,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,2.818654696
511557,511-55-7,C[N+]1(Cc2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.27393534
512163,512-16-3,CCC(C(=O)O)C1(O)CCCCC1,1.760896091
513100,513-10-0,CCOP(=O)(OCC)SCC[N+](C)(C)C,6.168246801
518285,518-28-5,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,4.479551894
518752,518-75-2,CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)C1=O,3.572299283
519379,519-37-9,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,3.10516168
521119,521-11-9,CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.784580208
524367,524-36-7,Cc1ncc(CO)c(CN)c1O,1.551873665
526089,526-08-9,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,2.543198586
526181,526-18-1,O=C(Nc1ccc(O)cc1)c1ccccc1O,1.661310923
526363,526-36-3,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,3.433826705
529964,529-96-4,Cc1ncc(COP(=O)(O)O)c(CN)c1O,1.595417481
530789,530-78-9,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,3.001908248
532321,532-32-1,O=C(O)c1ccccc1,1.785767469
533288,533-28-8,CC1CCCCN1CCCOC(=O)c1ccccc1,2.646395418
533744,533-74-4,CN1CSC(=S)N(C)C1,2.53817517
535831,535-83-1,C[n+]1cccc(C(=O)O)c1,1.44136831
536210,536-21-0,NCC(O)c1cccc(O)c1,3.737272725
536334,536-33-4,CCc1cc(C(N)=S)ccn1,2.090425273
536436,536-43-6,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,3.158330981
536696,536-69-6,CCCCc1ccc(C(=O)O)nc1,2.776262795
538078,538-07-8,CCN(CCCl)CCCl,5.230660908
540738,540-73-8,CNNC,2.564483216
541151,541-15-1,C[N+](C)(C)CC(O)CC(=O)O,1.328006503
541253,541-25-3,ClC=C[As](Cl)Cl,5.316639105
541640,541-64-0,C[N+](C)(C)Cc1ccco1,3.19252409
543384,543-38-4,NC(N)=NOCCC(N)C(=O)O,1.475094734
543635,543-63-5,CCCC[Hg]Cl,3.603780371
545915,545-91-5,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1,3.425339043
545937,545-93-7,C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,3.506849145
546714,546-71-4,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,6.05190381
548732,548-73-2,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.579137389
549188,549-18-8,CN(C)CCC=C1c2ccccc2CCc2ccccc21,2.857662948
550334,550-33-4,OCC1OC(n2cnc3cncnc32)C(O)C1O,3.059374059
551111,551-11-1,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,3.571876708
554994,554-99-4,CN(C)CC(O)c1ccc(O)c(O)c1,3.273792483
555771,555-77-1,ClCCN(CCCl)CCCl,5.009722776
556616,556-61-6,CN=C=S,3.093184171
558258,558-25-8,CS(=O)(=O)F,4.447592109
561784,561-78-4,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,4.055519594
563417,563-41-7,NNC(N)=O,2.729344165
574254,574-25-4,OCC1OC(n2cnc3c(=S)nc[nH]c32)C(O)C1O,2.359195625
577913,577-91-3,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,2.961391208
583039,583-03-9,CCCCC(O)c1ccccc1,1.374766855
584087,584-08-7,O=C(O)O,1.920092391
588421,588-42-1,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],3.922116121
590636,590-63-6,CC(C[N+](C)(C)C)OC(N)=O,2.964394337
596510,596-51-0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,2.582378522
599791,599-79-1,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2.012608365
604751,604-75-1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1.554364972
611756,611-75-6,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,1.429216866
617050,617-05-0,CCOC(=O)c1ccc(O)c(OC)c1,1.991673434
621647,621-64-7,CCCN(CCC)N=O,2.427052002
624828,624-82-8,N=CNO,2.234488359
624839,624-83-9,CN=C=O,2.339630366
624840,624-84-0,NNC=O,2.699375157
625229,625-22-9,CCCCOS(=O)(=O)OCCCC,1.623858943
628477,628-47-7,CC(N)CCCC(=O)O,1.339699822
633669,633-66-9,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,1.62535506
635416,635-41-6,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,2.303054047
638948,638-94-8,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,3.651146655
642831,642-83-1,CC(=O)OC1C(=O)OC2C(OC(C)=O)C(=O)OC12,1.411925961
651489,651-48-9,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,2.564265538
685881,685-88-1,CCOC(=O)C(F)C(=O)OCC,3.405709726
695341,695-34-1,Cc1ccnc(N)c1,2.829882446
700072,700-07-2,CNc1snc2ccccc12,2.055592579
702545,702-54-5,CCC1(CC)COC(=O)NC1=O,3.642429006
709557,709-55-7,CCNCC(O)c1cccc(O)c1,2.752922514
716610,716-61-0,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,2.048002012
723466,723-46-6,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.704636037
731271,731-27-1,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,2.841689759
738705,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.763911439
745653,745-65-3,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,4.280087369
749020,749-02-0,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,3.898152325
751940,751-94-0,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,2.713254431
752567,752-56-7,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,2.164176326
757584,757-58-4,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,5.898189352
759739,759-73-9,CCN(N=O)C(N)=O,2.688375322
768945,768-94-5,NC12CC3CC(CC(C3)C1)C2,2.480733993
771517,771-51-7,N#CCc1c[nH]c2ccccc12,2.787107483
771619,771-61-9,Oc1c(F)c(F)c(F)c(F)c1F,2.757110625
778289,778-28-9,CCCCOS(=O)(=O)c1ccc(C)cc1,1.659560636
797648,797-64-8,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,1.645299697
826391,826-39-1,CNC1(C)C2CCC(C2)C1(C)C,2.975512291
832928,832-92-8,COc1cc(CCN)cc(OC)c1OC,2.597278074
846491,846-49-1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1.506725506
848759,848-75-9,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1.525291053
853349,853-34-9,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.606106441
859187,859-18-7,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,1.618858591
866557,866-55-7,CC[Sn](Cl)(Cl)CC,3.623145875
868597,868-59-7,CCOC(=O)C(N)CS,1.847476622
868859,868-85-9,CO[PH](=O)OC,1.568829651
869012,869-01-2,CCCCN(N=O)C(N)=O,2.082671697
872504,872-50-4,CN1CCCC1=O,1.695188253
876857,876-85-7,Cc1ncc(CS)c(CO)c1O,2.634285072
882097,882-09-7,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,3.2525456
886748,886-74-8,NC(=O)OCC(O)COc1ccc(Cl)cc1,2.411701035
892013,892-01-3,O=C(O)CCC1(Cc2ccccc2)CCCCC1=O,2.336347977
894713,894-71-3,CNCCC=C1c2ccccc2CCc2ccccc21,2.772229378
897154,897-15-4,CN(C)CCC=C1c2ccccc2CSc2ccccc21,2.589671872
923013,923-01-3,N#CCC(N)C(=O)O,2.930196071
924163,924-16-3,CCCCN(CCCC)N=O,2.120148751
924469,924-46-9,CCCN(C)N=O,2.983877232
930734,930-73-4,C[n+]1ccccc1,2.526602323
940692,940-69-2,NC(=O)CCCCC1CCSS1,2.082041556
964523,964-52-3,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.167441712
987655,987-65-5,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,2.404133836
987780,987-78-0,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1.774840143
1003403,1003-40-3,Nc1ccncc1,3.785962526
1014706,1014-70-6,CCNc1nc(NCC)nc(SC)n1,2.73241412
1018719,1018-71-9,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,2.029850292
1067147,1067-14-7,CC[Pb](Cl)(CC)CC,4.47690932
1069665,1069-66-5,CCCC(CCC)C(=O)O,2.146592048
1077287,1077-28-7,O=C(O)CCCCC1CCSS1,2.952838752
1084657,1084-65-7,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,1.263795399
1095905,1095-90-5,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.026893719
1115704,1115-70-4,CN(C)C(=N)N=C(N)N,2.634030318
1115840,1115-84-0,C[S+](C)CCC(N)C(=O)O,1.437354128
1120714,1120-71-4,O=S1(=O)CCCO1,2.956541925
1146958,1146-95-8,CCC(CN)=C(c1ccccc1)c1ccccc1,3.624102813
1160367,1160-36-7,CC(=O)c1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,3.086048237
1169262,1169-26-2,O=C1CCCCC1(CCN1CCCCCC1)C(=O)OCc1ccccc1,3.695936261
1173882,1173-88-2,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,5.012560364
1456286,1456-28-6,CC1CN(N=O)CC(C)O1,2.571175983
1461230,1461-23-0,CCCC[SnH2+](CCCC)CCCC,3.087096484
1461252,1461-25-2,CCCC[Sn](CCCC)(CCCC)CCCC,2.05171581
1476535,1476-53-5,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,3.133987164
1477196,1477-19-6,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,1.346183397
1480199,1480-19-9,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.928738363
1492020,1492-02-0,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,2.981986572
1508652,1508-65-2,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,2.684037037
1508754,1508-75-4,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,2.513350493
1553340,1553-34-0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,2.309072008
1580718,1580-71-8,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.129277914
1622613,1622-61-3,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1.499296592
1622624,1622-62-4,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1.893883769
1622793,1622-79-3,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.078120536
1633836,1633-83-6,O=S1(=O)CCCCO1,2.590019772
1639607,1639-60-7,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,3.518172273
1649189,1649-18-9,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,2.861870141
1695778,1695-77-8,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,1.822629599
1698608,1698-60-8,Nc1cnn(-c2ccccc2)c(=O)c1Cl,2.196442745
1698813,1698-81-3,Cc1ncc2cscc2c1O,2.615994741
1722629,1722-62-9,Cc1cccc(C)c1NC(=O)C1CCCCN1C,2.686263148
1766912,1766-91-2,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.302581993
1786818,1786-81-8,CCCNC(C)C(=O)Nc1ccccc1C,2.445418947
1812302,1812-30-2,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,1.555421503
1824506,1824-50-6,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,1.58868619
1824584,1824-58-4,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.813979743
1847241,1847-24-1,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.209782058
1867727,1867-72-7,CC(C)(C)NCCCCN,2.568087342
1874120,1874-12-0,CCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1.722578398
1882264,1882-26-4,CNC(=O)OCc1cccc(COC(=O)NC)n1,1.704593169
1892804,1892-80-4,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,3.241026526
1893330,1893-33-0,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.10518274
1944123,12-03-44,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,2.448531697
1949457,1949-45-7,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,1.326627821
1961779,1961-77-9,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,1.559783378
1977102,10-02-77,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,2.971560778
1977113,11-03-77,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,2.841237276
2001812,2001-81-2,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,3.035582323
2011678,2011-67-8,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.470260506
2012002,2012-00-2,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,5.709329333
2015283,2015-28-3,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.703268803
2022857,2022-85-7,Nc1nc(=O)[nH]cc1F,1.587680016
2028526,2028-52-6,CCC(C)(O)C#CBr,2.274946
2033945,2033-94-5,C#CC(C)(O)C(O)c1ccccc1,2.534235645
2058528,2058-52-8,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,2.837440702
2062773,2062-77-3,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,3.767074196
2062784,2062-78-4,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.622831716
2062842,2062-84-2,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.239016077
2079541,2079-54-1,C#CCN(C)C(C)Cc1ccccc1,3.0310147
2104963,2104-96-3,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1.484299839
2126707,2126-70-7,COc1ccc(C(=O)C(Br)=CC(=O)O)cc1,3.264654856
2135140,2135-14-0,CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,3.333898921
2152445,2152-44-5,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.609954508
2154021,02-01-54,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,2.936852903
2181046,04-06-81,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O,3.350342525
2185866,2185-86-6,CCNc1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)c2ccccc12,2.477322727
2192214,2192-21-4,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,2.233733344
2216515,2216-51-5,CC1CCC(C(C)C)C(O)C1,2.193872833
2217085,2008/5/17,CCCC1(CCC)C(=O)NC(=O)NC1=O,2.911872305
2240144,2240-14-4,CCNC1C2CCC(C2)C1c1ccccc1,3.497434137
2260084,08-04-60,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,3.096872595
2265647,2265-64-7,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1,2.178729131
2266220,2266-22-0,Cc1cccc(C2(C(=O)N3CCCC3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1,3.20072219
2504189,2504-18-9,CN(N=O)C(C)(C)C,2.265731009
2507917,2507-91-7,CCOC(C)C(C=NNC(N)=S)=NNC(N)=S,3.151489286
2522818,2522-81-8,CC(C)(C)C(=O)OCC(=O)c1ccccc1,1.342951408
2552898,2552-89-8,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1OC(=O)CCl,3.090752052
2597093,09-03-97,C=CCC(CC=C)(C(=O)OCCN(CC)CC)c1ccccc1,2.32284891
2611612,2611-61-2,CS(=O)(=O)c1ccc(C(O)C(COC(=O)CN)NC(=O)C(Cl)Cl)cc1,1.917273334
2622266,2622-26-6,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,2.483708512
2623225,2623-22-5,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(O)C2(C)C12CO2,5.650706691
2624433,2624-43-3,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1.482445984
2674911,2674-91-1,CCS(=O)CC(C)SP(=O)(OC)OC,3.953104533
2687914,2687-91-4,CCN1CCCC1=O,1.752662943
2746818,2746-81-8,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.063434498
2748881,2748-88-1,CCCCCCCCCCCCCC[n+]1ccc(C)cc1,3.162138565
