RTECS_ID,CAS_RN,SMILES,mouse_intraperitoneal_LD50
23892515,23892-51-5,Cc1cccc(CN2CCN(CCNC(Cc3ccccc3)c3ccccc3)CC2)c1,3.218649972
23892526,23892-52-6,CC(C)(C)c1ccc(CN2CCN(CCNCC(c3ccccc3)c3ccccc3)CC2)cc1,2.755579511
23892537,23892-53-7,COc1ccc(N2CCN(CCNC(Cc3ccccc3)c3ccccc3)CC2)cc1,3.141534429
23892548,23892-54-8,c1ccc(CC(NCCN2CCN(c3ccccn3)CC2)c2ccccc2)cc1,2.933985299
23892571,23892-57-1,c1ccc(CC(NCCN2CCN(c3nccs3)CC2)c2ccccc2)cc1,3.718858057
23901259,23901-25-9,Cn1c2c(c3ccccc31)CCN(CCCC(=O)c1ccc(F)cc1)CC2,2.811918322
23901260,23901-26-0,COc1cccc2[nH]c3c(c12)CCN(CCCC(=O)c1ccc(F)cc1)CC3,3.212956507
23901282,23901-28-2,COc1ccc2c3c([nH]c2c1)CCN(CCCC(=O)c1ccc(F)cc1)CC3,2.580312428
23901293,23901-29-3,Cc1ccc2[nH]c3c(c2c1)CCN(CCCC(=O)c1ccc(F)cc1)CC3,2.561654637
23902058,23902-05-8,O=c1nc(N2CCOCC2)[nH]c2c1CCCC2,2.468507945
23902876,23902-87-6,CC(O)CN1CCN(C(=O)CC(c2ccccc2)c2ccc(Cl)cc2)CC1,2.684534559
23902887,23902-88-7,CC(C)(C)c1ccc(CN2CCN(C(=O)CC(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,2.773673104
23902898,23902-89-8,O=C(CC(c1ccccc1)c1ccc(Cl)cc1)N1CCN(CCc2ccccc2)CC1,2.733392894
23902901,23902-90-1,Clc1ccc(C(CCN2CCN(CCc3ccccc3)CC2)c2ccccc2)cc1,3.145105206
23902912,23902-91-2,COc1ccccc1N1CCN(C(=O)CC(c2ccccc2)c2ccc(Cl)cc2)CC1,2.735366322
23903119,23903-11-9,CN(CCCO)CCC(c1ccccc1)c1ccccc1,3.452422832
23904725,23904-72-5,Cc1ccc(N2CCN(C(=O)CC(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,2.719090867
23904747,23904-74-7,O=C(CC(c1ccccc1)c1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1,2.705360092
23904861,23904-86-1,Clc1ccc(C(OCCCCN2CCN(CCc3ccccc3)CC2)c2ccccc2)cc1,3.364611961
23904872,23904-87-2,Cc1ccccc1N1CCN(C(=O)CC(c2ccccc2)c2ccc(Cl)cc2)CC1,2.719090867
23904883,23904-88-3,Cc1cccc(N2CCN(C(=O)CC(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,2.719090867
23905104,23905-10-4,OCCOCCN1CCN(CCNC(c2ccccc2)c2ccc(Cl)cc2)CC1,3.019096549
23905137,23905-13-7,Cc1cccc(CN2CCN(CCNC(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,3.859365497
23906867,23906-86-7,COc1ccccc1N1CCN(CCNC(Cc2ccccc2)c2ccccc2)CC1,3.442564425
23916770,23916-77-0,O=c1ccc(-c2ccccc2)nn1CCO,2.732876041
23917557,23917-55-7,Cc1cccc(CN2CCN(C(=O)CC(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,2.733392894
23917955,23917-95-5,O=C(O)c1ccccc1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.396983508
23920572,23920-57-2,O=C(CC(c1ccccc1)c1ccc(Cl)cc1)N1CCN(c2nccs2)CC1,2.711762954
23921020,23921-02-0,CCN(CC)CCNC(c1ccccc1)c1ccc(Cl)cc1,3.500889347
23922965,23922-96-5,COc1ccc2c(N)cccc2c1OC,2.623165961
23923004,23923-00-4,CNc1cccc2c(OC)c(OC)ccc12,2.645030664
23923037,23923-03-7,COc1ccc2c(N(C)C)cccc2c1OC,2.513520009
23930190,23930-19-0,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,2.888302295
23948778,23948-77-8,O=C(O)Cc1cccc(-c2ccccc2)c1,2.574027175
23957508,23957-50-8,CCCOc1c(Cl)cc(C(=O)NNCc2ccccc2)cc1Cl,2.548080941
23957519,23957-51-9,CC(C)Oc1c(Cl)cc(C(=O)NNCc2ccccc2)cc1Cl,2.548080941
23957520,23957-52-0,CCCCOc1c(Cl)cc(C(=O)NNCc2ccccc2)cc1Cl,2.56499255
23957531,23957-53-1,COc1c(Cl)cc(C(=O)NNCc2ccc(Cl)cc2)cc1Cl,2.555867989
23957542,23957-54-2,COc1ccc(CNNC(=O)c2cc(Cl)c(OC)c(Cl)c2)cc1,2.550498633
23957553,23957-55-3,COc1c(Cl)cc(C(=O)NNCCc2ccccc2)cc1Cl,2.53048401
23957564,23957-56-4,COc1c(Cl)cc(C(=O)NNCCCc2ccccc2)cc1Cl,2.548080941
23957575,23957-57-5,COc1c(Cl)cc(C(=O)NNC(C)Cc2ccccc2)cc1Cl,2.548080941
23957586,23957-58-6,CCOc1c(Cl)cc(C(=O)NNC(C)Cc2ccccc2)cc1Cl,2.56499255
23957597,23957-59-7,CCCCOc1c(Cl)cc(C(=O)NNC(C)Cc2ccccc2)cc1Cl,2.596959772
23959322,23959-32-2,C=CCOc1c(I)cc(C(=O)NNC(C)C)cc1I,2.68671758
23959333,23959-33-3,CCCOc1c(I)cc(C(=O)NNC(C)C)cc1I,2.688515036
23959344,23959-34-4,CC(C)NNC(=O)c1cc(I)c(OC(C)C)c(I)c1,2.688515036
23959355,23959-35-5,CCCCOc1c(I)cc(C(=O)NNC(C)C)cc1I,2.700819629
23959366,23959-36-6,CC(C)NNC(=O)c1cc(I)c(OCc2ccccc2)c(I)c1,2.72928712
23959377,23959-37-7,CCCNNC(=O)c1cc(Cl)c(OC)c(Cl)c1,2.44271645
23959388,23959-38-8,CCCCNNC(=O)c1cc(Cl)c(OC)c(Cl)c1,2.464158559
23959399,23959-39-9,COc1c(Cl)cc(C(=O)NNCC(C)C)cc1Cl,2.464158559
23959402,23959-40-2,CCC=NNC(=O)c1cc(Cl)c(OC)c(Cl)c1,2.439545841
23959413,23959-41-3,COc1c(Cl)cc(C(=O)N/N=C/c2ccccc2)cc1Cl,2.509443133
23959424,23959-42-4,CCCCOc1c(I)cc(C(=O)NN=C(C)C)cc1I,2.699072486
23959435,23959-43-5,CC(C)=NNC(=O)c1cc(I)c(OCC(C)C)c(I)c1,2.699072486
23959446,23959-44-6,CC(C)=NNC(=O)c1cc(I)c(OCc2ccccc2)c(I)c1,2.727651037
23959457,23959-45-7,CC(C)NNC(=O)c1cc(Cl)c(O)c(Cl)c1,2.420160463
23959468,23959-46-8,COc1c(Cl)cc(C(=O)NNC(C)C)cc1Cl,2.44271645
23959479,23959-47-9,CCOc1c(Cl)cc(C(=O)NNC(C)C)cc1Cl,2.464158559
23959480,23959-48-0,CCCOc1c(Cl)cc(C(=O)NNC(C)C)cc1Cl,2.484591644
23959491,23959-49-1,CCOc1c(Cl)cc(C(=O)N/N=C/c2ccccc2)cc1Cl,2.527895294
23959504,23959-50-4,C=CCOc1c(Cl)cc(C(=O)N/N=C/c2ccccc2)cc1Cl,2.543095377
23959515,23959-51-5,CCCOc1c(Cl)cc(C(=O)N/N=C/c2ccccc2)cc1Cl,2.545595313
23959526,23959-52-6,CC(C)Oc1c(Cl)cc(C(=O)N/N=C/c2ccccc2)cc1Cl,2.545595313
23959537,23959-53-7,CCCCOc1c(Cl)cc(C(=O)N/N=C/c2ccccc2)cc1Cl,2.562602115
23959548,23959-54-8,CCCC=NNC(=O)c1cc(Cl)c(OC)c(Cl)c1,2.46114122
23959559,23959-55-9,COc1c(Cl)cc(C(=O)N/N=C/C(C)C)cc1Cl,2.46114122
23959571,23959-57-1,COc1c(Cl)cc(C(=O)N/N=C/CCc2ccccc2)cc1Cl,2.545595313
23959582,23959-58-2,COc1c(Cl)cc(C(=O)N/N=C(\C)Cc2ccccc2)cc1Cl,2.545595313
23959593,23959-59-3,CC/C=N/NC(=O)c1cc(Cl)c(OCC)c(Cl)c1,2.46114122
23959606,23959-60-6,CCOc1c(Cl)cc(C(=O)N/N=C/C(C)C)cc1Cl,2.481713441
23959617,23959-61-7,CCOc1c(Cl)cc(C(=O)N/N=C(\C)Cc2ccccc2)cc1Cl,2.562602115
23959628,23959-62-8,CCCCOc1c(Cl)cc(C(=O)N/N=C(\C)Cc2ccccc2)cc1Cl,2.594739405
23959639,23959-63-9,COc1c(I)cc(C(=O)NN=C(C)C)cc1I,2.660900562
23959640,23959-64-0,CCOc1c(I)cc(C(=O)NN=C(C)C)cc1I,2.674000882
23959651,23959-65-1,C=CCOc1c(I)cc(C(=O)NN=C(C)C)cc1I,2.684912654
23959662,23959-66-2,CCCOc1c(I)cc(C(=O)NN=C(C)C)cc1I,2.68671758
23959673,23959-67-3,CCCNNC(=O)c1cc(Cl)c(OCC)c(Cl)c1,2.464158559
23959684,23959-68-4,CCOc1c(Cl)cc(C(=O)NNCC(C)C)cc1Cl,2.484591644
23959695,23959-69-5,COc1c(Cl)cc(C(=O)NNCc2ccccc2)cc1Cl,2.51214386
23959708,23959-70-8,C=CCOc1c(Cl)cc(C(=O)NNCc2ccccc2)cc1Cl,2.545595313
23959719,23959-71-9,CC(C)COc1c(Cl)cc(C(=O)NNC(C)C)cc1Cl,2.504106419
23959720,23959-72-0,CC(C)NNC(=O)c1cc(Cl)c(OCc2ccccc2)c(Cl)c1,2.548080941
23959731,23959-73-1,COc1c(I)cc(C(=O)NNC(C)C)cc1I,2.662807867
23964296,23964-29-6,NNC(=O)c1cc(Cl)c(O)c(Cl)c1,2.344476766
23964310,23964-31-0,CCOc1c(Cl)cc(C(=O)NN)cc1Cl,2.396368497
23964321,23964-32-1,C=CCOc1c(Cl)cc(C(=O)NN)cc1Cl,2.416820178
23964332,23964-33-2,CCCOc1c(Cl)cc(C(=O)NN)cc1Cl,2.420160463
23964343,23964-34-3,CC(C)Oc1c(Cl)cc(C(=O)NN)cc1Cl,2.420160463
23964354,23964-35-4,CCCCOc1c(Cl)cc(C(=O)NN)cc1Cl,2.44271645
23964365,23964-36-5,NNC(=O)c1cc(Cl)c(OCc2ccccc2)c(Cl)c1,2.492994928
23964376,23964-37-6,COc1c(I)cc(C(=O)NN)cc1I,2.621147189
23964387,23964-38-7,CCOc1c(I)cc(C(=O)NN)cc1I,2.635482742
23964398,23964-39-8,C=CCOc1c(I)cc(C(=O)NN)cc1I,2.647392751
23964401,23964-40-1,CCCOc1c(I)cc(C(=O)NN)cc1I,2.649360176
23964423,23964-42-3,NNC(=O)c1cc(I)c(OCc2ccccc2)c(I)c1,2.693788484
23964434,23964-43-4,CC(C)=NNC(=O)c1cc(Cl)c(O)c(Cl)c1,2.416820178
23964445,23964-44-5,COc1c(Cl)cc(C(=O)NN=C(C)C)cc1Cl,2.439545841
23964456,23964-45-6,CCOc1c(Cl)cc(C(=O)NN=C(C)C)cc1Cl,2.46114122
23964467,23964-46-7,C=CCOc1c(Cl)cc(C(=O)NN=C(C)C)cc1Cl,2.478816035
23964478,23964-47-8,CCCOc1c(Cl)cc(C(=O)NN=C(C)C)cc1Cl,2.481713441
23964489,23964-48-9,CC(C)=NNC(=O)c1cc(Cl)c(OC(C)C)c(Cl)c1,2.481713441
23964490,23964-49-0,CC(C)=NNC(=O)c1cc(Cl)c(OCC(C)C)c(Cl)c1,2.501355084
23964503,23964-50-3,CC(C)=NNC(=O)c1cc(Cl)c(OCc2ccccc2)c(Cl)c1,2.545595313
23968856,23968-85-6,O=c1[nH]nc(CS)[nH]1,2.314344292
23969177,23969-17-7,S=c1[nH]nc(CS)[nH]1,2.46127263
23977573,23977-57-3,O=C(N1CCCC1)C1(c2cccc(Cl)c2)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.248125059
23978098,23978-09-8,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,3.391066629
23978554,23978-55-4,C1COCCOCCNCCOCCOCCN1,3.269661956
23981477,23981-47-7,COc1ccc2cc(CC(=O)O)ccc2c1,3.255746753
23984170,23984-17-0,CCC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,5.92239977
23996772,23996-77-2,CC(=CC=CN1CCCCC1)C=[N+]1CCCCC1,4.393410228
23996829,23996-82-9,CC(=CC=CN1CCC(c2ccccc2)CC1)C=[N+]1CCC(c2ccccc2)CC1,3.601627653
23996863,23996-86-3,C(=CC=[N+]1CCCCCCCC1)C=CN1CCCCCCCC1,4.501799808
23996921,23996-92-1,OCCN(C=CC=CC=[N+](CCO)CCO)CCO,2.436723845
23996943,23996-94-3,CC(C)CN(C=CC=CC=[N+](CC(C)C)CC(C)C)CC(C)C,3.808309573
24001238,24001-23-8,Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccccc1,2.862569236
24001250,24001-25-0,Cc1nsc(NC(=O)c2ccccc2)c1C(=O)NC1CCCCC1,2.731045371
24011674,24011-67-4,O=C1Nc2ccccc2OC1C(=O)NC1CCCCC1,2.438257472
24011685,24011-68-5,CCOc1ccc(NC(=O)C2Oc3ccccc3NC2=O)cc1,2.494606749
24011696,24011-69-6,CN(C)C(=O)C1Oc2ccccc2NC1=O,2.342872535
24021496,24021-49-6,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1,2.901774255
24022273,24022-27-3,CC(C)COc1c(Cl)cc(C(=O)NN)cc1Cl,2.44271645
24022284,24022-28-4,CC(C)Oc1c(I)cc(C(=O)NN)cc1I,2.649360176
24022295,24022-29-5,CC(C)COc1c(I)cc(C(=O)NN)cc1I,2.662807867
24022308,24022-30-8,CCCCOc1c(Cl)cc(C(=O)NN=C(C)C)cc1Cl,2.501355084
24026355,24026-35-5,CN(C)C(=O)Cc1cccc(C(=O)c2ccccc2)c1,3.427044449
24028408,24028-40-8,O=c1[nH]nc(-c2ccccc2)s1,2.429433163
24032040,24032-04-0,CC(C)NNC(=O)c1cc(Cl)c(OC(C)C)c(Cl)c1,2.484591644
24032051,24032-05-1,C=CCOc1c(Cl)cc(C(=O)NNC(C)C)cc1Cl,2.481713441
24032062,24032-06-2,COc1c(Cl)cc(C(=O)N/N=C/c2ccc(Cl)cc2)cc1Cl,2.553426656
24032073,24032-07-3,COc1c(Cl)cc(C(=O)N/N=C/Cc2ccccc2)cc1Cl,2.527895294
24032084,24032-08-4,CC(C)=NNC(=O)c1cc(I)c(OC(C)C)c(I)c1,2.68671758
24032095,24032-09-5,CCCCOc1c(Cl)cc(C(=O)NNC(C)C)cc1Cl,2.504106419
24032108,24032-10-8,CCOc1c(I)cc(C(=O)NNC(C)C)cc1I,2.675851634
24040344,24040-34-4,O=C(CCl)c1ccc2c(c1)Cc1ccccc1-2,2.853599806
24044937,24044-93-7,O=C(CSc1nc2ccccc2s1)NN=Cc1ccccc1O,2.285422021
24050097,24050-09-7,CCC1NCCS1,2.370020598
24050100,24050-10-0,CCCC1NCCS1,2.516019467
24050111,24050-11-1,CC(C)C1NCCS1,2.272981418
24050166,24050-16-6,CC1NCCS1,2.615697604
24054577,24054-57-7,Cn1nc(NCO)nc1-c1ccc([N+](=O)[O-])o1,2.600593584
24054895,24054-89-5,CN1C2CCC1CN(CCCN1c3ccccc3Sc3ccc(Cl)cc31)C2,3.698960233
24054908,24054-90-8,COc1ccc2c(c1)N(CCCN1CC3CCC(C1)N3C)c1ccccc1S2,3.694135556
24054919,24054-91-9,OCCN1C2CCC1CN(CCCN1c3ccccc3Sc3ccc(Cl)cc31)C2,3.855334375
24054920,24054-92-0,OCCN1C2CCC1CN(CCCN1c3ccccc3Sc3ccc(C(F)(F)F)cc31)C2,3.666114386
24054931,24054-93-1,CCC(=O)N1C2CCC1CN(CCO)C2,2.326935674
24067774,24067-77-4,CCOc1c(Cl)cc(C(=O)NNCc2ccccc2)cc1Cl,2.53048401
24109522,24109-52-2,COC(=O)c1cc(C(=O)Nc2ccccc2C)ccc1OCCN(C)C,2.839314801
24119957,24119-95-7,NC(=O)C1(c2ccc(Cl)cc2Cl)OC1(Cl)Cl,2.364559654
24126203,24126-20-3,CCCCCCOc1nc(N)nc(N)n1,3.245654531
24132238,24132-23-8,O=C1Nc2ccccc2OC1C(=O)N1CCCCC1,2.415462489
24134927,24134-92-7,CSc1snc(SCC(N)=O)c1C#N,2.544695103
24134994,24134-99-4,N#CCSc1snc(SCc2ccccc2)c1C#N,2.636970496
24143177,24143-17-7,CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,2.631569268
24151937,24151-93-7,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,3.150437124
24155291,24155-29-1,O=C(Cn1ccnc1)c1ccc(Cl)cc1Cl,2.783467978
24155315,24155-31-5,O=C(Cn1ccnc1)c1ccccc1Cl,2.787419145
24155348,24155-34-8,O=C(Cn1ccnc1)c1ccccc1,2.713709828
24155393,24155-39-3,COc1ccc(C(=O)Cn2ccnc2)cc1,2.903572269
24155428,24155-42-8,OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,2.933014605
24155451,24155-45-1,OC(Cn1ccnc1)c1ccc(Cl)cc1,2.916307697
24155473,24155-47-3,OC(Cn1ccnc1)c1ccccc1,2.952469548
24163584,24163-58-4,CC=C1CN2CCC34c5ccccc5N5C=C6C7CC8N(CCC89c8ccccc8N(C=C(C1CC23)C54)C69)CC7=CC,3.367792976
24166130,24166-13-0,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,1.764944127
24167337,24167-33-7,CCN(CC)CCn1nc2c3ccccc3sc3c(C)ccc1c32,3.227233487
24168965,24168-96-5,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,3.106909329
24169026,24169-02-6,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3.326438277
24169708,24169-70-8,O=C(Cn1ccnc1)c1ccc(Cl)cc1,2.963510404
24191853,24191-85-3,CN(C)CCOC(=O)N1CC2(CCC3CCCCC3C2)OC1=O,3.204568785
24206642,24206-64-2,COc1ccc(C(=O)CCNCCc2ccccc2)cc1,3.498112893
24206664,24206-66-4,CNCCC(=O)c1ccc(O)cc1,2.651324058
24206675,24206-67-5,CCNCCC(=O)c1ccccc1O,2.717908789
24206686,24206-68-6,O=C(CCNCc1ccccc1)c1ccccc1O,3.20295975
24206697,24206-69-7,CN(C)C(C)(C)CC(=O)c1ccccc1,3.382972139
24206700,24206-70-0,CCN(CC)CC(C)(C)C(=O)c1ccccc1,3.096175504
24206711,24206-71-1,CNC(C)(C)CC(=O)c1ccccc1,3.167712588
24210944,24210-94-4,CCNC(C)(C)CC(=O)c1ccccc1,3.122059367
24210966,24210-96-6,COc1ccc(C(CC(=O)c2ccccc2)N2CCCCC2)cc1,2.971969262
24210977,24210-97-7,COc1ccc(C(=O)CCN2CCC(c3ccccc3)CC2)cc1,3.279339436
24210988,24210-98-8,CNC(CC(=O)c1ccc(OC)cc1)c1ccccc1,3.28417927
24210999,24210-99-9,COc1ccc(C(CC(=O)c2ccccc2)NCc2ccccc2)cc1,2.598855887
24214720,24214-72-0,NNC1CCCC1,2.757677947
24220153,24220-15-3,Cc1ccc2c(c1)c(C)cc(-c1ccc(N(C)C)cc1)[n+]2C,4.464516373
24220164,24220-16-4,Cc1ccc2c(ccc(-c3ccc(N(C)C)cc3)[n+]2C)c1,3.977112363
24227052,24227-05-2,COC(OC)(c1ccccc1)C1CCCCC1N1CCCCC1,3.815988137
24234068,24234-06-8,CCCCCC[N+]1(CC)CCCCC1,3.664440697
24247732,24247-73-2,CN(C)CCOC(=O)N1CC2(CCCC2)OC1=O,2.232660736
24247743,24247-74-3,CN(C)CCOC(=O)N1CC2(CCCCC2)OC1=O,2.717562878
24261663,24261-66-3,COc1ccc(C(=O)CCNCc2ccccc2)cc1,3.187269257
24271827,24271-82-7,O=C1C=CC(=O)c2ncncc21,4.280198842
24279912,24279-91-2,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,4.970396886
24280748,24280-74-8,C1NC2CC3CC1CC(C3)C2,3.012386663
24280931,24280-93-1,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,2.698312746
24283576,24283-57-6,Cc1cc(F)ccc1NC(=O)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,3.412355949
24286428,24286-42-8,COc1cc(CCN(C)C)c(OC)cc1C,3.34891984
24286439,24286-43-9,CNCCc1cc(OC)c(C)cc1OC,3.391327477
24286440,24286-44-0,CNC(C)Cc1cc(OC)c(C)cc1OC,3.307527155
24301891,24301-89-1,NC(Cc1ccccc1)c1ccccc1,3.086142807
24306385,24306-38-5,CSc1snc(SCC#N)c1C#N,2.511575905
24313222,24313-22-2,O=C(O)c1coc(Cc2ccccc2)c1,3.64304265
24321479,24321-47-9,CC1CC(=O)C2(O)OC3CC4(C=O)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)CC3OC2O1,4.652896697
24325346,24325-34-6,CCOC(=O)C=Cc1ccccc1S(N)(=O)=O,2.503952322
24325368,24325-36-8,CC(C)OC(=O)C=Cc1ccccc1S(N)(=O)=O,2.527181844
24325379,24325-37-9,CCCCOC(=O)C=Cc1ccccc1S(N)(=O)=O,2.549231697
24325380,24325-38-0,CCC(C)OC(=O)C=Cc1ccccc1S(N)(=O)=O,2.549231697
24333195,24333-19-5,COc1cc(CCN)c(OC)cc1C,3.387527746
24342447,24342-44-7,CCN(CC)N=CC(=O)c1ccc([N+](=O)[O-])cc1,2.794610022
24342458,24342-45-8,O=C(C=NN1CCCC1)c1ccccc1,2.70384357
24342469,24342-46-9,O=C(C=NN1CCOCC1)c1ccc([N+](=O)[O-])cc1,2.517283342
24342470,24342-47-0,CN1CCN(N=CC(=O)c2ccc(-c3ccccc3)cc2)CC1,2.584609638
24342492,24342-49-2,O=C(C=NN1CCCC1)c1ccc(-c2ccccc2)cc1,1.967477772
24342505,24342-50-5,O=C(C=NN1CCCCC1)c1ccc(Oc2ccccc2)cc1,2.011966358
24342516,24342-51-6,CCN(CC)N=CC(=O)c1ccc(-c2ccccc2)cc1,2.333789738
24342561,24342-56-1,Cc1ccccc1C(c1ccccc1)N1CCN(C)CC1,3.602703201
24346198,24346-19-8,CN(C)N=CC(=O)c1ccc(Cl)cc1,2.779522282
24346201,24346-20-1,CN(C)N=CC(=O)c1ccc(Oc2ccccc2)cc1,2.553585308
24346212,24346-21-2,CCN(CC)N=CC(=O)c1ccc(Cl)cc1,2.900763913
24346223,24346-22-3,O=C(C=NN1CCOCC1)c1ccccc1,2.463904928
24350741,24350-74-1,O=C(NCCCNC(=O)c1ccccc1O)c1ccccc1O,2.798431026
24353886,24353-88-6,CCCC(C)(COC(N)=O)COC(=O)NC1CC1,2.757016235
24356603,24356-60-3,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,1.677483493
24358041,24358-04-1,NC(Cc1csc2ccc(O)cc12)C(=O)O,2.742803841
24365615,24365-61-5,c1ccc(-c2oc3ccc4ccccc4c3c2-c2ccc(OCCN3CCCC3)cc2)cc1,3.034980201
24377615,24377-61-5,Cc1c(NCC(=O)c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,2.074115203
24377626,24377-62-6,Cc1c(NCC(=O)c2ccc([N+](=O)[O-])cc2)c(=O)n(-c2ccccc2)n1C,2.086806947
24377637,24377-63-7,Cc1c(NCC(=O)c2ccc(-c3ccccc3)cc2)c(=O)n(-c2ccccc2)n1C,2.122191841
24377648,24377-64-8,Cc1c(NCC(=O)c2ccc(Oc3ccccc3)cc2)c(=O)n(-c2ccccc2)n1C,2.139330102
24377659,24377-65-9,Cc1c(N=CC(=O)c2ccc(Sc3ccccc3)cc2)c(=O)n(-c2ccccc2)n1C,2.153844324
24393202,24393-20-2,Oc1cccc(C2SCCCS2)c1,2.150938509
24393940,24393-94-0,CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O,4.3213001
24394556,24394-55-6,NCCSC1(O)C(=O)c2ccccc2-c2ccccc21,3.07519403
24396938,24396-93-8,O=c1nc2c(O)ccccc-2n1Cc1ccccc1,2.538547912
24397895,24397-89-5,CC(N)C(=O)NC1C(C)OC(=O)C2C(=O)CC(O)C(O)C21,2.023641648
24407350,24407-35-0,Cc1ccc(C(=O)C=NN(C)C)cc1,2.73524749
24426366,24426-36-6,CC(C)N(CCCl)CCCl,5.141225737
24428771,24428-77-1,COc1ccc(C(=O)C=Cc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,2.843110635
24428782,24428-78-2,Cc1c(C=CC(=O)c2ccc(Sc3ccccc3)cc2)c(=O)n(-c2ccccc2)n1C,2.152839528
24428793,24428-79-3,Cc1ccc(C(=O)C=Cc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,2.521664935
24428806,24428-80-6,CC(=Cc1c(C)n(C)n(-c2ccccc2)c1=O)C(=O)c1ccccc1,2.868452421
24428817,24428-81-7,CC(=O)/C(=C\c1c(C)n(C)n(-c2ccccc2)c1=O)c1ccccc1,2.743513684
24428828,24428-82-8,COc1ccc(C(=O)C=Cc2c(C)[nH]n(-c3ccccc3)c2=O)cc1,3.34814254
24428839,24428-83-9,Cc1ccc(C(=O)C=Cc2c(C)[nH]n(-c3ccccc3)c2=O)cc1,2.849727808
24428840,24428-84-0,Cc1[nH]n(-c2ccccc2)c(=O)c1C=CC(=O)c1ccc(Cl)cc1,3.228905715
24428851,24428-85-1,Cc1[nH]n(-c2ccccc2)c(=O)c1C=CC(=O)c1ccc([N+](=O)[O-])cc1,3.242225779
24428862,24428-86-2,Cc1[nH]n(-c2ccccc2)c(=O)c1C=CC(=O)c1ccccc1,3.369428527
24428953,24428-95-3,Cc1c(N=CC(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C,2.203255963
24428964,24428-96-4,Cc1ccc(C(=O)C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,2.045832617
24428975,24428-97-5,COc1ccc(C(=O)C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,2.066189216
24428986,24428-98-6,Cc1c(CCC(=O)c2ccc(N)cc2)c(=O)n(-c2ccccc2)n1C,2.048450867
24429127,24429-12-7,Cc1c(C=CC(=O)c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,2.547554427
24429138,24429-13-8,Cc1c(C=CC(=O)c2ccc([N+](=O)[O-])cc2)c(=O)n(-c2ccccc2)n1C,2.259322659
24441778,24441-77-8,COc1cccc2c1c1c(n2C)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.846299683
24450188,24450-18-8,CN(C)CCSc1cc2ccccc2[nH]1,3.301702631
24459798,24459-79-8,CC1CC[N+](C)(CC(=O)c2ccc(-c3ccc(C(=O)C[N+]4(C)CCC(C)CC4)cc3)cc2)CC1,6.82018081
24464060,24464-06-0,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,2.58448658
24464071,24464-07-1,c1ccc(-c2cccc3cnccc23)cc1,2.928488959
24464082,24464-08-2,C[n+]1ccc2c(-c3ccccc3)cccc2c1,3.193785527
24464093,24464-09-3,Cc1nccc2ccc(-c3ccccc3)cc12,2.624175163
24464106,24464-10-6,c1ccc(-c2cccc3c2CCNC3)cc1,3.338481395
24464117,24464-11-7,c1ccc(-c2ccc3c(c2)CCNC3)cc1,3.303719289
24464128,24464-12-8,CC1NCCc2cc(-c3ccccc3)ccc21,3.199706562
24464139,24464-13-9,c1ccc(-c2ccc3c(c2)CNCC3)cc1,3.136061197
24464140,24464-14-0,CC1NCCc2ccc(-c3ccccc3)cc21,3.462434949
