RTECS_ID,CAS_RN,SMILES,rat_oral_LD50
2523946,2523-94-6,COP(=S)(Cl)Cl,2.884995472
2524030,2524-03-0,COP(=S)(Cl)OC,2.473249009
2524041,2004/1/24,CCOP(=S)(Cl)OCC,2.148473732
2524096,2009/6/24,CCOP(=S)(OCC)SCC,3.427915971
2528361,2528-36-1,CCCCOP(=O)(OCCCC)Oc1ccccc1,2.12641971
2528383,2528-38-3,CCCCCOP(=O)(OCCCCC)OCCCCC,1.119897104
2532492,2532-49-2,CCCc1nc(C)cc(OC(=O)N(C)C)n1,3.047812047
2532914,2532-91-4,Cc1nc2ccccc2c(=O)n1-c1ccccc1C(=O)O,2.257265059
2532925,2532-92-5,CCN(CC)CCOC(=O)c1ccc(-n2c(C)nc3ccccc3c2=O)cc1,1.880195998
2533826,2533-82-6,C[As]=S,3.086445257
2536314,2536-31-4,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1.947501708
2538707,2538-70-7,CC[Ge](CC)(CC)O[Ge](CC)(CC)CC,3.145599064
2539175,2539-17-5,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2.190280299
2540821,2540-82-1,COP(=S)(OC)SCC(=O)N(C)C=O,3.012454202
2544527,2544-52-7,CCOP(=O)(OCC)SCn1nc(C)oc1=O,5.45064626
2545597,2545-59-7,CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.852046703
2549931,2549-93-1,NCC1CCC(CN)CC1,2.428764193
2550267,2550-26-7,CC(=O)CCc1ccccc1,1.665712877
2550756,2550-75-6,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,3.298603121
2552558,2552-55-8,NC(C(=O)O)c1cc(=O)[nH]o1,3.088377869
2554065,06-05-54,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,1.361304665
2556107,10-07-56,CCOC(C)OCCc1ccccc1,1.589444678
2568254,2568-25-4,CC1COC(c2ccccc2)O1,1.738262478
2570265,2570-26-5,CCCCCCCCCCCCCCCN,2.537315273
2578452,2578-45-2,O=[N+]([O-])c1cnc(Cl)c([N+](=O)[O-])c1,3.6096819
2579206,2579-20-6,NCC1CCCC(CN)C1,2.208557391
2581342,2581-34-2,Cc1cc(O)ccc1[N+](=O)[O-],2.105898889
2583804,2583-80-4,O=S(=O)(O)c1ccc(C=Cc2ccccc2)c(-n2nc3ccc4cc(S(=O)(=O)O)ccc4c3n2)c1,2.307537968
2586574,2586-57-4,COc1cc(-c2ccc(NN=C3C(=O)C=Cc4ccccc43)c(OC)c2)ccc1/N=N/c1ccc2c(S(=O)O)cc(S(=O)(=O)O)c(N)c2c1,2.017625665
2587759,2587-75-9,CCCCC[Sn](CCCCC)(CCCCC)OC(C)=O,2.94207356
2587760,2587-76-0,CCCCCCCC[Sn](Cl)(CCCCCCCC)CCCCCCCC,1.228199895
2587817,2587-81-7,CC[Pb](CC)(CC)OC(C)=O,3.792428555
2587828,2587-82-8,CCCC[Pb](CCCC)(CCCC)OC(C)=O,3.848677684
2587840,2587-84-0,CCCC[Pb](CCCC)(OC(C)=O)OC(C)=O,4.111499725
2587862,2587-86-2,CCCC[Ge](CCCC)(CCCC)O[Ge](CCCC)(CCCC)CCCC,1.924206036
2587908,2587-90-8,COP(=O)(OC)SCCSC,4.033954236
2588036,03-06-88,CCOP(=S)(OCC)SCS(=O)CC,5.140484474
2588047,04-07-88,CCOP(=S)(OCC)SCS(=O)(=O)CC,5.386772357
2588058,05-08-88,CCOP(=O)(OCC)SCS(=O)CC,5.415502531
2588069,06-09-88,CCOP(=O)(OCC)SCS(=O)(=O)CC,5.742436029
2589017,01-07-89,C(Oc1nc(OCC2CO2)nc(OCC2CO2)n1)C1CO1,2.247837419
2589153,2589-15-3,ClC1=C(Cl)C2(Cl)C3C(Cl)CCC3C1(Cl)C2(Cl)Cl,2.273391383
2591573,2591-57-3,CCOP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.988007897
2591664,2591-66-4,COP(=N)(S)Oc1cc(Cl)c(Cl)cc1Cl,2.64138628
2591744,2591-74-4,CCNP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.871303039
2592623,2592-62-3,CC1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.508436566
2593159,2593-15-9,CCOc1nc(C(Cl)(Cl)Cl)ns1,2.361419157
2595542,2595-54-2,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,4.026335531
2597093,09-03-97,C=CCC(CC=C)(C(=O)OCCN(CC)CC)c1ccccc1,2.32284891
2597117,11-07-97,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.169864164
2597537,2597-53-7,CCOP(=O)(OC=CCl)N(CC)CC,3.502382193
2600693,2600-69-3,CCOP(=O)(OCC)SCSCC,5.990015456
2601890,2601-89-0,N#CC(Cl)CCl,3.75089392
2602462,2602-46-2,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c12,1.984270362
2611827,2611-82-7,O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,1.82812556
2615158,2615-15-8,OCCOCCOCCOCCOCCOCCO,0.945611665
2617789,2617-78-9,O=CNc1ccc(Br)cc1,2.251887968
2617790,2617-79-0,O=CNc1ccc(Cl)cc1,2.316903669
2619069,2006/9/19,CCN(CC)CCOC(=O)c1ccccc1-n1c(C)nc2ccccc2c1=O,2.670680984
2619070,2619-07-0,CCN(CC)CCOC(=O)c1cccc(C)c1-n1c(C)nc2ccccc2c1=O,3.050862344
2619081,2008/1/19,CCN(CC)CCOC(=O)c1ccc(C)cc1-n1c(C)nc2ccccc2c1=O,2.147772357
2621627,2621-62-7,CC(=O)Nc1cc(Cl)ccc1Cl,1.696965512
2622266,2622-26-6,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,2.966292662
2624171,2624-17-1,O=c1[nH]c(=O)[nH]c(=O)[nH]1,1.224351409
2624433,2624-43-3,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1.482445984
2627954,2627-95-4,C=C[Si](C)(C)O[Si](C)(C)C=C,1.270452898
2628162,2628-16-2,C=Cc1ccc(OC(C)=O)cc1,2.033059738
2631370,2631-37-0,CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.772474689
2631405,2631-40-5,CNC(=O)Oc1ccccc1C(C)C,2.632897999
2633547,2633-54-7,CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.028861245
2634335,2634-33-5,O=c1[nH]sc2ccccc12,2.170922895
2635101,10-01-35,CNC(=O)Oc1cc(C)c(S(C)=O)c(C)c1,3.759329629
2636251,2636-25-1,CSc1ccc(OP(C)(C)=S)cc1C,3.148491599
2636262,2636-26-2,COP(=S)(OC)Oc1ccc(C#N)cc1,3.053567967
2639636,2639-63-6,CCCCCCOC(=O)CCC,1.537234607
2641567,2641-56-7,CCCCCCCC(=O)O[Sn](CC)(CC)OC(=O)CCCCCCC,3.147298676
2642719,2642-71-9,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.69320669
2646971,2646-97-1,Nc1cccc(C(F)(F)F)c1,2.525924388
2652779,2652-77-9,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,2.401870772
2653396,2653-39-6,C=Cc1ccc(OCC2CO2)cc1,2.246042874
2654582,2654-58-2,CC1(C)CN(c2ccccc2)NC1=O,3.80219428
2655143,2655-14-3,CNC(=O)Oc1cc(C)cc(C)c1,2.864217965
2655154,2655-15-4,CNC(=O)Oc1cc(C)cc(C)c1C,2.968047178
2655198,2655-19-8,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,2.165311937
2664633,2664-63-3,Oc1ccc(Sc2ccc(O)cc2)cc1,1.812410267
2665307,2665-30-7,CP(=S)(Oc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,4.587266062
2667405,2667-40-5,CCOP(=O)(OC=C(SCC)SCC)OCC,4.301582646
2667416,2667-41-6,CCOP(=O)(OCC)OC(=C(Cl)Cl)c1cc(Cl)cc(Cl)c1,4.294486067
2667494,2667-49-4,COP(C)(=S)Oc1ccc(Cl)cc1Cl,3.231740403
2667529,2667-52-9,CC(C)OP(=S)(OC(C)C)SCSC(C)C,4.781707994
2668920,2668-92-0,CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,2.863735541
2669321,2669-32-1,CCOc1nn(CSP(=S)(OC)OC)c(=O)s1,3.072055009
2674911,2674-91-1,CCS(=O)CC(C)SP(=O)(OC)OC,3.466112524
2675356,2675-35-6,O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,1.96240568
2675776,2675-77-6,COc1cc(Cl)c(OC)cc1Cl,1.274695135
2675947,2675-94-7,C=CC(=O)N(CC)CC,1.953686284
2678297,2678-29-7,CC(=O)SCCCCCCSC(C)=O,2.667501131
2680037,03-07-80,C=CC(=O)N(C)C,2.496531167
2684620,2684-62-0,CC(=O)C=[N+]=[N-],2.778554337
2686999,2686-99-9,CNC(=O)Oc1cc(C)c(C)c(C)c1,3.035690511
2687914,2687-91-4,CCN1CCCC1=O,1.92335917
2687947,2687-94-7,CCCCCCCCN1CCCC1=O,1.983421648
2691410,2691-41-0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,1.659275839
2694544,2694-54-4,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,2.138744664
2698411,2698-41-1,N#CC(C#N)=Cc1ccccc1Cl,3.025160831
2700892,2700-89-2,CS(=O)(=O)C(Cl)=CCl,3.457797545
2701862,2701-86-2,CCOP(=O)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,4.011719029
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.639025296
2703379,2703-37-9,CCS(=O)CCSP(=S)(OC)OC,3.418894312
2703619,2703-61-9,COP(=O)(OC)OC(C)=CC(=O)OCc1ccccc1,3.72929065
2705875,2705-87-5,C=CCOC(=O)CCC1CCCCC1,2.525742309
2706287,2706-28-7,Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O,1.382855162
2720174,2720-17-4,CCP(=S)(OC)OCc1cc(Cl)c(Br)cc1Cl,4.033486942
2720185,2720-18-5,CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl,3.714232126
2720196,2720-19-6,CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,3.658044803
2726036,2003/6/26,CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,3.115602261
2728043,2004/3/28,CCN(CC)C(=O)c1ccccc1C,2.19887057
2728054,2005/4/28,CCN(CC)C(=O)c1ccc(C)cc1,1.919928104
2735048,04-08-35,COc1ccc(N)c(OC)c1,2.51868692
2746818,2746-81-8,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.378400271
2747311,2747-31-1,C=CC(=CC)N=Nc1ccccc1.C=[N+](C)O,2.023639616
2748881,2748-88-1,CCCCCCCCCCCCCC[n+]1ccc(C)cc1,3.065228552
2752718,2752-71-8,CNC(=O)Oc1cc(C(C)C)ccc1C,2.918602725
2752810,2752-81-0,CNC(=O)Oc1cc(C(C)C)ccc1Cl,4.03512657
2758067,06-07-58,C[N+](C)(C)CCBr,2.944144872
2759719,2759-71-9,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,3.029466834
2761242,2761-24-2,CCCCC[Si](OCC)(OCC)OCC,1.068949845
2763964,2763-96-4,NCc1cc(=O)[nH]o1,3.404088355
2764729,2764-72-9,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,3.043992026
2767808,2767-80-8,OCP(CO)CO,2.843267782
2778043,04-03-78,COc1coc(CSP(=O)(OC)OC)cc1=O,4.085799189
2778418,2778-41-8,CC(C)(N=C=O)c1ccc(C(C)(C)N=C=O)cc1,1.387912801
2778429,2778-42-9,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,1.725154969
2779660,2779-66-0,COP(=S)(OC)SCSc1ccc(Cl)c(Cl)c1,3.20073363
2781104,10-04-81,CCCCC(CC)C(=O)O[Sn](CCCC)(CCCC)OC(=O)C(CC)CCCC,3.414434321
2782403,2782-40-3,CCCCNC(=O)c1ccccc1,1.537615774
2782709,2782-70-9,COP(=S)(OC)SCc1ccc(SP(=S)(OC)OC)cc1,3.183647957
2782914,2782-91-4,CN(C)C(=S)N(C)C,2.157548739
2783940,2783-94-0,O=C1C=Cc2cc(S(=O)(=O)O)ccc2C1=NNc1ccc(S(=O)(=O)O)cc1,1.611099557
2784272,2784-27-2,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,1.729605343
2785877,2785-87-7,CCCc1ccc(O)c(OC)c1,1.80570993
2789926,2789-92-6,Nc1c(Cl)cc(Cl)cc1C(=O)O,1.699029031
2797515,2797-51-5,NC1=C(Cl)C(=O)c2ccccc2C1=O,2.183721911
2801685,2801-68-5,COc1ccc(OC)c(CC(C)N)c1,3.057621623
2807309,2807-30-9,CCCOCCO,1.527837196
2813958,2813-95-8,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O,3.672485778
2814202,2814-20-2,Cc1cc(=O)nc(C(C)C)[nH]1,1.751042328
2818884,2818-88-4,Cc1nc2ccccc2[se]1,2.619481047
2818895,2818-89-5,Cc1nc2c(C)cccc2[se]1,2.297198729
2820511,2820-51-1,CN1CCCC1c1cccnc1,3.511177226
2825823,2825-82-3,C1CC2C3CCC(C3)C2C1,0.86014041
2827067,2006/7/27,Cc1cccc(C)c1C(OCCOCCN(C)C)c1c(C)cccc1C,2.965405751
2828424,2828-42-4,CC(C)=NOC(=O)Nc1ccccc1,2.096273333
2830877,2830-87-7,CCNC(=O)C(SP(=S)(OC)OC)C(=O)NCC,2.497439714
2833854,2833-85-4,CON(C(=O)CSP(=S)(OC)OC)C(C)C,3.043427274
2835394,2835-39-4,C=CCOC(=O)CC(C)C,2.791165652
2835952,2835-95-2,Cc1ccc(N)cc1O,1.534149548
2842377,2842-37-7,OCCNCCc1ccccc1,1.946263067
2842388,2842-38-8,OCCNC1CCCCC1,0.572835218
2852075,07-05-52,C=CC(Cl)=C(Cl)Cl,2.364570307
2853692,2853-69-2,Cc1ccccc1-c1nc2c(N)nc(N)nc2nc1N,2.171719955
2856759,2856-75-9,Cc1nccnc1N1CCCCC1,2.385265834
2862160,2862-16-0,O=c1nc[nH]c2c1ccn2C1OC(CO)C(O)C1O,4.01192974
2866435,2866-43-5,c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)s3)nc2c1,1.025793149
2866822,2866-82-2,O=C(Nc1ccc(Cl)cc1)c1ccccc1,2.665922289
2867472,2867-47-2,C=C(C)C(=O)OCCN(C)C,1.953202309
2870715,2870-71-5,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.290255474
2871014,01-04-71,Nc1ccc(NCCO)c([N+](=O)[O-])c1,2.294893697
2872482,2872-48-2,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,2.478697643
2872960,2872-96-0,COP(=O)(Oc1ccccc1)OC(Br)C(Cl)(Cl)Br,2.947291548
2873974,2873-97-4,C=CC(=O)NC(C)(C)CC(C)=O,1.98048869
2876780,2876-78-0,COC(=O)Cc1cccc2ccccc12,2.022790729
2885394,2885-39-4,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,6.332039396
2889589,2889-58-9,C=C(C)c1ccc(C(C)(C)N=C=O)cc1,1.660324212
2894679,2894-67-9,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,2.183503303
2897463,2897-46-3,CCCCCC[Sn](CCCCCC)(CCCCCC)CC(=O)O,2.636753607
2898126,12-06-98,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,2.478346808
2901668,2901-66-8,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(O)C1OC,2.937191117
2905239,2905-23-9,O=S(=O)(Cl)c1ccccc1Cl,1.449363189
2905626,2905-62-6,O=C(Cl)c1cc(Cl)cc(Cl)c1,2.421278523
2906801,2906-80-1,c1cc2c(c(OCCN3CCCCC3)c1)OCCO2,1.420511884
2909388,2909-38-8,O=C=Nc1cccc(Cl)c1,1.563051438
2915539,2915-53-9,CCCCCCCCOC(=O)C=CC(=O)OCCCCCCCC,1.379833874
2917193,2917-19-3,CCC(C)c1ccc(Cl)c(OC(=O)NC)c1,3.684338988
2917217,2917-21-7,CCP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,4.109099989
2921315,2921-31-5,CC1OP(=S)(Cl)OC2CCCCC12,3.30228041
2921882,2921-88-2,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.630986911
2929875,2929-87-5,Cc1cc(C(C)(C)C)c(OB(OC(C)C)OC(C)C)c(C(C)(C)C)c1,1.825995017
2935446,2935-44-6,CC(O)CCC(C)O,1.77149929
2937500,2937-50-0,C=CCOC(=O)Cl,2.693723346
2938989,2938-98-9,CC(CO)CCO,1.280462462
2941551,2941-55-1,CCSC(=O)N(CC)CC,2.605493595
2949226,2949-22-6,CCOC(=O)CN=C=O,2.057898256
2953299,2953-29-9,COP(=S)(OC)SC,4.05996963
2955386,2955-38-6,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1.909570737
2959344,2959-34-4,CCn1nc2c3ccccc3c3ccccc3c2nc1=N,2.438268554
2964069,06-09-64,CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,3.505697929
2969871,2969-87-1,C=COC(=O)CCCCC(=O)OC,1.477604314
2971382,2971-38-2,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,2.752779958
2971906,2971-90-6,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,1.028130499
2978587,2978-58-7,C#CC(C)(C)N,1.752461342
2979262,2979-26-2,CCOC1CCCCC1O,2.253751374
2984590,2984-59-0,COP(=O)(N=C1SCC(C)S1)OC,3.83844248
2984647,2984-64-7,CCOP(=S)(CC)Sc1ccc(Cl)cc1,4.939166741
2984658,2984-65-8,CCP(=S)(OC)Sc1ccc(C)cc1,3.4230467
2984669,2984-66-9,CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,3.204749856
2984681,2984-68-1,COP(C)(=S)Sc1ccccc1,3.162928655
2984705,2984-70-5,CCP(=S)(OC)Sc1ccccc1,3.411825395
2984783,2984-78-3,COP(=S)(OC)SCSC=CC(Cl)Cl,3.566448584
2986176,2986-17-6,CC(C)NC(=S)NC(C)C,2.551683077
2987464,2987-46-4,N#CSc1ccc(N)cc1,2.796476039
2988321,2988-32-1,CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,2.835128659
2990218,2990-21-8,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)C1CCCCC1,2.995952099
2990229,2990-22-9,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)Cc1ccccc1,3.005180513
2991517,2991-51-7,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.975637416
2997924,2997-92-4,CC(C)(N=NC(C)(C)C(=N)N)C(=N)N,2.684481911
3001578,3001-57-8,O=S1(=O)CC(Cl)C(Cl)C1,2.593559507
3001636,3001-63-6,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CCl,2.178992494
3004704,3004-70-4,CCN(CC)c1nc(NC(C)C)nc(OC)n1,2.432041168
3004715,3004-71-5,CNc1nc(Cl)nc(NC(C)C)n1,2.429560653
3006153,3006-15-3,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)O,2.32100749
3006937,3006-93-7,O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,2.291783544
3010024,2002/4/10,CCN(CC)CC#N,2.845779967
3016191,3016-19-1,CC=C(C)C=CC=C(C)C,1.855544659
3018120,3018-12-0,N#CC(Cl)Cl,2.522653643
3021225,3021-22-5,O=S(=O)(O)c1ccc(N2CCC(c3ccc(Cl)cc3)=N2)cc1,1.784646952
3025307,3025-30-7,CCCCCC=CC=CC(=O)OCC,1.593928171
3027212,3027-21-2,CO[Si](C)(OC)c1ccccc1,2.310409903
3032551,3032-55-1,CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.395206405
3033292,3033-29-2,CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)CCS1,2.385354057
3033623,3033-62-3,CN(C)CCOCCN(C)C,2.44819174
3034386,3034-38-6,O=[N+]([O-])c1c[nH]cn1,2.275219187
3035458,3035-45-8,CNc1nc(NC(C)C)nc(OC)n1,1.914788156
3037727,3037-72-7,CCO[Si](C)(CCCCN)OCC,1.499632105
3040446,3040-44-6,OCCN1CCCCC1,1.935760784
3042840,3042-84-0,Nc1cnn(-c2ccccc2)c(=O)c1Br,1.495622685
3048768,3048-76-8,CC1CC2(CC(C)OC2=O)C(=O)O1,1.663208414
3056175,3056-17-5,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1.748606609
3056937,3056-93-7,Cc1[nH]c2ccccc2c1C=CC1=[N+](C)c2ccccc2C1(C)C,2.10975068
3060375,3060-37-5,CCC(CC)(C(=O)O)c1cccc2ccccc12,2.35096192
3060897,3060-89-7,CON(C)C(=O)Nc1ccc(Br)cc1,2.112442446
3061652,3061-65-2,C=C(C#N)OC(C)=O,3.045714059
3064708,3064-70-8,O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.638807003
3070164,3070-16-4,COP(=S)(OC)Oc1ccc(SC)cc1,4.422110308
3070197,3070-19-7,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1,3.813861088
3071736,3071-73-6,O=S(=O)(O)c1cccc2c(N=Nc3ccc(N=Nc4ccc(Nc5ccccc5)c5c(S(=O)(=O)O)cccc45)c4ccccc34)cccc12,1.661345023
3081014,01-04-81,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,2.128693069
3081149,3081-14-9,CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,2.60855741
3083258,3083-25-8,ClC(Cl)(Cl)CC1CO1,2.068042311
3084626,3084-62-6,CCCCOC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.868846553
3087169,3087-16-9,CN(C)c1ccc([C+](c2ccc(N(C)C)cc2)c2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)cc1,2.443774449
3090355,3090-35-5,CCCCCCCCC=CCCCCCCCC(=O)O[Sn](CCCC)(CCCC)CCCC,3.466996062
3091256,3091-25-6,CCCCCCCC[Sn](Cl)(Cl)Cl,1.866536464
3093354,3093-35-4,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,1.959008938
3094095,09-05-94,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,1.861077766
3099318,3099-31-8,ClCc1cccnc1,2.60607509
3099885,3099-88-5,CCOP(=S)(CC)Sc1ccccc1C,3.782112479
3102009,3102-00-9,CCCCOCC(O)COc1ccccc1,1.976080928
3105973,3105-97-3,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,2.560822494
3112854,3112-85-4,CS(=O)(=O)c1ccccc1,2.026380377
3115057,2005/7/15,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,2.373701926
3120749,3120-74-9,CSc1ccc(O)cc1C,1.656701205
3124241,3124-24-1,CCCC[Ge]1(CCCC)O[Ge](CCCC)(CCCC)O[Ge](CCCC)(CCCC)O1,2.647556431
3129917,3129-91-7,C1CCC(NC2CCCCC2)CC1,2.71334151
3131279,3131-27-9,COCc1c(CO)cnc(C)c1O,1.930503603
3132998,3132-99-8,O=Cc1cccc(Br)c1,2.215680286
3134121,12-01-34,CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,1.828925289
3337711,3337-71-1,COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061160212
3337879,3337-87-9,CN(C)CCNc1ncnc2ccccc12,2.508957622
3344114,11-04-44,CNC(=O)CSP(=O)(OC)SC,3.360333971
3344125,12-05-44,CCOC(=O)CC(SP(=O)(OC)SC)C(=O)OCC,3.465914272
3344147,3344-14-7,COP(=O)(Oc1ccc([N+](=O)[O-])c(C)c1)SC,2.944542203
3347226,3347-22-6,N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,2.669902452
3347306,3347-30-6,CCOP(=S)(SCC)SCC,1.818339026
3347624,3347-62-4,Cc1cc(-c2ccccc2)n[nH]1,1.943944955
3352872,3352-87-2,CCCCCCCCCCCC(=O)N(CC)CC,1.902149128
3356578,3356-57-8,COP(=S)(OC)Oc1ccc(SSc2ccc(OP(=S)(OC)OC)cc2)cc1,4.61852399
3365999,3365-99-9,Clc1ccc(N=Nc2ccc(NCCCN3CCCCC3)c3c2CCCC3)cc1,2.563841568
3366618,3366-61-8,CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,2.142456646
3369526,3369-52-6,ClC1=C(Cl)C2(Cl)C3COCC3C1(Cl)C2(Cl)Cl,1.359030628
3376907,3376-90-7,CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C,1.37166576
3380345,3380-34-5,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1.893514346
3383968,3383-96-8,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,2.668832097
3385033,03-03-85,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,5.939023775
3385215,3385-21-5,NC1CCCC(N)C1,2.466571072
3385419,3385-41-9,O=C(O)CCCCC(=O)O,1.143211848
3385613,3385-61-3,OC1CC2CC1C1CC=CC21,1.67158067
3386183,3386-18-3,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.049314429
3387368,3387-36-8,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1.431607651
3391808,3391-80-8,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.61549554
3391831,3391-83-1,O=C1CCCCCCCCCOCCCCCO1,1.709924302
3391864,3391-86-4,C=CC(O)CCCCC,2.57645992
3393597,3393-59-7,FC(F)(F)c1nc2c(Cl)cc(Cl)c(Cl)c2[nH]1,4.660064155
3393600,3393-60-0,FC(F)(F)c1nc2c(Br)cc(Br)c(Br)c2[nH]1,4.520002743
3395913,3395-91-3,COC(=O)CCBr,2.01860169
3397168,3397-16-8,CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,2.139458225
3398694,3398-69-4,CCN(N=O)C(C)(C)C,1.91046098
3401807,3401-80-7,O=C(O)c1c(Cl)ccc(Cl)c1O,2.122870923
3405321,3405-32-1,ClCC(Cl)C(Cl)CCl,2.939860785
