RTECS_ID,CAS_RN,SMILES,dog_intravenous_LDLo
49745951,49745-95-1,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,3.877063083
50809342,50809-34-2,COC(=O)C1OC(OC)C(OS(=O)(=O)O)C(O)C1O,2.179346372
51775178,51775-17-8,CCN(CCCl)CC1COc2ccccc2O1,4.231715893
52794975,52794-97-5,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.932388352
53198871,53198-87-1,CCC(C)C(C#N)(CCN1CCCCC1)c1ccccc1,3.647821384
53214576,53214-57-6,CNC(C)C(O)c1ccccc1,3.289069309
53910251,53910-25-1,OCC1OC(n2cnc3c2NC=NCC3O)CC1O,2.872274465
54160315,54160-31-5,CC(C=C(c1cccs1)c1cccs1)N1CCCCC1,4.203399371
55661386,55661-38-6,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,4.736708763
56605164,56605-16-4,O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl,4.952647816
57248881,57248-88-1,NCCC(O)(P(=O)(O)O)P(=O)(O)O,4.070165364
57470787,57470-78-7,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,3.579212925
57998682,57998-68-2,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,5.464618297
59178379,59178-37-9,NCCCNCCSP(=O)(O)O,2.885270003
59653735,59653-73-5,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,3.91443813
59740646,59740-64-6,CCOP(=O)(OCC)N(CC)P(=O)(N(C)C)N(C)C,3.595621587
60084108,60084-10-8,NC(=O)c1csc(C2OC(CO)C(O)C2O)n1,2.377999283
60719848,60719-84-8,Nc1cc(-c2ccncc2)c[nH]c1=O,3.193129238
61966083,61966-08-3,Cn1nc(N)c2cn(C3OC(COP(=O)(O)O)C(O)C3O)c3ncnc1c23,4.073455871
62305913,62305-91-3,CC1SCC(C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(N)=O)NC1=O,3.310145055
62893203,62893-20-3,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,2.031866084
63653281,63653-28-1,CC12CCC3C(CC4(O)C5CCN4CCC35C)C1CC1OC(=O)CC12,3.538426682
63710101,63710-10-1,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,5.457198565
64037510,64037-51-0,CC(C=C(c1cccs1)c1cccs1)c1ccccn1,4.130988372
64039276,64039-27-6,Nc1nc(=S)c2ncn(C3CC(O)C(CO)O3)c2[nH]1,3.299978158
64057949,64057-94-9,CCN(CC)CCOC(=O)n1c2ccccc2c2ccccc21,4.093977506
65002177,65002-17-7,CC(C)(S)C(=O)NC(CS)C(=O)O,3.047895679
65141460,65141-46-0,O=C(NCCO[N+](=O)[O-])c1cccnc1,3.546495366
65573026,65573-02-6,Cc1nc[nH]c1CSCCNC(=N)NCCCc1cnc[nH]1,4.064639065
68099865,68099-86-5,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,3.859981522
68401821,68401-82-1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,2.07851459
69049065,69049-06-5,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,4.31861212
69766627,69766-62-7,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,3.547422949
71628961,71628-96-1,COC1CC(C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,4.733640966
75443991,75443-99-1,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,5.210520769
77181261,77181-26-1,CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,7.360330182
77327050,77327-05-0,CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C2CCCN2C(=O)C(C)O)C(C)OC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)C(=O)C(C(C)C)OC(=O)CC1O,6.425074157
77658970,77658-97-0,O=c1n(CC2CO2)c(=O)n(CC2CO2)n1CC1CO1,3.652015752
78755814,78755-81-4,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,4.004741132
78778286,78778-28-6,O=C(O)NN1C(CCCOc2ccc(F)cc2)CC(O)C2CCCCC21,3.639198582
79455304,79455-30-4,CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,2.277714624
97919227,97919-22-7,Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,4.445588637
98225480,98225-48-0,C=C(C=O)CC1CC(O)C2OC3CC4OC5C=CCC6OC7C(C)CC8OC9(C)CC(C)CC%10OC(=O)CC%10OC9CC8OC7CC=CCC6OC5CCCC4OC3CC2O1,7.328919078
103829567,103829-56-7,O=NNc1cnccn1,3.695842271
103909757,103909-75-7,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)OCCC(C)(C)O)CC(O)CC1O,5.718727911
104931875,104931-87-5,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,3.566340055
105239916,105239-91-6,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,1.838558677
106438964,106438-96-4,COc1cc(OC)c(C(=O)CCC(=O)O)cc1Cc1ccccc1,3.463277094
107007998,107007-99-8,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,5.017613403
109652973,109652-97-3,O=C(OCc1ccccc1)c1ccc[n+](Cc2ccccc2)c1,4.881340426
110311303,110311-30-3,CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O,5.286432217
118201506,118201-50-6,NCCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,5.033404757
127045378,127045-37-8,CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,2.900782105
129318430,129318-43-0,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,4.396366754
140678144,140678-14-4,Cc1ncc(COP(=O)(O)O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)(O)O)cnc(C)c2O)CC(=O)O)c1O,2.583458697
140695212,140695-21-2,CNCc1ccc(CSCCN=C(NCC(O)c2ccc(O)cc2)NS(C)(=O)=O)o1,3.659526396
143343833,143343-83-3,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,3.204608289
159126337,159126-33-7,CC(=O)N(CC(O)CO)c1c(I)c(C(N)=O)c(I)c(C(=O)N(CCO)CC(O)CO)c1I,1.280191522
1187004,1187-00-4,CS(=O)(=O)OCC(O)C(O)C(O)C(O)COS(C)(=O)=O,3.399040114
1221563,1221-56-3,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,3.299550878
1229352,1229-35-2,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,4.073995331
1401634,1401-63-4,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(S)cc2)C=C1,4.594174314
1404155,1404-15-5,COC(=O)C1c2cc3c(c(O)c2C(OC2OC(C)C(OC)C(C)(OC)C2OC)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,6.498482583
1405205,1405-20-5,CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(CCO)NC(=O)C(CCN)NC=O)CCNC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,5.134847403
1406117,1406-11-7,CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)O)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,4.646318231
2312767,2312-76-7,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.120867748
2447576,2447-57-6,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,3.713679508
3330469,3330-46-9,C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.957241858
3625181,3625-18-1,CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,5.979160341
3654420,3654-42-0,CCOP(=O)(OCC)N(CC)P(=O)(OCC)OCC,5.024292696
3691165,3691-16-5,C=CC(O)CN1CC1,4.606534907
3734176,3734-17-6,CCC(=O)OC1(c2ccccc2)CCN(C)C1C,3.587110871
4685147,4685-14-7,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,3.73229584
7698977,7698-97-7,CCC1C(c2ccccc2)=CCC(C(=O)O)C1C,4.086953909
7733075,07-05-33,CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,3.384432272
7762325,7762-32-5,c1ccc2c(c1)OCC(CN1CCN(CC3COc4ccccc4O3)CC1)O2,3.883616016
23795031,23795-03-1,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,3.09367287
25709164,25709-16-4,C=CCOc1cc(Cl)ccc1C(=O)NCCN1CCCCC1,3.810011953
87771402,87771-40-2,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,1.827753634
88475698,88475-69-8,CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,3.998367245
95510706,95510-70-6,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,2.936292518
95734820,95734-82-0,N[Pt]1(N)OC=C(O)O1,4.876735855
96036032,96036-03-2,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,2.282701398
187605432,187605-43-2,O=C(O)C1C2CCC(O2)C1C(=O)O,4.570923365
