RTECS_ID,CAS_RN,SMILES,rabbit_skin_LD50
121982,121-98-2,COC(=O)c1ccc(OC)cc1,1.521598297
122032,122-03-2,CC(C)c1ccc(C=O)cc1,1.723704824
122101,122-10-1,COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,4.149503929
122145,122-14-5,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.345942744
122349,122-34-9,CCNc1nc(Cl)nc(NCC)n1,1.296021745
122430,122-43-0,CCCCOC(=O)Cc1ccccc1,1.584914416
122485,122-48-5,COc1cc(CCC(C)=O)ccc1O,1.589346306
122521,122-52-1,CCOP(OCC)OCC,1.773360611
122598,122-59-8,O=C(O)COc1ccccc1,1.483299098
122634,122-63-4,CCC(=O)OCc1ccccc1,1.516413728
122689,122-68-9,O=C(C=Cc1ccccc1)OCCCc1ccccc1,1.726466391
122703,122-70-3,CCC(=O)OCCc1ccccc1,1.552013239
122725,122-72-5,CC(=O)OCCCc1ccccc1,1.552013239
122747,122-74-7,CCC(=O)OCCCc1ccccc1,1.584914416
122781,122-78-1,O=CCc1ccccc1,1.380757385
122849,122-84-9,COc1ccc(CC(C)=O)cc1,1.516413728
122974,122-97-4,OCCCc1ccccc1,1.435187971
123057,123-05-7,CCCCC(C=O)CC,1.491463323
123115,123-11-5,COc1ccc(C=O)cc1,1.435047641
123308,123-30-8,Nc1ccc(O)cc1,1.037936196
123331,123-33-1,O=c1ccc(=O)[nH][nH]1,1.447499129
123353,123-35-3,C=CC(=C)CCC=C(C)C,1.435328255
123386,123-38-6,CCC=O,1.373091501
123422,123-42-2,CC(=O)CC(C)(C)O,0.934722835
123433,123-43-3,O=C(O)CS(=O)(=O)O,1.950588078
123682,123-68-2,C=CCOC(=O)CCCCC,2.716629279
123693,123-69-3,O=C1CCCCCC=CCCCCCCCCO1,1.703115905
123762,123-76-2,CC(=O)CCC(=O)O,1.365922062
123864,123-86-4,CCCCOC(C)=O,0.819543936
123922,123-92-2,CC(=O)OCCC(C)C,1.415597615
124072,124-07-2,CCCCCCCC(=O)O,1.460037419
124094,124-09-4,NCCCCCCN,2.019913048
124174,124-17-4,CCCCOCCOCCOC(C)=O,1.148828082
124254,124-25-4,CCCCCCCCCCCCCC=O,1.327107482
124765,124-76-5,CC1(C)C2CCC1(C)C(O)C2,1.489263615
126147,126-14-7,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,2.132639371
126158,126-15-8,O=CC12CC=CCC1C1CC=CCC1O2,2.009172467
126647,126-64-7,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,1.713256952
126727,126-72-7,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,1.940524578
126738,126-73-8,CCCCOP(=O)(OCCCC)OCCCC,1.934038827
126987,126-98-7,C=C(C)C#N,3.729754252
127195,127-19-5,CC(=O)N(C)C,1.589879818
127208,127-20-8,CC(Cl)(Cl)C(=O)O,1.854211884
127219,127-21-9,O=C(C(F)(F)Cl)C(F)(F)Cl,3.33965889
127253,127-25-3,COC(=O)C1(C)CCCC2(C)C3CCC(C(C)C)=CC3=CCC12,1.801383127
128392,128-39-2,CC(C)(C)c1cccc(C(C)(C)C)c1O,1.314560273
128507,128-50-7,CC1(C)C2CC=C(CCO)C1C2,1.52182822
129793,129-79-3,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],2.19755208
131179,131-17-9,C=CCOC(=O)c1ccccc1C(=O)OCC=C,1.872883462
132296,132-29-6,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1-c1ccccc1,1.707015771
132661,132-66-1,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,2.163319434
133073,133-07-3,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1.118007063
133904,133-90-4,Nc1cc(Cl)cc(C(=O)O)c1Cl,1.817550193
134203,134-20-3,COC(=O)c1ccccc1N,1.480481244
135024,135-02-4,COc1ccccc1C=O,1.435047641
135193,135-19-3,Oc1ccc2ccccc2c1,1.158883935
135206,135-20-6,O=NN(O)c1ccccc1,1.334095461
136458,136-45-8,CCCOC(=O)c1ccc(C(=O)OCCC)nc1,1.422437775
136607,136-60-7,CCCCOC(=O)c1ccccc1,1.648923252
136801,136-80-1,Cc1ccccc1NCCO,2.179577641
137031,137-03-1,CCCCCCCC1CCCC1=O,1.56183334
137428,137-42-8,CNC(=S)S,2.127116952
138227,138-22-7,CCCCOC(=O)C(C)O,1.465935779
139402,139-40-2,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.352589183
139606,139-60-6,CCC(C)CC(CC)Nc1ccc(NC(CC)CC(C)CC)cc1,2.266618401
139708,139-70-8,CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,1.739420433
140089,140-08-9,ClCCOP(OCCCl)OCCCl,2.522060859
140114,140-11-4,CC(=O)OCc1ccccc1,1.47763342
140261,140-26-1,CC(C)CC(=O)OCCc1ccccc1,1.615497645
140272,140-27-2,CC(C)CC(=O)OCC=Cc1ccccc1,1.640075774
140294,140-29-4,N#CCc1ccccc1,2.637382236
140396,140-39-6,CC(=O)Oc1ccc(C)cc1,1.85438413
140669,140-66-9,CC(C)(C)CC(C)(C)c1ccc(O)cc1,2.040402424
140670,140-67-0,C=CCc1ccc(OC)cc1,1.471892851
141117,141-11-7,C=C(C)CCCC(C)CCOC(C)=O,1.59836585
141139,141-13-9,CC(C)=CCCC(C)CCCC(C)C=O,1.623995222
141140,141-14-0,CCC(=O)OCCC(C)CCC=C(C)C,1.628047491
141253,141-25-3,C=C(C)CCCC(C)CCO,1.637570332
141662,141-66-2,COP(=O)(OC)OC(C)=CC(=O)N(C)C,3.149790755
141797,141-79-7,CC(=O)C=C(C)C,1.28006095
142198,142-19-8,C=CCOC(=O)CCCCCC,2.322607204
142847,142-84-7,CCCNCCC,2.039008739
142916,142-91-6,CCCCCCCCCCCCCCCC(=O)OC(C)C,1.775990335
142927,142-92-7,CCCCCCOC(C)=O,1.460037419
143168,143-16-8,CCCCCCNCCCCCC,3.037555384
143339,143-33-9,N#C[Na],3.67323364
143500,143-50-0,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.152942971
144398,144-39-8,C=CC(C)(CCC=C(C)C)OC(=O)CC,1.623904374
145391,145-39-1,Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,1.72639627
149304,149-30-4,S=c1[nH]c2ccccc2s1,1.323566397
150505,150-50-5,CCCCSP(SCCCC)SCCCC,1.812219966
150685,150-68-5,CN(C)C(=O)Nc1ccc(Cl)cc1,1.900155119
150867,150-86-7,CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,1.773111814
151199,151-19-9,CCC(C)CCC(C)(O)CC,1.500469756
156434,156-43-4,CCOc1ccc(N)cc1,1.765675203
156605,156-60-5,ClC=CCl,1.287550931
206440,206-44-0,c1ccc2c(c1)-c1cccc3cccc-2c13,1.803474294
257078,257-07-8,C1=Nc2ccccc2Oc2ccccc21,2.688466542
297789,297-78-9,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.535456581
298000,298-00-0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.94318278
298022,298-02-2,CCOP(=S)(OCC)SCSCC,3.419982436
299456,299-45-6,CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,3.039184021
299843,299-84-3,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.507247163
299854,299-85-4,COP(S)(=NC(C)C)Oc1ccc(Cl)cc1Cl,2.27186096
299865,299-86-5,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.163928765
300765,300-76-5,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,2.539286007
301111,301-11-1,CCCCCCCCCCCC(=O)OCCSC#N,1.455534612
301133,301-13-3,CCCCC(CC)COP(OCC(CC)CCCC)OCC(CC)CCCC,1.92287383
306832,306-83-2,FC(F)(F)C(Cl)Cl,1.883462693
311455,311-45-5,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.740673691
311477,311-47-7,CCOP(=O)(OC=CCl)OCC,4.076326855
314409,314-40-9,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,1.71786847
315184,315-18-4,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,2.647946014
321551,321-55-1,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,1.840516974
326614,326-61-4,CC(=O)OCc1ccc2c(c1)OCO2,1.589247912
328847,328-84-7,FC(F)(F)c1ccc(Cl)c(Cl)c1,1.633470476
330552,330-55-2,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.697398493
333299,333-29-9,CCOP(=S)(N=C1SCCS1)OCC,4.071832398
333415,333-41-5,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,1.927073659
333937,333-93-7,NCCCCN,1.74768581
364761,364-76-1,Nc1ccc(F)c([N+](=O)[O-])c1,1.193447415
368978,368-97-8,F[As](F)c1ccccc1,4.676748464
393759,393-75-9,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,3.225421662
420042,420-04-2,N#CN,1.852821026
431038,431-03-8,C=C(O)C(C)=O,1.235982703
453189,453-18-9,COC(=O)CF,3.66308343
458377,458-37-7,COc1cc(C=CC(O)=CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,1.867331934
459803,459-80-3,CC(C)=CCCC(C)=CC(=O)O,1.982880885
465736,465-73-6,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,4.386099266
470677,470-67-7,CC(C)C12CCC(C)(CC1)O2,1.489263615
470906,470-90-6,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,2.953727082
475207,475-20-7,C=C1C2CCC3C2C(C)(C)CCCC13C,1.611419514
485314,485-31-4,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,2.633221949
488108,488-10-8,CCC=CCC1=C(C)CCC1=O,1.516530086
495454,495-45-4,CC(=CC(=O)c1ccccc1)c1ccccc1,1.547573515
495487,495-48-7,O[N+](=Nc1ccccc1)c1ccccc1,2.169027506
495625,495-62-5,CC(C)=CCCC(C)=C1CC=C(C)CC1,1.611419514
498817,498-81-7,CC1CCC(C(C)(C)O)CC1,1.494902829
499445,499-44-5,CC(C)c1cccc(=O)c(O)c1,1.914353737
502476,502-47-6,CC(C)=CCCC(C)CC(=O)O,2.577879709
505602,505-60-2,ClCCSCCCl,3.599558321
510156,510-15-6,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.512138518
513860,513-86-0,CC(=O)C(C)O,1.24603548
515037,515-03-7,C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,1.790293611
518285,518-28-5,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,3.316400231
532321,532-32-1,O=C(O)c1ccccc1,1.086797464
533744,533-74-4,CN1CSC(=S)N(C)C1,1.365174988
534076,534-07-6,O=C(CCl)CCl,3.37942525
534156,534-15-6,COC(C)OC,0.653800825
536594,536-59-4,C=C(C)C1CC=C(CO)CC1,1.483550213
536607,536-60-7,CC(C)c1ccc(CO)cc1,1.77879064
538078,538-07-8,CCN(CCCl)CCCl,4.054569648
538658,538-65-8,CCCCOC(=O)C=Cc1ccccc1,1.611232458
539888,539-88-8,CCOC(=O)CCC(C)=O,1.459904894
539902,539-90-2,CCCC(=O)OCC(C)C,1.460037419
540078,540-07-8,CCCCCOC(=O)CCCCC,1.571231195
540885,540-88-5,CC(=O)OC(C)(C)C,1.764026608
541253,541-25-3,ClC=C[As](Cl)Cl,4.714579114
541413,541-41-3,CCOC(=O)Cl,1.183045799
541479,541-47-9,CC(C)=CC(=O)O,1.495357849
541855,541-85-5,CCC(=O)CC(C)CC,0.903818854
541913,541-91-3,CC1CCCCCCCCCCCCC(=O)C1,1.678363571
542756,542-75-6,ClC=CCCl,2.342778963
543395,543-39-5,C=CC(=C)CCCC(C)(C)O,1.489263615
544401,544-40-1,CCCCSCCCC,1.466271353
551086,551-08-6,CCCC=C1OC(=O)c2ccccc21,1.575709609
554121,554-12-1,CCC(=O)OC,1.24603548
555771,555-77-1,ClCCN(CCCl)CCCl,4.611782767
555895,555-89-5,Clc1ccc(OCOc2ccc(Cl)cc2)cc1,5.42995727
556525,556-52-5,OCC1CO1,1.573029921
556616,556-61-6,CN=C=S,3.345522243
556821,556-82-1,CC(C)=CCO,1.344110009
557302,557-30-2,ON=CC=NO,1.746151184
557404,557-40-4,C=CCOCC=C,2.213716929
557482,557-48-2,CCC=CCCC=CC=O,1.441569463
558258,558-25-8,CS(=O)(=O)F,3.611448911
562743,562-74-3,CC1=CCC(O)(C(C)C)CC1,1.790293611
563542,563-54-2,CC(Cl)=CCl,1.103201447
563688,563-68-8,CC(=O)O,0.778527476
563804,563-80-4,CC(=O)C(C)C,1.132400891
564943,564-94-3,CC1(C)C2CC=C(C=O)C1C2,1.477760644
565640,565-64-0,O=C(O)C(Cl)CCl,2.553181888
576261,576-26-1,Cc1cccc(C)c1O,2.086953909
589184,589-18-4,Cc1ccc(CO)cc1,1.387983905
589593,589-59-3,CC(C)COC(=O)CC(C)C,1.500349014
589980,589-98-0,CCCCCC(O)CC,1.415744371
590012,590-01-2,CCCCOC(=O)CC,0.968439584
591786,591-78-6,CCCCC(C)=O,1.319457414
591877,591-87-7,C=CCOC(C)=O,1.991482085
592881,592-88-1,C=CCSCC=C,1.358745535
593679,593-67-9,CC=N,1.885976761
594423,594-42-3,ClSC(Cl)(Cl)Cl,2.120036915
598550,598-55-0,COC(N)=O,1.574419064
600146,600-14-6,C=C(O)C(=O)CC,1.602567819
603350,603-35-0,c1ccc(P(c2ccccc2)c2ccccc2)cc1,1.71981504
606451,606-45-1,COC(=O)c1ccccc1OC,1.521598297
607885,607-88-5,Cc1ccc(OC(=O)c2ccccc2O)cc1,1.659435074
608731,608-73-1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.764672186
611132,611-13-2,COC(=O)c1ccco1,2.003842956
614346,614-34-6,Cc1ccc(OC(=O)c2ccccc2)cc1,1.627873602
615587,615-58-7,Oc1ccc(Br)cc1Br,2.100206792
616024,616-02-4,CC1=CC(=O)OC1=O,2.711087128
616239,616-23-9,OCC(Cl)CCl,2.809512579
616386,616-38-6,COC(=O)OC,1.255648731
617947,617-94-7,CC(C)(O)c1ccccc1,1.50068952
619012,619-01-2,C=C(C)C1CCC(C)C(O)C1,1.489263615
622402,622-40-2,OCCN1CCOCC1,0.91373109
623427,623-42-7,CCCC(=O)OC,1.457716091
623438,623-43-8,CC=CC(=O)OC,1.301537823
624135,624-13-5,CCCCCCCC(=O)OCCC,1.571231195
624497,624-49-7,COC(=O)C=CC(=O)OC,2.061832321
624544,624-54-4,CCCCCOC(=O)CC,1.012879387
626175,626-17-5,N#Cc1cccc(C#N)c1,1.806634388
626824,626-82-4,CCCCCC(=O)OCCCC,1.537234607
629118,629-11-8,OCCCCCCO,1.072529286
629334,629-33-4,CCCCCCOC=O,1.415597615
629709,629-70-9,CCCCCCCCCCCCCCCCOC(C)=O,1.755087841
630206,630-20-6,ClCC(Cl)(Cl)Cl,0.92389135
632213,632-21-3,O=C(C(Cl)Cl)C(Cl)Cl,3.388855763
632224,632-22-4,CN(C)C(=O)N(C)C,1.565384476
632791,632-79-1,O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,1.666238032
637923,637-92-3,CCOC(C)(C)C,1.708323152
638493,638-49-3,CCCCCOC=O,1.366086599
644644,644-64-4,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,2.0796569
661698,661-69-8,C[Sn](C)(C)[Sn](C)(C)C,3.784604037
675149,675-14-9,Fc1nc(F)nc(F)n1,2.926368174
680319,680-31-9,CN(C)P(=O)(N(C)C)N(C)C,1.838374351
688788,688-78-8,ClCCOCCC(OCCCl)OCCCl,4.647182638
689678,689-67-8,CC(=O)CCC=C(C)CCC=C(C)C,1.589543028
692864,692-86-4,C=CCCCCCCCCC(=O)OCC,1.628047491
695067,695-06-7,CCC1CCC(=O)O1,1.358483083
696242,696-24-2,Br[As](Br)c1ccccc1,4.89186626
696286,696-28-6,Cl[As](Cl)c1ccccc1,4.649206304
698760,698-76-0,CCCC1CCCC(=O)O1,1.453923484
700130,700-13-0,Cc1cc(O)c(C)c(C)c1O,2.881364682
709080,709-08-0,Oc1ccc(C2=CCCCC2)cc1,1.73872822
709988,709-98-8,CCC(=O)Nc1ccc(Cl)c(Cl)c1,1.654674682
713951,713-95-1,CCCCCCCC1CCCC(=O)O1,1.59836585
732116,732-11-6,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.001821312
741582,741-58-2,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,2.298333358
756912,756-91-2,CC(=CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F,3.43977824
759944,759-94-4,CCCN(CCC)C(=O)SCC,2.112852816
760236,760-23-6,C=CC(Cl)CCl,1.795873069
762492,762-49-2,FCCBr,3.802623235
765059,765-05-9,C=COCCCCCCCCCC,1.566609526
765344,765-34-4,O=CC1CO1,2.461512991
768525,768-52-5,CC(C)Nc1ccccc1,1.58078046
770354,770-35-4,CC(O)COc1ccccc1,1.881364682
786196,786-19-6,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,2.4313321
793248,793-24-8,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,1.528968481
816808,816-80-8,CSP(SC)SC,2.236234863
818611,818-61-1,C=CC(=O)OCCO,2.590675803
821556,821-55-6,CCCCCCCC(C)=O,1.454057846
825514,825-51-4,OC1CCC2CCCCC2C1,1.489263615
827521,827-52-1,c1ccc(C2CCCCC2)cc1,1.305004636
834128,834-12-8,CCNc1nc(NC(C)C)nc(SC)n1,1.444979966
836306,836-30-6,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,1.431047622
868859,868-85-9,CO[PH](=O)OC,2.208438989
869249,869-24-9,CCN(CC)CCCl,3.035471364
872504,872-50-4,CN1CCCC1=O,1.093128262
886500,886-50-0,CCNc1nc(NC(C)(C)C)nc(SC)n1,1.374072323
926647,926-64-7,CN(C)CC#N,3.419759611
928950,928-95-0,CCCC=CCO,1.347486138
928961,928-96-1,CCC=CCCO,1.301728648
930096,930-09-6,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,1.889006469
930687,930-68-7,O=C1C=CCCC1,3.137756384
935922,935-92-2,CC1=CC(=O)C(C)=C(C)C1=O,2.875573429
941980,941-98-0,CC(=O)c1cccc2ccccc12,1.532017619
943884,943-88-4,COc1ccc(C=CC(C)=O)cc1,1.54707287
947024,947-02-4,CCOP(=O)(N=C1SCCS1)OCC,4.04532468
950107,950-10-7,CCOP(=O)(N=C1SCC(C)S1)OCC,3.972399609
950378,950-37-8,COc1nn(CSP(=S)(OC)OC)c(=O)s1,3.188238101
953173,953-17-3,COP(=S)(OC)SCSc1ccc(Cl)cc1,2.114248328
959524,959-52-4,C=CC(=O)N1CN(C(=O)C=C)CN(C(=O)C=C)C1,3.551571974
973217,973-21-7,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,2.00847375
980267,980-26-7,Cc1ccc2[nH]c3cc4c(=O)c5cc(C)ccc5[nH]c4cc3c(=O)c2c1,2.054845331
981408,981-40-8,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1.684886249
998403,998-40-3,CCCCP(CCCC)CCCC,2.005013114
999213,999-21-3,C=CCOC(=O)C=CC(=O)OCC=C,2.23200559
999815,999-81-5,C[N+](C)(C)CCCl,2.723069785
1005670,1005-67-0,CCCCN1CCOCC1,1.900761487
1031476,1031-47-6,CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,2.292697527
1067330,1067-33-0,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,2.18023204
1071836,1071-83-6,O=C(O)CNCP(=O)(O)O,1.328253756
1079330,1079-33-0,CNC(=O)Oc1cccc2sccc12,1.522014875
1113219,1113-21-9,C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C,1.764162677
1114712,1114-71-2,CCCCN(CC)C(=O)SCCC,1.641728332
1117415,1117-41-5,CC(=O)C(C)=CC=C(C)CCC=C(C)C,1.916620265
1117551,1117-55-1,CCCCCCCC(=O)OCCCCCC,1.659680458
1118394,1118-39-4,C=CC(=C)CCCC(C)(C)OC(C)=O,1.593928171
1122583,1122-58-3,CN(C)c1ccncc1,3.973024776
1123859,1123-85-9,CC(CO)c1ccccc1,1.435187971
1125888,1125-88-8,COC(OC)c1ccccc1,1.483424674
1128081,1128-08-1,CCCCCC1=C(C)CCC1=O,1.52182822
1128672,1128-67-2,Cn1c(=NN)sc2ccccc21,1.163549207
1129415,1129-41-5,CNC(=O)Oc1cccc(C)c1,1.439837761
1134232,1134-23-2,CCSC(=O)N(CC)C1CCCCC1,1.856047821
1136841,1136-84-1,CNC(=O)Oc1cccc2c1CCCC2,2.259219534
1139306,1139-30-6,C=C1CCC2OC2(C)CCC2C1CC2(C)C,2.042094885
1464535,1464-53-5,C1OC1C1CO1,2.031862721
1470946,1470-94-6,Oc1ccc2c(c1)CCC2,2.4744688
1477550,1477-55-0,NCc1cccc(CN)c1,1.833140735
1496942,1496-94-2,CCCP(=O)(CCC)CCC,2.193026041
1498517,1498-51-7,CCOP(=O)(Cl)Cl,1.84095985
1504558,1504-55-8,CC(=Cc1ccccc1)CO,1.471892851
1504741,1504-74-1,COc1ccccc1C=CC=O,1.511048714
1563662,1563-66-2,CNC(=O)Oc1cccc2c1OC(C)(C)C2,2.397951786
1569013,1569-01-3,CCCOCC(C)O,1.522300933
1569024,1569-02-4,CCOCC(C)O,1.109170085
1572550,1572-55-0,NCCCCC(CN)CCCN,2.557567349
1596845,1596-84-5,CN(C)NC(=O)CCC(=O)O,1.505619306
1610180,1610-18-0,COc1nc(NC(C)C)nc(NC(C)C)n1,2.0103308
1616882,1616-88-2,COCCOC(N)=O,0.774954689
1624028,1624-02-8,O=[Cr](=O)(O[Si](c1ccccc1)(c1ccccc1)c1ccccc1)O[Si](c1ccccc1)(c1ccccc1)c1ccccc1,2.951378569
1631283,1631-28-3,Cc1ccc(N2C(=O)C=CC2=O)cc1,2.715998704
1634782,1634-78-2,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.421791892
1646759,1646-75-9,CSC(C)(C)C=NO,1.845802788
1646884,1646-88-4,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,3.045843038
1675543,1675-54-3,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1.230983796
1680213,1680-21-3,C=CC(=O)OCCOCCOCCOC(=O)C=C,2.133320362
1689845,1689-84-5,N#Cc1cc(Br)c(O)c(Br)c1,1.878865396
1689992,1689-99-2,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,2.38141307
1698608,1698-60-8,Nc1cnn(-c2ccccc2)c(=O)c1Cl,1.947721849
1702176,1702-17-6,O=C(O)c1nc(Cl)ccc1Cl,1.982273495
1708390,1708-39-0,OCC1COC(c2ccccc2)O1,1.556792012
1713151,1713-15-1,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,2.141680186
1717006,1717-00-6,CC(F)(Cl)Cl,1.76697023
1725015,1725-01-5,O=C1CCCCCCCCOCCCCCCO1,1.709924302
1733251,1733-25-1,CC(C)=CC(=O)OC(C)C,1.453923484
1746016,1746-01-6,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,6.068488109
1752303,1752-30-3,CC(C)=NNC(N)=S,1.81691708
1754581,1754-58-1,CNP(=O)(NC)Oc1ccccc1,3.301416346
1757182,1757-18-2,CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,3.326799722
1786089,1786-08-9,CC(C)=CC1CC(C)=CCO1,1.483550213
1809194,1809-19-4,CCCCO[PH](=O)OCCCC,1.989420748
1809207,1809-20-7,CC(C)O[PH](=O)OC(C)C,1.464643787
1824813,1824-81-3,Cc1cccc(N)n1,2.937092416
1843056,1843-05-6,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,1.513798048
1861321,1861-32-1,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,1.521093605
1866315,1866-31-5,C=CCOC(=O)C=Cc1ccccc1,1.575709609
1897456,1897-45-6,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.424741203
1912249,1912-24-9,CCNc1nc(Cl)nc(NC(C)C)n1,1.45876472
1918021,2002/1/18,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1.780787004
1918167,1918-16-7,CC(C)N(C(=O)CCl)c1ccccc1,2.745920849
1918189,1918-18-9,COC(=O)Nc1ccc(Cl)c(Cl)c1,1.94807956
1929733,1929-73-3,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,2.205745541
1929777,1929-77-7,CCCSC(=O)N(CCC)CCC,1.354003803
1929824,1929-82-4,Clc1cccc(C(Cl)(Cl)Cl)n1,2.434021935
1929879,1929-87-9,COC(=O)COc1cccc2ccccc12,1.732868008
1933502,1933-50-2,CC(=O)Nc1ccc(N=NN(C)C)cc1,2.168263816
1942785,1942-78-5,CCOP(=S)(CC)Sc1ccc(Cl)c(C)c1,4.358951027
1945911,1945-91-1,CC(=O)OC=CCOC(C)=O,2.373002632
1982474,1982-47-4,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1.463519723
2001958,2001-95-8,CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,5.34687616
2008415,2008-41-5,CCSC(=O)N(CC(C)C)CC(C)C,1.638245584
2035996,2035-99-6,CCCCCCCC(=O)OCCC(C)C,1.632151457
2051787,2051-78-7,C=CCOC(=O)CCC,2.383513903
2052155,2052-15-5,CCCCOC(=O)CCC(C)=O,1.537123667
2104645,2104-64-5,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.032497883
2104963,2104-96-3,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2.22482542
2114332,2114-33-2,CC(=O)OC(C)Cc1ccccc1,1.552013239
2122705,2122-70-5,CCOC(=O)Cc1cccc2ccccc12,1.631979204
2136790,2136-79-0,O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl,1.482747849
2142941,2142-94-1,C=C(C)CCCC(C)=CCOC=O,1.56172851
2160932,2160-93-2,CC(C)(C)N(CCO)CCO,1.41903505
2163806,2163-80-6,C[As](=O)(O)O,1.447064958
2164081,08-01-64,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,1.670800431
2164092,09-02-64,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.361905294
2164172,2164-17-2,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,1.365871567
