RTECS_ID,CAS_RN,SMILES,rat_intravenous_LD50
132694,132-69-4,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,3.8520493
133175,133-17-5,O=C(O)CNC(=O)c1ccccc1I,1.882340934
133653,133-65-3,O=S(=O)(c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1,2.252540744
133675,133-67-5,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,2.616751698
134532,134-53-2,CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1,3.85428344
136470,136-47-0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,4.706528646
136696,136-69-6,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,3.669052218
138374,138-37-4,NCc1ccc(S(N)(=O)=O)cc1,2.201877773
138658,138-65-8,NCC(O)c1ccc(O)c(O)c1,6.114405668
139059,139-05-9,O=S(=O)(O)NC1CCCCC1,1.68037334
139935,139-93-5,Nc1cc([AsH]=[AsH]c2ccc(O)c(N)c2)ccc1O,3.757255944
141435,141-43-5,NCCO,2.43374495
142643,142-64-3,C1CNCCN1,1.808089985
143624,143-62-4,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.369356192
143748,143-74-8,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,2.67325504
144025,144-02-5,CCC1(CC)C(=O)NC(=O)NC1=O,2.818119806
144127,144-12-7,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1,4.025936364
144194,144-19-4,CC(C)C(O)C(C)(C)CO,3.003668478
144741,144-74-1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2.270371072
144809,144-80-9,CC(=O)NS(=O)(=O)c1ccc(N)cc1,1.511368787
144821,144-82-1,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.998939412
144832,144-83-2,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.539381072
145415,145-41-5,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,2.693306891
147240,147-24-0,CN(C)CCOC(c1ccccc1)c1ccccc1,3.823495903
147842,147-84-2,CCN(CC)C(=S)S,2.07710325
149291,149-29-1,O=C1C=C2C(=CCOC2O)O1,4.254880996
149644,149-64-4,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,4.176662704
150130,150-13-0,Nc1ccc(C(=O)O)cc1,1.696248729
151213,151-21-3,CCCCCCCCCCCCOS(=O)(=O)O,3.353657104
151508,151-50-8,N#C[K],4.257385214
151735,151-73-5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,2.568501502
152114,152-11-4,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,4.625410945
152205,152-20-5,COP(=O)(OC)SC,3.540310006
152476,152-47-6,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,2.194784011
154234,154-23-4,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,3.462803649
154698,154-69-8,CN(C)CCN(Cc1ccccc1)c1ccccn1,4.327980127
154869,154-86-9,CNCC(O)c1cccc(O)c1,5.579804376
154938,154-93-8,O=NN(CCCl)C(=O)NCCCl,4.190640204
257078,257-07-8,C1=Nc2ccccc2Oc2ccccc21,3.875553185
288131,288-13-1,c1cn[nH]c1,1.823987426
294906,294-90-6,C1CNCCNCCNCCN1,2.647393054
297789,297-78-9,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,5.359365322
298000,298-00-0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.466061526
298022,298-02-2,CCOP(=S)(OCC)SCSCC,5.336436384
298044,298-04-4,CCOP(=S)(OCC)SCCSCC,4.698041992
298577,298-57-7,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.186254535
299263,299-26-3,CC(N)Cc1c[nH]c2ccccc12,3.366104046
300425,300-42-5,CNC(C)Cc1ccccc1,4.059933158
300823,300-82-3,C[N+](C)(C)CCCCCCC[N+](C)(C)C,3.54995351
301122,301-12-2,CCS(=O)CCSP(=O)(OC)OC,3.719348921
302272,302-27-2,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,6.906971738
302410,302-41-0,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,4.520126639
302705,302-70-5,C[N+]([O-])(CCCl)CCCl,3.519985416
302794,302-79-4,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,3.602699381
302954,302-95-4,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,3.417836912
303333,303-33-3,COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,3.058340115
303344,303-34-4,CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,3.66988189
303479,303-47-9,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,4.500675489
303708,303-70-8,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,4.193145111
303979,303-97-9,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,3.502561485
304201,304-20-1,CNc1nncc2ccccc12,3.670442322
304847,304-84-7,CCN(CC)C(=O)c1ccc(O)c(OC)c1,4.118385341
305135,305-13-5,C=CCc1ccc(OCC(=O)N(CC)CC)c(OC)c1,3.863266495
305851,305-85-1,O=[N+]([O-])c1cc(I)c(O)c(I)c1,3.570878593
306070,306-07-0,C#CCN(C)Cc1ccccc1,2.958992301
306127,306-12-7,Nc1cc([As]=O)ccc1O,4.031770817
306672,306-67-2,NCCCNCCCCNCCCN,3.493181267
309364,309-36-4,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,4.022788295
309433,309-43-3,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.504069239
311455,311-45-5,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,6.059432454
313677,313-67-7,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,3.663872756
314034,314-03-4,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,4.353568562
315220,315-22-0,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.701465882
315720,315-72-0,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,4.055360411
315800,315-80-0,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,4.127967227
316814,316-81-4,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,4.252019551
318989,318-98-9,CC(C)NCC(O)COc1cccc2ccccc12,4.091665283
322792,322-79-2,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,3.036789933
329657,329-65-7,CNCC(O)c1ccc(O)c(O)c1,6.131180959
330643,330-64-3,CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,3.898915309
333937,333-93-7,NCCCCN,2.064428431
334225,334-22-5,ClCCNCCCl,3.152377029
337473,337-47-3,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.697870103
339435,339-43-5,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,2.442290946
340567,340-56-7,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,3.319281339
341695,341-69-5,Cc1ccccc1C(OCCN(C)C)c1ccccc1,3.991045552
341708,341-70-8,CCN(CC)CCN1c2ccccc2Sc2ccccc21,4.020033999
342698,342-69-8,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,3.661774837
357084,357-08-4,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,3.485668367
359831,359-83-1,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,4.133281844
363246,363-24-6,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,3.772606425
366701,366-70-1,CNNCc1ccc(C(=O)NC(C)C)cc1,2.800921219
386174,386-17-4,O=C1OC(c2cc(I)c(O)c(I)c2)(c2cc(I)c(O)c(I)c2)c2ccccc21,3.423463627
389082,389-08-2,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,2.301477164
390647,390-64-7,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,4.476445599
420042,420-04-2,N#CN,2.701124018
436408,436-40-8,CCCOC1=C(N2CC2)C(=O)C(OCCC)=C(N2CC2)C1=O,4.85276644
437387,437-38-7,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,5.063064976
438415,438-41-5,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,3.260749128
439145,439-14-5,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.949307654
457603,457-60-3,Nc1cc([As]=[As]c2ccc(O)c(NCOSO)c2)ccc1O,3.145127969
465394,465-39-4,CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CC3OC312,5.242491735
466068,466-06-8,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,4.770572206
466115,466-11-5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COS(=O)(=O)O,2.674430305
466240,466-24-0,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,4.349463886
467367,467-36-7,C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,3.179141266
467685,467-68-5,CCN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,4.241672284
469794,469-79-4,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,4.092260849
470906,470-90-6,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.736243138
471034,471-03-4,O=S(=O)(CCCl)CCCl,3.423880463
474259,474-25-9,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,3.421705651
477270,477-27-0,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,5.187989731
477305,477-30-5,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,5.339431565
477736,477-73-6,Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,4.040374925
479185,479-18-5,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,2.470755678
480193,480-19-3,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,1.454728154
480795,480-79-5,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,3.910665842
480853,480-85-3,OCC1=CCN2CCC(O)C12,2.07328063
481492,481-49-2,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,4.02711274
487194,487-19-4,Cn1cccc1-c1cccnc1,2.324156197
488415,488-41-5,OC(CBr)C(O)C(O)C(O)CBr,2.351782205
490824,490-82-4,Cc1ncc(Cn2c(C)c(CCO)sc2=O)c(N)n1,2.723429338
490982,490-98-2,CCCCNc1ccc(C(=O)OCCN(C)C)c(O)c1,4.364957905
492182,492-18-2,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O,4.43675543
499901,499-90-1,O=C(O)c1ccc(F)cc1,1.958394058
500425,500-42-5,Nc1ncnc(Nc2ccc(Cl)cc2)n1,4.141549712
501688,501-68-8,O=C(CCCl)NCc1ccccc1,2.409439052
504290,504-29-0,Nc1ccccn1,3.511270078
505602,505-60-2,ClCCSCCCl,5.356520272
508758,508-75-8,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,4.559028112
508770,508-77-0,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,4.438283594
509148,509-14-8,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],4.19195421
509728,509-72-8,Nc1ccc2c(c1)Oc1cc(N)ccc1C21OC(=O)c2ccccc21,3.372837073
511137,511-13-7,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,3.737831503
511557,511-55-7,C[N+]1(Cc2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,4.68641376
511706,511-70-6,CCC(Br)(CC)C(N)=O,2.824069892
512163,512-16-3,CCC(C(=O)O)C1(O)CCCCC1,2.024585945
515491,515-49-1,NC(=S)NS(=O)(=O)c1ccc(N)cc1,1.853634378
518116,518-11-6,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(O)c(=O)cc21,3.854191835
518285,518-28-5,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,4.677910974
518478,518-47-8,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,2.521544717
519266,519-26-6,Cn1c(C(=O)O)c(I)c(=O)c(I)c1C(=O)O,1.819677455
519379,519-37-9,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,2.664038079
519880,519-88-0,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1,3.680681693
520525,520-52-5,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,3.006545498
520536,520-53-6,CN(C)CCc1c[nH]c2cccc(O)c12,3.435149704
522258,522-25-8,c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1,4.056961992
522407,522-40-7,CCC(=C(CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,3.00337334
524367,524-36-7,Cc1ncc(CO)c(CN)c1O,2.322725676
524834,524-83-4,CCN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,4.239960616
526089,526-08-9,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,2.777281792
528972,528-97-2,CCCCNc1ccc(O)c(C(=O)OCCN(CC)CC)c1,4.42468736
529964,529-96-4,Cc1ncc(COP(=O)(O)O)c(CN)c1O,2.609428196
530778,530-77-8,O=C(O)C1CCCCC1Cc1cc(I)c(O)c(I)c1,3.095649399
530789,530-78-9,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,3.457840204
531533,531-53-3,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1,3.832268414
532274,532-27-4,O=C(CCl)c1ccccc1,3.576414396
532321,532-32-1,O=C(O)c1ccccc1,1.855161244
533288,533-28-8,CC1CCCCN1CCCOC(=O)c1ccccc1,4.116217434
536210,536-21-0,NCC(O)c1cccc(O)c1,3.944655652
536298,536-29-8,Nc1cc([As](Cl)Cl)ccc1O,4.066288303
536696,536-69-6,CCCCc1ccc(C(=O)O)nc1,2.931164755
538078,538-07-8,CCN(CCCl)CCCl,5.531690903
538716,538-71-6,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,4.269211895
540738,540-73-8,CNNC,2.431764978
541151,541-15-1,C[N+](C)(C)CC(O)CC(=O)O,2.131982161
541220,541-22-0,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,4.932443524
545915,545-91-5,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1,4.449002961
546714,546-71-4,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,6.015691637
547579,547-57-9,O=S(=O)(O)c1ccc(N=Nc2ccc(O)cc2O)cc1,2.468772554
548663,548-66-3,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,3.933505072
548732,548-73-2,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,4.102016134
549188,549-18-8,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.296995642
551111,551-11-1,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,3.524294448
551360,551-36-0,CCN(CC)CCOC(=O)c1ccc(N)cc1O,3.845638848
551586,551-58-6,CC(C)C(O)(C(=O)OCC1=CCN2CCCC12)C(C)O,3.126014944
553242,553-24-2,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,3.352735375
553684,553-68-4,CC(C)CNCCOC(=O)c1ccc(N)cc1,3.926333258
554187,554-18-7,O=S(=O)(c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)O)cc1)c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)O)cc1,2.3901983
554723,554-72-3,NC(=O)CNc1ccc([As](=O)(O)O)cc1,1.83586172
554994,554-99-4,CN(C)CC(O)c1ccc(O)c(O)c1,4.596011778
555771,555-77-1,ClCCN(CCCl)CCCl,5.465654732
561433,561-43-3,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)C1CCCCC1,4.100359265
561784,561-78-4,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,4.019307421
568752,568-75-2,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12,3.571799736
574254,574-25-4,OCC1OC(n2cnc3c(=S)nc[nH]c32)C(O)C1O,2.453772277
576681,576-68-1,OC(CNCCCl)C(O)C(O)C(O)CNCCCl,3.736399348
577913,577-91-3,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,3.102720361
579566,579-56-6,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,3.592632349
581646,581-64-6,N=c1ccc2nc3ccc(N)cc3sc-2c1,4.48735243
584087,584-08-7,O=C(O)O,2.223548545
586061,586-06-1,CC(C)NCC(O)c1cc(O)cc(O)c1,3.497450058
586765,586-76-5,O=C(O)c1ccc(Br)cc1,2.393681079
590636,590-63-6,CC(C[N+](C)(C)C)OC(N)=O,3.885213091
591811,591-81-1,O=C(O)CCCO,1.973716462
592314,592-31-4,CCCCNC(N)=O,2.483008195
597251,597-25-1,COP(=O)(OC)N1CCOCC1,2.746311638
597637,597-63-7,CC[Ge](CC)(CC)CC,2.613377555
597648,597-64-8,CC[Sn](CC)(CC)CC,4.274082072
599791,599-79-1,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2.418475742
602415,602-41-5,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,4.750990248
602528,602-52-8,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,4.175279818
603009,603-00-9,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.743558985
606177,606-17-7,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,2.525336018
610888,610-88-8,CCC(C)C1NC(=O)C(C(C)=O)=C1O,3.130628927
614959,614-95-9,CCOC(=O)N(CC)N=O,2.960666951
615532,615-53-2,CCOC(=O)N(C)N=O,4.518905287
616455,616-45-5,O=C1CCCN1,1.072627683
616911,616-91-1,CC(=O)NC(CS)C(=O)O,2.039264871
623734,623-73-4,CCOC(=O)[CH-][N+]#N,2.610142838
630604,630-60-4,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,4.620774604
630648,630-64-8,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1O,3.995672562
632224,632-22-4,CN(C)C(=O)N(C)C,2.023678873
632473,632-47-3,COc1ccc2c(c1O)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3,3.772006809
633590,633-59-0,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.506207283
633669,633-66-9,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,3.805416769
637321,637-32-1,CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,3.885869861
639145,639-14-5,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C=O)C5CCC43C)C2C1,5.393985061
640153,640-15-3,CCSCCSP(=S)(OC)OC,3.806107703
651069,651-06-9,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,2.408046419
651489,651-48-9,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,2.896185746
652379,652-37-9,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,2.677977222
652675,652-67-5,OC1COC2C(O)COC12,1.123382361
652788,652-78-8,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(OC3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,3.584673097
668371,668-37-1,CCN(CC)CCOC(=O)N(c1ccccc1)c1ccccc1,4.063365333
671045,671-04-5,CNC(=O)Oc1cc(C)c(C)cc1Cl,4.8526101
675207,675-20-7,O=C1CCCCN1,1.519096994
676993,676-99-3,CP(=O)(F)F,3.863296804
681710,681-71-0,CSP(=O)(SC)SC,3.797680628
684935,684-93-5,CN(N=O)C(N)=O,2.979754868
699616,699-61-6,O=C1CCC2(CCCCC2)O1,3.233867211
709557,709-55-7,CCNCC(O)c1cccc(O)c1,4.781120817
716610,716-61-0,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,2.849634358
730687,730-68-7,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,3.58038327
737315,737-31-5,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.714703263
742201,742-20-1,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,3.42737066
745653,745-65-3,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,4.266299084
749020,749-02-0,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,4.450994294
751735,751-73-5,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC2CCCCO2)C1OC,4.852671654
751973,751-97-3,CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.763241992
756796,756-79-6,COP(C)(=O)OC,2.072498485
759739,759-73-9,CCN(N=O)C(N)=O,2.688375322
768945,768-94-5,NC12CC3CC(CC(C3)C1)C2,3.225461488
819170,819-17-0,O=S(=O)(O)CS(=O)(=O)O,2.728738522
820757,820-75-7,[N-]=[N+]=CC(=O)NCC(=O)NN,1.993506715
826391,826-39-1,CNC1(C)C2CCC(C2)C1(C)C,3.901266262
832928,832-92-8,COc1cc(CCN)cc(OC)c1OC,3.128919679
834286,834-28-6,N=C(N=C(N)N)NCCc1ccccc1,4.069276855
848533,848-53-3,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.94181499
849558,849-55-8,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,3.903400501
853349,853-34-9,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.830525011
857954,857-95-4,NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O,3.806729062
859187,859-18-7,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,3.075082518
860220,860-22-0,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,3.657236848
866557,866-55-7,CC[Sn](Cl)(Cl)CC,4.080130666
867276,867-27-6,CCSCCOP(=S)(OC)OC,3.027823214
868597,868-59-7,CCOC(=O)C(N)CS,2.313474477
872504,872-50-4,CN1CCCC1=O,3.090422369
876857,876-85-7,Cc1ncc(CS)c(CO)c1O,2.887542286
886748,886-74-8,NC(=O)OCC(O)COc1ccc(Cl)cc1,3.01742598
894713,894-71-3,CNCCC=C1c2ccccc2CCc2ccccc21,4.192406372
897154,897-15-4,CN(C)CCC=C1c2ccccc2CSc2ccccc21,4.090274223
900958,900-95-8,CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,4.356528311
915673,915-67-3,O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,2.731215547
919868,919-86-8,CCSCCSP(=O)(OC)OC,3.549363609
947080,947-08-0,CCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.40429574
950356,950-35-6,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.733032114
958930,958-93-0,CN(C)CCN(Cc1ccsc1)c1ccccn1,4.241204356
964523,964-52-3,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.941045335
968581,968-58-1,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,3.951934774
982434,982-43-4,c1ccc(C(Cc2noc(CCN3CCCCC3)n2)c2ccccc2)cc1,4.052945108
985126,985-12-6,CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC,4.435000665
987655,987-65-5,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,3.125380235
987780,987-78-0,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,2.216411371
991300,991-30-0,COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,3.522273025
991424,991-42-4,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,5.882839604
994310,994-31-0,CC[Sn](Cl)(CC)CC,4.457851307
999815,999-81-5,C[N+](C)(C)CCCl,3.991647757
1003403,1003-40-3,Nc1ccncc1,4.147593273
1005307,1005-30-7,O=C(O)c1ccc(I)cc1,2.499062406
1045212,1045-21-2,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,4.125119366
1069665,1069-66-5,CCCC(CCC)C(=O)O,2.452289641
1077287,1077-28-7,O=C(O)CCCCC1CCSS1,3.059294083
1079330,1079-33-0,CNC(=O)Oc1cccc2sccc12,3.92205124
1084657,1084-65-7,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,2.791526647
1094082,1094-08-2,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,4.318733747
1095905,1095-90-5,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.475070298
1098448,1098-44-8,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,3.619854766
1107171,1107-17-1,C[N+]1(Cc2ccc(C3CCCCC3)cc2)C2CCC1CC(OC(=O)c1ccccc1)C2,4.265774404
1111780,1111-78-0,NC(=O)O,3.194549918
1115840,1115-84-0,C[S+](C)CCC(N)C(=O)O,2.580021631
