RTECS_ID,CAS_RN,SMILES,rat_intraperitoneal_LD50
1017567,1017-56-7,OCNc1nc(NCO)nc(NCO)n1,2.09181965
1018719,1018-71-9,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,3.577552621
1027129,1027-12-9,CNS(=O)(=O)c1cc(S(=O)(=O)NC)c(Cl)cc1N,2.065272567
1030064,1030-06-4,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,4.337055444
1031476,1031-47-6,CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,4.292697527
1034011,1034-01-1,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,3.672615007
1066451,1066-45-1,C[Sn](C)(C)Cl,4.427283469
1067147,1067-14-7,CC[Pb](Cl)(CC)CC,4.469083982
1069665,1069-66-5,CCCC(CCC)C(=O)O,2.172235689
1071836,1071-83-6,O=C(O)CNCP(=O)(O)O,2.857006396
1072431,1072-43-1,CC1CS1,3.226646765
1073627,1073-62-7,NNCc1ccccc1,3.007786883
1077287,1077-28-7,O=C(O)CCCCC1CCSS1,3.013536592
1078213,1078-21-3,NCC(CC(=O)O)c1ccccc1,2.40828601
1078791,1078-79-1,CC1SCCN1P(=O)(N1CC1)N1CC1,4.096030315
1079330,1079-33-0,CNC(=O)Oc1cccc2sccc12,3.705842758
1081341,1081-34-1,c1csc(-c2ccc(-c3cccs3)s2)c1,3.353753661
1082888,1082-88-8,COc1cc(CC(C)N)cc(OC)c1OC,3.179551791
1087065,1087-06-5,CCC(=O)c1ccc(OCC(O)CO)c(OC)c1,2.552835625
1087350,1087-35-0,O=C(Cc1ccccc1)NNCc1ccccc1,2.668957385
1093114,1093-11-4,O=C(CCCN1CCCC12CCCCC2)c1ccc(F)cc1,3.606984372
1093227,1093-22-7,O=C(CCCN1CCCC2(CCCC2)C1)c1ccc(F)cc1,3.783075631
1094082,1094-08-2,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,2.903760399
1095905,1095-90-5,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.073828808
1096066,1096-06-6,C[N+]1(CCCC(=O)c2ccc(F)cc2)CCC2(CCCC2)CC1,3.724898185
1097570,1097-57-0,CCOC(=O)N1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.966927112
1098448,1098-44-8,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,3.636454028
1098608,1098-60-8,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.573938855
1107171,1107-17-1,C[N+]1(Cc2ccc(C3CCCCC3)cc2)C2CCC1CC(OC(=O)c1ccccc1)C2,4.190436497
1111917,1111-91-7,C[Ge](I)(I)I,3.30884918
1112603,1112-60-3,CC[Ge](CC)(CC)OC(C)=O,4.03909671
1112658,1112-65-8,CCCC[Ge](CCCC)(CCCC)OC(C)=O,2.527202986
1112772,1112-77-2,CC[N+](C)(CC)CCO,2.600182061
1113026,1113-02-6,CNC(=O)CSP(=O)(OC)OC,4.170414523
1113048,1113-04-8,CC[N+](C)(C)CCO,2.599861027
1113106,1113-10-6,CCC(C)(C)NC(=N)NC#N,2.692587913
1113140,1113-14-0,CCCS(=O)(=O)C=CS(=O)(=O)CCC,4.320139058
1115704,1115-70-4,CN(C)C(=N)N=C(N)N,2.412181569
1116763,1116-76-3,CCCCCCCCN(CCCCCCCC)CCCCCCCC,2.548609274
1117722,1117-72-2,CCCCN(C)C=O,2.362391987
1118134,1118-13-4,CC(=O)O[Ge](C)(C)C,2.94635154
1120714,1120-71-4,O=S1(=O)CCCO1,3.086875694
1120996,1120-99-6,Nc1nccnn1,1.681661756
1124330,1124-33-0,O=[N+]([O-])c1cc[n+]([O-])cc1,3.748491927
1128672,1128-67-2,Cn1c(=NN)sc2ccccc21,3.12312055
1129379,1129-37-9,O=[N+]([O-])c1ccc(/C=N/O)cc1,3.141282504
1136454,1136-45-4,Cc1onc(-c2ccccc2)c1C(=O)O,2.131826033
1141373,1141-37-3,O=C(O)c1ccc(N(CCCl)CCCl)cc1,3.038315426
1143380,1143-38-0,O=C1c2c(O)cccc2Cc2cccc(O)c21,4.87743086
1145739,1145-73-9,CN(C)c1ccc(C=Cc2ccccc2)cc1,3.503827634
1146958,1146-95-8,CCC(CN)=C(c1ccccc1)c1ccccc1,4.00616606
1149231,1149-23-1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,1.199511778
1160367,1160-36-7,CC(=O)c1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,3.120810343
1162067,1162-06-7,CC(=O)O[Pb](c1ccccc1)(c1ccccc1)c1ccccc1,5.249689173
1162658,1162-65-8,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,4.716388748
1164745,1164-74-5,CN1CCC2(CC1)CCN(CCCC(=O)c1ccc(F)cc1)CC2,3.521743319
1165395,1165-39-5,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,4.343052865
1165486,1165-48-6,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,4.731578022
1166525,1166-52-5,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,3.529486819
1167200,1167-20-0,FC(F)(F)c1cccc(OCCCN2CCC3(CCCCC3)CC2)c1,3.374679929
1169262,1169-26-2,O=C1CCCCC1(CCN1CCCCCC1)C(=O)OCc1ccccc1,3.80508073
1170021,1170-02-1,O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O,3.313705761
1173882,1173-88-2,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.427533712
1446351,1446-35-1,CS(=O)(=O)OCCNCC(O)C(O)C(O)C(O)CNCCOS(C)(=O)=O,3.849720306
1449894,1449-89-4,CC12COP(=O)(OC1)OC2,6.671032597
1463087,1463-08-7,CC(C)(N)Cc1ccc(Br)cc1,3.122659665
1464422,1464-42-2,C[Se]CCC(N)C(=O)O,4.257513342
1464433,1464-43-3,NC(C[Se][Se]CC(N)C(=O)O)C(=O)O,4.596341735
1465265,1465-26-5,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,4.252197884
1474802,1474-80-2,CCOP(=O)(OCC)OP(=O)(N(C)C)N(C)C,5.079514379
1477196,1477-19-6,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,1.893885726
1492020,1492-02-0,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,3.132904151
1492188,1492-18-8,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,2.648737187
1492939,1492-93-9,O=C(CF)Nc1ccc(N(CCCl)CCCl)cc1,4.56861226
1500910,1500-91-0,CCc1c(C)[nH]c(C(C)=O)c1C,2.616044682
1500921,1500-92-1,CC(=O)c1[nH]c(C)c(C(C)=O)c1C,2.952354054
1502472,1502-47-2,Nc1nc2nc(N)nc3nc(N)nc(n1)-n-2-3,2.002363166
1505959,1505-95-9,CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,3.045090199
1507079,1507-07-9,CC(=O)Sc1ccc(N(CCCl)CCCl)cc1,3.160374915
1508652,1508-65-2,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,3.204963894
1508754,1508-75-4,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,2.371081608
1520781,1520-78-1,C[PbH2+](C)C,3.990408875
1524545,1524-54-5,C=CCOCC(F)(F)F,1.60238249
1553340,1553-34-0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,3.020807766
1553602,1553-60-2,CC(C)Cc1ccc(CC(=O)O)cc1,2.349385969
1597826,1597-82-6,CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,3.044707712
1603083,1603-08-3,CCN(CC)C(=O)CN(CCCl)CCCl,4.531800687
1603094,1603-09-4,CN(C(=O)CN(CCCl)CCCl)c1ccccc1,4.160177303
1609478,1609-47-8,CCOC(=O)OC(=O)OCC,3.537794989
1617909,1617-90-9,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,3.14643446
1622613,1622-61-3,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1.347008247
1622624,1622-62-4,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.470637895
1623149,1623-14-9,CCOP(=O)(O)O,3.100535959
1634782,1634-78-2,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,4.254300805
1639607,1639-60-7,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,3.799613915
1643205,1643-20-5,C=[N+](O)CCCCCCCCCCCC,2.898200795
1646873,1646-87-3,CNC(=O)ON=CC(C)(C)S(C)=O,5.642331894
1646884,1646-88-4,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,4.024653739
1653641,1653-64-1,NCCc1ccc2c(c1)OCO2,3.477626322
1665481,1665-48-1,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,2.633087828
1669836,1669-83-6,NS(=O)(=O)c1ccc(N(CCI)CCI)cc1,2.782614666
1669858,1669-85-8,CN(CCCl)c1ccccc1,2.522848881
1674620,1674-62-0,CNC(=N)N=C(N)N,2.549342864
1675543,1675-54-3,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,2.189591111
1680213,1680-21-3,C=CC(=O)OCCOCCOCCOC(=O)C=C,3.31516395
1684408,1684-40-8,Nc1c2c(nc3ccccc13)CCCC2,3.820133561
1695778,1695-77-8,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,2.065465482
1697036,1697-03-6,O=C(CN(CCCl)CCCl)N1CCOCC1,5.186991833
1697047,1697-04-7,O=C(CN(CCCl)CCCl)N1CCCCC1,4.852805186
1697058,1697-05-8,O=C(CN(CCCl)CCCl)NCCNC(=O)CN(CCCl)CCCl,5.053539396
1697069,1697-06-9,O=C(CN(CCCl)CCCl)N1CCN(C(=O)CN(CCCl)CCCl)CC1,4.778380883
1697070,1697-07-0,CC(C(=O)N(C)c1ccccc1)N(CCCl)CCCl,3.606715199
1698608,1698-60-8,Nc1cnn(-c2ccccc2)c(=O)c1Cl,3.057860128
1702176,1702-17-6,O=C(O)c1nc(Cl)ccc1Cl,2.329060981
1716092,1716-09-2,CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1,4.143850488
1740574,1740-57-4,NC(=O)c1cccc(C(N)=O)c1,2.219204271
1743131,1743-13-1,C1NNCN2CNNCN12,3.158911045
1746016,1746-01-6,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,7.116885696
1758685,1758-68-5,Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1.945661854
1766912,1766-91-2,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,2.603611989
1778081,1778-08-1,CN(C)C(=O)c1ccccc1O,1.916959016
1786818,1786-81-8,CCCNC(C)C(=O)Nc1ccccc1C,3.172784323
1787571,1787-57-1,CCN(CC)c1cc2[o+]c3cc(N(C)C)ccc3nc2cc1C,3.248913045
1793904,1793-90-4,C=CC[Ge](CC)(CC)CC,3.960490237
1812302,1812-30-2,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,2.279796088
1815298,1815-29-8,CN1CCCC1c1c[nH]c2ccc(F)cc12,3.59081597
1820924,1820-92-4,O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)c(Cl)c1,3.812434701
1824506,1824-50-6,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,1.58868619
1824528,1824-52-8,CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,2.206174756
1824584,1824-58-4,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.813979743
1830326,1830-32-6,CCN(CC)C(=O)CSc1ccc(Cl)nn1,2.68218186
1847241,1847-24-1,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.615547404
1847581,1847-58-1,CCCCCCCCCCCCOC(=O)CS(=O)(=O)O,2.497944619
1850631,1850-63-1,CC(C(O)c1ccccc1)N(C)N,2.808719651
1862880,1862-88-0,CNC(=O)c1ccccc1O,2.635383204
1867669,1867-66-9,CNC1(c2ccccc2Cl)CCCCC1=O,3.025835972
1867727,1867-72-7,CC(C)(C)NCCCCN,2.616326522
1878495,1878-49-5,Cc1ccccc1OCC(=O)O,2.565429866
1878859,1878-85-9,COc1ccccc1OCC(=O)O,2.673901474
1882264,1882-26-4,CNC(=O)OCc1cccc(COC(=O)NC)n1,2.303192628
1892804,1892-80-4,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,3.777407742
1897967,1897-96-7,CCOc1ccc(-n2c(C)nc3ccccc3c2=O)cc1,2.168911328
1904989,1904-98-9,Nc1nc(N)c2[nH]cnc2n1,2.875480879
1912249,1912-24-9,CCNc1nc(Cl)nc(NC(C)C)n1,2.962758121
1918134,1918-13-4,NC(=S)c1c(Cl)cccc1Cl,2.930256304
1934210,1934-21-0,O=C(O)c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)O)cc1,2.36961007
1936385,1936-38-5,Cc1nc(CN(CCCl)CCCl)cs1,4.17301135
1936409,1936-40-9,CC(Cl)CN(CCCl)CCCl,5.862439492
1937355,1937-35-5,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)cc2)cc1,3.077051739
1943799,1943-79-9,CNC(=O)Oc1ccccc1,2.626783032
1944123,12-03-44,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,2.782985448
1948330,1948-33-0,CC(C)(C)c1cc(O)ccc1O,2.743562023
1950056,05-06-50,S=P1(N(CCCl)CCCl)NCCCO1,2.937575873
1953022,02-02-53,CC(S)C(=O)NCC(=O)O,2.066586796
1961779,1961-77-9,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,1.860813374
1965293,1965-29-3,NCCNCCNCCO,3.003619858
1972083,08-03-72,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,2.925869008
1977102,10-02-77,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3.971560778
1986534,1986-53-4,CCC(=O)OC1C=C2CCC3C(CCC4(C)C(OC(=O)CC)CCC34)C2CC1,2.045376633
1986909,1986-90-9,CCCCCS(=O)CCCCC,2.638083334
2001812,2001-81-2,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,3.584911065
2001958,2001-95-8,CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,6.142756177
2004060,2004-06-0,OCC1OC(n2cnc3c(Cl)ncnc32)C(O)C1O,2.554299834
2011678,2011-67-8,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.483488771
2015283,2015-28-3,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.465778521
2020282,2020-28-2,Cc1cccc(C)c1OC(=O)CN1CCCC1,2.788151619
2022857,2022-85-7,Nc1nc(=O)[nH]cc1F,1.529867109
2032599,2032-59-9,CNC(=O)Oc1ccc(N(C)C)c(C)c1,3.996388655
2033945,2033-94-5,C#CC(C)(O)C(O)c1ccccc1,2.538472698
2037958,2037-95-8,O=c1[nH]c(=O)c2ccccc2o1,2.911509165
2045116,11-06-45,CC(=O)Nc1ccc(N(CCI)CCI)cc1,4.514814243
2045127,12-07-45,NS(=O)(=O)c1ccc(N(CCI)CCCI)cc1,3.243597387
2045138,2045-13-8,O=C(O)c1ccc(N(CCI)CCI)cc1,3.305974414
2045161,2045-16-1,CC(=O)Sc1ccc(N(CCBr)CCBr)cc1,3.795746718
2045172,2045-17-2,CC(=O)Nc1ccc(N(CCBr)CCBr)cc1,4.795827535
2045183,2045-18-3,O=C(O)c1ccc(N(CCBr)CCBr)cc1,3.554128056
2045194,2045-19-4,BrCCN(CCBr)c1ccccc1,4.407998152
2045207,2045-20-7,CC(Cl)CN(CCCl)c1ccc(S(N)(=O)=O)cc1,2.840840693
2045412,2045-41-2,NS(=O)(=O)c1ccc(N(CCCl)CCCl)cc1,2.946719757
2045423,2045-42-3,NC(=O)c1ccc(N(CCCl)CCCl)cc1,2.921349019
2045445,2045-44-5,CC(C)OC(=O)Nc1ccc(N(CCCl)CCCl)cc1,3.271110308
2051798,2051-79-8,CCN(CC)c1ccc(N)c(C)c1,3.853160181
2051856,2051-85-6,Oc1ccc(N=Nc2ccccc2)c(O)c1,2.552716874
2052462,2052-46-2,CN(C)c1ccc(N)cc1,3.811951435
2053954,2053-95-4,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1F,1.798917538
2062784,2062-78-4,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.120156357
2067585,2067-58-5,Nc1ccc(N(CCCl)CCCl)cc1,5.025197837
2068782,2068-78-2,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,5.758914666
2072711,2072-71-1,NC(=O)SCC(N)C(=O)O,2.24919439
2091067,06-07-91,O=P1(N(CCCl)CCCl)SCCS1,3.572378968
2104645,2104-64-5,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.652286641
2104963,2104-96-3,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2.35262772
2105206,2105-20-6,O=C(O)c1ccc(OCC(CSCCBr)SCCBr)cc1,4.661090153
2126707,2126-70-7,COc1ccc(C(=O)C(Br)=CC(=O)O)cc1,3.264654856
2152343,2152-34-3,N=C1NC(=O)C(c2ccccc2)O1,2.674235448
2152445,2152-44-5,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.024927855
2154021,02-01-54,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,3.538912894
2158705,2158-70-5,CC1=CC(=O)C(N(CCCl)CCCl)=CC1=O,4.774679358
2162745,2162-74-5,CC(C)c1cccc(C(C)C)c1N=C=Nc1c(C(C)C)cccc1C(C)C,3.25835109
2164172,2164-17-2,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.530180996
2168674,2168-67-4,O=P1(N(CCCl)CCCl)OCCS1,3.421791423
2168936,2168-93-6,CCCCS(=O)CCCC,2.632821368
2180203,2180-20-3,CCCCCCS(=O)CCCCCC,2.506755652
2181046,04-06-81,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O,3.292011418
2185980,2185-98-0,NC(Cc1ccccc1CN(CCCl)CCCl)C(=O)O,4.763743729
2192203,2192-20-3,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.447621437
2192214,2192-21-4,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,3.692943009
2198585,2198-58-5,CCN(CC)c1ccc(N)cc1,3.817570658
2208277,2208-27-7,CCC1(c2ccc(Cl)cc2)OCC(CO)O1,2.34368067
2208288,2208-28-8,Cc1ccc(C2(C)OCC(CO)O2)cc1,2.415509621
2210631,2210-63-1,CCCCC1C(=O)NN(c2ccccc2)C1=O,2.437621574
2216515,2216-51-5,CC1CCC(C(C)C)C(O)C1,2.358286412
2217609,2217-60-9,Cc1cc(O)c(C(C)C)cc1O,3.822743269
2227136,2227-13-6,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,1.677476976
2229552,2229-55-2,CCC(COC(=O)c1ccccc1C(=O)OCC(CC)CC(C)C)CC(C)C,1.477748858
2248739,2248-73-9,CNc1nc(=O)n(C2CC(O)C(CO)O2)cc1F,2.510607
2259963,2259-96-3,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,2.414846382
2260084,08-04-60,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,3.131634702
2265647,2265-64-7,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1,3.20130374
2270408,2270-40-8,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.688906054
2270419,2270-41-9,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1)C31CO1,5.542281239
2475312,2475-31-2,O=C1/C(=C2\Nc3c(Br)cc(Br)cc3C2=O)Nc2c(Br)cc(Br)cc21,2.005941765
2475469,2475-46-9,CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O,2.626671719
2482851,2482-85-1,NC(=O)CN(CCCl)CCCl,5.395939827
2483570,2483-57-0,COC(=O)C[N+](=O)[O-],2.000277276
2490893,2490-89-3,NC(=O)Nc1ccc([As]=O)cc1,3.613874482
2492093,09-03-92,CC=C(C)C(=O)OC1CCN2CCC(COC(=O)C(=CC)CO)C12,3.189709179
2496915,2496-91-5,CCOP(=O)(OCC)SCCS(=O)(=O)CC,5.207638855
2496926,2496-92-6,CCOP(=O)(OCC)SCCS(=O)CC,5.262204207
2507917,2507-91-7,CCOC(C)C(C=NNC(N)=S)=NNC(N)=S,2.798071221
2519304,2519-30-4,CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12,2.937721228
2519315,2519-31-5,O=S(=O)(O)CNc1ccc(N=Nc2ccc3cc(S(=O)(=O)O)c(N=Nc4cccc(Nc5ccc(N=Nc6c(S(=O)(=O)O)cc7ccc(N=Nc8ccc(NCS(=O)(=O)O)cc8NCS(=O)(=O)O)cc7c6O)cc5S(=O)(=O)O)c4)c(O)c3c2)c(NCS(=O)(=O)O)c1,3.144390177
2521019,2001/9/21,CCOC(=O)N(Cc1ccccc1)C1CC1,2.772805221
2522818,2522-81-8,CC(C)(C)C(=O)OCC(=O)c1ccccc1,1.927978061
2528383,2528-38-3,CCCCCOP(=O)(OCCCCC)OCCCCC,1.837834947
2538707,2538-70-7,CC[Ge](CC)(CC)O[Ge](CC)(CC)CC,4.35849297
2578452,2578-45-2,O=[N+]([O-])c1cnc(Cl)c([N+](=O)[O-])c1,4.6096819
2580634,2580-63-4,CCC(=O)NO,2.347788466
2587817,2587-81-7,CC[Pb](CC)(CC)OC(C)=O,4.071182156
2587828,2587-82-8,CCCC[Pb](CCCC)(CCCC)OC(C)=O,4.527126021
2587840,2587-84-0,CCCC[Pb](CCCC)(OC(C)=O)OC(C)=O,4.228005294
2587862,2587-86-2,CCCC[Ge](CCCC)(CCCC)O[Ge](CCCC)(CCCC)CCCC,2.225236031
2589017,01-07-89,C(Oc1nc(OCC2CO2)nc(OCC2CO2)n1)C1CO1,2.698629735
2597093,09-03-97,C=CCC(CC=C)(C(=O)OCCN(CC)CC)c1ccccc1,3.268491247
2601925,2601-92-5,CCCCCC=CCC=CCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,2.909894421
2603238,2603-23-8,CCCCC1C(=O)N(c2ccc(S(N)(=O)=O)cc2)N(c2ccc(S(N)(=O)=O)cc2)C1=O,2.191768561
2611827,2611-82-7,O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,2.953064296
2620215,2620-21-5,NC(=O)CCN(CCCl)CCCl,4.851478499
2622266,2622-26-6,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,3.633470832
2624433,2624-43-3,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,2.331178308
2631370,2631-37-0,CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.881973829
2631405,2631-40-5,CNC(=O)Oc1ccccc1C(C)C,3.133822169
2642719,2642-71-9,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.663243466
2652779,2652-77-9,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,2.872954072
2668668,2668-66-8,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C,3.008266223
2674911,2674-91-1,CCS(=O)CC(C)SP(=O)(OC)OC,3.984138766
2675356,2675-35-6,O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,2.835451653
2686999,2686-99-9,CNC(=O)Oc1cc(C)c(C)c(C)c1,3.311138519
2698411,2698-41-1,N#CC(C#N)=Cc1ccccc1Cl,3.594339596
2700892,2700-89-2,CS(=O)(=O)C(Cl)=CCl,4.146217367
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.586364135
2706287,2706-28-7,Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O,2.252086881
2731160,2731-16-0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(N)CC2,3.329222324
2746818,2746-81-8,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.378400271
2747311,2747-31-1,C=CC(=CC)N=Nc1ccccc1.C=[N+](C)O,3.175730598
2748881,2748-88-1,CCCCCCCCCCCCCC[n+]1ccc(C)cc1,4.588107298
2752650,2752-65-0,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,3.854003615
2783940,2783-94-0,O=C1C=Cc2cc(S(=O)(=O)O)ccc2C1=NNc1ccc(S(=O)(=O)O)cc1,2.031315961
2784272,2784-27-2,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,1.729605343
2797515,2797-51-5,NC1=C(Cl)C(=O)c2ccccc2C1=O,2.818950266
2801685,2801-68-5,COc1ccc(OC)c(CC(C)N)c1,3.491277184
2802859,2802-85-9,O=C(Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1F,1.306075183
2820511,2820-51-1,CN1CCCC1c1cccnc1,4.046985855
2832408,2832-40-8,CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,1.516958902
2853692,2853-69-2,Cc1ccccc1-c1nc2c(N)nc(N)nc2nc1N,2.326621915
2856759,2856-75-9,Cc1nccnc1N1CCCCC1,2.969835093
2861021,02-01-61,Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,2.519900656
2862160,2862-16-0,O=c1nc[nH]c2c1ccn2C1OC(CO)C(O)C1O,4.02896308
2872471,2872-47-1,Nc1ccc(Cl)c2c1C(=O)c1ccccc1C2=O,2.198886366
