RTECS_ID,CAS_RN,SMILES,quail_oral_LD50
82558507,82558-50-7,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,2.220631019
82657043,82657-04-3,Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,2.370938479
83657185,83657-18-5,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,2.340333634
83733828,83733-82-8,CCCC(=O)N(CSP(=S)(OC)OC)c1ccccc1Cl,3.733173654
84542201,84542-20-1,CN(c1ccc(F)cc1F)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,2.576600467
97780068,97780-06-8,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,2.261037532
97886458,97886-45-8,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,2.251418652
98389049,98389-04-9,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(C(=O)O)cnn2C)n1,2.234793902
98565185,98565-18-5,CN(C(=O)CNCP(=O)(O)O)S(C)(=O)=O,2.082882185
100728845,100728-84-5,Cc1ccc(C(=O)O)c(C2=NC(=O)C(C)(C(C)C)N2)c1,2.105819012
101200480,101200-48-0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,2.244850852
101903304,101903-30-4,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,2.161744119
102280933,102280-93-3,C[Hg]N([Hg]C)S(=O)(=O)Nc1ccc(C)cc1,4.39126688
105923306,105923-30-6,O=C(Nc1ccc([N+](=O)[O-])cc1Br)C(F)(C(F)(F)F)C(F)(F)F,3.917025262
107534963,107534-96-3,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,2.024112518
110235477,110235-47-7,CC#Cc1cc(C)nc(Nc2ccccc2)n1,1.99666536
111991094,111991-09-4,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,2.261037532
116255482,116255-48-2,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,2.243982369
120928098,120928-09-8,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,2.185271522
1193028,1193-02-8,Nc1ccc(S)cc1,3.472278002
1217987,1217-98-7,COP(=S)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.17557554
1329868,1329-86-8,OCC(Br)(Br)Br,2.826100914
1397940,1397-94-0,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,4.14821732
1405874,1405-87-4,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,3.653432354
2303175,2303-17-5,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2.131454198
2464371,2464-37-1,O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1.416101048
3647210,3647-21-0,O=C(N=CCNC(=O)N1CC1)N1CC1,2.917972792
3682357,3682-35-7,c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,2.994934961
3731519,3731-51-9,NCc1ccccn1,2.158941166
7696120,7696-12-0,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,2.52036823
7745893,7745-89-3,Cc1ccc(N)cc1Cl,5.15106632
26002802,26002-80-2,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,2.212197518
41483436,41483-43-6,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1.78427019
41814782,41814-78-2,Cc1cccc2sc3nncn3c12,3.277019824
43121433,43121-43-3,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.22494574
51338273,51338-27-3,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1.532996294
51630581,51630-58-1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,2.021094157
51707552,51707-55-2,O=C(Nc1ccccc1)Nc1cnns1,1.138809737
66063056,66063-05-6,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,2.119048593
87130209,87130-20-9,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,2.074857057
87757184,87757-18-4,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,1.884490628
87818313,87818-31-3,Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,2.105951978
87820880,87820-88-0,CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,1.722800585
89269647,89269-64-7,C/C(=N/Nc1nc(C)cc(C)n1)c1ccccc1C,2.053227026
90035088,90035-08-8,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,3.257320914
94361065,94361-06-5,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,3.288967238
94593916,94593-91-6,COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,2.315353083
95465999,95465-99-9,CCOP(=O)(SC(C)CC)SC(C)CC,4.227886705
95617097,95617-09-7,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O,2.123717623
