RTECS_ID,CAS_RN,SMILES,mouse_subcutaneous_LD50
4180578,4180-57-8,O=C(O)c1ccc(OCC(O)CO)cc1,1.928460121
4191735,4191-73-5,CC(C)OC(=O)c1ccc(O)cc1,1.977008416
4193559,4193-55-9,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,2.962369336
4210917,4210-91-7,CC(=O)Nc1ccc2c(c1)c(-c1ccccc1)[n+](C)c1cc(/N=N/Nc3cccc(C(=N)N)c3)ccc21,4.813869977
4210928,4210-92-8,CC[n+]1c(-c2ccccc2)c2cc(/N=N/Nc3cccc(C=NNC(=N)N)c3)ccc2c2ccc(N)cc21,4.826166405
4219243,4219-24-3,CCC=CCC(=O)O,1.792635265
4226373,4226-37-3,ClCCc1ccccn1,2.452096316
4241730,4241-73-0,O=C(NN=CC(O)C(O)C(O)C(O)CO)c1ccccn1,2.07814204
4247023,02-03-47,CC(C)COC(=O)c1ccc(O)cc1,1.873342962
4269889,4269-88-9,C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1,3.296361618
4312316,4312-31-6,CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,3.451324579
4320336,4320-33-6,CC(CC(O)(c1ccccc1)c1ccccc1)N(C)C,2.953256991
4323437,4323-43-7,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,3.384200573
4331286,4331-28-6,Nc1cn[nH]c1,2.016479679
4335051,05-01-35,CN(C)CC(C)(C)CN1c2ccccc2Sc2ccccc21,2.619763742
4335777,4335-77-7,O=C(O)C(O)(c1ccccc1)C1CCCCC1,2.74651373
4339053,05-03-39,C#CC(C)(O)CCC,2.325608594
4368289,4368-28-9,NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,7.601068125
4369486,4369-48-6,CCN(CC)CCC(O)(c1ccccc1)c1ccccc1,3.054482823
4370336,4370-33-6,CC1N(CC(=O)c2ccccc2)CCCC1(C)c1cccc(O)c1,2.60669837
4378023,02-03-78,C#CC(C)(O)C1CC1,2.388795644
4386792,4386-79-2,CC1OCC(C[N+](C)(C)C)O1,5.125581559
4389440,4389-44-0,Cc1c(O)ccc(O)c1O,3.301457875
4395806,4395-80-6,Cc1ccc(C(C)C)c(Cl)c1,2.351968857
4410484,4410-48-4,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,3.258530864
4434053,05-03-34,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(OC7OC(C)(C)C(OC)C(OC(=O)c8ccc(C)[nH]8)C7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C,3.647418964
4438226,4438-22-6,CCC(CC(C)OC(=O)C(CO)c1ccccc1)=[N+](C)O,2.468895023
4439843,4439-84-3,NC(CC(=O)CO)C(=O)O,1.264611248
4440395,4440-39-5,O=C(O)c1cc(O)cc(=O)c(O)c1,2.084292613
4498446,4498-44-6,C[N+](C)(C)CCOC(=O)Nc1ccccc1,2.69566843
4525466,4525-46-6,C[N+](C)(C)Cc1ccccc1,3.523587514
4535846,4535-84-6,ClCCN(C1CCCCC1)C1CCCCC1,4.086042894
4535879,4535-87-9,CCNCCCl,2.031747687
4542465,4542-46-5,SCCN1CCOCC1,2.668347575
4544154,4544-15-4,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,3.321241607
4806875,4806-87-5,CC(N)Cc1ccc(Cl)c(Cl)c1,3.707783013
4829565,4829-56-5,CCN1CC2(COC)CCC(OC)C34C5CC6C(=O)C5C(O)(CC6OC)C(O)(C(OC)C23)C14,3.263167129
4907840,4907-84-0,CN(C)CCC=C1c2ccccc2Sc2ccccc21,3.06914989
4914185,4914-18-5,CC(Cc1ccccc1)NN(C)C,3.213673691
4915508,4915-50-8,OC1(c2ccc(Cl)c(Cl)c2)CNC(c2ccccc2)C1,2.227581038
4926652,4926-65-2,Clc1ccc2nc(-c3ccccc3)[nH]c2c1,2.439630958
4929775,4929-77-5,CCOc1ccc(Sc2nc3ccccc3n2CCN(CC)CC)cc1,3.288900802
4940118,11-08-40,CCc1occc(=O)c1O,2.187514523
4940130,4940-13-0,CC(C)C(O)c1occc(=O)c1O,2.086291458
4955902,4955-90-2,O=C(O)c1cc(O)ccc1O,1.596797211
4956052,05-02-56,O=c1[nH]nc(Br)c(=O)[nH]1,1.87364287
4956109,10-09-56,Nc1nnc(Sc2n[nH]c(=O)[nH]c2=O)s1,4.065634836
4956110,4956-11-0,O=c1[nH]nc(Sc2ccccc2)c(=O)[nH]1,2.424742287
4956143,4956-14-3,CCC(=O)OC1(c2ccccc2)CC[N+](C)([O-])CC1,2.642360633
4956154,4956-15-4,C=[N+](O)CCC(C)(C(=O)OCC)c1ccccc1,2.409487465
4985153,4985-15-3,CN(C)CCON=C1c2ccccc2CCc2ccccc21,3.142598994
5014357,5014-35-7,CCN(CC)CCOc1ccc(Br)cc1C(=O)Nc1ccccc1,2.673441744
5050975,5050-97-5,NC1CC1OC1CCCCC1,2.892153355
5060582,5060-58-2,CC(C[N+](C)(C)C)c1cccc(C(C)C[N+](C)(C)C)c1,4.631886892
5060593,5060-59-3,CC(C[N+](C)(C)Cc1ccccc1)c1cccc(C(C)C[N+](C)(C)Cc2ccccc2)c1,4.980942191
5061325,5061-32-5,O=C(CCCN1CC=C(c2ccccc2)CC1)c1ccccc1,3.280778912
5075967,5075-96-7,OC1(c2ccccc2)CNC(C2CC=CCC2)C1,2.998841524
5076302,5076-30-2,OC1(C#Cc2ccc(C#CCN3CCCCC3)cc2)CCCCC1,2.319893725
5076608,5076-60-8,CCN(CC)CC#Cc1ccc(C#CC2(O)CCCCC2)cc1,2.375317106
5076631,5076-63-1,CCOP(=O)(OCC)Oc1ccc(Cl)cc1,3.282784607
5086748,5086-74-8,c1ccc(C2CN3CCSC3=N2)cc1,3.455410143
5096128,12-08-96,CC(=O)c1ccc[n+](Cc2ccccc2)c1,2.39391189
5096720,5096-72-0,COC12CC3C4=CCOC5CC(=O)N6c7ccccc7C1(CCN2C4)C6C53,5.020052752
5107493,5107-49-3,C=CCOc1cc(C(F)(F)F)ccc1C(=O)NCCN(CC)CC,3.140834791
5110010,5110-01-0,Cc1ccc2nc(-c3ccccn3)cc(C(=O)O)c2c1,2.570812523
5110021,2002/1/10,Cc1ccc2nc(-c3cccnc3)cc(C(=O)O)c2c1,2.697795002
5110690,5110-69-0,C[N+](C)(C)CCI,3.029525813
5112210,5112-21-0,OCC(O)COc1ccccc1Cl,2.34720037
5112232,5112-23-2,OCC(O)COc1c(Cl)cc(Cl)cc1Cl,2.221891937
5121664,5121-66-4,COc1ccc2c3c1OC1CC=CC4C(C2)N(C)CCC314,3.674204152
5132810,5132-81-0,COC(=O)c1c2ccccc2nc2ccccc12,2.995009623
5140421,5140-42-1,CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,2.812544792
5141208,5141-20-8,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)c2ccc(S(=O)(=O)O)cc2)cc1,3.154849262
5144525,5144-52-5,c1ccc2c(CC3=NCCN3)cccc2c1,2.972220498
5166712,5166-71-2,CN(C)CC1CCc2ccccc2C1=O,2.800249462
5169788,5169-78-8,CN1CCCC(=C(c2cccs2)c2cccs2)C1,3.093677189
5213478,5213-47-8,Cc1nc([N+](=O)[O-])[nH]c1C,2.676862892
5231969,5231-96-9,CC(=O)Nc1ccccn1,2.531970413
5237105,10-05-37,OC1CCC(N2CCCCC2)CC1,2.450237262
5240573,5240-57-3,CCNC(=O)C1C2C=CC(C2)C1C(=O)NCC,1.948283238
5243947,5243-94-7,Clc1ccc(-c2cc(CCN3CCCCC3)on2)cc1,2.990828992
5249854,5249-85-4,CCCCOc1ccc(C(=O)CCN2CCOCC2)cc1,2.99025987
5249956,5249-95-6,CCCOc1ccccc1C(=O)CCN1CCCCC1,3.462227715
5250088,08-08-50,COc1ccc(C(=O)CCN2CCCC2)cc1,2.995023212
5254295,5254-29-5,c1ccc2c(c1)CCCC2NC1=NCCN1,3.446553305
5265985,5265-98-5,CC[N+](CC)(CC)CCOc1ccc(OCC[N+](CC)(CC)CC)cc1,5.117022583
5285870,5285-87-0,N#CSc1ccccc1,3.227857794
5300221,5300-22-1,CCNCC(O)c1ccccc1,2.638321077
5318763,5318-76-3,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,3.512706834
5321324,5321-32-4,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,1.51130057
5325893,5325-89-3,Nc1ccc(C(=O)C=Cc2ccccn2)cc1,2.77672636
5337177,5337-17-7,Nc1ccc(P(=O)(O)O)cc1,1.284074629
5337199,5337-19-9,O=[N+]([O-])c1cccc(P(=O)(O)O)c1,2.30768854
5341526,5341-52-6,CCC(=N)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,3.313120267
5349280,5349-28-0,CCOC(=O)CSC#N,3.569739009
5351906,5351-90-6,NC(=S)N/N=C/c1ccccc1O,1.688524378
5370014,01-04-70,Cc1cccc(C)c1OCC(C)N,2.882422798
5371904,5371-90-4,Cc1cc(OCCCl)n(Cc2ccccc2)n1,2.06134614
5372123,12-03-72,Cc1cc(OCCN(C)C)n(-c2ccccc2)n1,2.762377721
5372134,5372-13-4,CCN(CC)CCOc1cc(C)nn1-c1ccccc1,2.951045313
5372145,5372-14-5,CCCN(CCC)CCOc1cc(C)nn1-c1ccccc1,2.506989398
5372156,5372-15-6,Cc1cc(OCCN(C)C)n(Cc2ccccc2)n1,2.942599565
5372178,5372-17-8,CCN(CC)CCOc1cc(C)nn1Cc1ccccc1,3.04019605
5372214,5372-21-4,CCCCN(CCCC)CCOc1cc(C)nn1Cc1ccccc1,2.818275203
5372225,5372-22-5,Cc1cc(OCCO)n(Cc2ccccc2)n1,2.360407981
5376341,5376-34-1,COc1cc2[nH]cc(CCN)c2c(OC)c1OC,2.731004427
5394365,5394-36-5,CCC1(C)NC(=O)NC1=O,1.851741309
5400920,5400-92-0,CC(CN(C)C)C(=O)c1ccccc1,2.87511576
5407874,5407-87-4,Cc1cc(C)nc(N)c1,3.68902812
5418973,5418-97-3,CCOC(=O)c1ccc(C(=N)N)cc1,2.811037605
5421045,2004/5/21,CC(C)CCOC(=O)C(O)c1ccccc1,0.983296223
5421465,5421-46-5,O=C(O)CS,2.497481594
5421896,5421-89-6,N=C(N)c1ccc(Oc2ccc(C(=N)N)cc2)cc1,3.326153159
5422344,5422-34-4,CC(O)C(=O)NCCO,0.751419383
5424180,5424-18-0,CC[N+](C)(C)CCOc1ccc(OCC[N+](C)(C)CC)cc1,4.819938569
5427305,5427-30-5,Nc1cccc(P(=O)(O)O)c1,2.238317139
5431196,5431-19-6,O=P(O)(O)c1ccccc1Cl,2.284516456
5431345,5431-34-5,O=P(O)(O)c1cccc(Cl)c1,2.284516456
5431356,5431-35-6,O=P(O)(O)c1ccc(Cl)cc1,2.284516456
5435756,5435-75-6,O=P(O)(c1cccc(Br)c1)c1cccc(Br)c1,2.575169364
5435767,5435-76-7,O=P(O)(c1ccccc1)c1cccc(Cl)c1,2.402496956
5435778,5435-77-8,O=[N+]([O-])c1cccc(P(=O)(O)c2ccccc2)c1,2.420267734
5435789,5435-78-9,O=[N+]([O-])c1ccc(P(=O)(O)c2ccccc2)cc1,2.420267734
5441247,5441-24-7,CN(Cc1ccccc1)Cc1ccccc1,3.449854676
5443492,5443-49-2,O=CC(Br)=Cc1ccccc1,1.981979138
5464664,5464-66-4,CC[N+](C)(C)c1ccc(C)c(OC(=O)NC)c1,6.460687943
5466977,5466-97-7,CCN(CC)CCOc1ccccc1C,2.617664911
5470575,5470-57-5,c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,3.146780464
5486679,5486-67-9,Cc1ccc2nc(-c3ccncc3)cc(C(=O)O)c2c1,2.658642878
5486771,5486-77-1,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,3.302184244
5489134,5489-13-4,OC1(c2ccccc2)CNC(C2CCCCC2)C1,3.398588307
5497927,5497-92-7,CCCOc1ccc(CNC(=O)CCN2CCCCC2)cc1,2.99213146
5500118,11-08-00,Clc1ccc(-c2cc(CN3CCCCC3)on2)cc1,2.556753086
5503082,2008/2/3,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,2.98588865
5509295,5509-29-5,Cc1cc(OCC[N+](C)(C)C)n(-c2ccccc2)n1,2.953177933
5517737,5517-73-7,CCCOc1ccc(C(=O)CCN2CCOCC2)cc1,3.045110083
5534098,09-08-34,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,2.017909396
5534952,5534-95-2,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,2.885308061
5536174,5536-17-4,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1.720533233
5544252,5544-25-2,COC1Nc2c(ccc(C)c2O)C(=O)N2C=C(C=CC(N)=O)CC12,5.055267582
5547295,5547-29-5,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12,1.549504742
5550129,12-09-50,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,1.856881963
5568901,5568-90-1,CC(CN(C)C)N1c2ccccc2Sc2ccccc21,2.935458408
5574301,5574-30-1,CCOC12CC3C4=CCOC5CC(=O)N6c7ccccc7C1(CCN2C4)C6C53,4.893188394
5585671,5585-67-1,COc1cc2[nH]c3c(c2cc1OC)CCN1CC2C(C)OC=C(C(=O)OCCN(C)C)C2CC31,2.680485366
5586878,5586-87-8,CC(Cc1ccccc1)NCCCCl,3.070522199
5588103,10-03-88,CNC(C)Cc1ccccc1OC,2.673707064
5588125,12-05-88,CCCCOC1NC(=O)NC1OCCCC,1.964369015
5588136,5588-13-6,O=C(NNCc1ccccc1)C(O)C(O)C(O)CO,2.130791949
5588227,5588-22-7,CC(C)NCC(O)c1ccccc1Cl,2.901803928
5598130,5598-13-0,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,1.132002585
5608004,5608-00-4,CCCOc1ccc(C(=O)CCN2CCCC2)cc1,3.55392457
5610402,5610-40-2,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,4.026940029
5626164,5626-16-4,NCCC=C1c2ccccc2COc2ccccc21,3.144970098
5635756,5635-75-6,OC1(c2ccc(Cl)cc2)CNC(c2ccc3c(c2)OCO3)C1,3.284631683
5666115,11-05-66,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.323630567
5689418,5689-41-8,CCP(=O)(CC)OC,1.355805784
5693312,5693-31-2,CCOC(=O)c1ccc(OP(=S)(OCC)OCC)cc1,3.201848938
5697609,5697-60-9,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,2.949346784
5709671,5709-67-1,O=[N+]([O-])c1nc2ccccc2[nH]1,2.438032844
5709682,5709-68-2,Cn1c([N+](=O)[O-])nc2ccccc21,2.674341758
5709693,5709-69-3,Cc1cc2nc([N+](=O)[O-])[nH]c2cc1C,1.980435178
5728529,5728-52-9,O=C(O)Cc1ccc(-c2ccccc2)cc1,2.463520746
5736878,5736-87-8,CCCOc1ccc(C(=O)CC)cc1,1.22318658
5746134,5746-13-4,O=C(O)CC(O)(CC(=O)O)C(=O)O,1.88667813
5786210,5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.226521513
5786776,5786-77-6,CC(C=C(c1cccs1)c1cccs1)N(C)C,3.547895279
5787735,5787-73-5,CCCCCC(C)NC,3.166937799
5796145,5796-14-5,NC(Cc1ccc(O)c(O)c1)C(=O)O,1.646622481
5807943,5807-94-3,CC[N+](C)(C)CCCOc1ccc(OCCC[N+](C)(C)CC)cc1,5.187182178
5818155,5818-15-5,CCC(=O)NN,2.82445127
5823256,5823-25-6,CCOC(=O)COP(=S)(OCC)OCC,4.026663779
5842068,06-08-42,CCCN(CCC)CCS,3.061544025
5842080,5842-08-0,CCCCN(CCS)CCCC,2.89528955
5842091,09-01-42,CC(C)CN(CCS)CC(C)C,2.542506763
5842115,11-05-42,C=CCN(CC=C)CCS,2.551256754
5843823,5843-82-3,CCCCCCCC[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.079827885
5854933,5854-93-3,NC(CN(O)N=O)C(=O)O,2.246638411
5854988,5854-98-8,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,4.235484629
5857625,5857-62-5,CCOP(=S)(OCC)Oc1ccc(Cl)cc1,2.7484248
5863821,5863-82-1,CCNC(=S)NC(N)=S,2.212909053
5868064,06-04-68,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.083337757
5870291,5870-29-1,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,2.999093282
5875069,06-09-75,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,3.662750456
5876233,5876-23-3,CC1CCC2N(C1)CC1C3(O)CC45OC6(O)C(O)CCC4(C)C6CCC5C3(O)CC(O)C1(O)C2(C)O,3.454688518
5892159,5892-15-9,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,3.486359626
5903139,5903-13-9,CN(C(=O)CF)c1cccc2ccccc12,3.00249204
5908894,5908-89-4,CN1C2CCC1CC(OC(=O)C1CCC(C(=O)Oc3ccccc3)(C3CC4CCC(C3)N4C)c3ccccc31)C2,2.994213137
5928698,5928-69-8,c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,2.829885367
5934203,5934-20-3,CN(C)CCN1c2ccccc2Sc2ccccc21,3.117507484
5949666,5949-66-6,Nc1c2ccccc2nc2ccc(-c3ccccc3)cc12,4.255811018
5957175,5957-17-5,CC[N+](CC)(CC)CCO,3.192866417
5964794,5964-79-4,COc1cc2c3c(c1O)-c1c(ccc(OC)c1OC)CC3N(C)CC2,3.472574581
5965877,5965-87-7,CCN(CCCl)C(c1ccccc1)c1ccccc1,2.738474543
5967522,5967-52-2,CC(N)C(O)c1cccc(O)c1,3.259469225
5969391,5969-39-1,CNCC(C)c1ccccc1,2.506649635
5980336,5980-33-6,Cc1cc(=O)oc2cc(O)ccc12,1.24593442
5985353,5985-35-3,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.12640493
5988318,5988-31-8,CC(C)N(CCOC(=O)c1ccc(N)cc1)C(C)C,2.820150537
5989275,5989-27-5,C=C(C)C1CC=C(C)CC1,1.633238997
6000744,6000-74-4,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,2.805753197
6004984,6004-98-4,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,2.945437125
6009025,2002/5/9,CCCCCCCN1C(C)=CSC1=CC=C(C=Cc1scc(C)[n+]1CCCCCCC)c1scc(C)[n+]1CCCCCCC,2.612868589
6009672,6009-67-2,CCN(CC)CCC1(c2ccccc2)C(=O)Oc2ccccc21,2.893935847
6020548,6020-54-8,Nc1nc(N)c(-c2ccccc2)s1,2.790260187
6027287,6027-28-7,CCCCNCC(=O)Nc1c(C)cccc1Cl,2.650258089
6033132,6033-13-2,N=C(N)CCCCCCCCCCCC(=N)N,3.965952083
6036255,6036-25-5,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1C,3.008330996
6045392,6045-39-2,COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1,3.415205942
6055192,6055-19-2,O=P1(N(CCCl)CCCl)NCCCO1,3.115758579
6062197,6062-19-7,C=C1C(N(C)C)C(=O)N(c2ccccc2)N1C,2.865863201
6063407,6063-40-7,Nc1ccc(CCC(N)c2ccc(N)cc2)cc1,2.801700734
6074313,6074-31-3,Cc1cc(O)c(C(C)C)cc1SC#N,3.015565116
6076046,04-06-76,CN(C)CCc1cc(-c2ccc(Cl)cc2)no1,2.757730458
6106463,6106-46-3,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.756329312
6109702,6109-70-2,CC(=O)OC1CN2CCC1CC2,3.219861785
6140187,6140-18-7,CC(=O)Nc1cccc([N+](C)(C)C)c1,2.776961924
6159393,6159-39-3,CC(N1CCCCC1)C(O)(c1ccccc1)c1ccccc1,2.99332746
6159440,6159-44-0,CC(=O)O[U](=O)(=O)OC(C)=O,4.27933026
6159553,6159-55-3,OC1CCN2Cc3ccccc3N=C12,2.973658847
6168861,6168-86-1,CNC(C)CCC=C(C)C,3.033514998
6199673,6199-67-3,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,5.747187999
6204508,6204-50-8,CCc1ccc2c(c1OCCNC)OCCO2,3.103454302
6205090,6205-09-0,CCCNC(C)(C)C(=O)Nc1ccccc1C,2.892730731
6223354,6223-35-4,Cc1cc(S(=O)(=O)O)c2c(C)ccc(C(C)C)cc1-2,3.283259108
6249656,6249-65-6,CC[N+](C)(CC)c1cccc(OC(=O)N(C)C)c1,6.397045868
6264933,6264-93-3,Nc1cccccc1=O,2.840245936
6266406,6266-40-6,c1cc[n+](CCCCCCCCCC[n+]2ccccc2)cc1,3.629808466
6272464,6272-46-4,OCCN(Cc1ccccc1)Cc1ccccc1,2.382618511
6275690,6275-69-0,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,3.754310799
6278553,6278-55-3,NC(Cc1ccccc1)c1ccc2c(c1)OCO2,3.165055379
6279545,6279-54-5,CCCCOC(=O)c1ccc(O)c(CN(C)C)c1,2.72354381
6280757,6280-75-7,CC(NCCNC(C)c1ccccc1)c1ccccc1,3.127758988
6281830,6281-83-0,O=C(c1ccccc1)C(c1ccccc1)N1CCCCC1,2.80771072
6283041,04-01-83,CCC(=O)NCCc1ccccc1,3.118245125
6285069,06-09-85,C#CC(O)(CC)CC,2.766583235
6286971,6286-97-1,CCN(CC)CCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,3.307765066
6288637,6288-63-7,ClCCNCc1ccccc1,2.530596659
6295530,6295-53-0,Cc1ccc(OC(=O)N2CCCCC2)c(C(C)C)c1[N+](C)(C)C,5.860976046
6304070,6304-07-0,CCN(CC)CC(=O)Nc1ccccc1C,2.689833524
6309393,6309-39-3,CN(C)CCC(O)(c1ccccc1)c1ccccc1,2.925711942
6312352,6312-35-2,O=C(c1ccccc1)C(NCCc1ccccc1)c1ccccc1,2.954815676
6313708,6313-70-8,O=C(O)C(O)(C1CCCCC1)C1CCCCC1,2.757582187
6320101,2010/1/20,Cn1c(=O)c2c(nc(NCCO)n2C)n(C)c1=O,2.324388786
6340358,6340-35-8,C[N+](C)(C)CC#N,2.4911734
6340416,6340-41-6,C[N+](C)(C)CCC(=O)O,1.277143756
6376267,6376-26-7,CCN(CC)CCOc1ccccc1C(=O)Nc1ccccc1,3.142546579
6379551,6379-55-1,CCC(C)(O)C(O)C=CC=C(C)CCC=C(C)C,2.197965927
6384732,6384-73-2,CC12CCC3C(CCC4CC5NCC(O5)C43C)C1CC1OC(=O)CC12,5.459245436
6392467,6392-46-7,C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,2.003758222
6400813,6400-81-3,CC(C)C1C(=O)C=C2C3CCC4CC5NCC(O5)C4(C)C3CCC21C,5.421997296
6423434,6423-43-4,CC(CO[N+](=O)[O-])O[N+](=O)[O-],2.138273936
6451736,6451-73-6,COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3CN1CC2,3.075719451
6452546,6452-54-6,C=CCOc1ccccc1OCC(O)CO,2.585821087
6452717,6452-71-7,C=CCOc1ccccc1OCC(O)CNC(C)C,3.034657918
6469938,6469-93-8,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,3.35337897
6470731,6470-73-1,CCN(CCCl)Cc1cccc2ccccc12,3.394046968
6474857,6474-85-7,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,2.118086313
6485401,6485-40-1,C=C(C)C1CC=C(C)C(=O)C1,1.749406862
6493056,05-06-93,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,2.763290695
6506372,6506-37-2,O=[N+]([O-])c1cncn1CCN1CCOCC1,2.297656862
6514858,6514-85-8,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,5.511059425
6521295,6521-29-5,CCCCCOC(=O)c1ccc(O)cc1,1.848777592
6536181,6536-18-1,Cc1c(CN2CCOC(c3ccccc3)C2C)c(=O)n(-c2ccccc2)n1C,3.51620531
6552290,6552-29-0,CCN1C2CCCC1CC(OC(c1ccccc1)c1ccccc1)C2,3.525680874
6556112,11-02-56,O=C(OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1,2.209907311
6577419,6577-41-9,C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,3.602714727
6580989,6580-98-9,C=CCN1CCCC(C)(c2cccc(O)c2)C1,2.94100298
6581937,6581-93-7,c1ccc2c(c1)CCc1cc3c([o+]c1-2)-c1ccccc1CC3,2.978280973
6589555,6589-55-5,CNCC(O)c1ccccc1,2.298764049
6596969,6596-96-9,CN(C)[As](N(C)C)N(C)C,4.140199968
6599515,6599-51-5,OC1CCCCC1CN1CCCCC1,2.5684483
6604655,6604-65-5,CCCC1(c2cccc(O)c2)CCCN(CCc2ccccc2)C1,2.856634921
6604666,6604-66-6,CCCC1(c2cccc(O)c2)CN(CCc2ccccc2)CCC1C,3.105036911
6605932,6605-93-2,Cc1ccccc1C(OC1CC2CCCC(C1)N2C)c1ccccc1,3.598831768
6605954,6605-95-4,CC1CC2CC(OC(c3ccccc3)c3ccccc3)CC(C1)N2C,3.862923042
6605965,6605-96-5,Cc1ccc(C(OC2CC3CCCC(C2)N3C)c2ccccc2)cc1,3.504491575
6605976,6605-97-6,CCN1C2CCCC1CC(OC(c1ccccc1)c1ccccc1C)C2,3.543469547
6605998,6605-99-8,CCCN1C2CCCC1CC(OC(c1ccccc1)c1ccccc1C)C2,3.888460318
6606004,6606-00-4,C=CCN1C2CCCC1CC(OC(c1ccccc1)c1ccccc1C)C2,3.168977056
6606037,2003/7/6,Cc1ccccc1C(OC1CC2CCCC(C1)N2)c1ccccc1,3.271603897
6606048,2004/8/6,CC(CN1C2CCCC1CCC2)OC(=O)C(O)(c1ccccc1)c1ccccc1,2.941762021
6606059,2005/9/6,O=C(OCCN1C2CCCC1CCC2)C(O)(c1ccccc1)C1CCCCC1,2.651580003
6606060,6606-06-0,Cc1ccccc1C(O)(C(=O)OCCN1C2CCCC1CCC2)c1ccccc1,3.026772811
