RTECS_ID,CAS_RN,SMILES,dog_intravenous_LD50
34031328,34031-32-8,CCP(CC)(CC)=[Au]SC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,5.326394113
34183227,34183-22-7,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,4.533328389
34381685,34381-68-5,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,4.924837306
35375292,35375-29-2,COC(=O)C1C(O)CC2(O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=CC(OC3OC(C)C(O)C(N)C3O)CC1O2,4.291016232
35941710,35941-71-0,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,3.355363656
36304844,36304-84-4,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,3.863161351
38006085,38006-08-5,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,2.54891186
38363405,38363-40-5,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.163511712
38455902,38455-90-2,CC(C(O)c1ccccc1)N(C)C,3.095128168
38957414,38957-41-4,CCOc1c(N2CCOCC2)cnn(C)c1=O,2.887535631
39405351,39405-35-1,COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,3.670153664
39562704,39562-70-4,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,5.158803801
39831555,39831-55-5,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,3.184408227
41109802,41109-80-2,O=C1NC(C2CCC(Cl)CN2)C(=O)NC1C1CCC(Cl)CN1,5.367060078
41136225,41136-22-5,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,2.041878034
42542074,42542-07-4,CCC(N)Cc1ccc2c(c1)OCO2,4.081990531
50776391,50776-39-1,CC(NCC=C(c1ccsc1)c1ccsc1)C(O)c1ccccc1,4.249843814
50838363,50838-36-3,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,3.41640024
51022710,51022-71-0,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,5.571183402
51264143,51264-14-3,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,4.7990294
52080565,52080-56-5,C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)C1CC2C=CC1C2,4.121163119
52794975,52794-97-5,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.710539602
52820005,52820-00-5,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,5.166910057
53109903,53109-90-3,CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,3.280598722
53152219,53152-21-9,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,3.772293847
53164059,53164-05-9,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.317884778
53179116,53179-11-6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,5.231404048
53179138,53179-13-8,Cc1ccc(=O)n(-c2ccccc2)c1,2.966671952
53581536,53581-53-6,COc1cc(CC(C)N)c(OC)cc1Br,4.631820949
54063546,54063-54-6,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,3.386289348
54240367,54240-36-7,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,4.053074251
54527843,54527-84-3,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,4.981848495
55098334,55098-33-4,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3[N+](C)(C)CC2)[N+](C)(C)CC4,6.106398302
55294150,55294-15-0,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,3.133754405
55924408,55924-40-8,COC1CCC(OC2(C)C(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)CC6C)O5)O3)C(OC)C4C)OC(O)(C(C)C(=O)O)C(C)C2OC)OC1C,5.262530822
56238632,56238-63-2,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,2.451674906
56392144,56392-14-4,CC(C)NCC(O)COc1ccc(CC(=O)O)cc1,2.728069571
56392155,56392-15-5,COCCc1ccc(OCC(O)C(=O)O)cc1,2.68170243
56392166,56392-16-6,COCC(O)c1ccc(OCC(O)CNC(C)C)cc1,3.151320809
56420452,56420-45-2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,5.382056022
56776013,56776-01-3,CC(C)(C)NCC(O)c1ccccc1Cl,3.704217268
56796395,56796-39-5,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,2.469404083
57647355,57647-35-5,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,4.166450836
57648212,57648-21-2,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,4.298327896
57808669,57808-66-9,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.998900159
58581898,58581-89-8,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,4.445237052
59017640,59017-64-0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,2.074037801
59040301,59040-30-1,Cc1cc(=O)n(CCOc2ccc3ccccc3c2)[nH]1,3.428646571
59178379,59178-37-9,NCCCNCCSP(=O)(O)O,2.893123643
59703843,59703-84-3,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,1.93581281
59943316,59943-31-6,CN1CCN(C2=NS(=O)(=O)c3cc(Cl)ccc3N2)CC1,2.895971973
60166930,60166-93-0,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,1.346402158
60189379,60189-37-9,CCC(COCCOc1c(I)cc(I)c(NC(C)=O)c1I)C(=O)O,2.893531455
60525157,60525-15-7,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,3.745499396
60662795,60662-79-5,CCS(=O)(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.12348476
60706527,60706-52-7,CN1CCCCC1CN1c2ccccc2Sc2ccccc21,4.378070694
60853385,60853-38-5,COc1ccc(CNc2cc(C(O)CNC(C)(C)C)ccc2O)cc1,5.060011238
62929913,62929-91-3,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,3.462941275
63365446,63365-44-6,CNc1cccc(NC(=O)C(=O)O)c1C#N,2.5415
63521153,63521-15-3,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1,2.262019745
63675729,63675-72-9,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],5.288271588
63717055,63717-05-5,C=CC1C[N+]2(CCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.404095455
63717066,63717-06-6,C=CC1C[N+]2(CCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.60381647
63717077,63717-07-7,C=CC1C[N+]2(CC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.437782508
63717088,63717-08-8,C=CC1C[N+]2(CCCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.294290251
63717099,63717-09-9,C=CC1C[N+]2(CCC(C)C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.296190058
63717102,63717-10-2,C=CC1C[N+]2(C(C)C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.596789757
63717113,63717-11-3,C=CC1C[N+]2(C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.318599723
63717124,63717-12-4,C=CC1C[N+]2(CCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.863112472
63941742,63941-74-2,CNC(=O)c1c(I)c(NC(=O)C(O)C(O)C(O)C(O)CO)c(I)c(NC(=O)C(O)C(O)C(O)C(O)CO)c1I,1.597813053
63989980,63989-98-0,CCC1CCC(C)C12C(=O)NC(=S)NC2=O,3.46699052
63990067,63990-06-7,CC1CC(C)C2(C(=O)NC(=S)NC2=O)C1C,3.46699052
63990249,63990-24-9,CCC1CCC(CC)C12C(=O)NC(=S)NC2=O,3.814375672
63990272,63990-27-2,CCC1CC(C)C(C)C12C(=O)NC(=S)NC2=O,3.60609973
64036915,64036-91-5,OCC[S+](CCO)CCSCCCl,4.612460664
64038353,64038-35-3,CCC=CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.485005747
64049316,64049-31-6,O=C(CCl)NCC(O)CNC(=O)CCl,5.155318172
64049327,64049-32-7,O=C(CI)NCC(O)CNC(=O)CI,5.167003445
64050448,64050-44-8,O=C(O)c1ccc(NS(=O)(=O)Cc2ccccc2)cc1,2.235725269
64057701,64057-70-1,CNC(C)Cc1ccc2c(c1)OCO2,4.139982478
64058919,64058-91-9,O=C(CI)NCCCCCNC(=O)CI,5.437400728
64098324,64098-32-4,Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2,3.621121041
64241345,64241-34-5,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2.850235636
64485934,64485-93-4,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,2.482372332
65184103,65184-10-3,Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,4.077779912
65271809,65271-80-9,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,6.073828773
65277421,65277-42-1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.358098318
66778367,66778-36-7,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,4.316683094
67696826,67696-82-6,CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,6.496369086
67814760,67814-76-0,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,2.898244346
68844779,68844-77-9,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,4.322959563
69654939,69654-93-9,CCN(CC)C(=S)SC(=O)N(C)C,6.042108681
69712567,69712-56-7,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1.981993678
69766490,69766-49-0,O=C(OC1CN2CCCC1C2)C(c1ccccc1)c1ccccc1,4.029951642
69766627,69766-62-7,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,3.487080843
69766638,69766-63-8,COc1ccc(-c2c(-c3ccc(CCN(C)C)cc3)cn3ccc4cc(OC)c(OC)cc4c23)cc1OC,4.407079733
69766649,69766-64-9,CCN(CC)CCc1ccc(-c2cn3ccc4cc(OC)c(OC)cc4c3c2-c2ccc(OC)c(OC)c2)cc1,4.652156055
69766650,69766-65-0,COc1ccc(-c2c(-c3ccc(CCN4CCCCC4)cc3)cn3ccc4cc(OC)c(OC)cc4c23)cc1OC,4.485641783
70578244,70578-24-4,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14,7.342273284
71731583,71731-58-3,C[N+]12CCCCC1CCC(=C(c1cccs1)c1cccs1)C2,4.366938306
72275673,72275-67-3,COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CN,3.277572801
73200698,73200-69-8,COc1ccc(-c2c(-c3ccc(CCCN(C)C)cc3)cn3ccc4cc(OC)c(OC)cc4c23)cc1OC,4.321938774
73334073,73334-07-3,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,1.576020324
73384608,73384-60-8,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,3.458402133
73681126,73681-12-6,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,4.790179569
73806492,73806-49-2,COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.721614438
74578691,74578-69-1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CSC12)c1csc(N)n1,2.266852346
75443991,75443-99-1,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,5.131339523
75530686,75530-68-6,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,5.000423935
75889622,75889-62-2,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,3.677178161
76648016,76648-01-6,CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O,1.894635849
76963412,76963-41-2,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,3.645379034
77680876,77680-87-6,O=S1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,4.479935034
79350371,79350-37-1,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,2.15138709
79770244,79770-24-4,CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I,1.706034394
80830428,80830-42-8,O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS,3.195068996
81161173,81161-17-3,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,3.965229638
81403681,81403-68-1,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,3.289428403
81486228,81486-22-8,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,4.212652291
81840155,81840-15-5,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,3.795697754
82219816,82219-81-6,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CSC12)c1csc(N)n1,2.312691771
82410320,82410-32-0,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,3.230847268
82419361,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,3.712857661
83996503,83996-50-3,CCOC(=O)C(CCSC)CC(=O)C(Cc1cccc(N(CCCl)CCCl)c1)NC(=O)C(N)Cc1ccc(F)cc1,5.233734566
86329795,86329-79-5,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,2.067950462
86386734,86386-73-4,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,3.486112967
86703028,86703-02-8,Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1,2.997370496
86832680,86832-68-0,NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,2.668767853
99614014,99614-01-4,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,4.291324442
100286906,100286-90-6,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,4.166347954
101526629,101526-62-9,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,3.340794826
102207738,102207-73-8,CCCCN(CCCC)CCOc1ccnc(N)n1,3.881448243
102207750,102207-75-0,CCN(CC)CCOc1ccnc(N)n1,3.105316089
102207761,102207-76-1,CC(C)CN(CCOc1ccnc(N)n1)CC(C)C,3.550455024
102207772,102207-77-2,CN(C)CCOc1ccnc(N)n1,2.607400212
104606135,104606-13-5,CN(c1nc2ccccc2s1)C1CCN(CCCCOc2ccc(F)cc2)CC1,4.467321514
106266062,106266-06-2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,4.464086643
114977285,114977-28-5,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,5.509412224
119615633,119615-63-3,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,3.398393176
121785715,121785-71-5,CC1CNc2c(cccc2S(=O)(=O)NC(CCCNC(=N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,3.405384784
121808626,121808-62-6,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,2.086843693
122547493,122547-49-3,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,2.376152491
123040164,123040-16-4,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,3.066720898
130209824,130209-82-4,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,5.803578606
138605002,138605-00-2,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(OC(=O)CCN(C)C)C1C(C)(C)CCC(O)C12C,5.503143524
147865494,147865-49-4,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)CCCOc1ccc(C(=N)N)cc1)C(=O)O,3.639949423
1197188,1197-18-8,NCC1CCC(C(=O)O)CC1,2.151165476
1215834,1215-83-4,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,3.751783662
1229294,1229-29-4,CN(C)CCC=C1c2ccccc2COc2ccccc21,4.014836212
1328901,1328-90-1,COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,5.398489241
1356521,1356-52-1,CCN1CC2CCC(OC)C34C2CC(C13)C1(O)CC(OC)C2(O)CC4C1C2OC(=O)c1ccccc1,4.6969083
1397893,1397-89-3,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,5.18756349
1403663,1403-66-3,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.414249223
1404644,1404-64-4,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,5.558042221
1420037,1420-03-7,CN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,4.04330463
1421143,1421-14-3,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,3.625075686
1422077,1422-07-7,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,3.536366011
1424277,1424-27-7,CC(=O)Nc1nnc(S(N)(=O)=O)s1,2.045813728
2441885,2441-88-5,OC(CNc1ncccn1)c1ccccc1,3.236045253
3644619,3644-61-9,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,3.736601869
3688651,3688-65-1,C=[N+](O)C1Cc2ccc(OC)c3c2C2(C)C1C=CC(O)C2O3,2.595714609
3706261,3706-26-1,COc1ccc(CC(C)N)cc1,4.373006633
4630959,4630-95-9,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,4.231119714
4697147,4697-14-7,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,1.982762929
4800946,4800-94-6,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,1.975898023
7681938,7681-93-8,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,4.56802758
23795031,23795-03-1,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,3.024036942
25395317,25395-31-7,CC(=O)OCC(CO)OC(C)=O,1.768805769
25953199,25953-19-9,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,2.315129362
32449926,32449-92-6,O=CC(O)C1OC(=O)C(O)C1O,2.272690687
41575944,41575-94-4,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,4.073147091
41849358,41849-35-8,CCN1CC2(COC)C(O)CC(OC)C34C1C(C(OC)C23)C1(OC(C)=O)C(O)C(OC)C2(O)CC4(O)C1C2OC(=O)c1ccccc1,7.218630677
51384511,51384-51-1,COCCc1ccc(OCC(O)CNC(C)C)cc1,3.648959801
51460265,51460-26-5,CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)O,2.699398297
51481619,51481-61-9,CN/C(=N\C#N)NCCSCc1[nH]cnc1C,3.088130926
62572945,62572-94-5,CC(C)NCC(O)COc1ccc(CCO)cc1,3.227615936
62613825,62613-82-5,NC(=O)CN1CC(O)CC1=O,1.500118414
62781231,62781-23-1,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,3.843741172
63905986,63905-98-6,CCCCCc1cc[n+](C(c2ccccc2)c2ccccc2)cc1,4.023208548
66085594,66085-59-4,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,5.019579429
66108950,66108-95-0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1.613387742
87333195,87333-19-5,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,3.221693766
87806313,87806-31-3,CCC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C(C)O)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C,4.066475759
88069492,88069-49-2,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,4.179921843
88296622,88296-62-2,Cc1cccc(C)c1NC(=O)C1(N(C)C)CCN(C2CCCCC2O)CC1,5.928885601
89786049,89786-04-9,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,1.778579543
92413995,92413-99-5,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,1.791369194
92454609,92454-60-9,CCC(=CC(=NO)C(N)=O)/C(C)=[N+](\[O-])O,3.253679183
92823035,92823-03-5,COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,1.996926505
93793830,93793-83-0,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,3.667070481
