RTECS_ID,CAS_RN,SMILES,mammal (species unspecified)_unreported_LD50
26594081,26594-08-1,COc1cnc(NC(=O)NP(=O)(Oc2ccccc2)Oc2ccccc2)nc1,2.949206708
26594105,26594-10-5,CCOP(N)(=O)N(C=O)c1ncc(OC)c(N2CC2)n1,3.478916964
26962505,26962-50-5,O=C(C=Cc1ccccc1O)c1ccc(O)cc1O,2.607958659
27828713,27828-71-3,O=C(O)c1cncc(O)c1,2.143358351
28193217,28193-21-7,COC(C(=O)CN(C)C)(c1ccccc1)c1ccccc1,3.005197371
28733439,28733-43-9,NC(=O)c1cncc(Br)c1,2.349003241
29560585,29560-58-5,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,4.551781285
30652110,30652-11-0,Cc1c(O)c(=O)ccn1C,2.143495695
31842010,31842-01-0,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3.524907428
31930242,31930-24-2,C=CCC1(CC=C)C(=O)Nc2ccccc2NC1=O,2.50027206
32850172,32850-17-2,CCC1(C)CC(=O)N(CN2CCN(CN3C(=O)CC(C)(CC)C3=O)C(C)C2)C1=O,2.529908149
33001988,33001-98-8,CCC1(C)CC(=O)N(CN2CC(C)N(CN3C(=O)CC(C)(CC)C3=O)CC2C)C1=O,2.544640522
33167827,33167-82-7,O=c1c2ccccc2[nH]c2nc3c4ccccc4ccc3n12,3.756340901
33167838,33167-83-8,Cc1c(C)c(Cl)c2c(nc3[nH]c4ccccc4c(=O)n32)c1Cl,3.82241655
33386082,33386-08-2,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3.439909865
33414334,33414-33-4,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,4.803607317
35333950,35333-95-0,COc1ccc(CCN2C(=O)CS/C2=N/c2ccccc2C)cc1OC,2.267727739
35351463,35351-46-3,COc1cccc2oc(C#N)cc12,2.238475165
35859440,35859-44-0,CCN(CC)CCOC(=O)CSc1ccc(Cl)cc1,2.525532844
36304844,36304-84-4,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,3.140057667
38029902,38029-90-2,CN1CCN(c2ccc(S(N)(=O)=O)cn2)CC1,2.505711145
38029913,38029-91-3,CNS(=O)(=O)c1ccc(N2CCN(C)CC2)nc1,2.528849238
38029924,38029-92-4,CN1CCN(c2ccc(S(=O)(=O)N(C)C)cn2)CC1,2.550816699
38029935,38029-93-5,CCNS(=O)(=O)c1ccc(N2CCN(C)CC2)nc1,2.550816699
38029946,38029-94-6,CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)nc1,2.591675252
38029979,38029-97-9,CN1CCN(c2ncccc2C(=O)O)CC1,2.441812921
38030001,38030-00-1,CN1CCN(c2ccc(S(=O)(=O)O)cn2)CC1,2.507375117
38030012,38030-01-2,CCN(CC)C(=O)c1ccc(N2CCN(C)CC2)nc1,2.538422911
38030432,38030-43-2,NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,2.501459122
38030476,38030-47-6,CC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,2.555492269
38030498,38030-49-8,CN1CCN(c2ncccc2S(N)(=O)=O)CC1,2.505711145
38030501,38030-50-1,CNS(=O)(=O)c1cccnc1N1CCN(C)CC1,2.528849238
38030523,38030-52-3,CN1CCN(c2ncccc2S(=O)(=O)N(C)C)CC1,2.550816699
38030545,38030-54-5,CCNS(=O)(=O)c1cccnc1N1CCN(C)CC1,2.550816699
38030567,38030-56-7,CCN(CC)S(=O)(=O)c1cccnc1N1CCN(C)CC1,2.591675252
38186811,38186-81-1,Oc1cccnc1Cc1ccccc1,2.313459439
38848189,38848-18-9,CN1CCC23CCCCC2C1Cc1ccc(OC(=O)Oc2ccc4c(c2)C25CCCCC2C(C4)N(C)CC5)cc13,3.125539899
39283482,39283-48-2,Cc1cc(O)c(C(C)(C)C)cc1C(C)CC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,1.529427166
39844570,39844-57-0,CCC1(CC)C(=O)C(C)CN(N=Cc2ccccc2)C1=O,2.553845115
39844581,39844-58-1,CCC1(CC)C(=O)C(C)CN(N=Cc2ccccc2O)C1=O,2.480544445
39844592,39844-59-2,CCC1(CC)C(=O)C(C)CN(N=Cc2ccc(O)c(O)c2)C1=O,2.803966225
39844605,39844-60-5,CCC1(CC)C(=O)C(C)CN(N=Cc2ccc(O)c(OC)c2)C1=O,2.521661015
39844616,39844-61-6,CCC1(CC)C(=O)C(C)CN(N=Cc2ccc3c(c2)OCO3)C1=O,2.974950963
39844627,39844-62-7,CCC1(CC)C(=O)C(C)CN(N=Cc2ccc([N+](=O)[O-])cc2)C1=O,2.918255818
39844638,39844-63-8,CCC1(CC)C(=O)C(C)CN(N=Cc2ccc([N+](=O)[O-])o2)C1=O,2.552712819
40528221,40528-22-1,Cc1c(NC(=O)c2ccccc2NC(=O)C(N)=O)c(=O)n(-c2ccccc2)n1C,2.734499661
40528232,40528-23-2,CNC(=O)C(=O)Nc1ccccc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.749714997
40528243,40528-24-3,CCCCNC(=O)C(=O)Nc1ccccc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.792402317
40528254,40528-25-4,Cc1c(NC(=O)c2ccccc2NC(=O)C(=O)NCC(C)C)c(=O)n(-c2ccccc2)n1C,2.792402317
40528265,40528-26-5,CCCCCNC(=O)C(=O)Nc1ccccc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.805747336
40528276,40528-27-6,Cc1c(NC(=O)c2ccccc2NC(=O)C(=O)NCc2ccccc2)c(=O)n(-c2ccccc2)n1C,2.824083622
40528287,40528-28-7,Cc1c(NC(=O)c2ccccc2NC(=O)C(=O)NCCN(C)C)c(=O)n(-c2ccccc2)n1C,2.80667202
40528298,40528-29-8,Cc1c(NC(=O)c2ccc(NC(=O)C(N)=O)cc2)c(=O)n(-c2ccccc2)n1C,2.734499661
40528301,40528-30-1,CNC(=O)C(=O)Nc1ccc(C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,2.749714997
40528312,40528-31-2,Cc1c(NC(=O)c2ccc(NC(=O)C(=O)NCC(C)C)cc2)c(=O)n(-c2ccccc2)n1C,2.792402317
40528323,40528-32-3,CCCCCNC(=O)C(=O)Nc1ccc(C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,2.805747336
40528334,40528-33-4,Cc1c(NC(=O)c2ccc(NC(=O)C(=O)NCc3ccccc3)cc2)c(=O)n(-c2ccccc2)n1C,2.824083622
40528345,40528-34-5,Cc1c(NC(=O)c2ccc(NC(=O)C(=O)NCCN(C)C)cc2)c(=O)n(-c2ccccc2)n1C,2.80667202
40528356,40528-35-6,CCN(CC)CCNC(=O)C(=O)Nc1ccc(C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,2.832138768
40685118,40685-11-8,O=CC1=C(O)c2ccccc2CCC1,2.274679613
41420579,41420-57-9,O=C(C=CC=Cc1ccccc1)c1ccccc1O,2.613125809
50551569,50551-56-9,CCOC(=O)c1cc2cc(OC)ccc2o1,2.342864647
50683744,50683-74-4,CNCC1OCCc2ccccc21,2.947548898
50683755,50683-75-5,CCNCC1OCCc2ccccc21,2.980625944
50714073,50714-07-3,NS(=O)(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1CCc1ccccc1,2.87798662
50714084,50714-08-4,Nc1cc(C(=O)O)cc(S(N)(=O)=O)c1CCc1ccccc1,2.505651841
52157912,52157-91-2,CCC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,2.572123135
52157923,52157-92-3,CCCC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,2.588140558
52157934,52157-93-4,CC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1,2.51292042
52157945,52157-94-5,CCC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1,2.531228487
52157956,52157-95-6,CC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1C,2.531228487
52157967,52157-96-7,CC(=O)NS(=O)(=O)c1cnccc1Nc1ccccc1C(F)(F)F,2.555492269
52157978,52157-97-8,CC(=O)NS(=O)(=O)c1cnccc1Nc1cccc([N+](=O)[O-])c1,2.526764316
52157989,52157-98-9,CC(=O)NS(=O)(=O)c1cnccc1Nc1ccc(Cl)cc1,2.51292042
52157990,52157-99-0,CC(=O)NS(=O)(=O)c1cnccc1Nc1ccc([N+](=O)[O-])cc1,2.526764316
52158017,52158-01-7,CC(=O)NS(=O)(=O)c1cnccc1Nc1cc(Cl)cc(Cl)c1,2.556570233
52158028,52158-02-8,CCC(=O)NS(=O)(=O)c1cnccc1Nc1cc(Cl)cc(Cl)c1,2.573160649
52158039,52158-03-9,CC(=O)NS(=O)(=O)c1cnccc1Nc1ccc(Cl)c(Cl)c1,2.556570233
52158040,52158-04-0,CCC(=O)NS(=O)(=O)c1cnccc1Nc1ccc(Cl)c(Cl)c1,2.573160649
52158051,52158-05-1,CC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1Cl,2.556570233
52158062,52158-06-2,CCC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1Cl,2.573160649
52158073,52158-07-3,CCC(=O)NS(=O)(=O)c1cnccc1Nc1ccc(Cl)cc1Cl,2.573160649
52158084,52158-08-4,CC(=O)NS(=O)(=O)c1cnccc1Nc1cc(Cl)ccc1Cl,2.556570233
52158095,52158-09-5,CCC(=O)NS(=O)(=O)c1cnccc1Nc1cc(Cl)ccc1Cl,2.573160649
52158108,52158-10-8,CC(=O)NS(=O)(=O)c1cnccc1Nc1c(Cl)cccc1Cl,2.556570233
52158119,52158-11-9,CCC(=O)NS(=O)(=O)c1cnccc1Nc1c(Cl)cccc1Cl,2.573160649
52158120,52158-12-0,Cc1c(Cl)cccc1Nc1ccncc1S(N)(=O)=O,2.473876565
52158131,52158-13-1,NS(=O)(=O)c1cnccc1Nc1cc(Cl)cc(Cl)c1,2.502679702
52158142,52158-14-2,NS(=O)(=O)c1cnccc1Nc1ccc(Cl)c(Cl)c1,2.502679702
52158153,52158-15-3,NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1Cl,2.502679702
52158164,52158-16-4,NS(=O)(=O)c1cnccc1Nc1ccc(Cl)cc1Cl,2.502679702
52158175,52158-17-5,NS(=O)(=O)c1cnccc1Nc1cc(Cl)ccc1Cl,2.502679702
52158186,52158-18-6,NS(=O)(=O)c1cnccc1Nc1c(Cl)cccc1Cl,2.502679702
52196846,52196-84-6,Oc1cc(Cc2ccccc2)cnc1CN1CCOCC1,2.976745724
52196857,52196-85-7,Oc1cc(Cc2ccccc2)cnc1CN1CCCCC1,2.973723445
52196904,52196-90-4,Oc1cncc(Cc2ccccc2)c1,2.568731944
52205637,52205-63-7,CCCOc1cccc(N(C)C(=O)OCCN2CCCCC2)c1,3.532609382
52214138,52214-13-8,NS(=O)(=O)c1cnccc1Nc1cccc(Cl)c1,2.452920564
52224290,52224-29-0,CCCCCOc1cccc(N(C)C(=O)OCCN2CCCCC2)c1,3.612767656
52561032,52561-03-2,S=c1[nH]c(-c2nc3ccccc3s2)cs1,2.495497506
52712580,52712-58-0,CC(=O)NS(=O)(=O)c1cnccc1Nc1ccc(Cl)cc1Cl,2.556570233
52943143,52943-14-3,CN1CCN(c2ncccc2C#N)CC1,2.402822163
52943154,52943-15-4,CNC(=O)c1cccnc1N1CCN(C)CC1,2.466687862
52943165,52943-16-5,CN1CCN(c2ncccc2C(=O)N(C)C)CC1,2.491939202
52943176,52943-17-6,CCNC(=O)c1cccnc1N1CCN(C)CC1,2.491939202
52943187,52943-18-7,CCN(CC)C(=O)c1cccnc1N1CCN(C)CC1,2.538422911
52943198,52943-19-8,CCCNC(=O)c1cccnc1N1CCN(C)CC1,2.515802669
53970653,53970-65-3,Nc1c2c(nc3ccc(Br)cc13)CCC2,4.189734648
53970686,53970-68-6,Nc1c2c(nc3ccc(Br)cc13)CCCC2,4.212289466
54826903,54826-90-3,CCCNS(=O)(=O)c1cccnc1N1CCN(C)CC1,2.571726296
54864890,54864-89-0,CN1CCN(c2ccc(C#N)cn2)CC1,2.402822163
54864903,54864-90-3,CN1CCN(c2ccc(C(N)=O)cn2)CC1,2.439877195
54864914,54864-91-4,CNC(=O)c1ccc(N2CCN(C)CC2)nc1,2.466687862
54864925,54864-92-5,CN1CCN(c2ccc(C(=O)N(C)C)cn2)CC1,2.491939202
54864936,54864-93-6,CCNC(=O)c1ccc(N2CCN(C)CC2)nc1,2.491939202
54864947,54864-94-7,CCCNC(=O)c1ccc(N2CCN(C)CC2)nc1,2.515802669
54864958,54864-95-8,CCCNS(=O)(=O)c1ccc(N2CCN(C)CC2)nc1,2.571726296
54941230,54941-23-0,Cc1ccc(C(=O)O)cc1N(CC(C)Cl)CC(C)Cl,3.991821785
55135121,55135-12-1,O=C1NCCNC1=CC(=O)c1ccccc1,2.334936033
55456707,55456-70-7,CC(C)NCC(O)COc1ccc(-c2cc(=O)c3ccccc3o2)cc1,3.317839743
55456718,55456-71-8,CC(C)(C)NCC(O)COc1ccc(-c2cc(=O)c3ccccc3o2)cc1,3.167252333
55456729,55456-72-9,Cc1c(-c2ccc(OCC(O)CNC(C)C)cc2)oc2ccccc2c1=O,3.334743421
55456730,55456-73-0,Cc1c(-c2ccc(OCC(O)CNC(C)(C)C)cc2)oc2ccccc2c1=O,3.338424618
55982451,55982-45-1,N#CSCCOCCCl,2.61711834
56175872,56175-87-2,O=CNS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,2.538199094
56175883,56175-88-3,O=C(NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1)c1ccccc1,2.624694531
56175894,56175-89-4,O=C(NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1)c1cccnc1,2.625711571
56175907,56175-90-7,O=C(NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1)c1cccs1,2.630863985
56175918,56175-91-8,NS(=O)(=O)c1cnccc1Nc1ccccc1C(F)(F)F,2.501459122
56175929,56175-92-9,NS(=O)(=O)c1cnccc1Nc1ccc(Cl)cc1,2.452920564
56175930,56175-93-0,NS(=O)(=O)c1cnccc1Nc1cccc([N+](=O)[O-])c1,2.468778456
56175941,56175-94-1,NS(=O)(=O)c1cnccc1Nc1ccc([N+](=O)[O-])cc1,2.468778456
56176057,56176-05-7,O=S1(=O)N=CN(c2cccc(C(F)(F)F)c2)c2ccncc21,2.514928755
56176068,56176-06-8,CCC1=NS(=O)(=O)c2cnccc2N1c1cccc(C(F)(F)F)c1,2.55064532
56176079,56176-07-9,CC1=NS(=O)(=O)c2cnccc2N1c1ccc(Cl)cc1,2.488214996
56176080,56176-08-0,CC1=NS(=O)(=O)c2cnccc2N1c1cccc(Cl)c1C,2.507571194
56176091,56176-09-1,CCC1=NS(=O)(=O)c2cnccc2N1c1ccc(Cl)c(Cl)c1,2.551735367
56176104,56176-10-4,CCC1=NS(=O)(=O)c2cnccc2N1c1cc(Cl)cc(Cl)c1,2.551735367
56176115,56176-11-5,CC1=NS(=O)(=O)c2cnccc2N1c1cccc([N+](=O)[O-])c1,2.50285574
56176137,56176-13-7,O=S1(=O)N=C(c2ccccc2)N(c2cccc(C(F)(F)F)c2)c2ccncc21,2.605719745
56234743,56234-74-3,CC1=NS(=O)(=O)c2cnccc2N1c1cccc(C(F)(F)F)c1,2.533154103
57955121,57955-12-1,O=C1c2ccccc2-c2cccnc21,2.860203804
58186279,58186-27-9,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,2.529486819
58237197,58237-19-7,COCCN(C(=O)CCl)c1ccccc1,2.323922109
58371021,58371-02-1,CCN(CC)Cc1c[nH]c(=S)[nH]c1=O,2.329003072
58940935,58940-93-5,CCOC(=O)C(O)=CS(=O)(=O)c1ccccc1,2.408713021
58940946,58940-94-6,CCOC(=O)C(O)=CS(=O)(=O)c1ccc(C)cc1,2.431855686
59203757,59203-75-7,CCCC12CCN(C)C(Cc3ccc(O)cc31)C2C,2.936836997
59445599,59445-59-9,COc1cccc2oc(C(C)=O)cc12,2.279205946
60758363,60758-36-3,O=C(NC(=O)c1ccc2ccccc2n1)NC(c1ccccc1)c1ccccc1,2.280390545
61614628,61614-62-8,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.620093622
61876253,61876-25-3,O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccncc1,2.345631159
61876264,61876-26-4,CC(NC(=O)c1ccncc1)C12CC3CC(CC(C3)C1)C2,2.494892781
61876275,61876-27-5,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccncc1,2.619054782
61876286,61876-28-6,O=C(NCCC12CC3CC(CC(C3)C1)C2)c1ccncc1,2.698059318
61876297,61876-29-7,O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1cccnc1,2.676624378
61876300,61876-30-0,CC(NC(=O)c1cccnc1)C12CC3CC(CC(C3)C1)C2,2.277842914
61876311,61876-31-1,O=C(NCCC12CC3CC(CC(C3)C1)C2)c1cccnc1,2.729658304
61876322,61876-32-2,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccccn1,2.408831628
61876333,61876-33-3,O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccccn1,2.530496343
61876344,61876-34-4,O=C(NCCC12CC3CC(CC(C3)C1)C2)c1ccccn1,2.57887291
61876355,61876-35-5,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc[n+]([O-])cc1,3.259032931
61876366,61876-36-6,O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1cc[n+]([O-])cc1,2.481437643
61876377,61876-37-7,CC(NC(=O)c1cc[n+]([O-])cc1)C12CC3CC(CC(C3)C1)C2,3.125520302
61876388,61876-38-8,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc[n+]([O-])cc1,2.912867058
61876399,61876-39-9,O=C(NCCC12CC3CC(CC(C3)C1)C2)c1cc[n+]([O-])cc1,3.125520302
61876402,61876-40-2,O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccc[n+]([O-])c1,2.697037443
61876413,61876-41-3,CC(NC(=O)c1ccc[n+]([O-])c1)C12CC3CC(CC(C3)C1)C2,3.260218876
61876424,61876-42-4,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccc[n+]([O-])c1,3.033689228
61876435,61876-43-5,O=C(NCCC12CC3CC(CC(C3)C1)C2)c1ccc[n+]([O-])c1,2.921400319
62970585,62970-58-5,CCNC(=O)CCC(=O)NNc1ccccc1,2.334171434
62970596,62970-59-6,CCCNC(=O)CCC(=O)NNc1ccccc1,2.359320169
62970609,62970-60-9,CC(C)NC(=O)CCC(=O)NNc1ccccc1,2.359320169
62970610,62970-61-0,O=C(CCC(=O)NC1CCCCC1)NNc1ccccc1,2.424040514
62970621,62970-62-1,N#CCCNC(=O)CCC(=O)NNc1ccccc1,2.378042665
62970632,62970-63-2,O=C(CCCC(=O)NNc1ccccc1)NCc1ccccc1,2.45587119
62970698,62970-69-8,CCCN/C(CCCCC(=O)O)=N\Nc1ccccc1,2.405629857
62978396,62978-39-6,NC(Cc1c2ccccc2nc2ccccc12)C(=O)O,2.647219916
63521711,63521-71-1,CCN(CC)C(=S)SC(=CC(=O)c1ccccc1)c1ccccc1,2.647783823
63656199,63656-19-9,O=C1NCCNC1=CC(=O)c1ccc(Br)cc1,2.470022187
63656202,63656-20-2,O=C1NCCNC1=CC(=O)c1ccc(Cl)cc1,2.399128348
63656213,63656-21-3,Cc1ccc(C(=O)C=C2NCCNC2=O)cc1,2.362231703
63656224,63656-22-4,COc1ccc(C(=O)C=C2NCCNC2=O)cc1,2.391404456
63688346,63688-34-6,CC(C)(C)c1ncccc1O,2.546109186
63688357,63688-35-7,Cc1ccc(O)c(C(C)(C)C)n1,2.616044682
64000857,64000-85-7,CNC(=O)c1n[nH]c(=O)nc1NC,2.961826721
64023887,64023-88-7,CCCC1C2Cc3ccc(O)cc3C1(CCC)CCN2C,2.856497789
64023898,64023-89-8,CCCCC12CCN(C)C(Cc3ccc(O)cc31)C2,3.3000149
64023901,64023-90-1,CCCCCC12CCN(C)C(Cc3ccc(O)cc31)C2,3.46834733
64203005,64203-00-5,COCCN(C(=O)CCl)c1ccccc1OC,2.307339346
64670399,64670-39-9,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccc(OC)c(OC)c1,2.708045724
64670402,64670-40-2,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccc(OCc2ccccc2)c(OCC)c1,2.794637898
64670413,64670-41-3,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccc(OCc2ccccc2)cc1,2.754462056
64670424,64670-42-4,COC(=O)C1C(=O)CC(C)(O)C(C(=O)OC)C1c1ccc(OC)c(OC)c1,2.677142529
64670435,64670-43-5,CCOC(=O)C1C(c2ccccc2)c2c([nH][nH]c2=O)CC1(C)O,2.597087462
64670446,64670-44-6,CCOC(=O)C1C(c2ccc(OC)c(OC)c2)c2c([nH][nH]c2=O)CC1(C)O,2.672570012
64670457,64670-45-7,CCOC(=O)C1C(c2ccc(OCc3ccccc3)c(OCC)c2)c2c([nH][nH]c2=O)CC1(C)O,2.765793313
64670468,64670-46-8,CCOC(=O)C1C(c2ccc(OCc3ccccc3)cc2)c2c([nH][nH]c2=O)CC1(C)O,2.722717195
64670479,64670-47-9,COC(=O)C1C(c2ccccc2)c2c([nH][nH]c2=O)CC1(C)O,2.577391257
64670480,64670-48-0,COC(=O)C1C(c2ccc(OC)c(OC)c2)c2c([nH][nH]c2=O)CC1(C)O,2.656076631
64670491,64670-49-1,CCOC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccc3)c2=O)CC1(C)O,2.69069988
64670504,64670-50-4,CCOC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccn3)c2=O)CC1(C)O,2.691791836
64670515,64670-51-5,COC(=O)C1C(c2ccccc2)c2c([nH]n(-c3ccccc3)c2=O)CC1(C)O,2.674893276
64670526,64670-52-6,CCOC(=O)C1C(c2ccccc2)c2c([nH]n(C)c2=O)CC1(C)O,2.61592902
64670560,64670-56-0,CCOC(=O)C1C(c2ccccc2)c2c(n[nH]c2OCc2ccccc2)CC1(C)O,2.705951332
64670571,64670-57-1,CCOC(=O)CCOc1[nH]nc2c1C(c1ccccc1)C(C(=O)OCC)C(C)(O)C2,2.716497907
64670582,64670-58-2,CCOC(=O)C1C(c2ccccc2)c2c(nn(C(=O)c3ccccc3)c2OC(=O)c2ccccc2)CC1(C)O,2.816715947
64670593,64670-59-3,CCOC(=O)C1C(c2ccccc2)c2c(OC)nn(C)c2CC1(C)O,2.633987027
64670606,64670-60-6,CCOC(=O)C1C(c2ccccc2)c2c(OCc3ccccc3)nn(Cc3ccccc3)c2CC1(C)O,2.79292285
64681987,64681-98-7,COC(=O)C1C(=O)CC(C)(O)C(C(=O)OC)C1c1ccccc1,2.60252254
64755142,64755-14-2,COc1ccc(CC2C(=O)NC(C)C(=O)N(C)C3C(=O)N(C)C(Cc4ccc(O)c(c4)Oc4ccc(cc4)C3O)C(=O)NC(C)C(=O)NC(C)C(=O)N2C)cc1,5.286038592
64803732,64803-73-2,CCCCCCCCC1CCSCC1,1.757229973
64803743,64803-74-3,CCCCCCCCC1CCS(=O)CC1,2.794312794
64803754,64803-75-4,CCCCCCCCC1CCS(=O)(=O)CC1,2.124497175
64822135,64822-13-5,CCOC(=O)N1CCN(CCN2CCc3ccccc3C2)CC1,3.179432779
65268668,65268-66-8,CCOC(=O)c1ccc(-n2c(C=Cc3ccc(Cl)cc3)nc3ccccc3c2=O)cc1,2.634367423
66223129,66223-12-9,CCN(CC)CC1CC2(CC(C)OC2=O)C(=O)O1,1.944676632
66223141,66223-14-1,CC1CC2(CC(CN3CCCCC3)OC2=O)C(=O)O1,2.222919593
66223152,66223-15-2,CC1CC2(CC(CN3CCN(C)CC3)OC2=O)C(=O)O1,1.973651156
66223163,66223-16-3,CC1CC2(CC(CNc3ccccc3)OC2=O)C(=O)O1,2.179741133
66223196,66223-19-6,CC1CC2(CC(C[N+](C)(C)C)OC2=O)C(=O)O1,2.173491087
66223209,66223-20-9,CC1CC2(CC(C[n+]3ccccc3)OC2=O)C(=O)O1,2.418773454
67192512,67192-51-2,CCOC(=O)C=C(C)C=CC1=C(C)C(=O)CCC1(C)C(=O)OCC,2.348190594
67542432,67542-43-2,CC(=O)Nc1ccc(OC(=O)c2cccs2)cc1,2.116112738
67723926,67723-92-6,CSc1nc(-c2nc3ccccc3s2)cs1,2.519171464
67723937,67723-93-7,CCSc1nc(-c2nc3ccccc3s2)cs1,2.541621361
67723948,67723-94-8,CCCSc1nc(-c2nc3ccccc3s2)cs1,2.562967579
67723959,67723-95-9,CC(C)Sc1nc(-c2nc3ccccc3s2)cs1,2.562967579
67723971,67723-97-1,CC(=S)Oc1nc(-c2nc3ccccc3s2)cs1,2.562902234
67723982,67723-98-2,S=C(Oc1nc(-c2nc3ccccc3s2)cs1)c1ccccc1,2.646502975
67723993,67723-99-3,O=C(O)CSc1nc(-c2nc3ccccc3s2)cs1,2.586037056
67724009,67724-00-9,O=C(O)CCSc1nc(-c2nc3ccccc3s2)cs1,2.605353538
67724010,67724-01-0,CC(Sc1nc(-c2nc3ccccc3s2)cs1)C(=O)O,2.605353538
67724021,67724-02-1,CCOC(=O)CSc1nc(-c2nc3ccccc3s2)cs1,2.623847326
67726107,67726-10-7,CC(=O)CSc1nc(-c2nc3ccccc3s2)cs1,2.583251215
67883958,67883-95-8,O=C(O)c1cc(C(=O)C=Cc2ccccc2)c(O)cc1O,2.578665183
68173659,68173-65-9,c1ccc(-c2csc(Nc3ccc(-c4csc(-c5ccccc5)n4)cc3)n2)cc1,2.711337895
68173660,68173-66-0,Clc1ccc(-c2csc(Nc3ccc(-c4csc(-c5ccccc5)n4)cc3)n2)cc1,2.746244872
68173671,68173-67-1,Brc1ccc(-c2csc(Nc3ccc(-c4csc(-c5ccccc5)n4)cc3)n2)cc1,2.787505637
68173682,68173-68-2,Cc1ccc(-c2csc(Nc3ccc(-c4csc(-c5ccccc5)n4)cc3)n2)cc1,2.725893264
68173693,68173-69-3,O=[N+]([O-])c1ccc(-c2csc(Nc3ccc(-c4csc(-c5ccccc5)n4)cc3)n2)cc1,2.756400263
68173706,68173-70-6,Clc1ccc(-c2nc(-c3ccc(Nc4nc(-c5ccccc5)cs4)cc3)cs2)cc1,2.746244872
68173717,68173-71-7,Clc1ccc(-c2csc(Nc3ccc(-c4csc(-c5ccc(Cl)cc5)n4)cc3)n2)cc1,2.778553691
68173728,68173-72-8,Clc1ccc(-c2nc(-c3ccc(Nc4nc(-c5ccc(Br)cc5)cs4)cc3)cs2)cc1,2.816983276
68173739,68173-73-9,Cc1ccc(-c2csc(Nc3ccc(-c4csc(-c5ccc(Cl)cc5)n4)cc3)n2)cc1,2.759693335
68173740,68173-74-0,COc1ccc(-c2nc(-c3ccc(Nc4nc(-c5ccccc5)cs4)cc3)cs2)cc1,2.741920392
68173751,68173-75-1,COc1ccc(-c2nc(-c3ccc(Nc4nc(-c5ccc(Cl)cc5)cs4)cc3)cs2)cc1,2.774540687
