RTECS_ID,CAS_RN,SMILES,rat_unreported_LD50
5310101,2010/1/10,CNC(C)=S,3.473063418
5336538,5336-53-8,O=NN(Cc1ccccc1)Cc1ccccc1,2.400401741
5610402,5610-40-2,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,4.703527311
5745142,5745-14-2,CCP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.271438409
5834811,5834-81-1,O=C1C2C(C(=O)N1[Hg]c1ccccc1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.724231538
5836737,5836-73-7,NC(=S)N/N=N\c1ccc(Cl)c(Cl)c1,5.697449051
5857636,5857-63-6,COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.738487616
5892159,5892-15-9,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,3.611298362
5915413,5915-41-3,CCNc1nc(Cl)nc(NC(C)(C)C)n1,1.963249346
5977015,01-05-77,Cc1cccc(C(=O)O)c1N(CCCl)CCCl,4.118946197
5977026,02-06-77,Cc1c(C(=O)O)cccc1N(CCCl)CCCl,4.265074233
5977037,03-07-77,CCc1ccc(C(=O)O)cc1N(CCCl)CCCl,3.882898846
5977344,5977-34-4,Cc1ccc(N(CCCl)CCCl)c(C(=O)O)c1,2.929282131
5977355,5977-35-5,Cc1ccc(C(=O)O)cc1N(CCCl)CCCl,4.110259149
5977366,5977-36-6,Cc1ccc(N(CCCl)CCCl)cc1C(=O)O,3.648773802
5988318,5988-31-8,CC(C)N(CCOC(=O)c1ccc(N)cc1)C(C)C,3.422210528
6009978,6009-97-8,Cc1ccc(C(=O)O)c(N(CCCl)CCCl)c1,4.140135496
6029874,6029-87-4,CC1C(=O)OCC2=CCN3CCC(OC(=O)C(C)C1(C)O)C23,3.888406975
6055192,6055-19-2,O=P1(N(CCCl)CCCl)NCCCO1,3.138034974
6300374,6300-37-4,Cc1cc(N=Nc2ccc(N=Nc3ccccc3)cc2)ccc1O,2.042305161
6310390,6310-39-0,C[N+](CCCl)(CCCl)CCCl,3.466497893
6870673,6870-67-3,CC1CC2(OC2C)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,3.767649271
6988212,6988-21-2,CNC(=O)Oc1ccccc1C1OCCO1,3.269567422
7181717,7181-71-7,CCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,2.085853006
7331239,7331-23-9,Cc1nc(N)nc(N)c1Cc1ccc(Cl)cc1,4.094675475
7337453,7337-45-3,CC(C)(C)N,2.210936504
7518356,7518-35-6,CS(=O)(=O)OCC(OS(C)(=O)=O)C(O)C(O)C(COS(C)(=O)=O)OS(C)(=O)=O,2.393171429
8001501,8001-50-1,C=C1C(C)(C)C2(Cl)C(Cl)C1(Cl)C(Cl)(Cl)C2(Cl)Cl,3.178807798
8004873,8004-87-3,CNc1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,2.565495447
9006422,9006-42-2,S=C(S)NCCNC(=S)S,1.832631757
10004441,10004-44-1,Cc1cc(=O)[nH]o1,1.548867414
10429820,10429-82-0,ClCCN(CCCl)Cc1ccccc1,4.365776171
10436392,10436-39-2,ClCC(Cl)=C(Cl)Cl,2.225553226
11069344,11069-34-4,CCCC[N+](O)=NC,2.613978983
12122677,12122-67-7,S=C([S-])NCCNC1=[S][Zn+2][S-]1,2.173365842
13000425,13000-42-5,NC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.170482719
13012992,13012-99-2,CCC(C)OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.585585185
13013008,13013-00-8,CC(C)(C)OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.667771941
13013019,13013-01-9,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.446867955
13013020,13013-02-0,COC(=O)CCC[N+](=O)[O-],2.167701235
13013031,13013-03-1,CNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.1970783
13025699,13025-69-9,C[N+](C)(N)CCCl,1.716379452
13184275,13184-27-5,NC(=O)NC(CC(=O)O)C(=O)O,2.245828404
13286323,13286-32-3,CCOP(=O)(OCC)SCc1ccccc1,3.038888869
13684634,13684-63-4,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,2.574485592
13739021,13739-02-1,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,1.691136918
13940948,13940-94-8,Clc1ccc(C(Cl)Cl)cc1,2.018092171
14600078,14600-07-8,CC=CCOC(=O)COc1ccc(Cl)cc1Cl,2.784401092
15044947,15044-94-7,COc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,3.5798639
15044958,15044-95-8,COc1ccc(C(=O)NP(=O)(N2CC2)N2CC2)cc1,3.733092276
15044970,15044-97-0,CCOc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,3.356289209
15044981,15044-98-1,C=CCOc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,3.538158421
15044992,15044-99-2,C=CCOc1ccc(C(=O)NP(=O)(N2CC2)N2CC2)cc1,3.709397177
15154286,15154-28-6,CCCCCN(CCCCC)CCOC(=O)c1ccc(N)cc1,3.408886854
15154297,15154-29-7,CCCCCN(CCCCC)CCCOC(=O)c1ccc(N)cc1,3.649340052
15154300,15154-30-0,CCC(C)N(CCOC(=O)c1ccc(N)cc1)C(C)CC,3.466011528
15154311,15154-31-1,CC(C)CN(CCOC(=O)c1ccc(N)cc1)CC(C)C,3.466011528
15154322,15154-32-2,CC(C)CCN(CCOC(=O)c1ccc(N)cc1)CCC(C)C,3.806826862
15154333,15154-33-3,CCC(C)N(CCCOC(=O)c1ccc(N)cc1)C(C)CC,3.611298362
15154344,15154-34-4,CC(C)CCN(CCCOC(=O)c1ccc(N)cc1)CCC(C)C,3.649340052
15154355,15154-35-5,CCN(CC)CCCCCOC(=O)c1ccc(N)cc1,3.444662991
15154366,15154-36-6,CCCN(CCC)CCOC(=O)c1ccc(N)cc1,3.422210528
15154377,15154-37-7,CC(C)N(CCCOC(=O)c1ccc(N)cc1)C(C)C,3.569601728
15154388,15154-38-8,CCCCN(CCCC)CCOC(=O)c1ccc(N)cc1,3.767041524
15271417,15271-41-7,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,3.96826377
15421428,15421-42-8,CCOC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.549901654
15421439,15421-43-9,CC(C)OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.724567486
15421440,15421-44-0,CCCCOC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.299795156
15421484,15421-48-4,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OC1CCCC1,2.509972723
15473208,15473-20-8,CC(=O)CCC(C)([N+](=O)[O-])[N+](=O)[O-],2.279107749
15473231,15473-23-1,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1ccccc1,2.290719113
15473264,15473-26-4,CN(C)C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.796170029
15473275,15473-27-5,NC(=O)CCC[N+](=O)[O-],1.865692773
15473286,15473-28-6,O=[N+]([O-])CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.748352795
15473297,15473-29-7,N#CCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.309838749
15589318,15589-31-8,C=CCC1=C(C)C(OC(=O)C2C(C)(C)C2(C)C)CC1=O,2.535704447
16270874,16270-87-4,CCOP(=S)(OCC)SC1=COCCO1,3.477622816
16423680,16423-68-0,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,2.644542513
16478594,16478-59-4,C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,5.964360215
16672870,16672-87-0,O=P(O)(O)CCCl,1.817427133
17040196,17040-19-6,CCS(=O)(=O)CCSP(=O)(OC)OC,3.816720086
17080023,17080-02-3,CC(C)=CC1C(C(=O)OC2CC(=O)C(Cc3ccco3)=C2C)C1(C)C,2.689480107
17109498,17109-49-8,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,3.165557868
17183232,17183-23-2,Cc1cc(C(=O)O)ccc1N(CCCl)CCCl,4.21071657
17191650,17191-65-0,Cc1cc(C(=O)O)cc(N(CCCl)CCCl)c1,3.725162148
17599074,17599-07-4,CN(C)CCCOC(=O)c1ccc(N)cc1,2.744856027
17599096,17599-09-6,CCCN(CCC)CCCOC(=O)c1ccc(N)cc1,3.444662991
17599176,17599-17-6,CC(C)CN(CCCOC(=O)c1ccc(N)cc1)CC(C)C,3.18532963
17599201,17599-20-1,CCN(CC)CCCCOC(=O)c1ccc(N)cc1,3.547149265
17794444,17794-44-4,CCCC(=O)NC,1.703931598
17804352,17804-35-2,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1.466369771
18181709,18181-70-9,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,2.314920056
18583829,18583-82-9,COC(=O)c1c(C)cccc1N(CCCl)CCCl,2.964371889
18583885,18583-88-5,COC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,4.161652447
18595034,18595-03-4,Cc1cc(N(CCCl)CCCl)ccc1C(=O)O,3.677737498
18913741,18913-74-1,COC(=O)CCC([N+](=O)[O-])[N+](=O)[O-],2.283588401
19094521,19094-52-1,CC(=O)Nc1c(I)cc(I)cc1C(=O)O,2.449752586
19143307,19143-30-7,CC(C)c1ccc(C(=O)O)cc1N(CCCl)CCCl,3.031397044
19143318,19143-31-8,CCCc1ccc(C(=O)O)cc1N(CCCl)CCCl,2.924474909
19742519,19742-51-9,CN(C)CCCN1CCC2(CCC(CO)CC2)CC1,3.185817271
19768731,19768-73-1,Cc1ccc(C(N)=O)cc1N(CCCl)CCCl,4.293487252
19768742,19768-74-2,Cc1ccc(C=O)cc1N(CCCl)CCCl,4.114217206
19768753,19768-75-3,Cc1ccc(S(=O)(=O)O)cc1N(CCCl)CCCl,3.193427942
19768764,19768-76-4,Cc1ccc(P(=O)(O)O)cc1N(CCCl)CCCl,3.63700719
19988955,19988-95-5,O=C1C(=NNc2ccc(S(=O)(=O)O)cc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.005456233
20147255,20147-25-5,CCNNC(C)=O,2.833091838
20408973,20408-97-3,O=CC(O)C(O)C(O)C(S)CO,1.146624089
20464691,20464-69-1,COc1cccc(OP(=O)(Oc2ccccc2)N(CCCl)CCCl)c1,3.351356037
20464908,20464-90-8,COc1ccc(OP(=O)(Oc2ccc(OC)cc2)N(CCCl)CCCl)cc1,3.420261883
20565019,20565-01-9,COc1ccc(OP(=O)(Oc2ccccc2)N(CCCl)CCCl)cc1,3.284409247
21239123,21239-12-3,CN(O)C=O,1.699357801
21259201,21259-20-1,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.920688756
21447392,21447-39-2,Cc1ccc(C(=O)N2CCOCC2)cc1N(CCCl)CCCl,4.307709923
21447450,21447-45-0,Cc1ccc([N+](=O)[O-])cc1N(CCCl)CCCl,3.044776441
21447814,21447-81-4,Cc1ccc(C(=O)OC(C)C)cc1N(CCCl)CCCl,4.201730229
21447825,21447-82-5,CCCCCCCCCCCCCCCCCOC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,3.618066663
21447836,21447-83-6,CCN(CC)CCOC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,4.273394854
21447858,21447-85-8,CCNC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,4.402595217
21447870,21447-87-0,Cc1ccc(C(=O)N2CCCCC2)cc1N(CCCl)CCCl,3.836701269
22248799,22248-79-9,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1.689943384
22504729,22504-72-9,CNS(=O)(=O)NC,1.792969197
22577668,22577-66-8,COCC[Hg+],3.715465153
22952870,22952-87-0,CN1CCC23c4c5ccc(O)c4OC2C([N-][N+]#N)CCC3C1C5,4.380730136
22958083,22958-08-3,COc1ccc2c3c1OC1C([N-][N+]#N)CCC4C(C2)N(C)CCC341,3.416840137
23052519,23052-51-9,CCOP(=O)(OCC)OCCSCC,3.141274139
23052542,23052-54-2,CCOP(=O)(OCC)OCCS(=O)(=O)CC,3.56312496
23052553,23052-55-3,CCOP(=O)(OCC)OCCS(=O)CC,4.412084052
23092708,23092-70-8,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.146133977
23526025,23526-02-5,Nc1ncnc2c1ncn2C1OC(COC2C(CO)OC(OC(C(=O)O)C(O)C(OP(=O)(O)O)C(O)C(=O)O)C(O)C2O)C(O)C1O,3.254955639
24353615,24353-61-5,COP(=N)(S)Oc1ccccc1C(=O)OC(C)C,4.118915244
24426366,24426-36-6,CC(C)N(CCCl)CCCl,5.265077378
24660740,24660-74-0,CC[N+](CC)(CC)c1ccc(-c2ccc([N+](CC)(CC)CC)cc2)cc1,4.826343118
24660784,24660-78-4,C[N+](C)(Cc1ccc([N+](=O)[O-])cc1)c1ccc(-c2ccc([N+](C)(C)Cc3ccc([N+](=O)[O-])cc3)cc2)cc1,5.425582006
24783479,24783-47-9,CC(C1=NCCN1)(c1ccccc1)c1ccccn1,2.462230418
24812962,24812-96-2,COc1ccc(C(=O)O)cc1N(CCCl)CCCl,4.261503746
24813034,24813-03-4,O=C(c1cccc(N(CCCl)CCCl)c1)N1CCCCC1,3.390448684
24813045,24813-04-5,Cc1ccc(NC(=O)c2cccc(N(CCCl)CCCl)c2)c([N+](=O)[O-])c1,2.917660065
24813067,24813-06-7,CN(C)C(=O)c1cccc(N(CCCl)CCCl)c1,3.112902436
24813078,24813-07-8,NC(=O)c1cccc(N(CCCl)CCCl)c1,3.421258162
24813090,24813-09-0,CCN(CC)CCOC(=O)c1ccccc1N(CCCl)CCCl,3.114018689
24813103,24813-10-3,CC(C)OC(=O)c1cccc(N(CCCl)CCCl)c1,4.30709222
24813114,24813-11-4,O=C(Cl)c1cccc(N(CCCl)CCCl)c1,3.257728108
24813136,24813-13-6,O=[N+]([O-])c1cccc(N(CCCl)CCCl)c1,3.020486741
24830453,24830-45-3,Cc1ccc(C(=O)O)c(C)c1N(CCCl)CCCl,4.286591183
24830475,24830-47-5,CC(C)N(C(=O)c1cccc(N(CCCl)CCCl)c1)C(C)C,3.431004217
24830500,24830-50-0,COC(=O)c1cccc(N(CCCl)CCCl)c1,3.554674767
25056706,25056-70-6,O=C(OCCOc1cc(Cl)c(Cl)cc1Cl)C(Cl)(Cl)Cl,2.267422135
25076511,25076-51-1,COc1ccccc1OP(=O)(Oc1ccccc1)N(CCCl)CCCl,3.351356037
25201358,25201-35-8,CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.369031707
25205087,25205-08-7,CC(C)OC(=O)c1ccccc1O[PH](=S)OCCN,3.214729319
25323686,25323-68-6,Clc1ccc(-c2ccccc2)c(Cl)c1Cl,1.778905669
26401978,26401-97-8,CCCCCCCC[Sn](CCCCCCCC)(SCC(=O)OCCCCCC(C)C)SCC(=O)OCCCCCC(C)C,2.580542731
26818531,26818-53-1,CCC(C)NC(=S)C(=S)NC(C)CC,4.667299755
26902625,26902-62-5,ClCCNCCCCCCNCCCl,3.081358111
27137844,27137-84-4,CCCCOCOc1ccccc1,1.786046029
27323188,27323-18-8,Clc1ccccc1-c1ccccc1,1.88650684
27360583,27360-58-3,Oc1ccc([Hg]c2ccccc2)c(O)c1,3.888516461
27807518,27807-51-8,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(I)cc1,3.877511864
27807698,27807-69-8,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Cl)cc1,4.040892807
27813214,27813-21-4,O=C1NC(=O)C2=C1CCCC2,1.924178743
28064984,28064-98-4,Cc1c(Cl)c(Cl)c(C(Cl)Cl)c(Cl)c1Cl,1.53058858
28434006,28434-00-6,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.64809298
29973135,29973-13-5,CCSCc1ccccc1OC(=O)NC,2.750726259
30516871,30516-87-1,Cc1cn(C2CC([N-][N+]#N)C(CO)O2)c(=O)[nH]c1=O,2.551848325
30868305,30868-30-5,NC(=O)c1[nH]nc(C2OC(CO)C(O)C2O)c1O,3.568567115
31112626,31112-62-6,CC(=O)Nc1c(I)c(C(=O)NC(C=O)C(O)C(O)C(O)CO)c(I)c(N(C)C(C)=O)c1I,3.69301151
33089611,33089-61-1,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,2.689329582
33538942,33538-94-2,CC(=O)Oc1ccccc1C=CC=O,2.404144682
33828987,33828-98-7,O=C1Nc2ccccc2C1=Nc1ccccc1,2.477604188
33908735,33908-73-5,CCCCOP(O)(=S)OCCCC,2.014198217
34123596,34123-59-6,CC(C)c1ccc(NC(=O)N(C)C)cc1,2.296191762
34136248,34136-24-8,CCOC(=O)CCC(NC(=O)c1ccc(N=NN(C)C)cc1)C(=O)OCC,3.008610501
34941714,34941-71-4,Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)Nc1ccc(S(=O)(=O)c2ccc(NS(=O)(=O)c3c(C)[nH]c(=O)[nH]c3=O)cc2)cc1,2.380652967
36168237,36168-23-7,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,4.001732477
36616532,36616-53-2,O=C(O)C(Cl)c1ccc(C2CCCCC2)c(Cl)c1,3.003318405
37069071,37069-07-1,C[N+]1(CC2COC(CCC3OCC(C[N+]4(C)CCCC4)O3)O2)CCCC1,5.966768073
37632910,37632-91-0,O=C(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,1.179013551
38052050,38052-05-0,CCOP(=S)(Cl)Oc1ccccc1,2.294943614
38521663,38521-66-3,CCCN(CCCl)CCCl,5.361987391
39083233,39083-23-3,C=C(Cl)C(C)(Cl)Cl,2.514185635
39283482,39283-48-2,Cc1cc(O)c(C(C)(C)C)cc1C(C)CC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,1.590125006
50563412,50563-41-2,COCCN(C(=O)CCl)c1ccccc1C,2.249770084
50995943,50995-94-3,O=c1[nH]c2c(Cl)c(Cl)c(Cl)cc2o1,2.29822883
51218452,51218-45-2,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,1.951951599
52266532,52266-53-2,c1ccc(N2CCNCC2)nc1,2.379636905
52315078,52315-07-8,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.017350592
52645531,52645-53-1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,2.862528903
52980662,52980-66-2,CN(Cc1cnc2c(N)nc(N)nc2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,2.925021165
53306539,53306-53-9,CCCC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)CCC,1.009091638
53558251,53558-25-1,O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,4.327780251
53602612,53602-61-2,CCCCC(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C(=O)O,1.689875904
53716500,53716-50-0,COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,1.69261837
54465042,54465-04-2,CCN(CC)CCOC(=O)c1cc(C)cc(C)c1,2.884932978
54593838,54593-83-8,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,5.271071942
54739194,54739-19-4,COCCCCC(=NOCCN)c1ccc(Cl)cc1,2.287202826
54940986,54940-98-6,Cc1ccc(C(=O)O)cc1N(CCBr)CCBr,4.182158956
54940997,54940-99-7,Cc1ccc(C(=O)O)cc1N(CCI)CCI,3.883722932
54941230,54941-23-0,Cc1ccc(C(=O)O)cc1N(CC(C)Cl)CC(C)Cl,3.951704562
55112895,55112-89-5,CCCCN(CCCl)CCCl,5.296965583
55135916,55135-91-6,Oc1ccccc1C=CC=Nc1ccccc1,2.473778835
56211406,56211-40-6,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,1.843143044
56368593,56368-59-3,N#CC1CN1C(N)=O,1.948819682
56420452,56420-45-2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,4.890121485
56488609,56488-60-9,NC(CCC(=O)NCCS(=O)(=O)O)C(=O)O,2.405284875
56875684,56875-68-4,CCCCCCCC[Sn]1(CCCCCCCC)SCC(=O)OCCOC(=O)CS1,2.936874091
56879391,56879-39-1,CC(CC1CCc2ccccc2Cc2ccccc21)CN(C)C,3.091618938
58278301,58278-30-1,NS(=O)(=O)c1cccc(N(CCCl)CCCl)c1,3.46873766
58278312,58278-31-2,O=C(O)c1ccc(NS(=O)(=O)c2cccc(N(CCCl)CCCl)c2)cc1,2.920625229
58278334,58278-33-4,O=S(=O)(F)c1cccc(N(CCCl)CCCl)c1,3.22941138
58278345,58278-34-5,O=C(O)c1ccc(Br)c(N(CCCl)CCCl)c1,3.833825128
58278425,58278-42-5,Cc1ccc(C(=O)Nc2ccccc2S(=O)(=O)F)cc1N(CCCl)CCCl,2.937850757
58278436,58278-43-6,Cc1ccc(C(=O)Nc2cccc(S(=O)(=O)F)c2)cc1N(CCCl)CCCl,3.636820761
58278447,58278-44-7,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)cc1N(CCCl)CCCl,3.659097156
59173501,59173-50-1,CCCCC1C(=O)N(c2ccc(S(=O)(=O)O)cc2)N(c2ccc(S(=O)(=O)O)cc2)C1=O,2.196647435
59173512,59173-51-2,O=C1C(c2ccc(S(=O)(=O)O)cc2)C(=O)N(c2ccc(S(=O)(=O)O)cc2)N1c1ccc(S(=O)(=O)O)cc1,2.441966768
59227893,59227-89-3,CCCCCCCCCCCCN1CCCCCC1=O,1.546363727
59703843,59703-84-3,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,2.412934065
59769038,59769-03-8,CCOC(=O)C(O)=C(F)C(=O)OCC,2.439162101
60125259,60125-25-9,Oc1ccccc1C=CC=Nc1ccc(Br)cc1,2.605191518
60729784,60729-78-4,CCCCCCCCCCCC(C)[N+](C)(C)[O-],2.316345153
61361997,61361-99-7,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.107714544
61454044,61454-04-4,CCOC(=O)C(NC(=O)c1ccc(C)c(N(CCCl)CCCl)c1)C(O)c1ccccc1,3.01646969
62893203,62893-20-3,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,2.304867356
63333357,63333-35-7,CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,3.458681436
63632688,63632-68-8,ClCCNCCNCCCl,3.364311739
63918490,63918-49-0,ClCCN(CCCl)CCN(CCCl)CCCl,5.190466169
64047503,64047-50-3,CC1=NO/C(=N\Nc2ccccc2Cl)C1=O,3.275559964
64047525,64047-52-5,Cc1ccc(C(=O)N2CC2)cc1N(CCCl)CCCl,4.248430557
64624562,64624-56-2,COC(=O)c1ccc(C)c(NC(=O)N(CCCl)N=O)c1,3.95819309
64674982,64674-98-2,NNC1(c2ccccc2)NC(=O)CC(=O)N1,3.041850427
64674993,64674-99-3,CCCC(C)C1(CC)C(=O)NC(=NNCc2c(CO)cnc(C)c2O)NC1=O,3.27048141
64704456,64704-45-6,CCCC(C)C1(CC)C(=O)NC(NN)NC1=O,3.430152128
64925800,64925-80-0,C=C(C)C1NC(=O)C(NC)C(O)c2cc(Cl)c(O)c(c2)OC(C)(CC)C(C(=O)N2CC=CC2C(=O)NC(C(=O)NC(=CC(=O)O)C(=O)O)=C(C)CC)NC1=O,5.198238533
65087027,65087-02-7,CC(Cl)=C(Cl)CCl,2.637939393
65118345,65118-34-5,COc1cc(NCc2cnc3nc(N)nc(N)c3n2)ccc1C(=O)NC(CCC(=O)O)C(=O)O,4.092726184
65118356,65118-35-6,COc1cc(C(=O)NC(CCC(=O)O)C(=O)O)ccc1NCc1cnc2nc(N)nc(N)c2n1,3.301441918
65118367,65118-36-7,Nc1nc(N)c2nc(CNc3ccc(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,3.107936916
65118389,65118-38-9,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O)cc1,2.81842377
65118403,65118-40-3,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.091796192
67031565,67031-56-5,Nc1c(I)cc(I)c(C(=O)O)c1I,2.55029247
67704681,67704-68-1,CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1,2.119380627
67748918,67748-91-8,CCOC(c1ccncc1)c1c(C(=O)O)n(C)c2ccccc12,3.491855948
67748974,67748-97-4,CCOC(c1cccnc1)c1c(C(=O)O)n(C)c2ccccc12,3.491855948
67748985,67748-98-5,COC(c1cccnc1)c1c(C(=O)O)n(C)c2ccccc12,3.471769759
68352910,68352-91-0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCC(=O)O)cc1,3.186300365
68352921,68352-92-1,CC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,3.091640665
68352932,68352-93-2,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCCC(=O)O)cc1,3.236417861
68352943,68352-94-3,CN(CC(=O)O)C(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1,3.035852833
68352954,68352-95-4,CCC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,2.647575591
68352965,68352-96-5,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCCCC(=O)O)cc1,3.600410338
68352976,68352-97-6,CC(C)C(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,3.32681189
68352987,68352-98-7,CC(C)CC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,3.377143851
68352998,68352-99-8,CN(CC(=O)NC(CCC(=O)O)C(=O)O)C(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1,2.749782596
68353004,68353-00-4,CC(C)CC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)NC(CCC(=O)O)C(=O)O,3.055947197
68366983,68366-98-3,CC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)NC(CCC(=O)O)C(=O)O,3.050348354
68388636,68388-63-6,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(Cc2ccccc2)C(=O)O)cc1,2.991363047
69112329,69112-32-9,CN(Cc1cnc2c(N)nc(N)nc2n1)c1ccc(C(=O)NCC(=O)O)cc1,3.22266423
