RTECS_ID,CAS_RN,SMILES,mammal (species unspecified)_intraperitoneal_LD50
74101705,74101-70-5,COc1ccc(CCNCc2ccc(C)c([N+](=O)[O-])c2)cc1OC,2.519019007
74101716,74101-71-6,COc1ccc(CCN(Cc2ccc(C)c([N+](=O)[O-])c2)C(C)=O)cc1OC,2.571034162
74101727,74101-72-7,Cc1ccc(CN2CCN(c3ccccc3)CC2)cc1N,2.449328723
74101738,74101-73-8,COc1ccc(CCN(Cc2ccc(C)c(N)c2)C(C)=O)cc1OC,2.53458322
74101749,74101-74-9,COc1ccc(CCN(Cc2ccc(C)c(-n3c(C)nc4ccccc4c3=O)c2)C(C)=O)cc1OC,2.686264368
74101750,74101-75-0,Cc1ccc(CN2CCN(c3ccccc3)CC2)cc1-n1c(C)nc2ccccc2c1=O,2.627926799
74101761,74101-76-1,COc1ccc(CCNCc2ccc(C)c(-n3c(C)nc4ccccc4c3=O)c2)cc1OC,2.646939646
75294096,75294-09-6,NC(=O)c1ccc(N)cc1NCCN1CCN(c2ccccc2)CC1,3.229736861
75443991,75443-99-1,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,4.511550765
76443453,76443-45-3,Cc1nc2cccc(I)c2c(=O)o1,2.457966629
76979527,76979-52-7,O=C(CNCn1cnc2ccccc2c1=O)NC(=O)Nc1ccccc1,2.642669748
76979538,76979-53-8,O=C(CNCn1cnc2ccc(Br)cc2c1=O)NC(=O)Nc1ccccc1,2.730643005
76979550,76979-55-0,O=C(CNCn1cnc2ccc([N+](=O)[O-])cc2c1=O)NC(=O)Nc1ccccc1,2.996033116
76979561,76979-56-1,O=C(CNCn1cnc2ccccc2c1=O)NC(=O)Nc1ccc(Cl)cc1,2.683284619
76979572,76979-57-2,O=C(CNCn1cnc2ccc([N+](=O)[O-])cc2c1=O)NC(=O)Nc1ccc(Cl)cc1,2.731193772
76979607,76979-60-7,Cc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccccc2c1=O,2.659670236
76979618,76979-61-8,Cc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccc([N+](=O)[O-])cc2c1=O,2.710106783
76979629,76979-62-9,Cc1ccc(NC(=O)NC(=O)CNCn2cnc3ccccc3c2=O)cc1,2.659670236
76979630,76979-63-0,Cc1ccc(NC(=O)NC(=O)CNCn2cnc3ccc(Br)cc3c2=O)cc1,2.744575574
76979641,76979-64-1,COc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccc(Br)cc2c1=O,2.759939666
76988017,76988-01-7,COc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccccc2c1=O,2.678281592
78564166,78564-16-6,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccc2)[nH]c1=S,3.508960433
79492367,79492-36-7,O=[N+]([O-])c1ccc(C=NN2Cc3ccccc3C2)cc1,2.927292379
79492414,79492-41-4,Oc1ccc(C=NN2CCc3ccccc3C2)cc1,2.5687994
79492436,79492-43-6,Oc1ccccc1C=NN1CCc2ccccc2C1,2.485492564
79492469,79492-46-9,COc1cc(C=NN2CCc3ccccc3C2)cc(OC)c1OC,2.513744828
79611851,79611-85-1,CN(C)CCOc1cccc(OC(=O)N(C)C)c1,3.720700111
80930672,80930-67-2,CN(CCc1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,3.294031714
80930683,80930-68-3,COc1ccc(CCN[Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1OC,3.342058313
80930694,80930-69-4,c1ccc(CCN[Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,3.278272182
80930707,80930-70-7,COc1ccc(CN[Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,3.296202135
80930718,80930-71-8,CN(Cc1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,3.278272182
80930729,80930-72-9,CN(CCc1ccccc1)[Si](C)(C)C,3.140702835
82241290,82241-29-0,O=C(Nc1c(C(=O)NC2CCCCC2)[nH]c(=O)[nH]c1=O)c1ccc(Cl)cc1,2.114863304
82822988,82822-98-8,NNC(=O)CC(C(=O)NN)S(=O)(=O)O,2.002336961
82910994,82910-99-4,C1CCNC(NCCNC2=NCCCCN2)=NC1,3.360638159
82911000,82911-00-0,C1CCNC(NCCCCNC2=NCCCCN2)=NC1,3.676956973
82911011,82911-01-1,C(CCCNC1=NCCCCN1)CCNC1=NCCCCN1,3.741030538
82911022,82911-02-2,C1CCNC(NCCOCCNC2=NCCCCN2)=NC1,3.568816051
82911033,82911-03-3,C1CCNC(NCCOCCOCCNC2=NCCCCN2)=NC1,3.452900156
82911044,82911-04-4,C1CCNC(NCCOCCOCCOCCNC2=NCCCCN2)=NC1,3.423556579
82911055,82911-05-5,C(CCCCNC1=NCCCCN1)CCCNC1=NCCCCN1,3.893552749
85226400,85226-40-0,COc1ccc(C=Cc2nc3ccccc3c(=O)n2Nc2ccccc2)cc1,2.567525106
85226455,85226-45-5,CN(C)c1ccccc1C=Cc1nc2ccccc2c(=O)n1Nc1ccc([N+](=O)[O-])cc1,2.630899545
85226499,85226-49-9,O=c1c2cc(I)ccc2nc(C=Cc2ccc3c(c2)OCO3)n1Nc1ccccc1,2.706976234
85226535,85226-53-5,O=c1c2cc(Br)cc(Br)c2nc(C=Cc2ccccc2F)n1Nc1ccc([N+](=O)[O-])cc1,2.87326401
86804504,86804-50-4,O=c1c2ccccc2nc(-c2ccccc2)n1CCc1cc(O)ccc1O,2.554364366
86804515,86804-51-5,O=c1c2cc(Br)cc(Br)c2nc(-c2ccccc2)n1CCc1cc(O)ccc1O,2.712808745
86804526,86804-52-6,O=c1c2cccc(Br)c2nc(-c2ccccc2)n1CCc1cc(O)ccc1O,2.640772525
86804537,86804-53-7,O=c1c2cccc(I)c2nc(-c2ccccc2)n1CCc1cc(O)ccc1O,2.685108192
86804548,86804-54-8,O=c1c2ccccc2nc(C=Cc2ccccc2)n1CCc1cc(O)ccc1O,2.58482292
86804559,86804-55-9,O=c1c2cc(Br)cc(Br)c2nc(C=Cc2ccccc2)n1CCc1cc(O)ccc1O,2.817727191
86804560,86804-56-0,O=c1c2cccc(Br)c2nc(C=Cc2ccccc2)n1CCc1cc(O)ccc1O,2.665891358
86804571,86804-57-1,O=c1c2cccc(I)c2nc(C=Cc2ccccc2)n1CCc1cc(O)ccc1O,2.70785195
86816924,86816-92-4,Cc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccc(Br)cc2c1=O,2.744575574
86816935,86816-93-5,O=C(CNCn1cnc2ccc(Br)cc2c1=O)NC(=O)Nc1ccc(Cl)cc1,2.764089227
86816946,86816-94-6,Cc1ccc(NC(=O)NC(=O)CNCn2cnc3ccc([N+](=O)[O-])cc3c2=O)cc1,2.710106783
86816957,86816-95-7,COc1ccccc1NC(=O)NC(=O)CNCn1cnc2ccc([N+](=O)[O-])cc2c1=O,2.726716005
98405233,98405-23-3,Cn1c(N/N=C/c2ccc([N+](=O)[O-])o2)cc(=O)n(C)c1=O,2.768251725
98608970,98608-97-0,CC(Cc1ccccc1)NCC(O)CNCCc1c[nH]c2ccccc12,3.989615415
98608981,98608-98-1,CC(CCc1ccccc1)NCC(O)CNCCc1c[nH]c2ccccc12,3.576140599
99233735,99233-73-5,Cc1ccc(-n2c(CNCc3ccc(Cl)cc3Cl)nc3ccccc3c2=O)cc1,2.627704761
99518851,99518-85-1,NNC(=O)C(CN1CCN(c2ccccc2)CC1)C(CO)c1ccccc1,2.92892537
99518862,99518-86-2,NC(=O)C(CN1CCN(c2ccccc2)CC1)C(CO)c1ccccc1,2.910857916
99518873,99518-87-3,NC(=O)C(CN1CCOCC1)C(CO)c1ccccc1,2.807104617
99518884,99518-88-4,NC(=O)C(CN1CCCCC1)C(CO)c1ccccc1,2.804016883
99518895,99518-89-5,O=C1OCC(c2ccccc2)C1CN1CCN(c2ccccc2)CC1,2.88941144
99518908,99518-90-8,NC(=O)C(CN1CCN(c2cccc(Cl)c2)CC1)C(CO)c1ccccc1,2.951242366
99518919,99518-91-9,O=C1OCC(c2ccccc2)C1CN1CCN(c2cccc(Cl)c2)CC1,2.931743685
99518920,99518-92-0,O=C1OCC(c2ccccc2)C1CN1CCCCC1,2.776394848
99518931,99518-93-1,NC(=O)C(CN1CCCC1)C(CO)c1ccccc1,2.781396305
99518942,99518-94-2,O=C1OCC(c2ccccc2)C1CN1CCCC1,2.752246767
100476504,100476-50-4,S=c1[nH]nc(COc2ccc(-c3nc4ccccc4o3)cc2)o1,2.929150702
100476515,100476-51-5,O=C(COc1ccc(-c2nc3ccccc3o2)cc1)N/N=C1/C(=O)Nc2ccc(Cl)cc21,2.650161762
100476548,100476-54-8,CN1C(=O)/C(=N/NC(=O)COc2ccc(-c3nc4ccccc4o3)cc2)c2ccccc21,2.629849787
100476559,100476-55-9,CN1C(=O)/C(=N/NC(=O)COc2ccc(-c3nc4ccccc4o3)cc2)c2cc(Cl)ccc21,2.663585035
100476571,100476-57-1,CC(=O)Oc1ccc(-c2nc3ccccc3o2)cc1,2.403561458
100476582,100476-58-2,S=c1sc2ccccc2n1CNc1ccc(-c2nc3ccccc3o2)cc1,2.590513037
100476593,100476-59-3,O=c1oc2ccccc2n1CNc1ccc(-c2nc3ccccc3o2)cc1,2.553116877
100476639,100476-63-9,O=C1C(=Nc2ccc(-c3nc4ccccc4o3)cc2)c2ccccc2N1CN1CCOCC1,2.641956722
100476662,100476-66-2,O=C(COc1ccc(-c2nc3ccccc3o2)cc1)N/N=C1/C(=O)N(CN2CCOCC2)c2ccc(Cl)cc21,2.737179121
100504674,100504-67-4,O=C(COc1ccc(-c2nc3ccccc3o2)cc1)N/N=C1/C(=O)N(CN2CCOCC2)c2ccccc21,2.708877901
100596392,100596-39-2,COC(=O)c1cc(Oc2ccc(C(=O)OC)cc2[N+](=O)[O-])cc(C(=O)OC)c1,1.891332248
101997437,101997-43-7,CN1CCCC(C(N)c2ccccc2)C1,3.43524324
101997506,101997-50-6,CC1CN(Cc2ccccc2)CCC1C(N)c1ccccc1,3.006601761
108132587,108132-58-7,Cc1cc(C)n(C(=O)c2ccc3c(c2)OCO3)n1,2.785774581
108132598,108132-59-8,CCOc1c(OC)cc(C(=O)n2nc(C)cc2C)cc1OC,2.881307607
108132601,108132-60-1,COc1cc(C(=O)n2nc(C)c(Cl)c2C)cc(OC)c1OC,2.90950789
108132612,108132-61-2,Cc1nn(C(=O)c2ccc3c(c2)OCO3)c(C)c1Cl,2.843069186
108132623,108132-62-3,CCOc1c(OC)cc(C(=O)n2nc(C)c(Cl)c2C)cc1OC,2.927871873
108132849,108132-84-9,COc1cc(-c2n[nH]c(=O)[nH]2)cc(OC)c1OC,2.922970987
108132850,108132-85-0,O=c1[nH]nc(-c2ccc3c(c2)OCO3)[nH]1,3.312120209
108132861,108132-86-1,CCOc1c(OC)cc(-c2n[nH]c(=O)[nH]2)cc1OC,2.821626509
108132872,108132-87-2,COc1cc(-c2n[nH]c(=O)n2C)cc(OC)c1OC,2.946565245
108132883,108132-88-3,Cn1c(-c2ccc3c(c2)OCO3)n[nH]c1=O,3.039810554
108132894,108132-89-4,CCOc1c(OC)cc(-c2n[nH]c(=O)n2C)cc1OC,2.844004725
108132907,108132-90-7,CCn1c(-c2cc(OC)c(OC)c(OC)c2)n[nH]c1=O,2.968943461
108132918,108132-91-8,CCn1c(-c2ccc3c(c2)OCO3)n[nH]c1=O,3.367778826
108132929,108132-92-9,CCOc1c(OC)cc(-c2n[nH]c(=O)n2CC)cc1OC,2.865286127
108401703,108401-70-3,CN(C)C(=O)C1Oc2ccccc2N=C1N(C)C,3.393220604
108401714,108401-71-4,CCN(CC)C(=O)C1Oc2ccccc2N=C1N(CC)CC,3.482024165
108401736,108401-73-6,CCN(CC)C(=O)C1Oc2cc(C)c(Cl)cc2N=C1N(CC)CC,3.546392115
108401747,108401-74-7,O=C(C1Oc2ccccc2N=C1N1CCOCC1)N1CCOCC1,3.520315809
108401758,108401-75-8,CCN(CC)C(=O)C1Oc2cccnc2N=C1N(CC)CC,3.483436088
110767583,110767-58-3,COc1cc(-c2nnc(SCC(=O)O)n2N)cc(OC)c1OC,3.133999782
110767594,110767-59-4,Nn1c(SCC(=O)O)nnc1-c1ccc2c(c1)OCO2,3.070838448
113408121,113408-12-1,O=C(CCC(=O)Nc1nccs1)NN=Cc1ccc(O)cc1,2.025794513
113408198,113408-19-8,NNC(=O)CCC(=O)Nc1nccs1,1.853799576
113408201,113408-20-1,CCCc1nnc(NC(=O)CCC(=O)NN)s1,1.9333506
115398759,115398-75-9,O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2n1CN1CCOCC1,2.575668075
115398760,115398-76-0,CN1CCN(Cn2c(CN3C(=O)c4ccccc4C3=O)nc3ccccc32)CC1,2.590461744
115398771,115398-77-1,O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2n1CN1CCN(c2ccccc2)CC1,2.65468661
115398793,115398-79-3,CN(C)Cn1c(CN2C(=O)c3ccccc3C2=O)nc2ccccc21,2.524238995
115398806,115398-80-6,CCN(CC)Cn1c(CN2C(=O)c3ccccc3C2=O)nc2ccccc21,2.559227734
115398817,115398-81-7,O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2n1CN(CCO)CCO,2.595971041
115398828,115398-82-8,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1Cc1nc2ccccc2n1CN1CCCCC1,2.62267088
115398839,115398-83-9,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1Cc1nc2ccccc2n1CN1CCC(c2ccccc2)CC1,2.69507784
115398840,115398-84-0,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1Cc1nc2ccccc2n1CN1CCOCC1,2.624707929
115398851,115398-85-1,CN1CCN(Cn2c(CN3C(=O)c4ccc([N+](=O)[O-])cc4C3=O)nc3ccccc32)CC1,2.637945799
115398873,115398-87-3,Cc1cccc(N2CCN(Cn3c(CN4C(=O)c5ccc([N+](=O)[O-])cc5C4=O)nc4ccccc43)CC2)c1,2.708041683
115398884,115398-88-4,Cc1ccc(N2CCN(Cn3c(CN4C(=O)c5ccc([N+](=O)[O-])cc5C4=O)nc4ccccc43)CC2)cc1,2.708041683
115398895,115398-89-5,CN(C)Cn1c(CN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)nc2ccccc21,2.579069853
115398908,115398-90-8,CCN(CC)Cn1c(CN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)nc2ccccc21,2.610053004
115398919,115398-91-9,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1Cc1nc2ccccc2n1CN(CCO)CCO,2.642887726
115410509,115410-50-9,O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2n1CN1CCC(c2ccccc2)CC1,2.653735283
115410510,115410-51-0,Cc1cccc(N2CCN(Cn3c(CN4C(=O)c5ccccc5C4=O)nc4ccccc43)CC2)c1,2.667972861
118116044,118116-04-4,CN(C)CCOc1cc(OC(=O)N(C)C)ccc1C(C)(C)C,3.064263712
118116055,118116-05-5,CCN(CC)CCOc1cc(OC(=O)N(C)C)ccc1C(C)(C)C,3.359636758
118116066,118116-06-6,CCCN(CCC)CCOc1cc(OC(=O)N(C)C)ccc1C(C)(C)C,3.394415941
118116077,118116-07-7,CC(C)N(CCOc1cc(OC(=O)N(C)C)ccc1C(C)(C)C)C(C)C,3.311313273
118116088,118116-08-8,CCCCN(CCCC)CCOc1cc(OC(=O)N(C)C)ccc1C(C)(C)C,3.116811341
118116099,118116-09-9,CN(C)C(=O)Oc1ccc(C(C)(C)C)c(OCCN2CCCC2)c1,3.357026851
118116102,118116-10-2,CN(C)C(=O)Oc1ccc(C(C)(C)C)c(OCCN2CCCCC2)c1,3.875668601
118116124,118116-12-4,CN(C)CCCOc1cc(OC(=O)N(C)C)ccc1C(C)(C)C,3.3411437
118116135,118116-13-5,CN(C)C(=O)Oc1ccc(C(C)(C)C)c(OCCCN2CCCC2)c1,6.374869247
118116146,118116-14-6,CN(C)C(=O)Oc1ccc(C(C)(C)C)c(OCCCN2CCCCC2)c1,3.392007449
118116157,118116-15-7,CCN(CC)CCCOc1cc(OC(=O)N(C)C)ccc1C(C)(C)C,3.377374405
118116168,118116-16-8,CCCN(CCC)CCCOc1cc(OC(=O)N(C)C)ccc1C(C)(C)C,3.661677333
118116179,118116-17-9,CN(C)CCOc1cc(OC(=O)N(C)C)cc(C(C)(C)C)c1,3.156706889
118116180,118116-18-0,CN(C)C(=O)Oc1cc(OCCN2CCCC2)cc(C(C)(C)C)c1,3.607890237
118116191,118116-19-1,CN(C)C(=O)Oc1cc(OCCN2CCCCC2)cc(C(C)(C)C)c1,3.792450266
118116204,118116-20-4,CN(C)C(=O)Oc1cc(OCCCN2CCCC2)cc(C(C)(C)C)c1,3.70903947
118116215,118116-21-5,CN(C)C(=O)Oc1cc(OCCCN2CCCCC2)cc(C(C)(C)C)c1,3.726177671
124840966,124840-96-6,NNC(=O)CCC(=O)Nc1nncs1,1.855797693
124840977,124840-97-7,CCCc1nnc(NC(=O)CCC(=O)NNC(=O)CC)s1,2.018954179
124840988,124840-98-8,CCCC(=O)NNC(=O)CCC(=O)Nc1nnc(CCC)s1,2.037970685
124840999,124840-99-9,NNC(=O)CCc1nnc(NC(=O)CCC(=O)C(CC(=O)O)C(=O)O)s1,2.111009213
124841005,124841-00-5,CCCc1nnc(NC(=O)CCC(=O)NNC(=O)c2ccccc2C)s1,2.097435481
124841016,124841-01-6,CCCC(=O)NNC(=O)CCC(=O)Nc1nccs1,1.976718232
124841027,124841-02-7,NNC(=O)c1csc(NC(=O)CCC(=O)C(CC(=O)O)C(=O)O)n1,2.077164339
124841038,124841-03-8,Cc1ccccc1C(=O)NNC(=O)CCC(=O)Nc1nccs1,2.044520162
124841049,124841-04-9,COc1ccc(S(=O)(=O)NNC(=O)CCC(=O)Nc2nncs2)cc1,2.10882088
124841050,124841-05-0,COC(=O)Nc1ccc(S(=O)(=O)NNC(=O)CCC(=O)Nc2nncs2)cc1,2.15478092
124841061,124841-06-1,O=C(CCC(=O)Nc1nncs1)NNS(=O)(=O)c1ccc(Cl)cc1,2.113771828
124841072,124841-07-2,O=C(CCC(=O)Nc1nncs1)NNS(=O)(=O)c1ccccc1[N+](=O)[O-],2.125370645
124861901,124861-90-1,COc1ccc(S(=O)(=O)NNC(=O)CCC(=O)Nc2nccs2)cc1,2.107706184
124861912,124861-91-2,COC(=O)Nc1ccc(S(=O)(=O)NNC(=O)CCC(=O)Nc2nccs2)cc1,2.153778291
124861923,124861-92-3,O=C(CCC(=O)Nc1nccs1)NNS(=O)(=O)c1ccc(Cl)cc1,2.112669783
124861934,124861-93-4,O=C(CCC(=O)Nc1nccs1)N/N=C/c1ccccc1,2.003401646
126209801,126209-80-1,C=CCSc1nc(=O)c2cc(C(=O)OCC)c(C)nc2n1-c1ccccc1,2.280415593
126596438,126596-43-8,C=CCSc1nc2nc(C)cc(C(=O)OCC)c2c(=O)n1-c1ccccc1,2.280415593
126596450,126596-45-0,C=CCSc1nc2nc(C)cc(C(=O)OCC)c2c(=O)n1C,2.509119584
127444171,127444-17-1,COc1cc(C=C2N=C(CCNc3ccc(Cl)cc3)N(c3nnc(SCC(=O)Nc4ccccc4)s3)C2=O)ccc1O,2.793192294
127444193,127444-19-3,O=C(O)c1ccccc1N1C(=O)/C(=C\c2ccccc2)N=C1CCNc1ccccc1Cl,2.649243316
129884953,129884-95-3,CC1(C(=O)O)C=CC(/N=C2\c3ccccc3C(=Nc3ccc(C(=O)O)cc3)C2c2ccccc2)=CC1,3.280152061
131448083,131448-08-3,C=CCn1c(=O)n(-c2ccccc2)c(=O)c2c(C(=O)OCC)cc(C)nc21,2.624235744
131448094,131448-09-4,CCOC(=O)c1cc(C)nc2c1c(=O)n(-c1ccccc1)c(=O)n2Cc1ccccc1,2.317487722
131448152,131448-15-2,CCOC(=O)c1cc(C)nc2c1c(=O)n(-c1ccccc1)c(=O)n2CCN(CC)CC,3.173033858
133661753,133661-75-3,O=C1CCC(C(=O)NN=Cc2ccccc2Cl)N1,2.70340581
133661764,133661-76-4,CC(=NNC(=O)C1CCC(=O)N1)c1ccccc1Cl,3.239908512
133662143,133662-14-3,C/C(=N\NC(=O)c1ccc(C)n1C)c1ccccc1Cl,2.85674238
133762160,133762-16-0,CCOC(=O)CN1CC(O)=c2ccccc2=N1,2.068658874
143000140,143000-14-0,O=C1NP(=O)(c2ccccc2)Oc2ccccc21,2.112606677
143000151,143000-15-1,CN1C(=O)c2ccccc2OP1(=O)c1ccccc1,2.260433944
143000184,143000-18-4,O=C1c2ccccc2OP(=O)(c2ccccc2)N1c1ccccc1,2.428522245
143000208,143000-20-8,O=C1c2ccccc2OP(=O)(c2ccccc2)N1Cc1ccccc1,2.446320898
143000220,143000-22-0,CNN1C(=O)c2ccccc2OP1(=O)c1ccccc1,2.362848756
143000253,143000-25-3,CCN1C(=O)c2ccccc2OP1(=O)c1ccccc1,2.759297592
143232591,143232-59-1,Nc1c(C(=O)O)nnc2ccccc12,3.799740192
143232604,143232-60-4,Cc1ccc2c(N)c(C(=O)O)nnc2c1,3.70586585
144850339,144850-33-9,CCCCCCCCC1=NC(=O)N=C1CCCCCCCC(=O)O,2.772605757
144850340,144850-34-0,CCCCCCCCC1=NC(=S)N=C1CCCCCCCC(=O)O,2.792864992
145488320,145488-32-0,O=C1OCC2=C1C(c1ccccc1F)C1=C(COC1=O)N2,2.45825399
145594587,145594-58-7,O=C1OCC2=C1C(c1cccc(Br)c1)C1=C(COC1=O)N2,2.541768894
145594598,145594-59-8,O=C1OCC2=C1C(c1ccc(Br)cc1)C1=C(COC1=O)N2,2.541768894
145594601,145594-60-1,O=C1OCC2=C1C(c1ccc(I)cc1)C1=C(COC1=O)N2,2.596764184
145594612,145594-61-2,COc1ccc(C2C3=C(COC3=O)NC3=C2C(=O)OC3)cc1,2.476080597
145594623,145594-62-3,O=C1OCC2=C1C(c1ccc(Cl)cc1Cl)C1=C(COC1=O)N2,2.529104254
147297083,147297-08-3,Cc1cc2c(c(=O)n1C)C(=O)N(CN1CCN(c3ccccc3Cl)CC1)C2=O,3.125877968
147297094,147297-09-4,Cc1cc2c(c(=O)n1C)C(=O)N(CN1CCN(c3cccc(Cl)c3)CC1)C2=O,3.125877968
147297185,147297-18-5,Cc1cc2c(c(=O)n1C)C(=O)N(CCCCN1CCN(c3ccccc3)CC1)C2=O,3.134072932
158631437,158631-43-7,CCCNC(=O)CN1CC(O)=c2ccccc2=N1,2.6942506
158631471,158631-47-1,O=C(CN1CC(O)=c2ccccc2=N1)N1CCCCC1,2.436696835
158631528,158631-52-8,O=C(O)C[n+]1cc(=O)c2cc(Br)ccc2[nH]1,2.152424422
158631539,158631-53-9,O=C(O)C[n+]1cc(=O)c2cc(Cl)ccc2[nH]1,2.078525691
158631540,158631-54-0,COc1cc2[nH][n+](CC(=O)O)cc(=O)c2cc1OC,2.12261721
158631551,158631-55-1,O=C(O)C[n+]1cc(=O)c2cccc(Cl)c2[nH]1,2.078525691
158631608,158631-60-8,O=C(O)CN1CC(O)=c2cccc(Cl)c2=N1,2.284468634
158631835,158631-83-5,CN1CCN(C(=O)C[n+]2cc(=O)c3cccc(Cl)c3[nH]2)CC1,2.206539849
159831739,159831-73-9,Nc1c(C(=O)O)nnc2cc(Cl)c(F)cc12,2.383113108
161373428,161373-42-8,Cc1cc2nnc(C(=O)O)c(N)c2cc1C,3.336915804
161373439,161373-43-9,Nc1c(C(=O)O)nnc2ccc(F)cc12,3.202370936
161373440,161373-44-0,Nc1c(C(=O)O)nnc2cc(F)ccc12,4.015284292
161373451,161373-45-1,Nc1c(C(=O)O)nnc2c(F)cccc12,3.413224301
161373462,161373-46-2,Nc1c(C(=O)O)nnc2ccc(Cl)cc12,2.571357451
161373473,161373-47-3,Nc1c(C(=O)O)nnc2cc(Cl)ccc12,3.951568692
161373484,161373-48-4,Nc1c(C(=O)O)nnc2cc(Cl)c(Cl)cc12,2.110697429
172753069,172753-06-9,CCOC(=O)/C(=C/Nc1ccccn1)C(=O)Nc1ccccc1C,2.609284851
172753070,172753-07-0,CCOC(=O)/C(=C/Nc1ccccn1)C(=O)Nc1ccc(OC)cc1,2.630131549
172753081,172753-08-1,CCOC(=O)/C(=C/Nc1ccccn1)C(=O)Nc1ccccc1OC,2.630131549
172753092,172753-09-2,CCOC(=O)/C(=C/Nc1ccncc1)C(=O)Nc1ccc(C)cc1,2.609284851
172753105,172753-10-5,CCOC(=O)/C(=C/Nc1cc(OC)nc(OC)n1)C(=O)Nc1ccc(C)cc1,2.984986118
172753116,172753-11-6,CCOC(=O)/C(=C/Nc1cc(OC)nc(OC)n1)C(=O)Nc1ccccc1C,2.683956122
172753127,172753-12-7,CCOC(=O)/C(=C/Nc1c(C)n(C)n(-c2ccccc2)c1=O)C(=O)Nc1ccc(C)cc1,2.734895796
172753138,172753-13-8,Cc1ccc(NC(=O)c2cnc3ccccn3c2=O)cc1,2.542979394
172753149,172753-14-9,Cc1ccccc1NC(=O)c1cnc2ccccn2c1=O,2.542979394
172753150,172753-15-0,COc1ccc(NC(=O)c2cnc3ccccn3c2=O)cc1,2.567170519
172753161,172753-16-1,COc1ccccc1NC(=O)c1cnc2ccccn2c1=O,2.567170519
183999588,183999-58-8,NS(=O)(=O)c1nn2cc(-c3ccc(-c4ccccc4)cc3)nc2s1,2.301556685
183999599,183999-59-9,NS(=O)(=O)c1nn2cc(-c3cc4ccccc4oc3=O)nc2s1,2.291614513
183999602,183999-60-2,NS(=O)(=O)c1nn2cc(-c3ccc([N+](=O)[O-])s3)nc2s1,2.269880079
183999748,183999-74-8,NS(=O)(=O)c1nn2c(Br)c(-c3cc4ccccc4oc3=O)nc2s1,2.178906817
186424022,186424-02-2,CN1C(=S)NCC1c1ccccc1,2.391855321
186424033,186424-03-3,CCN1C(=S)NCC1c1ccccc1,2.992309404
186424044,186424-04-4,CCCCN1C(=S)NCC1c1ccccc1,3.272988301
186424055,186424-05-5,S=C1NCC(c2ccccc2)N1Cc1ccccc1,2.70448237
186424066,186424-06-6,COc1ccc(C2CNC(=S)N2C)cc1,2.045934864
186424077,186424-07-7,CCN1C(=S)NCC1c1ccc(OC)cc1,3.051317936
186424088,186424-08-8,CN1C(=S)NCC1c1ccccc1Cl,2.577361569
186424099,186424-09-9,CCN1C(=S)NCC1c1ccccc1Cl,3.10282893
186424102,186424-10-2,CC(C)CN1C(=S)NCC1c1ccccc1Cl,3.332540255
186424113,186424-11-3,CCCCN1C(=S)NCC1c1ccccc1Cl,3.315506915
186424124,186424-12-4,Cc1ccc(C2CNC(=S)N2C)cc1,2.184194931
186424135,186424-13-5,CCN1C(=S)NCC1c1ccc(C)cc1,2.237585131
2412740,2412-74-0,Clc1ccccc1OCC1COB(c2ccccc2)O1,2.503555943
2412751,2412-75-1,COc1ccccc1OCC1COB(c2ccccc2)O1,2.480373952
4625278,4625-27-8,CC(C)Oc1ccc(NC(=O)NC(=O)CN(C)C)cc1,1.296914016
4636797,4636-79-7,O=C(C[n+]1ccc(-c2cc[n+](CC(=O)N3CCCCC3)cc2)cc1)N1CCCCC1,4.532059717
25823874,25823-87-4,C=CCC1(CCO)C(=O)NC(=O)NC1=O,1.849634358
32387034,32387-03-4,COc1cccc(C=NN2C(=O)c3ccccc3C2=O)c1,2.447596757
41855178,41855-17-8,c1ccc(C2(CCN3CCOCC3)CCCCC2)cc1,3.206381358
51483002,51483-00-2,O=C(Nc1cccc(Cl)c1)c1c(O)c2ccccc2oc1=O,3.101351081
