RTECS_ID,CAS_RN,SMILES,mouse_intramuscular_LD50
37883004,37883-00-4,NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)N=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,2.911854863
40225023,40225-02-3,CC(C)(C)c1cc[n+](COCc2cc[n+](C(C)(C)C)cc2)cc1,3.472277498
40478146,40478-14-6,O=C(NCN(CCCl)CCCl)c1ccccc1,3.837555297
40478157,40478-15-7,O=C(NCN(CCCl)CCCl)c1ccc(Cl)cc1,3.168615322
40478168,40478-16-8,O=C(NCN(CCCl)CCCl)c1cccc(Cl)c1,3.376891265
40478179,40478-17-9,O=C(NCN(CCCl)CCCl)c1ccccc1Cl,3.783264441
40478180,40478-18-0,O=C(NCN(CCCl)CCCl)c1ccc(Br)cc1,2.248065268
40478191,40478-19-1,O=C(NCN(CCCl)CCCl)c1ccc(F)cc1,3.553304193
40478204,40478-20-4,O=C(NCN(CCCl)CCCl)c1ccc([N+](=O)[O-])cc1,3.484199476
40478215,40478-21-5,O=C(NCN(CCCl)CCCl)c1cccc([N+](=O)[O-])c1,3.523117542
40478226,40478-22-6,Cc1ccc(C(=O)NCN(CCCl)CCCl)cc1,3.452607127
40478248,40478-24-8,O=C1CCC(=O)N1CN(CCCl)CCCl,3.679066034
40478259,40478-25-9,O=C1c2ccccc2C(=O)N1CN(CCCl)CCCl,3.126633517
41992227,41992-22-7,CC[Ge]1(CC)CCC2(CCN(CCCN(C)C)C2)CC1,3.457333485
42045976,42045-97-6,CCC(=O)N(c1ccccc1)C1CC(C)N(CCc2ccccc2)CC1C,3.520344165
42064879,42064-87-9,Cc1ccccc1OC(CC[N+]1(C)CCCCC1C)c1ccccc1,3.789215228
42064891,42064-89-1,CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1,3.847443213
42839361,42839-36-1,N=C(N)NCC1CCCCCCN1,2.172073015
50924497,50924-49-7,NC(=O)C1N=CN(C2OC(CO)C(O)C2O)C1=O,1.966507124
51120355,51120-35-5,COP(=O)(OC)OP(=S)(OC)OC,6.000258762
51276916,51276-91-6,CCSc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.744510609
51276927,51276-92-7,Ic1ccc[n+](COC[n+]2cccc(I)c2)c1,3.748617705
51276938,51276-93-8,CSc1cc[n+](COC[n+]2ccc(SC)cc2)cc1,3.477778108
51276949,51276-94-9,CN(C)c1cc[n+](COC[n+]2ccc(N(C)C)cc2)cc1,3.473215992
51276950,51276-95-0,CN(C)c1ccc[n+](COC[n+]2cccc(N(C)C)c2)c1,4.137768432
51276961,51276-96-1,CC(C)(C)c1ccc[n+](COC[n+]2cccc(C(C)(C)C)c2)c1,3.407678252
51771507,51771-50-7,CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN(C)C)c12,3.400366553
52093217,52093-21-7,CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.276954859
52152939,52152-93-9,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,2.147402923
52212029,52212-02-9,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,7.037523754
52712762,52712-76-2,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,2.79553942
53035146,53035-14-6,Cn1cc[n+](COC[n+]2ccn(C)c2C=NO)c1C=NO,3.499694815
53152219,53152-21-9,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,2.891769688
53164059,53164-05-9,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.178005692
53217644,53217-64-4,c1ccc(-c2cc(-c3ccccc3)c3c([o+]2)-c2ccccc2CC3)cc1,3.048475468
53639820,53639-82-0,CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,2.882115455
54484912,54484-91-2,CCN(CC)CCn1c2ccc(CO)c3sc4cc(Cl)ccc4c(c32)[n+]1O,2.063325852
54782557,54782-55-7,CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,3.233915085
55055259,55055-25-9,Cc1cc(C)nc(SC#N)n1,3.372967206
55268741,55268-74-1,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2.193699102
55749309,55749-30-9,Cc1cc(C)nc(SCC(=O)O)n1,2.59823662
55981232,55981-23-2,Clc1ccc(C(c2ccccc2)N2CC[N+]3(CCOCC3)CC2)cc1,3.105061446
56238632,56238-63-2,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,2.32673617
56420452,56420-45-2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,4.598498958
56839431,56839-43-1,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,2.966800221
56973263,56973-26-3,NC(=O)C1N=CNC1=O,2.939802946
57236369,57236-36-9,CC12CCCCCC(Cc3ccc(O)cc31)C2N,3.154285936
57495144,57495-14-4,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,2.803260751
57619291,57619-29-1,CN1CC=CC=C1C=NO,3.043503745
57808658,57808-65-8,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,4.067217593
58581898,58581-89-8,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.815272439
58814861,58814-86-1,CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,3.254973221
59051159,59051-15-9,CC(=O)OCC(CSC(C)=O)SC(C)=O,2.796471991
59122462,59122-46-2,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,4.378558006
59178379,59178-37-9,NCCCNCCSP(=O)(O)O,2.619911087
59467708,59467-70-8,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,3.813946416
59865133,59865-13-3,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,3.918765837
59937289,59937-28-9,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,1.761010193
60414597,60414-59-7,S=c1nc(-c2ccccc2)cc[nH]1,2.575776515
61177455,61177-45-5,O=C(O)C1C(=CCO)OC2CC(=O)N21,1.998176483
61941568,61941-56-8,Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,2.674611122
62305913,62305-91-3,CC1SCC(C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(N)=O)NC1=O,4.310145055
63521153,63521-15-3,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1,1.739141
63968649,63968-64-9,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,2.003608226
63989753,63989-75-3,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)c1ccccc1)CC2,1.218207251
64038091,64038-09-1,CCC1(c2ccc(N)cc2)C(=O)NC(=O)N(C)C1=O,3.094888535
64048131,64048-13-1,CCOP(=S)(OCC)OP(=S)(OC)OC,5.468747465
65193637,65193-63-7,C1=C(c2ccccc2)SC2=C(CCc3ccccc32)C1c1ccccc1,3.070040331
65193648,65193-64-8,c1ccc(C2CC(c3ccccc3)C3CCc4ccccc4C3S2)cc1,3.074979697
65193671,65193-67-1,c1ccc(-c2cc(-c3ccccc3)c3c([s+]2)-c2ccccc2CC3)cc1,3.068796661
65193706,65193-70-6,c1ccc2c(c1)CCc1cc3c([s+]c1-2)-c1ccccc1CC3,3.002070982
65321246,65321-24-6,O=C(c1ccccc1)c1ccc[n+](COC[n+]2ccccc2C=NO)c1,2.993082118
66357593,66357-59-3,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,2.972888721
67031565,67031-56-5,Nc1c(I)cc(I)c(C(=O)O)c1I,2.519371859
67466584,67466-58-4,COc1ccccc1C(=O)N(CC(C[Hg]O)OCCO)C(=O)O,3.63899323
67814760,67814-76-0,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,2.356249311
70228749,70228-74-9,OC(CS)C(O)C(O)C(O)CS,2.468310855
70458967,70458-96-7,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,2.832150023
71295357,71295-35-7,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N(C)C(=O)C(F)(F)F)CC2,5.055461586
71963774,71963-77-4,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,3.054812506
72275673,72275-67-3,COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CN,2.977558699
72558828,72558-82-8,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,2.136399483
72900799,72900-79-9,COP(=O)(OC)c1ncnc(N)c1[N+](=O)[O-],2.81490443
72900835,72900-83-5,COP(=O)(OC)c1ncnc(P(=O)(OC)OC)c1[N+](=O)[O-],3.328829212
72900868,72900-86-8,COP(=O)(OC)c1nc(Cl)ncc1[N+](=O)[O-],3.047218061
73245917,73245-91-7,COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CNC=N,2.509876795
73543687,73543-68-7,CC(N)C(=O)NC1C2C(C(=O)CC(O)C2O)C(=O)OC1(C)C(Cl)Cl,4.970673376
73803482,73803-48-2,NS(=O)(=O)c1cc(C(=O)NN2CC3C4CCC(C4)C3C2)ccc1Cl,2.170113795
73806492,73806-49-2,COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.008964736
73954173,73954-17-3,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,3.644470677
73963721,73963-72-1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,2.567578005
74050978,74050-97-8,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.180309422
74411680,74411-68-0,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1(C)C,3.382914235
74515405,74515-40-5,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)CO)CC2,5.408995386
74849937,74849-93-7,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,2.690302425
75443991,75443-99-1,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,4.467011004
75498963,75498-96-3,COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1.801844424
75918397,75918-39-7,CC1CCC2C(C)C(CCCOC(=O)O)OC3OC4(C)CCC1C32OO4,3.261224182
76005646,76005-64-6,CCCCCCCCCC(=O)OCC[N+]1([O-])CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.829506039
76013315,76013-31-5,CCCCCCCCCC(=O)OCCN1CC[N+]([O-])(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.829506039
76239560,76239-56-0,C[N+]1([O-])CCN(c2ccc(CO)c(Cl)c2)CC1,2.233390437
76239582,76239-58-2,CC[N+]1([O-])CCN(c2ccc(CO)c(Cl)c2)CC1,3.034644497
76239593,76239-59-3,CC(C)N1CCN(c2ccc(CO)c(Cl)c2)CC1,3.429409876
76239606,76239-60-6,CC(C)[N+]1([O-])CCN(c2ccc(CO)c(Cl)c2)CC1,2.278428902
76748862,76748-86-2,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,3.314707178
77517136,77517-13-6,Cc1cc(-c2ccccc2)nc(SCC(=O)O)n1,2.716534195
77517158,77517-15-8,Cc1cc(-c2ccccc2)nc(SC(C(=O)O)c2ccccc2)n1,2.827906638
78018174,78018-17-4,Cc1cc(C(F)(F)F)nc(=S)[nH]1,2.589236729
78213566,78213-56-6,C=C1OC(OC2C(CO)OC(Oc3ccc(C(=O)NCCCNCCCCNCCCCN)cc3)C2O)C(O)C(OC2OC(CO)C(OC3OC(C)C(N)C(O)C3NC(=O)C(C)N)C(O)C2O)C1O,3.54084078
79783349,79783-34-9,Cc1cc(C)[n+](CCCCCC[n+]2c(C)cc(C)cc2C)c(C)c1,3.082556664
80276068,80276-06-8,CN1CCC=C2c3ccccc3C(O)C21,3.303776889
80276079,80276-07-9,CN1CCC=C2c3ccccc3C(OC(=O)c3ccccc3)C21,3.00771507
81216162,81216-16-2,COP(=O)(OC)c1ncc([N+](=O)[O-])c(P(=O)(OC)OC)n1,3.629859208
82419361,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,2.779804451
82864684,82864-68-4,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,2.908118013
83256171,83256-17-1,Cc1cc(C=CN(C)C)ncn1,2.513814012
83256182,83256-18-2,COc1nc(C=CN(C)C)c([N+](=O)[O-])c(OC)n1,2.706284125
83256217,83256-21-7,CN(C)C=Cc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,2.886388062
83256228,83256-22-8,CN(C)C=Cc1nc(-c2ccccc2)nc(-c2ccccc2)n1,2.781584495
85287612,85287-61-2,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)O)cc2)CSC2C(NC(=O)C(NC(=O)c3[nH]cnc3C(=O)O)c3ccccc3)C(=O)N12,2.747987637
85801021,85801-02-1,COc1ccc2c(c1)c(CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,2.147792224
86436331,86436-33-1,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N(C)C(=O)CO)CC2,4.838583217
86436342,86436-34-2,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)COC(C)=O)CC2,5.085992599
86436353,86436-35-3,CCOCC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,5.045699175
86436364,86436-36-4,CCCC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,5.236481391
86436386,86436-38-6,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)C(C)(C)C)CC2,5.031429613
86436422,86436-42-2,CCOC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,3.942735741
86436455,86436-45-5,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)COc1ccccc1)CC2,4.21443761
86436466,86436-46-6,COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(=O)C(F)(F)F)CC2,4.496718179
86495105,86495-10-5,CCC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,5.086116214
86660120,86660-12-0,Cc1cc[n+]2c(O)c(-c3ccccc3)sc2n1,2.687191739
97189361,97189-36-1,Cc1cc(C(=CN(C)C)C(=S)Nc2ccccc2)ncn1,2.775850645
97189418,97189-41-8,COc1nc(CC=NCc2ccccc2)c([N+](=O)[O-])c(OC)n1,2.801152529
99481320,99481-32-0,C=CC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,4.759954511
99481331,99481-33-1,CC=CC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,2.469012324
99671973,99671-97-3,C=c1ccc2c(CCC=C(C)C)coc3c(C)c(=O)c(O)c1c2-3,3.790111975
100370512,100370-51-2,O=C(OCCN1CCCCC1)c1ccco1,2.445744276
100911497,100911-49-7,NCCN1CCCCC1,2.047254545
101651905,101651-90-5,CCN(CC)CC(O)Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21,3.844904977
101651983,101651-98-3,CCN(CCO)CCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21,3.623056228
101652077,101652-07-7,CN(CCO)CCCn1c2nc(=O)[nH]c(=O)c-2nc2c(Cl)c(Cl)ccc21,3.998095793
101832671,101832-67-1,CN1CCC=C2c3ccccc3CC21,3.392743838
101976630,101976-63-0,C=C(Cl)COP(=O)(OC(C)C)N1CCCC1,2.707477711
102584021,102584-02-1,C[n+]1cccc(S(=O)(=O)O)c1C=NO,2.977076323
102787235,102787-23-5,CN(C)Cc1ccc(CSCCN=C(C[N+](=O)[O-])N2CCN(C)CC2)o1,3.106664497
104174596,104174-59-6,CCN(CC)CCOC(=O)c1ccco1,2.358677598
104931875,104931-87-5,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,3.171888374
105532761,105532-76-1,CCCCC1Cc2cc3c(cc2C1N(C)C)OCO3,3.542186166
107072300,107072-30-0,COc1ccc(-c2cc(C)[nH]c(=S)n2)cc1,2.667094162
107072322,107072-32-2,O=C(O)C(Sc1nc(-c2ccccc2)cc(C(F)(F)F)n1)c1ccccc1,2.89252423
107072333,107072-33-3,Cc1cc(C)[n+]2cc(S(=O)(=O)O)sc2n1,2.690736396
108992547,108992-54-7,O=C(NCCN1CCCCC1)c1ccco1,2.94897601
110358899,110358-89-9,CCN(CC)CCNC(=O)c1ccco1,1.961063936
113307112,113307-11-2,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)nc1SC(F)(F)F,2.538139977
113321612,113321-61-2,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)nc1SC(F)(F)C(F)(F)C(F)(F)F,2.64862246
117153910,117153-91-0,NCCC(N)C(=O)NCCC(N)C(O)O,3.988852828
117704651,117704-65-1,CNC1C(C)OC(OC2c3cc(C)c(C(=O)NC(C)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)C2O)C(O)C1OC1OCC(O)C(O)C1O,3.322626513
117941410,117941-41-0,CN1C=CN(COC=COCN2C=CN(C)C2C=NO)C1C=NO,3.480171262
117941421,117941-42-1,CN1C=CN(C=CCN2C=CN(C)C2C=NO)C1C=NO,3.812246108
117941432,117941-43-2,CN1C=CN(C=CCCN2C=CN(C)C2C=NO)C1C=NO,3.340118201
117941443,117941-44-3,Cn1cc[n+](COC(=O)C(C)(C)C)c1C=NO,3.367885821
117941476,117941-47-6,CCC(OC[n+]1ccn(C)c1C=NO)C(C)(C)C,3.596964265
117941487,117941-48-7,CC(CC(C)(C)C)OC[n+]1ccn(C)c1C=NO,3.631564399
117941498,117941-49-8,CC(C)CCOC[n+]1ccn(C)c1C=NO,3.341847329
117941501,117941-50-1,CCCC(C)OC[n+]1ccn(C)c1C=NO,3.124235633
117941512,117941-51-2,CCCC(CC)OC[n+]1ccn(C)c1C=NO,3.433721912
117941523,117941-52-3,CCC(C)C(C)OC[n+]1ccn(C)c1C=NO,3.717506919
117941545,117941-54-5,Cn1cc[n+](COC2CCC2)c1C=NO,3.236390633
117941556,117941-55-6,Cn1cc[n+](COC2CCCC2)c1C=NO,3.083626565
117941567,117941-56-7,Cn1cc[n+](COC2CCCCC2)c1C=NO,3.523117543
117941589,117941-58-9,Cn1cc[n+](COC2CCCCCCC2)c1C=NO,3.146723558
117941590,117941-59-0,Cn1cc[n+](COC2CCCCCCCCCCC2)c1C=NO,3.74785981
117941603,117941-60-3,Cn1cc[n+](COCC2CC2)c1C=NO,3.138059033
117941614,117941-61-4,Cn1cc[n+](COCC2CCCCC2)c1C=NO,3.348904213
117941625,117941-62-5,CC(OC[n+]1ccn(C)c1C=NO)C1CCCCC1,3.229577506
117941636,117941-63-6,CCCC(OC[n+]1ccn(C)c1C=NO)C1CCCC1,3.68346243
117941647,117941-64-7,Cn1cc[n+](COCC2CCCc3ccccc32)c1C=NO,3.652682948
117941658,117941-65-8,COC[n+]1c(C=NO)n(C)c2ccccc21,3.28222202
117941669,117941-66-9,Cn1cc[n+](COC(=O)c2ccc3ccccc3c2)c1C=NO,3.705033962
117941670,117941-67-0,CCC(C)C(=O)OC[n+]1ccn(C)c1C=NO,3.417771568
117941681,117941-68-1,CCCC(=O)OC[n+]1ccn(C)c1C=NO,3.227495307
117982931,117982-93-1,C=CCOC[n+]1ccn(C)c1C=NO,3.213584158
117982942,117982-94-2,C#CCOC[n+]1ccn(C)c1C=NO,3.194858848
117982953,117982-95-3,C#CCCCC[n+]1ccn(C)c1C=NO,3.327662229
117982975,117982-97-5,C#CCCCC[n+]1ccn(COC)c1C=NO,3.161266928
117982986,117982-98-6,C#CCCOC[n+]1ccn(C(C)(C)C)c1C=NO,4.43731531
117982997,117982-99-7,C=C=CCOC[n+]1ccn(C)c1C=NO,3.2578684
117983003,117983-00-3,C#CCCOC[n+]1ccn(C)c1C,3.0412546
117983014,117983-01-4,C#CCCCC[n+]1cn(C)c(C=NO)n1,2.733310434
117983025,117983-02-5,C#CCCOC[n+]1ccc(C=NO)cc1,3.105429782
117983058,117983-05-8,C=C(C)COC[n+]1ccn(C)c1C=NO,3.208807111
117983081,117983-08-1,CC=CCOC[n+]1ccn(C)c1C=NO,3.45279499
117983092,117983-09-2,CCC=CCOC[n+]1ccn(C)c1C=NO,3.341697782
117983116,117983-11-6,CCCC=CCOC[n+]1ccn(C)c1C=NO,3.763661686
117983127,117983-12-7,CC(C)=CCOC[n+]1ccn(C)c1C=NO,3.30158027
117983138,117983-13-8,Cn1cc[n+](COCC=CC(C)(C)C)c1C=NO,3.451530173
117983149,117983-14-9,C=CC(CCC)OC[n+]1ccn(C)c1C=NO,3.347760311
117983172,117983-17-2,C=C(C)CCOC[n+]1ccn(C)c1C=NO,3.30158027
117983183,117983-18-3,C=CCCC(CC=C)OC[n+]1ccn(C)c1C=NO,3.644301562
117983194,117983-19-4,C#CC(C)OC[n+]1ccn(C)c1C=NO,3.500340347
117983207,117983-20-7,C#CC(C)(C)OC[n+]1ccn(C)c1C=NO,3.293798498
117983229,117983-22-9,CC#CC(C)OC[n+]1ccn(C)c1C=NO,3.229605646
117983230,117983-23-0,C#CC(CC)OC[n+]1ccn(C)c1C=NO,3.301553963
117983241,117983-24-1,C#CC(CCC)OC[n+]1ccn(C)c1C=NO,3.420758932
117983252,117983-25-2,C#CCCOC[n+]1ccn(C)c1C=NO,3.139589293
117983263,117983-26-3,CC#CCCOC[n+]1ccn(C)c1C=NO,2.975809079
117983274,117983-27-4,C#CCC(C)OC[n+]1ccn(C)c1C=NO,3.379408531
117983285,117983-28-5,C#CC(C)C(C)OC[n+]1ccn(C)c1C=NO,3.507912337
117983309,117983-30-9,C#CCCCOC[n+]1ccn(C)c1C=NO,3.313453186
117983332,117983-33-2,Cn1cc[n+](COCc2ccc(C(F)(F)F)cc2)c1C=NO,2.839315021
117983354,117983-35-4,Cn1cc[n+](COCCc2ccccc2C(F)(F)F)c1C=NO,4.321969357
117983365,117983-36-5,CCCC(OC[n+]1ccn(C)c1C=NO)c1ccccc1,3.908233284
117983376,117983-37-6,Cn1cc[n+](COCCCCc2ccccc2)c1C=NO,3.380770337
117983387,117983-38-7,Cn1cc[n+](COC(c2ccccc2)C2CCCC2)c1C=NO,3.493173596
117983398,117983-39-8,Cn1cc[n+](COCC=Cc2ccccc2)c1C=NO,3.011846423
117983401,117983-40-1,CCC(C#Cc1ccccc1)OC[n+]1ccn(C)c1C=NO,3.696598082
117983412,117983-41-2,CC(C)C(C#Cc1ccccc1)OC[n+]1ccn(C)c1C=NO,3.52157344
121808626,121808-62-6,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,1.785813697
123489623,123489-62-3,CC1CCC[N+]1(C)CC(=O)c1ccc(-c2ccc(C(=O)C[N+]3(C)CCCC3C)cc2)cc1,6.038230632
123489634,123489-63-4,CC1CC[N+](C)(CC(=O)c2ccc(-c3ccc(C(=O)C[N+]4(C)CCC(C)C4)cc3)cc2)C1,5.940013159
123489645,123489-64-5,C[N+]1(CC(=O)c2ccc(-c3ccc(C(=O)C[N+]4(C)CCCC4)cc3)cc2)CCCC1,5.986921307
123489656,123489-65-6,O=C(CN1CCCC1)c1ccc(-c2ccc(C(=O)CN3CCCC3)cc2)cc1,2.973704989
123489678,123489-67-8,C[N+]1(CC(=O)c2ccc(-c3ccc(C(=O)C[N+]4(C)CCOCC4)cc3)cc2)CCOCC1,5.28524648
123489689,123489-68-9,CC1C[N+](C)(CC(=O)c2ccc(-c3ccc(C(=O)C[N+]4(C)CCOC(C)C4)cc3)cc2)CCO1,4.758127446
123489690,123489-69-0,C[N+](C)(CC(=O)c1ccc(-c2ccc(C(=O)C[N+](C)(C)CC3OCCCO3)cc2)cc1)CC1OCCCO1,5.021530817
123489703,123489-70-3,O=C(CN1CCCCC1)c1ccc(-c2ccc(C(=O)CN3CCCCC3)cc2)cc1,3.256728481
130839939,130839-93-9,CNCCn1c(=O)n(CCNC)c(=O)n(CCNC)c1=O,3.859598337
132618145,132618-14-5,CCc1cccnc1CN(CC)CCN1C(=O)[N+](CC)(CC[N+](CC)(CC)Cc2ncccc2CC)C(=O)[N+](CCN)(Cc2ccccn2)C1=O,4.321891367
132684367,132684-36-7,C[N+](C)(CCOc1nc(OCC[N+](C)(C)Cc2ccccc2)nc(OCC[N+](C)(C)Cc2ccccc2)n1)Cc1ccccc1,4.391530001
132684378,132684-37-8,CC[N+](CC)(CCOc1nc(OCC[N+](CC)(CC)Cc2ccccc2)nc(OCC[N+](CC)(CC)Cc2ccccc2)n1)Cc1ccccc1,4.68673865
132684389,132684-38-9,C[N+](C)(CCn1c(=O)n(CC[N+](C)(C)Cc2ccccc2)c(=O)n(CC[N+](C)(C)Cc2ccccc2)c1=O)Cc1ccccc1,4.427742173
132684403,132684-40-3,CC[N+](CC)(CCn1c(=O)n(CC[N+](CC)(CC)Cc2ccccc2)c(=O)n(CC[N+](CC)(CC)Cc2ccccc2)c1=O)Cc1ccccc1,4.800219215
132684414,132684-41-4,Cc1cccc(C[N+](C)(C)CCn2c(=O)n(CC[N+](C)(C)Cc3ccccc3C)c(=O)n(CC[N+](C)(C)Cc3ccccc3C)c2=O)c1,4.205391872
132684425,132684-42-5,Cc1ccc(C)c(C[N+](C)(C)CCn2c(=O)n(CC[N+](C)(C)Cc3ccc(C)c(C)c3)c(=O)n(CC[N+](C)(C)Cc3cccc(C)c3C)c2=O)c1,4.339951164
