RTECS_ID,CAS_RN,SMILES,rat_skin_LD50
2691410,2691-41-0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,1.772550531
2700892,2700-89-2,CS(=O)(=O)C(Cl)=CCl,2.544157376
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.168377648
2764729,2764-72-9,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.628900743
2778043,04-03-78,COc1coc(CSP(=O)(OC)OC)cc1=O,3.333583673
2782709,2782-70-9,COP(=S)(OC)SCc1ccc(SP(=S)(OC)OC)cc1,1.907923827
2797515,2797-51-5,NC1=C(Cl)C(=O)c2ccccc2C1=O,1.618290815
2820511,2820-51-1,CN1CCCC1c1cccnc1,3.064019194
2897463,2897-46-3,CCCCCC[Sn](CCCCCC)(CCCCCC)CC(=O)O,2.937783603
2905239,2905-23-9,O=S(=O)(Cl)c1ccccc1Cl,1.436132607
2906801,2906-80-1,c1cc2c(c(OCCN3CCCCC3)c1)OCCO2,1.92915019
2921882,2921-88-2,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.239449394
2997924,2997-92-4,CC(C)(N=NC(C)(C)C(=N)N)C(=N)N,1.526413757
3037727,3037-72-7,CCO[Si](C)(CCCCN)OCC,3.659332948
3060897,3060-89-7,CON(C)C(=O)Nc1ccc(Br)cc1,1.936351187
3337711,3337-71-1,COC(=O)NS(=O)(=O)c1ccc(N)cc1,1.362190208
3347226,3347-22-6,N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,2.173693135
3383968,3383-96-8,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,2.53211153
3737222,3737-22-2,CC(C)OC(=O)c1cncc(C(=O)OC(C)C)c1,1.427033526
3740929,3740-92-9,Clc1cc(Cl)nc(-c2ccccc2)n1,2.051303052
3766812,3766-81-2,CCC(C)c1ccccc1OC(=O)NC,1.617572729
3811492,3811-49-2,COP1(=S)OCc2ccccc2O1,2.732791681
3813056,2005/6/13,O=C(O)Cn1c(=O)sc2cccc(Cl)c21,1.687833841
3825261,3825-26-1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.771969433
3861470,3861-47-0,CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I,2.99748599
3878191,3878-19-1,c1coc(-c2nc3ccccc3[nH]2)c1,2.566314906
3942549,3942-54-9,CNC(=O)Oc1ccccc1Cl,2.569631366
4104147,4104-14-7,CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,4.176342498
4205918,4205-91-8,Clc1cccc(Cl)c1NC1=NCCN1,3.516814804
4242335,4242-33-5,O=C(OCCF)C(c1ccccc1)c1ccccc1,4.810050964
4312974,4312-97-4,O=C(O)C=CCl,1.436317623
4342363,4342-36-3,CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1,2.91245766
4470728,4470-72-8,COc1nc(Nc2ccc(C=Cc3ccc(Nc4nc(OC)nc(N(CCO)CCO)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)nc(N(CCO)CCO)n1,3.201302061
4824786,4824-78-6,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,2.59555574
4849325,4849-32-5,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,1.258612408
4904614,4904-61-4,C1=CCCC=CCCC=CCC1,1.653951793
5221534,5221-53-4,CCCCc1c(C)[nH]c(N(C)C)nc1=O,2.718694712
5234684,5234-68-4,CC1=C(C(=O)Nc2ccccc2)SCCO1,2.350447393
5281130,5281-13-0,CCCCOCCOCCOC(OCCOCCOCCCC)c1ccc2c(c1)OCO2,1.960543075
5598130,5598-13-0,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,1.938854593
5827054,2005/4/27,CCS(=O)CSP(=S)(OC(C)C)OC(C)C,4.036342255
5834968,5834-96-8,COP(=S)(OC)Oc1ccc(N=Nc2ccc(Cl)cc2)cc1,2.376298287
5836102,10-02-36,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.35438763
5836293,5836-29-3,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,3.863819338
5903139,5903-13-9,CN(C(=O)CF)c1cccc2ccccc12,3.008566188
5915413,5915-41-3,CCNc1nc(Cl)nc(NC(C)(C)C)n1,1.8840681
6062266,6062-26-6,Cc1cc(Cl)ccc1OCCCC(=O)O,2.359218688
6842155,6842-15-5,CCC,1.343379049
6923224,6923-22-4,CNC(=O)C=C(C)OP(=O)(OC)OC,3.299408061
6988212,6988-21-2,CNC(=O)Oc1ccccc1C1OCCO1,1.871627414
7122045,2004/5/22,CNC(=O)Oc1ccccc1C1OC(C)C(C)O1,2.099131384
7287196,7287-19-6,CSc1nc(NC(C)C)nc(NC(C)C)n1,1.891310801
7287367,7287-36-7,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,2.476661383
7292162,7292-16-2,CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,3.536427181
7300347,7300-34-7,NCCCOCCCCOCCCN,3.009268131
7473985,7473-98-5,CC(C)(O)C(=O)c1ccccc1,1.374713171
7786347,7786-34-7,COC(=O)C=C(C)OP(=O)(OC)OC,4.734350615
8001501,8001-50-1,C=C1C(C)(C)C2(Cl)C(Cl)C1(Cl)C(Cl)(Cl)C2(Cl)Cl,4.275717811
8004862,8004-86-2,CCN=C1C=CC(=C(c2ccc(NCC)cc2)c2ccc(NCC)c(C)c2)C=C1,1.63184383
9003354,9003-35-4,COc1cccc(C)c1O,1.839371189
9006422,9006-42-2,S=C(S)NCCNC(=S)S,1.827134065
10004441,10004-44-1,Cc1cc(=O)[nH]o1,0.996025446
10265926,10265-92-6,COP(N)(=O)SC,3.450655492
10311849,10311-84-9,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,4.148177229
10433597,10433-59-7,O=C(O)CCCOc1ccc(Cl)cc1Cl,2.493271536
10443706,10443-70-6,CCOC(=O)CCCOc1ccc(Cl)cc1C,1.807414938
10453868,10453-86-8,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,1.790930041
10552746,10552-74-6,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,2.072310202
10605217,10605-21-7,COC(=O)Nc1nc2ccccc2[nH]1,1.980435178
10606889,10606-88-9,CCCCSCCSP(=S)(OCC)OCC,3.109610137
11042641,11042-64-1,COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O,3.780245284
12071839,12071-83-9,CC1CNC(=S)S[Zn]SC(=S)N1,2.462084894
12122677,12122-67-7,S=C([S-])NCCNC1=[S][Zn+2][S-]1,2.042597561
12789036,12789-03-6,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,2.591068341
13067931,13067-93-1,CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,2.180875347
13071799,13071-79-9,CCOP(=S)(OCC)SCSC(C)(C)C,4.590823767
13104217,13104-21-7,COP(=O)(OC)OC(=CBr)c1ccc(Cl)cc1Cl,2.274123197
13121705,13121-70-5,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.93632887
13171216,13171-21-6,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,3.379763688
13181174,13181-17-4,O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,2.186600396
13194484,13194-48-4,CCCSP(=O)(OCC)SCCC,3.606284606
13254336,13254-33-6,COC(=O)CCC[N+](C)(C)C,1.276162146
13265606,13265-60-6,COP(=S)(OC)SCCNC(C)=O,2.812092991
13356086,13356-08-6,CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1,3.022306686
13360457,13360-45-7,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,2.16664913
13457186,13457-18-6,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,2.271110587
13516273,13516-27-3,N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)N,2.37483996
13593038,13593-03-8,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,2.997537822
13684634,13684-63-4,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,2.778605574
13893533,13893-53-3,CC(C)C(C)(N)C#N,3.072176344
14214325,14214-32-5,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,2.12442991
14255880,14255-88-0,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,2.72908723
14437173,14437-17-3,COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.262702691
14698294,14698-29-4,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,2.115998042
14816183,14816-18-3,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.474659077
14816207,14816-20-7,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1Cl,2.823146755
15271417,15271-41-7,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,2.082207123
15310017,15310-01-7,O=C(Nc1ccccc1)c1ccccc1I,2.208351317
15457053,15457-05-3,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,2.039019969
15545489,15545-48-9,Cc1ccc(NC(=O)N(C)C)cc1Cl,2.026696656
15972608,15972-60-8,CCc1cccc(CC)c1N(COC)C(=O)CCl,2.351815626
16090021,16090-02-1,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,2.467839865
16369214,16369-21-4,CCCNCCO,1.758984305
16752775,16752-77-5,CNC(=O)ON=C(C)SC,2.005968351
16980895,16980-89-5,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,2.370504763
17040196,17040-19-6,CCS(=O)(=O)CCSP(=O)(OC)OC,2.719810073
17109498,17109-49-8,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,2.703018613
17321470,17321-47-0,COP(=N)(S)OC,1.510139007
17754904,17754-90-4,CCN(CC)c1ccc(C=O)c(O)c1,1.888170505
17804352,17804-35-2,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,2.462881443
18063031,18063-03-1,NC(=O)c1c(F)cccc1F,1.497258702
18181709,18181-70-9,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,2.283511592
18181801,18181-80-1,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,2.029505525
18530568,18530-56-8,CN(C)C(=O)NC1CC2CC1C1CCCC21,0.985274139
18691979,18691-97-9,CNC(=O)N(C)c1nc2ccccc2s1,2.645981972
18854018,18854-01-8,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,2.842768674
19095886,19095-88-6,Cc1cc(Cl)ccc1OC(C)C(=O)O,1.729666855
19219864,19219-86-4,CCC(c1ccccc1)C(C)C,1.909224298
19396066,19396-06-6,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C1OC(n2cc(CO)c(=O)[nH]c2=O)C(O)C1O,1.40432817
19408469,19408-46-9,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,1.976998414
19666309,19666-30-9,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.822100153
19683091,19683-09-1,Cc1nn(-c2ccc3cc(-c4ccccc4)c(=O)oc3c2)nc1-c1ccccc1,2.880149071
19937598,19937-59-8,COc1ccc(NC(=O)N(C)C)cc1Cl,2.058196289
20354261,20354-26-1,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,1.408146816
20856579,20856-57-9,O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.526898588
21087649,21087-64-9,CSc1nnc(C(C)(C)C)c(=O)n1N,2.029980016
21145777,21145-77-7,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,1.51248041
21259201,21259-20-1,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.260636818
21564170,21564-17-0,N#CSCSc1nc2ccccc2s1,1.678267016
21609905,21609-90-5,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,3.971520429
21725462,21725-46-2,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,2.302291236
21757824,21757-82-4,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.526893425
21923239,21923-23-9,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,3.794382267
22224926,22224-92-6,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,3.578874055
22591215,22591-21-5,CC(C)(C)C(=O)C(Cl)Cl,1.52904774
22781233,22781-23-3,CNC(=O)Oc1cccc2c1OC(C)(C)O2,2.595932237
22936750,22936-75-0,CCNc1nc(NC(C)C(C)C)nc(SC)n1,1.930084334
23031369,23031-36-9,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,1.778727033
23031381,23031-38-1,C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,1.757959032
23103982,23103-98-2,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,2.678137635
23135220,23135-22-0,CNC(=O)ON=C(SC)C(=O)N(C)C,1.988788776
23233887,23233-88-7,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,2.365092822
23422539,23422-53-9,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,1.596714881
23505411,23505-41-1,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,2.52295778
23560590,23560-59-0,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,2.097982264
23564058,23564-05-8,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.534536293
23564069,23564-06-9,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,1.392645374
23947606,23947-60-6,CCCCc1c(C)[nH]c(NCC)nc1=O,2.320754703
24017478,24017-47-8,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,2.454594047
24096535,24096-53-5,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,1.387526857
24151937,24151-93-7,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,2.215938672
24437603,24437-60-3,O=S(=O)(CCl)c1ccc(Br)cc1,2.129604507
24565137,24565-13-7,CCNc1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(NCC)nc(Nc5ccccc5)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,2.299341656
24934916,24934-91-6,CCOP(=S)(OCC)SCCl,3.939167829
25057890,25057-89-0,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,1.982784844
25059807,25059-80-7,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,2.111910303
25103520,25103-52-0,CC(C)CCCCC(=O)O,1.857977427
25104374,25104-37-4,C=COCC,0.556947432
25134218,25134-21-8,CC12C=CC(C1)C1C(=O)OC(=O)C12,1.558910913
25201358,25201-35-8,CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.210669215
25311711,25311-71-1,CCOP(S)(=NC(C)C)Oc1ccccc1C(=O)OC(C)C,3.264165741
25366238,25366-23-8,CNC(=O)N(C)c1nnc(C(F)(F)F)s1,2.048152623
26087478,26087-47-8,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,1.890778724
26225796,26225-79-6,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,2.298533179
26399360,26399-36-0,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.039636768
26401978,26401-97-8,CCCCCCCC[Sn](CCCCCCCC)(SCC(=O)OCCCCCC(C)C)SCC(=O)OCCCCCC(C)C,2.523927313
26419738,26419-73-8,CNC(=O)ON=CC1(C)SCC(C)S1,2.89273629
26644462,26644-46-2,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.638455311
26957733,26957-73-3,OCCN1CNC(=S)NC1,1.906415858
27223490,27223-49-0,C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,1.778727033
27344418,27344-41-8,O=S(=O)(O)c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)O)cc2)cc1,2.714842562
27355222,27355-22-2,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,1.434431569
27371955,27371-95-5,CCCC[Sn]1(CCCC)OCCS1,2.092107007
27512727,27512-72-7,CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12,1.377805112
27811887,27811-88-7,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1[N+](=O)[O-],2.805289716
27954376,27954-37-6,CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,2.146470683
27955948,27955-94-8,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,2.185203483
28217972,28217-97-2,Cc1cc(Cl)ccc1NC(=S)N(C)C,2.026918846
28249776,28249-77-6,CCN(CC)C(=O)SCc1ccc(Cl)cc1,1.94886133
28557257,28557-25-7,C=CCN1CCn2c1nc1c2c(=O)n(C)c(=O)n1C,1.718144474
28559004,28559-00-4,COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,2.517670854
28616480,28616-48-0,CCOP(=O)(OP(=O)(OCC)N(C)C)N(C)C,4.459725621
29091212,29091-21-2,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],2.243406422
29104301,29104-30-1,CCN(OC(=O)c1ccccc1)C(=O)c1c(OC)ccc(Cl)c1OC,1.384767854
29173317,29173-31-7,COC(=O)N(C)C(=O)CSP(C)(=S)OC,2.576117297
29232937,29232-93-7,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,1.822781822
29387868,29387-86-8,CCCCOC(O)CC,1.820211315
29973135,29973-13-5,CCSCc1ccccc1OC(=O)NC,2.29208841
30043493,30043-49-3,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,1.723179738
30560191,30560-19-1,COP(=O)(NC(C)=O)SC,1.864911966
30864289,30864-28-9,COC(=O)C(C)=COP(=S)(OC)OC,1.889242045
30979487,30979-48-7,CC(C)CNC(=O)N1CCNC1=O,2.568734288
31218834,31218-83-4,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,2.697912242
31251033,31251-03-3,FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1,2.579080156
31900046,31900-04-6,CNc1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(NC)nc(Nc5ccccc5)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,2.8858371
32809168,32809-16-8,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,2.055595424
32861851,32861-85-1,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],4.798131115
33060843,33060-84-3,CCCC[P+](CCCC)(CCCC)Cc1ccc(Cl)s1,2.523654137
33089611,33089-61-1,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,2.263360849
33245395,33245-39-5,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.949023874
33399007,33399-00-7,CCOP(=O)(OCC)OC(=CBr)c1ccc(Cl)cc1Cl,2.305377168
33439451,33439-45-1,CN(C)C(=O)Nc1ccc(SC(F)(F)Cl)c(Cl)c1,2.799577623
33693048,33693-04-8,CCNc1nc(NC(C)(C)C)nc(OC)n1,1.851694219
33921129,33921-12-9,Nc1ccccc1,1.822956904
34014181,34014-18-1,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,1.659575854
34123596,34123-59-6,CC(C)c1ccc(NC(=O)N(C)C)cc1,2.013446075
34264249,34264-24-9,CCCC(=O)CNC(=O)Oc1cc(C)cc(C(C)C)c1,1.840990101
34462969,34462-96-9,C=CC(=O)Oc1c(Br)cc(Cl)c2cccnc12,1.993860241
34491128,34491-12-8,CCSP(=O)(CCl)SCC,3.442243535
34643464,34643-46-4,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,1.947072854
34681237,34681-23-7,CNC(=O)ON=C(C)C(C)S(C)(=O)=O,1.305480349
35256850,35256-85-0,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,2.066987115
35367385,35367-38-5,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,1.492323082
35400432,35400-43-2,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,2.110531801
35554440,35554-44-0,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1.849777595
35575963,35575-96-3,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,2.179019753
36001884,36001-88-4,COP(S)(=NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],1.784343365
36322904,36322-90-4,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1.821320903
36335678,36335-67-8,CCOP(S)(=NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],1.919551372
36499657,36499-65-7,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,1.725382914
36519003,36519-00-3,CCOP(=O)(Oc1ccc(Cl)cc1Cl)Oc1ccc(Cl)cc1Cl,1.920148381
36614387,36614-38-7,COP(=S)(OC)SCCSC(C)C,2.984253866
36756793,36756-79-3,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.844242569
37248478,37248-47-8,OCC1=CC(NC2CC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1.997817843
37893020,37893-02-0,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,1.920488565
37894465,37894-46-5,COCCO[Si](CCCl)(OCCOC)OCCOC,2.0094975
38051024,38051-02-4,CCN(CC)c1ccc(N=Nc2ccc(S(=O)(=O)N(C)C)cc2)c(S(=O)(=O)NCC[n+]2ccccc2)c1,1.782720199
38083179,38083-17-9,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,1.767550635
38260547,38260-54-7,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,2.164794362
38524822,38524-82-2,CCCSP(=O)(OCC)Oc1c(Cl)cc(Cl)cc1Cl,3.162719697
39196184,39196-18-4,CNC(=O)ON=C(CSC)C(C)(C)C,3.748032894
39515407,39515-40-7,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,1.875602925
39515418,39515-41-8,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,2.603840936
40607485,40607-48-5,CC(=CCO)CCCC(C)C,1.892842837
40843252,40843-25-2,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,1.815794178
41083118,41083-11-8,c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,2.63971752
41096462,41096-46-2,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,1.72660497
41198087,41198-08-7,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,2.365622838
41295287,41295-28-7,COc1ccc(C(=O)c2cccc(C)c2)cc1C,1.778697394
41394052,41394-05-2,Cc1nnc(-c2ccccc2)c(=O)n1N,2.606847659
42125462,42125-46-2,CC(C)(C)C1CCC(OC(=O)Cl)CC1,2.038866444
42509808,42509-80-8,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.424697575
42609529,42609-52-9,Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,1.884649739
50471448,50471-44-8,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,2.155509113
50512351,50512-35-1,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,1.45228172
50563365,50563-36-5,COCCN(C(=O)CCl)c1c(C)cccc1C,1.906747889
51218452,51218-45-2,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,1.951951599
51218496,51218-49-6,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,2.002588232
51235042,51235-04-2,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,1.679478848
51249059,51249-05-9,CCCCNC1(P(=O)(OCCCC)OCCCC)CCCCC1,1.461748567
51308544,51308-54-4,CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,1.872276343
52112091,52112-09-1,CCCC[Sn](CCCC)(OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,2.661785246
52237033,52237-03-3,O=S(=O)(O)c1cc(-n2ncc(-c3ccccc3)n2)ccc1C=Cc1ccc(-n2ncc(-c3ccccc3)n2)cc1S(=O)(=O)O,3.098073058
52315078,52315-07-8,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.66786559
52508357,52508-35-7,CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,2.438176723
52570168,52570-16-8,CC(Oc1ccc2ccccc2c1)C(=O)Nc1ccccc1,1.765445018
52645531,52645-53-1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,2.34946514
52671268,52671-26-8,CCCCOC(=O)COC(=O)COc1ccc(Cl)cc1Cl,2.127341975
52756226,52756-22-6,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.356761812
52756259,52756-25-9,COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3.057684213
52820005,52820-00-5,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.800378513
53720846,53720-84-6,Clc1ccc(N2CCN(c3ccc(Cl)cc3)C2C(Cl)(Cl)Cl)cc1,1.613375577
53874661,53874-66-1,ClCc1cccc(Oc2ccccc2)c1,1.582191277
54406483,54406-48-3,C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)C(C)=CCC,1.739420433
55179312,55179-31-2,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,1.829204678
55219653,55219-65-3,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,1.771984117
55285148,55285-14-8,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,2.279386296
55635137,55635-13-7,C=CCON=C(CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,1.810755239
55792240,55792-24-0,CCCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,2.876842267
55814410,55814-41-0,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,1.430307305
55861784,55861-78-4,CN(C)C(=O)Nc1cc(C(C)(C)C)on1,1.62585755
56073075,56073-07-5,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,3.948931071
