RTECS_ID,CAS_RN,SMILES,rabbit_oral_LD50
548629,548-62-9,CN(C)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,3.395076988
552307,552-30-7,O=C(O)c1ccc2c(c1)C(=O)OC2=O,1.535398114
555293,555-29-3,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,2.47163934
555840,555-84-0,O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,2.61980684
556241,556-24-1,COC(=O)CC(C)C,1.30971542
557006,557-00-6,CCCOC(=O)CC(C)C,1.24402995
572485,572-48-5,CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,2.867339007
576261,576-26-1,Cc1cccc(C)c1O,2.241855869
581895,581-89-5,O=[N+]([O-])c1ccc2ccccc2c1,1.815229291
584087,584-08-7,O=C(O)O,2.591162647
584134,584-13-4,Nn1cnnc1,0.82779302
586061,586-06-1,CC(C)NCC(O)c1cc(O)cc(O)c1,1.832058942
589593,589-59-3,CC(C)COC(=O)CC(C)C,1.309737217
592847,592-84-7,CCCCOC=O,1.584938018
593919,593-91-9,C[Bi](C)C,2.720133665
596510,596-51-0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,2.130111521
597648,597-64-8,CC[Sn](CC)(CC)CC,4.525894045
599791,599-79-1,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1.725258066
604751,604-75-1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.156424963
608731,608-73-1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.685490939
611756,611-75-6,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,1.575344902
622526,622-52-6,Cc1ccc(NC(N)=S)cc1,3.220759042
623427,623-42-7,CCCC(=O)OC,1.480249389
624431,624-43-1,O=[N+]([O-])OCC(O)CO,1.835978949
626175,626-17-5,N#Cc1cccc(C#N)c1,2.709724375
628637,628-63-7,CCCCCOC(C)=O,1.2453359
629403,629-40-3,N#CCCCCCCC#N,3.736230722
637070,637-07-0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.248352788
637321,637-32-1,CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,3.228292542
646060,646-06-0,C1COCO1,1.153691767
650511,650-51-1,O=C(O)C(Cl)(Cl)Cl,1.435066248
659701,659-70-1,CC(C)CCOC(=O)CC(C)C,1.091443651
673314,673-31-4,NC(=O)OCCCc1ccccc1,2.202231527
683181,683-18-1,CCCC[Sn](Cl)(Cl)CCCC,6.783687807
683578,683-57-8,NC(=O)CBr,3.354435942
690948,690-94-8,C=CC#CC(C)(C)O,2.13891817
693210,693-21-0,O=[N+]([O-])OCCOCCO[N+](=O)[O-],2.267204947
706796,706-79-6,FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,2.941917639
731271,731-27-1,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,2.841689759
757584,757-58-4,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,4.382150031
759944,759-94-4,CCCN(CCC)C(=O)SCC,1.855601745
777117,777-11-7,Clc1cc(Cl)c(OCC#CI)cc1Cl,2.347126371
780110,780-11-0,CNC(=O)Oc1cccc(C(C)(C)C)c1,2.613251355
786196,786-19-6,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,2.438225808
824113,824-11-3,CCC12COP(OC1)OC2,3.510879985
872504,872-50-4,CN1CCCC1=O,1.452150205
875285,875-28-5,O=C(O)c1cccc(O)c1O,1.710740564
884491,884-49-1,O=S1(=O)CCC(NNc2ccccc2)C1,2.509588433
900958,900-95-8,CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,4.134679561
950378,950-37-8,COc1nn(CSP(=S)(OC)OC)c(=O)s1,3.681153623
955486,955-48-6,CNC(C)C(O)c1ccc(NS(C)(=O)=O)cc1,2.315286685
957517,957-51-7,CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.202884106
959240,959-24-0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,2.435159271
963393,963-39-3,O=C1C[N+](O)=C(c2ccccc2)c2cc(Cl)ccc2N1,2.661019464
991424,991-42-4,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,2.708914407
999815,999-81-5,C[N+](C)(C)CCCl,3.24345973
999973,999-97-3,C[Si](C)(C)N[Si](C)(C)C,2.166502773
1000700,1000-70-0,C[Si](C)(C)N=C=N[Si](C)(C)C,2.032918479
1003787,1003-78-7,CC1CC(C)S(=O)(=O)C1,3.110229479
1005932,1005-93-2,CCC12COP(=O)(OC1)OC2,4.551752435
1024573,1024-57-3,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,3.431944223
1069665,1069-66-5,CCCC(CCC)C(=O)O,1.992281367
1071836,1071-83-6,O=C(O)CNCP(=O)(O)O,1.648290662
1085989,1085-98-9,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1.978685172
1113026,1113-02-6,CNC(=O)CSP(=O)(OC)OC,3.629807011
1115704,1115-70-4,CN(C)C(=N)N=C(N)N,2.567083529
1128672,1128-67-2,Cn1c(=NN)sc2ccccc21,3.005481052
1131186,1131-18-6,Cc1cc(N)n(-c2ccccc2)n1,2.238595527
1147622,1147-62-2,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,2.833511882
1162658,1162-65-8,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,5.892480007
1461229,1461-22-9,CCCC[Sn](Cl)(CCCC)CCCC,7.035445749
1461230,1461-23-0,CCCC[SnH2+](CCCC)CCCC,6.465494385
1492020,1492-02-0,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,2.487921792
1498642,1498-64-2,CCOP(=S)(Cl)Cl,2.323453515
1582098,1582-09-8,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.224380243
1609478,1609-47-8,CCOC(=O)OC(=O)OCC,2.510922843
1639607,1639-60-7,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,3.616999062
1675543,1675-54-3,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,2.235348601
1689834,1689-83-4,N#Cc1cc(I)c(O)c(I)c1,3.314001892
1689845,1689-84-5,N#Cc1cc(Br)c(O)c(Br)c1,3.027373133
1689992,1689-99-2,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,2.304397886
1698608,1698-60-8,Nc1cnn(-c2ccccc2)c(=O)c1Cl,2.044631862
1713151,1713-15-1,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,2.743740178
1743131,1743-13-1,C1NNCN2CNNCN12,3.204668536
1746016,1746-01-6,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,6.447122963
1754581,1754-58-1,CNP(=O)(NC)Oc1ccccc1,3.502075796
1765486,1765-48-6,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.065170342
1776836,1776-83-6,CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,3.642610909
1812302,1812-30-2,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,2.272017471
1824528,1824-52-8,CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.90514476
1836755,1836-75-5,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,2.243953162
1847241,1847-24-1,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.753850102
1861401,1861-40-1,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.224380243
1882264,1882-26-4,CNC(=O)OCc1cccc(COC(=O)NC)n1,1.775174243
1912249,1912-24-9,CCNc1nc(Cl)nc(NC(C)C)n1,2.45876472
1918009,1918-00-9,COc1c(Cl)ccc(Cl)c1C(=O)O,2.043438911
1918021,2002/1/18,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,2.081816999
1918134,1918-13-4,NC(=S)c1c(Cl)cccc1Cl,2.836950415
1918167,1918-16-7,CC(C)N(C(=O)CCl)c1ccccc1,2.732418379
1929824,1929-82-4,Clc1cccc(C(Cl)(Cl)Cl)n1,2.510351331
1944123,12-03-44,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,1.77327966
2030639,2030-63-9,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,2.499143416
2047145,2047-14-5,CCOP(=S)(OCC)SCC(N)=O,4.210032999
2062784,2062-78-4,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.06216441
2088724,2088-72-4,CCOC(=O)CSP(=O)(OC)OC,2.735077768
2104963,2104-96-3,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2.706148589
2152343,2152-34-3,N=C1NC(=O)C(c2ccccc2)O1,2.546974276
2155706,2155-70-6,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,3.398103273
2160943,2160-94-3,OCC1(CO)CC=CCC1,1.621414571
2163806,2163-80-6,C[As](=O)(O)O,3.137434791
2164172,2164-17-2,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,1.967931558
2275185,2275-18-5,CCOP(=S)(OCC)SCC(=O)NC(C)C,4.525990911
2275232,2275-23-2,CNC(=O)C(C)SCCSP(=O)(OC)OC,3.254280639
2487016,01-06-87,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],3.568610883
2524041,2004/1/24,CCOP(=S)(Cl)OCC,2.321336021
2540821,2540-82-1,COP(=S)(OC)SCC(=O)N(C)C=O,2.78714492
2593159,2593-15-9,CCOc1nc(C(Cl)(Cl)Cl)ns1,2.502097402
2595542,2595-54-2,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,3.739545975
2646971,2646-97-1,Nc1cccc(C(F)(F)F)c1,2.41829051
2655143,2655-14-3,CNC(=O)Oc1cc(C)cc(C)c1,2.680512448
2691410,2691-41-0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,3.772550531
2698411,2698-41-1,N#CC(C#N)=Cc1ccccc1Cl,3.120244796
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.44137892
2759719,2759-71-9,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,1.880749423
2764729,2764-72-9,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,3.261067266
2845821,2845-82-1,O=c1[nH]nc(-c2ccncc2)o1,2.212549809
2898126,12-06-98,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,2.708313448
2921882,2921-88-2,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,2.544800763
2969871,2969-87-1,C=COC(=O)CCCCC(=O)OC,1.477604314
2971382,2971-38-2,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,2.596451222
2971906,2971-90-6,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,1.380313018
3042840,3042-84-0,Nc1cnn(-c2ccccc2)c(=O)c1Br,2.124011615
3056937,3056-93-7,Cc1[nH]c2ccccc2c1C=CC1=[N+](C)c2ccccc2C1(C)C,1.84570425
3337711,3337-71-1,COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061160212
3383968,3383-96-8,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,3.17328776
3385419,3385-41-9,O=C(O)CCCCC(=O)O,1.123382361
3485823,3485-82-3,Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.711607203
3486860,3486-86-0,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,2.9076349
3495429,3495-42-9,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,1.950900089
3926623,3926-62-3,O=C(O)CCl,2.782293423
4074902,4074-90-2,C=COC(=O)CCCCC(=O)OC=C,1.663674634
4080313,4080-31-3,ClC=CC[N+]12CN3CN(CN(C3)C1)C2,3.438996595
4171113,11-03-71,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)O1,2.005621449
4205521,4205-52-1,CCCCNP(=S)(OCC)Sc1ccccc1,3.285416272
4205918,4205-91-8,Clc1cccc(Cl)c1NC1=NCCN1,3.458822857
4232842,4232-84-2,Nc1ccc(OP(=O)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1,2.967703555
4242335,4242-33-5,O=C(OCCF)C(c1ccccc1)c1ccccc1,5.633959705
4312974,4312-97-4,O=C(O)C=CCl,2.425322238
4317140,4317-14-0,C=[N+](C)O.CC=C1c2ccccc2CCc2ccccc21,2.92925013
4344552,4344-55-2,CCCCOc1ccc(N)cc1,2.519134669
4351706,4351-70-6,CC(OP(=O)(OCCCl)C(C)OP(=O)(CCCl)OCCCl)P(=O)(OCCCl)OCCCl,2.215182564
4373346,4373-34-6,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,2.848107795
4418262,4418-26-2,CC(=O)c1c(O)cc(C)oc1=O,2.526721702
4470728,4470-72-8,COc1nc(Nc2ccc(C=Cc3ccc(Nc4nc(OC)nc(N(CCO)CCO)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)nc(N(CCO)CCO)n1,2.900272065
4824786,4824-78-6,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,4.148397709
4985153,4985-15-3,CN(C)CCON=C1c2ccccc2CCc2ccccc21,2.866874864
5086748,5086-74-8,c1ccc(C2CN3CCSC3=N2)cc1,2.465166075
5131248,5131-24-8,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,2.476089304
5135808,5135-80-8,O=[N+]([O-])c1ccc(N/N=C\CCl)c([N+](=O)[O-])c1,2.248310931
5144525,5144-52-5,c1ccc2c(CC3=NCCN3)cccc2c1,3.623827964
5343920,5343-92-0,CCCC(O)CO,1.44945338
5370014,01-04-70,Cc1cccc(C)c1OCC(C)N,3.049370677
5421465,5421-46-5,O=C(O)CS,2.888802253
5503082,2008/2/3,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,2.71828241
5586878,5586-87-8,CC(Cc1ccccc1)NCCCCl,2.952882701
5588103,10-03-88,CNC(C)Cc1ccccc1OC,2.439243064
5598130,5598-13-0,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.207549546
5696060,5696-06-0,CCC1(c2ccccc2)C(=O)NC(=O)N1C,2.192838156
5697563,5697-56-3,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,2.45542886
5707697,5707-69-7,Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl,3.375930509
5796145,5796-14-5,NC(Cc1ccc(O)c(O)c1)C(=O)O,2.445898823
5830308,5830-30-8,CCCCCC(=O)N(C)C,2.114641307
5834968,5834-96-8,COP(=S)(OC)Oc1ccc(N=Nc2ccc(Cl)cc2)cc1,2.4732083
5836293,5836-29-3,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,4.465879329
5903139,5903-13-9,CN(C(=O)CF)c1cccc2ccccc12,5.160854532
6032297,6032-29-7,CCCC(C)O,1.49481923
6047172,6047-17-2,CCCCOCCCOC(=O)CCOc1cc(Cl)c(Cl)cc1Cl,2.885020663
6064831,6064-83-1,O=C(O)c1ccccc1OP(=O)(O)O,2.345662558
6091447,6091-44-7,C1CCNCC1,2.76881665
6164983,6164-98-3,Cc1cc(Cl)ccc1N=CN(C)C,2.49788239
6263383,6263-38-3,CNC(=O)N(O)c1ccccc1,1.715428776
6416257,6416-25-7,COc1ccc(C(=O)Nc2ccc(C=Cc3ccc(NC(=O)c4ccc(OC)cc4OC)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c(OC)c1,1.844308147
6469938,6469-93-8,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,3.239435618
6723406,6723-40-6,O=C1c2ccccc2C(=O)C1c1ccc(C(F)(F)F)cc1,3.372852154
6754138,6754-13-8,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,3.46456406
6837247,6837-24-7,O=C1CCCN1C1CCCCC1,2.40580595
6921273,6921-27-3,C#CCOCC#C,2.748340336
6923224,6923-22-4,CNC(=O)C=C(C)OP(=O)(OC)OC,3.695413569
7195279,7195-27-9,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.105953903
7414837,7414-83-7,CC(O)(P(=O)(O)O)P(=O)(O)O,2.549748006
9006422,9006-42-2,S=C(S)NCCNC(=S)S,2.534742375
9014022,2002/2/14,CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C3C#CC4(C5COC(=O)O5)OC4C#CCC32)OC(C)C(O)C1O,3.04248363
9067327,9067-32-7,CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2NC(C)=O)C(O)C1O,2.890225906
10004441,10004-44-1,Cc1cc(=O)[nH]o1,1.996025446
10083531,10083-53-1,CNCCC=C1c2ccccc2CCc2sccc21,2.129388552
10139987,10139-98-7,C[N+]1(C)C2CCC1CC(OC1c3ccccc3CCc3ccccc31)C2,2.950038487
10265926,10265-92-6,COP(N)(=O)SC,4.149625496
10311849,10311-84-9,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,4.051267216
10419791,10419-79-1,CCOP(=O)(CCCl)OCC,2.001305263
10436392,10436-39-2,ClCC(Cl)=C(Cl)Cl,2.576418625
10605217,10605-21-7,COC(=O)Nc1nc2ccccc2[nH]1,1.369775014
12071839,12071-83-9,CC1CNC(=S)S[Zn]SC(=S)N1,2.064144885
12122677,12122-67-7,S=C([S-])NCCNC1=[S][Zn+2][S-]1,1.792177559
12789036,12789-03-6,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.612552878
13055760,13055-76-0,CNCCON=C1c2ccccc2CCc2ccccc21,2.447733091
13063439,13063-43-9,N#CC(Cl)(Cl)C#N,3.029811998
13121705,13121-70-5,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.924798251
13171216,13171-21-6,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,3.631575661
13194484,13194-48-4,CCCSP(=O)(OCC)SCCC,3.644073166
13292461,13292-46-1,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.589039172
13361303,13361-30-3,CC(C)OC(=O)CC#N,1.706352446
13412641,13412-64-1,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.97343637
13457186,13457-18-6,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,2.933651326
13523869,13523-86-9,CC(C)NCC(O)COc1cccc2[nH]ccc12,2.582108836
13547701,13547-70-1,CC(C)(C)C(=O)CCl,2.299760646
13589156,13589-15-6,COC(=O)N(CCCl)N=O,4.045489883
13593038,13593-03-8,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,3.775689073
13655522,13655-52-2,C=CCc1ccccc1OCC(O)CNC(C)C,2.869186438
13710195,13710-19-5,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,2.668080683
13754568,13754-56-8,CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C,3.282788217
13838023,13838-02-3,CC(=O)OC(C(=O)NC(N)=O)c1ccccc1,2.470239548
14255880,14255-88-0,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,4.127027239
14324551,14324-55-1,CCN(CC)C1=[S][Zn+2]2([S]=C(N(CC)CC)[S-]2)[S-]1,2.956578991
14437173,14437-17-3,COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.66856109
14679733,14679-73-3,CCOC(=O)NNc1nncc2ccccc12,2.764969737
14697462,14697-46-2,OCCCC(O)CO,1.617318548
14736302,14736-30-2,CCc1coc2ccccc2c1=O,2.199652972
14759069,14759-06-9,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,2.826706339
14816183,14816-18-3,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,3.076719068
14901087,14901-08-7,C[N+](O)=NCOC1OC(CO)C(O)C(O)C1O,3.926395615
14942315,14942-31-5,CN(C)CCC=C1c2ccccc2CCc2sccc21,2.689033146
15148808,15148-80-8,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,2.482407243
15263306,15263-30-6,Cc1cccc(OCC(O)CNC(C)(C)C)c1C,2.771924515
15307796,15307-79-6,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.275616484
15589001,15589-00-1,COc1cc(CC(C)N)c(OC)cc1C,3.019716407
15662336,15662-33-6,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,2.880420439
15676161,15676-16-1,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,2.144229869
15826376,15826-37-6,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1.767499083
15972608,15972-60-8,CCc1cccc(CC)c1N(COC)C(=O)CCl,2.190447623
16322148,16322-14-8,CCOC(=O)N1CC=Cc2ccccc21,2.965588642
16378226,16378-22-6,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C,2.898886937
16568028,16568-02-8,C/C=N/N(C)C=O,3.301555174
16672870,16672-87-0,O=P(O)(O)CCCl,1.460879809
16714684,16714-68-4,ClCC(Cl)(Cl)C(Cl)Cl,2.636130685
16715778,16715-77-8,O=C(O)c1c(O)c(O)cc2ccccc12,1.202805357
16773425,16773-42-5,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,2.040657711
17040196,17040-19-6,CCS(=O)(=O)CCSP(=O)(OC)OC,3.719810073
17109498,17109-49-8,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,2.947825684
17183403,17183-40-3,CN1CCN(Cc2cc(NC(=O)c3ccc(Cl)cc3)ccc2O)CC1,2.352009972
17183414,17183-41-4,O=C(Nc1ccc(O)c(CN2CCCCC2)c1)c1ccc(Cl)cc1,2.51231429
17183425,17183-42-5,CC1CCCN(Cc2cc(NC(=O)c3ccc([N+](=O)[O-])cc3)ccc2O)C1,2.169581571
17183436,17183-43-6,CN1CCN(Cc2cc(NC(=O)c3ccc([N+](=O)[O-])cc3)ccc2O)CC1,2.188470289
17230885,17230-88-5,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,1.829256159
17243399,17243-39-9,CNCC12CCC(c3ccccc31)c1ccccc12,2.493731577
17321776,17321-77-6,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,2.59939231
17617231,17617-23-1,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.880151021
17796826,17796-82-6,O=C1c2ccccc2C(=O)N1SC1CCCCC1,1.815155866
17902237,17902-23-7,O=c1[nH]c(=O)n(C2CCCO2)cc1F,3.657944143
18010407,18010-40-7,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,4.204775453
18046214,18046-21-4,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,2.722381169
18181709,18181-70-9,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,2.314920056
19208038,19208-03-8,O=C(Nc1ccc(O)c(CN2CCCCC2)c1)c1ccc([N+](=O)[O-])cc1,2.601320085
19208050,19208-05-0,CC1CCCCN1Cc1cc(NC(=O)c2ccc([N+](=O)[O-])cc2)ccc1O,2.692460316
19395789,19395-78-9,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,2.318044149
19457002,19457-00-2,CCOc1ccc(C(=O)NCc2ccc(OCCNC)cc2)cc1OCC,2.66260045
19525203,19525-20-3,c1ccc2[nH]c(-c3cscn3)nc2c1,1.718283791
19683091,19683-09-1,Cc1nn(-c2ccc3cc(-c4ccccc4)c(=O)oc3c2)nc1-c1ccccc1,2.579119075
19937598,19937-59-8,COc1ccc(NC(=O)N(C)C)cc1Cl,1.997498448
20950849,20950-84-9,NCCSC(N)=S,2.000781665
20977508,20977-50-8,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.24357624
21256188,21256-18-8,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,3.231816191
21609905,21609-90-5,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,3.52155142
21649570,21649-57-0,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,1.65753771
21721926,21721-92-6,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1.889648299
21725462,21725-46-2,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,3.232253369
21738421,21738-42-1,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,2.747163124
21757824,21757-82-4,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.128953416
21829254,21829-25-4,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],2.837070862
21923239,21923-23-9,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,4.256780264
22031330,22031-33-0,CC(=O)OCCN(CCC#N)c1ccccc1,2.050047081
22212551,22212-55-1,CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,2.563770519
22224926,22224-92-6,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,4.481964042
22232719,22232-71-9,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,3.463231556
22254246,22254-24-6,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.329456013
22316478,22316-47-8,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2.973048437
22373780,22373-78-0,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,4.203396202
22494424,22494-42-4,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,2.617969993
22591215,22591-21-5,CC(C)(C)C(=O)C(Cl)Cl,1.677789391
22760185,22760-18-5,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,3.029625679
22781233,22781-23-3,CNC(=O)Oc1cccc2c1OC(C)(C)O2,3.804680624
23093745,23093-74-5,CC(C)(C)NCC(O)COc1ccccc1C#N,2.761553737
23233887,23233-88-7,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,3.967152813
