RTECS_ID,CAS_RN,SMILES,dog_oral_LD50
19237844,19237-84-4,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,2.73856313
19562302,19562-30-2,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,2.158825191
19774824,19774-82-4,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,2.110804448
19974697,19974-69-7,CN1CCCCC1C(c1ccccc1)c1cccc(O)c1,4.847262558
20153984,20153-98-4,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,3.281850731
20684064,20684-06-4,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,2.797819959
20977508,20977-50-8,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,4.146666227
21256188,21256-18-8,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,2.166314642
21498088,21498-08-8,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,3.568429711
21649570,21649-57-0,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,2.055477718
21721926,21721-92-6,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1.588618304
21757824,21757-82-4,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.526893425
21820826,21820-82-6,CN1CC(CCN2CC=C(c3ccccc3)CC2)OC1=O,2.979813847
22204531,22204-53-1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.362224159
22212551,22212-55-1,CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,2.262740523
22224926,22224-92-6,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,4.481964042
22254246,22254-24-6,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.407801273
22316478,22316-47-8,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,3.478198416
22373780,22373-78-0,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,4.826645492
22832877,22832-87-7,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,3.415114262
23093745,23093-74-5,CC(C)(C)NCC(O)COc1ccccc1C#N,2.704826113
23103982,23103-98-2,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,3.37710764
23233887,23233-88-7,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,2.666122817
23239512,23239-51-2,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,2.067842925
23256306,23256-30-6,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,2.157301095
23277432,23277-43-2,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,2.511822616
23327573,23327-57-3,CN1CCOC(c2ccccc2)c2ccccc2C1,3.102682342
23422539,23422-53-9,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,4.066149307
23560590,23560-59-0,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,2.700042256
23828924,23828-92-4,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,2.878645862
23950585,23950-58-5,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1.408463841
24017478,24017-47-8,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,2.990836753
24169026,24169-02-6,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3.377590799
24600360,24600-36-0,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,2.085597583
25046791,25046-79-1,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,2.351731583
25057890,25057-89-0,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.727512339
25059807,25059-80-7,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,1.735159593
25331924,25331-92-4,CCc1c(C)[nH]c2c1C(=O)C(CN1CCC3(CC1)OCCO3)CC2,3.822748495
25332392,25332-39-2,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.871423475
26171233,26171-23-3,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.507331232
26305033,26305-03-3,CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C,2.53523334
26605696,26605-69-6,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,2.756696259
26615214,26615-21-4,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,2.520965378
26644462,26644-46-2,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,2.337425315
26907379,26907-37-9,c1nnc(NCNc2nncs2)s1,3.234069598
27107795,27107-79-5,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,2.73779038
27302905,27302-90-5,CS(=O)C=C(O)c1ccccn1,1.564031318
27464239,27464-23-9,NNc1ccc(N(CCO)CCO)nn1,2.32887071
27470515,27470-51-5,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3.070240957
27541884,27541-88-4,O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,1.804198062
27848846,27848-84-6,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,2.787571664
27912147,27912-14-7,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,3.464476134
28730178,28730-17-8,Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,1.360364279
28772567,28772-56-7,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,4.813666635
29050111,29050-11-1,O=C1c2cc(Cl)ccc2OC2CCON12,3.052368773
29053278,29053-27-8,CC1CC2Oc3ccc(Cl)cc3C(=O)N2O1,1.981651922
29171775,29171-77-5,CS(=O)(=O)OCC1OC1C1OC1COS(C)(=O)=O,3.878415507
29670175,29670-17-5,CC(N)CSc1ccc(Cl)cc1,3.304753265
29868971,29868-97-1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1.977612392
29973135,29973-13-5,CCSCc1ccccc1OC(=O)NC,3.653816246
30043493,30043-49-3,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,1.723179738
30286750,30286-75-0,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.04456589
30484776,30484-77-6,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,2.305892825
30748299,30748-29-9,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.204651668
30979487,30979-48-7,CC(C)CNC(=O)N1CCNC1=O,2.568734288
31431397,31431-39-7,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.363050536
31635402,31635-40-2,CC(=O)N(OCCN(C)C)C12CC3CC(CC(C3)C1)C2,3.217347674
31802161,31802-16-1,CC(C)NC1Cc2ccccc2Cc2ccccc21,3.622167378
32828812,32828-81-2,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,2.098546821
33089611,33089-61-1,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,3.467480832
33178868,33178-86-8,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,3.255534611
33386082,33386-08-2,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.818140285
33400474,33400-47-4,CCOC(=O)Nc1ccc(NC(Cc2ccccc2)c2ccccc2)nc1N,3.973658847
33921129,33921-12-9,Nc1ccccc1,2.679050328
34014181,34014-18-1,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.659575854
34205215,34205-21-5,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,2.228906997
34435502,34435-50-2,CC(=O)C1(c2cccc(O)c2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.583723466
34590948,34590-94-8,COCC(C)OCC(C)O,1.295792801
34661751,34661-75-1,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,3.035585558
34758844,34758-84-4,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,3.226984087
34929083,34929-08-3,O=c1c2ccccc2n(-c2cccc(C(F)(F)F)c2)c(=O)n1CCO,2.243405183
35425833,35425-83-3,C[N+]12CCC(c3ccccc3)(CC1)C(=O)C2,2.167747216
35523898,35523-89-8,NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,6.218415082
35554440,35554-44-0,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,2.666846911
35941710,35941-71-0,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,1.949203317
36322904,36322-90-4,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,3.486867151
36774740,36774-74-0,O=C(O)Cc1ccc2sc(-c3ccccc3)nc2c1,1.652125418
37415524,37415-52-4,COc1ccc(Cc2c3cc(OC)c(OC)cc3cc(=O)n2C)cc1OC,3.084643294
37795690,37795-69-0,O=c1c2ccccc2nc2n1OCC2,2.429489271
37893020,37893-02-0,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,2.920488565
38006085,38006-08-5,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,1.447637042
38524822,38524-82-2,CCCSP(=O)(OCC)Oc1c(Cl)cc(Cl)cc1Cl,2.12481534
39205839,39205-83-9,NC(=O)c1cn(CCO)nc1[N+](=O)[O-],3.000334278
39515418,39515-41-8,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,2.543360188
39562704,39562-70-4,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,3.556743809
39603480,39603-48-0,NC(=S)NNCNNC(N)=S,2.112356954
40487421,40487-42-1,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],1.750218254
40596698,40596-69-8,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,1.793060828
40596803,40596-80-3,CCSC(=O)C=C(C)C=CCC(C)CCCC(C)(C)OC,1.661729314
40762150,40762-15-0,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,2.241497919
40828464,40828-46-4,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,3.211377543
41083118,41083-11-8,c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,3.940747516
41096462,41096-46-2,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,1.425574974
41394052,41394-05-2,Cc1nnc(-c2ccccc2)c(=O)n1N,2.305817663
42200339,42200-33-9,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,2.791558727
42588374,42588-37-4,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,1.94188238
42864788,42864-78-8,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,2.898884878
42874011,42874-01-1,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1,1.802978855
42874033,42874-03-3,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.859382107
49745951,49745-95-1,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,3.877063083
50370122,50370-12-2,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,2.259348952
50776391,50776-39-1,CC(NCC=C(c1ccsc1)c1ccsc1)C(O)c1ccccc1,1.848443273
50838363,50838-36-3,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,1.810851921
51012330,51012-33-0,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,3.136236868
51022710,51022-71-0,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,4.872213398
51264143,51264-14-3,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,3.895939413
51762051,51762-05-1,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,2.562781617
51781216,51781-21-6,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,2.546868084
52152939,52152-93-9,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,1.551095261
52205739,52205-73-9,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,2.239207688
52237033,52237-03-3,O=S(=O)(O)c1cc(-n2ncc(-c3ccccc3)n2)ccc1C=Cc1ccc(-n2ncc(-c3ccccc3)n2)cc1S(=O)(=O)O,2.098073058
52794975,52794-97-5,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.263923341
52820005,52820-00-5,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.226347245
53164059,53164-05-9,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.811379746
53179116,53179-11-6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.076502088
53179138,53179-13-8,Cc1ccc(=O)n(-c2ccccc2)c1,2.790580693
53558251,53558-25-1,O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,2.589892181
53902128,53902-12-8,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,2.695449836
54063546,54063-54-6,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,2.988349339
54240367,54240-36-7,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,3.132571462
54249444,54249-44-4,CCOC(=O)C(=O)Nc1cccc(OC)c1C(N)=O,1.726324506
54460467,54460-46-7,CCCCCCCCCCCCCCCCOC(=O)C1CC1,2.094152366
54504700,54504-70-0,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,1.624130427
54531178,54531-17-8,CC(=O)c1ccc2[nH]cc(CN(C)C)c2c1,3.380781883
54767758,54767-75-8,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,1.421157734
55134139,55134-13-9,CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C,4.883683007
55179312,55179-31-2,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,1.829204678
55268741,55268-74-1,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,3.193699102
55283686,55283-68-6,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],3.221761013
55294150,55294-15-0,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,2.133754405
55635137,55635-13-7,C=CCON=C(CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,2.379391475
55689651,55689-65-1,O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O,2.650417621
55837279,55837-27-9,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,2.559196578
55981232,55981-23-2,Clc1ccc(C(c2ccccc2)N2CC[N+]3(CCOCC3)CC2)cc1,3.055457212
56073075,56073-07-5,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,3.948931071
56073100,56073-10-0,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,6.320915283
56767761,56767-76-1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.387861243
56776013,56776-01-3,CC(C)(C)NCC(O)c1ccccc1Cl,2.880308527
56839431,56839-43-1,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,2.538896989
57052047,57052-04-7,CSc1nnc(C(C)(C)C)c(=O)n1/N=C/C(C)C,2.729789853
57149072,57149-07-2,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,1.89486855
57648212,57648-21-2,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.669938966
57801817,57801-81-7,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,2.29413211
57808669,57808-66-9,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.425208051
58306302,58306-30-2,COCC(=O)Nc1cc(Sc2ccccc2)ccc1NC(=NC(=O)OC)NC(=O)OC,1.649806873
58581898,58581-89-8,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.712207047
58769203,58769-20-3,CC1(C)C(C=C2CCSC2=O)C1C(=O)OCc1coc(Cc2ccccc2)c1,2.598251954
59198708,59198-70-8,CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.679950915
59669260,59669-26-0,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,2.646500525
59756604,59756-60-4,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,2.818649421
59804374,59804-37-4,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,3.420911939
60168889,60168-88-9,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,3.219062955
60207310,60207-31-0,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,3.420426262
60525157,60525-15-7,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,3.06840496
60607343,60607-34-3,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.328954205
60628968,60628-96-8,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,2.792951708
60853385,60853-38-5,COc1ccc(CNc2cc(C(O)CNC(C)(C)C)ccc2O)cc1,4.537132493
61361997,61361-99-7,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,2.806684548
61422455,61422-45-5,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,3.597467349
62232466,62232-46-6,CNCCCCOc1ccccc1Cc1ccccc1,3.251401299
62929913,62929-91-3,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,1.763971271
62987057,62987-05-7,O=c1c(F)cn(C2CCCO2)c(=O)n1C1CCCO1,3.486805864
63284719,63284-71-9,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,2.798991595
63333357,63333-35-7,CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,5.089779635
63638904,63638-90-4,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,3.491629193
63659198,63659-19-8,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,3.860115643
63675729,63675-72-9,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],2.987241593
64038353,64038-35-3,CCC=CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.224812005
64092484,64092-48-4,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,3.464987047
64098324,64098-32-4,Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2,1.518748133
64241345,64241-34-5,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2.151265632
64506496,64506-49-6,CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,1.352694683
64529562,64529-56-2,CCSc1nnc(C(C)(C)C)c(=O)n1N,1.659575854
64544076,64544-07-6,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,2.009009578
64622453,64622-45-3,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,1.871278052
64628440,64628-44-0,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,1.855765005
65043223,65043-22-3,C1=Cc2cccc(OCC3CNCCO3)c2C1,3.586014994
65141460,65141-46-0,O=C(NCCO[N+](=O)[O-])c1cccnc1,3.528766599
65184103,65184-10-3,Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,1.657563508
65277421,65277-42-1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,3.475034237
66778367,66778-36-7,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,3.91366356
66841256,66841-25-6,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,3.123860784
66842964,66842-96-4,CCC=C(C)C1(CCC)C(=O)NC(=O)NC1=O,3.36006701
67696826,67696-82-6,CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,6.095706219
67700305,67700-30-5,CC(C(=O)O)c1cccc2c(-c3ccccc3)coc12,2.279236607
68291974,68291-97-4,NS(=O)(=O)Cc1noc2ccccc12,2.326806774
68359375,68359-37-5,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,2.938813825
68505691,68505-69-1,CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,2.204667595
68844779,68844-77-9,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,3.156266079
69382214,69382-21-4,CC(=O)c1ccc2[nH]cc(CN3CCOCC3)c2c1,2.810099722
69382225,69382-22-5,CC(=O)c1ccc2[nH]cc(CN3CCCCC3)c2c1,3.107801632
69440513,69440-51-3,COc1ccc(CC2NCCc3c2[nH]c2ccc(C(C)=O)cc32)cc1,2.746139694
69579131,69579-13-1,C/C(CC(=O)OC(C)(C)C)=N\Nc1ccc(N2CCOCC2)nn1,3.048452162
69655056,69655-05-6,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,2.072306893
69712567,69712-56-7,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1.981993678
69884157,69884-15-7,COCC(=O)Nc1ccc(N=C(C)N(C)C)cc1,2.697776662
69915624,69915-62-4,CC(C)CCCC1CCC(C)(C(=O)O)CC1,1.655829681
71653639,71653-63-9,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,2.486620862
71731583,71731-58-3,C[N+]12CCCCC1CCC(=C(c1cccs1)c1cccs1)C2,2.698368661
72571825,72571-82-5,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,2.180873915
72956093,72956-09-3,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,2.609041319
73151298,73151-29-8,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,2.658402563
73384608,73384-60-8,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,2.981280878
73681126,73681-12-6,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,4.091209565
73803482,73803-48-2,NS(=O)(=O)c1cc(C(=O)NN2CC3C4CCC(C4)C3C2)ccc1Cl,2.267023808
73806492,73806-49-2,COc1cccc(C2(O)CCCCC2CN(C)C)c1,2.767371928
73963721,73963-72-1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,2.266548009
74011588,74011-58-8,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,2.301469496
74014510,74014-51-0,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)OC(=O)CC,3.361730983
74037313,74037-31-3,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,1.875584996
74038974,74038-97-4,CCOC(=O)c1[nH]c2ccc(C(C)=O)cc2c1CCN(C)C,2.605483182
74195690,74195-69-0,CC(=O)c1ccc2[nH]cc(CCN(C)C)c2c1,2.982103439
74258869,74258-86-9,CC(=O)SCC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,2.404944841
74639400,74639-40-0,CCOC(=O)Oc1ccc(CCNC(=O)C(CCSC)NC(C)=O)cc1OC(=O)OCC,2.371570244
75219464,75219-46-4,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2OC(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,2.681683751
75272398,75272-39-8,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,3.287702099
75530686,75530-68-6,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.878314489
75867004,75867-00-4,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)c(F)c(F)c1F,2.891143682
76145761,76145-76-1,COc1ccc(-c2nc3c4ccccc4ccc3n2C(C)C)cc1,1.801271961
76547983,76547-98-3,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,1.829834253
76963412,76963-41-2,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,2.617350311
77182822,77182-82-2,CP(=O)(O)CCC(N)C(=O)O,2.956955596
77191367,77191-36-7,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,2.69251204
78712433,78712-43-3,O=C(O)C=Cc1ccc(Cn2ccnc2)cc1,1.659442685
78967074,78967-07-4,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,2.627554027
79350371,79350-37-1,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,2.878385818
79547787,79547-78-7,CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1,2.215554952
79660723,79660-72-3,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,2.567429872
79902639,79902-63-9,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1.922802244
