RTECS_ID,CAS_RN,SMILES,rabbit_intravenous_LD50
2095901,2095-90-1,CCN(CC)CCN1c2ccccc2CCc2ccccc21,4.213727254
2154021,02-01-54,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,4.061791639
2169462,2169-46-2,CCC(=O)NCC1CC2c3cccc4c3c(cn4C)CC2N(C)C1,4.512492282
2270408,2270-40-8,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.563967318
2490893,2490-89-3,NC(=O)Nc1ccc([As]=O)cc1,4.286051309
2511106,2010/6/11,CCOP(C)(=O)SCC,4.831369147
2537293,2537-29-3,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,2.354554035
2571224,2571-22-4,C=C(C)C1C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O,5.373974309
2571860,2571-86-0,C=C(C)C1C2CC3(C)C4(CO4)C4OC4C3(O)C1C(=O)O2,5.875145539
2608108,2010/8/8,CC(C)C(=O)NCC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,4.637431019
2691410,2691-41-0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,4.471520536
2698411,2698-41-1,N#CC(C#N)=Cc1ccccc1Cl,4.372490846
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.742408916
2820511,2820-51-1,CN1CCCC1c1cccnc1,4.414267213
2894679,2894-67-9,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,4.085725569
2924676,2924-67-6,CCS(=O)(=O)c1ccc(F)cc1,3.233280006
2942587,2942-58-7,CCOP(=O)(C#N)OCC,4.610428584
3007532,3007-53-2,CCCCCCCCCCCC(=O)N(C)C,3.657805177
3015654,3015-65-4,CCCCCCCCCCCCCC(=O)N(C)C,3.48301982
3015701,3015-70-1,CCOP(=O)(Cc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,5.375571025
3015712,3015-71-2,CCOP(=O)(CCCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,6.066105927
3015723,3015-72-3,CCOP(=O)(CCCCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,6.620805912
3015745,3015-74-5,CCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,6.600930565
3015756,3015-75-6,CCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,6.407086854
3015778,3015-77-8,CCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.777272561
3015789,3015-78-9,CCCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.455845233
3015814,3015-81-4,CCOP(=O)(CCCCCl)Oc1ccc([N+](=O)[O-])cc1,6.005019891
3015825,3015-82-5,CCOP(=O)(CCCCCCCl)Oc1ccc([N+](=O)[O-])cc1,5.954927239
3134994,3134-99-4,O=[As]c1ccccc1Cl,5.144996971
3384916,3384-91-6,CCOP(=O)(CCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,5.982602945
3485823,3485-82-3,Cn1c(=O)c2[nH]cnc2n(C)c1=O,3.079583988
3562467,3562-46-7,CN(C)c1ccc(Nc2cc3nc4ccc(N(C)C)cc4nc3cc2N)cc1,4.023569718
3572358,3572-35-8,CC[N+](C)(CC)CCCOc1ccc(OCCC[N+](C)(CC)CC)nn1,5.964455278
3576758,3576-75-8,OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3,5.407120271
3589228,3589-22-8,CN(C)CCCN1c2cc(Cl)ccc2CCc2ccc(Cl)cc21,4.367113543
3589239,3589-23-9,CN(C)CCCN1c2cc(Cl)ccc2C=Cc2ccc(Cl)cc21,4.637601041
3736923,3736-92-3,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.58938208
3766812,3766-81-2,CCC(C)c1ccccc1OC(=O)NC,3.854144735
3886906,3886-90-6,CCCCCCCCCCCCCCCCCC(=O)N(C)C,3.642274983
3922905,3922-90-5,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,3.360383852
3949142,3949-14-2,COc1ccc2[nH]cc(CCN3CCCC3)c2c1,5.91086976
4091503,4091-50-3,CNCCc1ccc(OC)cc1,5.042013414
4110661,4110-66-1,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1,4.157026535
4205918,4205-91-8,Clc1cccc(Cl)c1NC1=NCCN1,3.70870033
4238840,4238-84-0,CN(C)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,5.868329916
4268364,4268-36-4,CCCCNC(=O)OCC(C)(CCC)COC(N)=O,3.417133078
4314630,4314-63-0,CN1CC(C(=O)N2CCOCC2)C=C2c3cccc4[nH]cc(c34)CC21,5.683076642
4373346,4373-34-6,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,4.246047803
4909584,4909-58-4,CCSNC(=O)CC(N)C(=O)O,2.982813762
5016182,5016-18-2,Cn1c(=O)[nH]c2nncnc2c1=O,3.721711228
5086748,5086-74-8,c1ccc(C2CN3CCSC3=N2)cc1,4.134172856
5144525,5144-52-5,c1ccc2c(CC3=NCCN3)cccc2c1,5.419707981
5152307,5152-30-7,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,7.296678767
5299649,5299-64-9,CCCCCCCCC(=O)N1CCOCC1,4.034471843
5421465,5421-46-5,O=C(O)CS,2.964349215
5425194,5425-19-4,O=[As]c1ccc(C(=O)NCCO)cc1,4.114462899
5450680,5450-68-0,Cc1ccc([Sb](=O)(O)O)cc1,4.574702458
5503082,2008/2/3,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,4.241161156
5588103,10-03-88,CNC(C)Cc1ccccc1OC,3.776369405
5626164,5626-16-4,NCCC=C1c2ccccc2COc2ccccc21,4.279718528
5638766,5638-76-6,CNCCc1ccccn1,4.323602201
5707697,5707-69-7,Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl,4.074900513
5746134,5746-13-4,O=C(O)CC(O)(CC(=O)O)C(=O)O,2.690935416
5796145,5796-14-5,NC(Cc1ccc(O)c(O)c1)C(=O)O,3.136522395
5801127,2012/7/1,CN(CCN(C)c1ccccn1)Cc1ccc(Br)s1,3.589841134
5830308,5830-30-8,CCCCCC(=O)N(C)C,3.349854018
5892159,5892-15-9,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,4.444966941
5928698,5928-69-8,c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,4.151118749
5954507,5954-50-7,COP(=O)(F)OC,4.806312278
5959864,5959-86-4,C[N+]1(C)CCCC1c1cccnc1,3.102509659
5985353,5985-35-3,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,4.047613918
6009672,6009-67-2,CCN(CC)CCC1(c2ccccc2)C(=O)Oc2ccccc21,4.128805106
6011138,6011-13-8,CCN(CC)CCNC(=O)c1ccncc1,2.525445328
6018322,6018-32-2,CC(=O)Nc1cccc([As](=O)(O)O)c1,2.67309299
6033165,6033-16-5,CCCCCCC=O,2.404407953
6045392,6045-39-2,COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1,4.502192028
6055192,6055-19-2,O=P1(N(CCCl)CCCl)NCCCO1,3.302845223
6062197,6062-19-7,C=C1C(N(C)C)C(=O)N(c2ccccc2)N1C,3.131177645
6113048,2004/8/13,CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,4.161647458
6159393,6159-39-3,CC(N1CCCCC1)C(O)(c1ccccc1)c1ccccc1,4.373538701
6168861,6168-86-1,CNC(C)CCC=C(C)C,3.894740548
6192649,6192-64-9,CCCCCCOc1ccc(C(O)(C(=O)OCCN(CC)CC)c2ccccc2)cc1,4.631022461
6458135,6458-13-5,CCCCCCCCC=CCCCCCCCC[N+](C)(C)CC,3.312714173
6493056,05-06-93,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,3.444531932
6589555,6589-55-5,CNCC(O)c1ccccc1,3.526365127
6624700,6624-70-0,CC(C)CCOC(=O)CCCCC(=O)OCCC(C)C,2.650811236
6891287,6891-28-7,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,2.902993793
6952949,6952-94-9,O=CC1(c2ccccc2)CCNCC1,4.799932992
7075038,03-08-75,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,4.394684137
7084073,07-03-84,CN(C)CCN(Cc1cccs1)c1ccccc1,3.938529732
7195086,08-06-95,C[N+](C)(C)CCOc1cccc(OCC[N+](C)(C)C)c1OCC[N+](C)(C)C,5.107871087
7210926,7210-92-6,CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,3.842534355
7221796,7221-79-6,CN1CC(C(=O)N2CCCC2)C=C2c3cccc4c3c(cn4C)CC21,4.622539104
7232215,7232-21-5,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,4.038177744
7240575,7240-57-5,CCNC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,4.536296047
9014022,2002/2/14,CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C3C#CC4(C5COC(=O)O5)OC4C#CCC32)OC(C)C(O)C1O,5.866392371
10018787,10018-78-7,O=C(O)CCC(=O)OC1CCCCC1,2.42647656
10083531,10083-53-1,CNCCC=C1c2ccccc2CCc2sccc21,4.284290512
10238069,10238-06-9,C[N+](C)(C)CCCCOc1ccc(OCCCC[N+](C)(C)C)cc1,6.13166485
10368204,10368-20-4,CCCCCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.630838493
11006705,11006-70-5,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(O)C(C)O4)cc(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(O)C(O)C(C)O2)C(O)C(C)O1,5.706411434
11072938,11072-93-8,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,5.329367335
12677111,12677-11-1,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(O)C(OC)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,6.95631093
12712286,12712-28-6,OCC(CO)(CCl)CCl,2.459992746
13412641,13412-64-1,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.894255124
13523869,13523-86-9,CC(C)NCC(O)COc1cccc2[nH]ccc12,4.395022193
13589156,13589-15-6,COC(=O)N(CCCl)N=O,4.920551146
13655522,13655-52-2,C=CCc1ccccc1OCC(O)CNC(C)C,4.282872987
13713138,13713-13-8,C[N+](C)(C)CCC[N+]1(C)CC2C3C=CC(CC3)C2C1,3.507483249
13764493,13764-49-3,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,7.711324177
13930319,13930-31-9,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,5.905001669
14271024,14271-02-4,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,3.603207693
14368242,14368-24-2,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,4.107478493
14433762,14433-76-2,CCCCCCCCCC(=O)N(C)C,3.837192099
14467302,14467-30-2,CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,3.133533586
14641964,14641-96-4,CN1C2CCC1CC(OC(=O)C(C)(CO)c1ccccc1)C2,3.636920399
14679733,14679-73-3,CCOC(=O)NNc1nncc2ccccc12,2.745806578
14759069,14759-06-9,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,4.349585084
14942315,14942-31-5,CN(C)CCC=C1c2ccccc2CCc2sccc21,4.549371152
15010761,15010-76-1,CCOc1ccccc1NCC(=O)N(CC)CC,3.854465673
15148808,15148-80-8,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,4.249538847
15307796,15307-79-6,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.471516136
15430509,15430-50-9,CNC(C)Cc1ccccn1,3.208259264
15489164,15489-16-4,O=S(=O)(O)c1cc(O[Sb]2Oc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3O2)c(O)c(S(=O)(=O)O)c1,3.86478523
15500660,15500-66-0,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,7.553939888
15676161,15676-16-1,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,3.822010574
15826376,15826-37-6,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,2.369559074
16378226,16378-22-6,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C,4.689694021
16409691,16409-69-1,CC(=O)NC(C)C1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,3.949291007
16423680,16423-68-0,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,3.621121732
16478594,16478-59-4,C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,6.21963272
16485102,16485-10-2,CC(C)(CO)C(O)C(=O)NCCCO,1.710231638
16488485,16488-48-5,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1,5.085800287
16758262,16758-26-2,Cl[AsH]N(c1ccccc1)c1ccccc1,4.668389023
17089586,17089-58-6,CC[N+](C)(CC)CCOC(=O)CC[N+](C)(CC)CCC(=O)OCC[N+](C)(CC)CC,4.832017351
17321776,17321-77-6,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,4.418936245
17692512,17692-51-2,CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,4.304841527
17854590,17854-59-0,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,4.316604674
18010407,18010-40-7,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,4.995108772
18046214,18046-21-4,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,3.667002837
18378897,18378-89-7,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,6.637552167
18642109,18642-10-9,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,2.833839946
18787401,18787-40-1,CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1,4.476499637
19066354,19066-35-4,O=C1N2CN3CC(c4ccccc4)(C2)CC1(c1ccccc1)C3,2.839981984
19105636,19105-63-6,CCN1C(=O)CC2(CCN(C)CC2)C1=O,4.754590048
19395789,19395-78-9,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,3.278796119
19763770,19763-77-0,C=[N+](O)CCC12C3=C(C)C=CC(OC)C3OC1C(=O)C=CC2O,3.6305838
20233049,20233-04-9,N#CSC(Cl)(Cl)Cl,4.741483991
20315462,20315-46-2,CCC(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,3.66329376
20830755,20830-75-5,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.341172675
20830813,20830-81-3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,5.023273865
20977053,20977-05-3,CC(=O)OC(C)C(C)C(=O)OCC12C3CC4(C)C(=CCC5C6(C)CCC(OC7OC(C(=O)O)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OCC(O)C(O)C7O)C(C)(CO)C6CCC54C)C1CC(C)(C)C(O3)C2O,5.342913157
21256188,21256-18-8,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,3.911042137
21446468,21446-46-8,CN1CCCC1c1ccc[n+](C)c1,3.099418582
21649570,21649-57-0,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,2.861657692
21829254,21829-25-4,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],5.238471403
21898191,21898-19-1,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,4.342414847
22273092,22273-09-2,CC=C1C[N+]2(C)CCC34C(=C(C=O)C1CC32)Nc1ccccc14,4.728060035
22904401,22904-40-1,O=C(O)CN1CCN(CC(=O)O)CC(=O)O[PbH2]OC(=O)C1,2.28134739
23092708,23092-70-8,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.325033454
23093745,23093-74-5,CC(C)(C)NCC(O)COc1ccccc1C#N,3.965269913
23132174,23132-17-4,CCCCCc1cc(OC(C)=O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,3.361735145
23182469,23182-46-9,CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1,4.061283978
23261203,23261-20-3,OC(C1CO1)C(O)C1CO1,1.018647011
23828924,23828-92-4,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,3.771435892
23883456,23883-45-6,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,2.929745801
23930190,23930-19-0,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,4.550494902
23930372,23930-37-2,CC(=O)OCC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,4.114522026
24169026,24169-02-6,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3.652291856
24356603,24356-60-3,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,2.149703445
24426366,24426-36-6,CC(C)N(CCCl)CCCl,4.964047382
24659801,24659-80-1,CC(=O)NCC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,3.871283893
24916516,24916-51-6,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,3.650328132
25332392,25332-39-2,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,3.854390136
26281801,26281-80-1,CC=CCC1(CCCC)C(=O)NC(=S)NC1=O,3.45119777
26615214,26615-21-4,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,4.144388421
26807658,26807-65-8,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,3.035663662
27068060,27068-06-0,CC[N+](C)(CC)c1cccc(O)c1,3.824562104
27524976,27524-97-6,CC(C)NC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,3.113700888
27589339,27589-33-9,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,3.455251418
28395031,28395-03-1,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,3.716507739
28907451,28907-45-1,CN(C)CCCn1c2ccc(Cl)cc2c(=O)c2cccnc21,4.42023638
29025147,29025-14-7,CCCCOc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1,4.82322003
29122687,29122-68-7,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,3.726468022
29475056,29475-05-6,CCC1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(CC(C)C)N2C1=O,3.74949128
29590281,29590-28-1,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,2.897710562
30286750,30286-75-0,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.990208228
31112626,31112-62-6,CC(=O)Nc1c(I)c(C(=O)NC(C=O)C(O)C(O)C(O)CO)c(I)c(N(C)C(C)=O)c1I,1.559412731
31232276,31232-27-6,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,4.257654729
33178868,33178-86-8,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,4.191076622
33419420,33419-42-0,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,4.201590495
33921129,33921-12-9,Nc1ccccc1,3.162904966
34381685,34381-68-5,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,3.914113441
34920644,34920-64-4,Oc1ccc(C(O)CCNCCCSc2ccccc2)cc1,4.07031704
35523898,35523-89-8,NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,7.874033666
35607137,35607-13-7,OC(CNCCNCC(O)COc1ccccc1)COc1ccccc1,3.81648716
35941710,35941-71-0,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,3.318267198
36499657,36499-65-7,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,3.793647746
37764286,37764-28-6,CC(C)CC(N)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)O)C(C)C,3.616576592
37764297,37764-29-7,CC(C)C(NC(=O)C1CCCN1C(=O)C(N)C(C)O)C(=O)NC(CO)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)O,3.588922578
38006085,38006-08-5,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,2.262945611
38363405,38363-40-5,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.234092786
38957414,38957-41-4,CCOc1c(N2CCOCC2)cnn(C)c1=O,3.017169489
39293248,39293-24-8,CC=C(C)c1cc(=O)c2c(C)cc3c(c2o1)C(OC)(OC(C)=O)c1c(O)c(C2CC(C)(N(C)C)C(OC(C)=O)C(C)O2)cc(C2CC(N(C)C)C(OC(C)=O)C(C)O2)c1C3=O,4.529928532
39562704,39562-70-4,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,5.158803801
39831555,39831-55-5,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,3.37315532
40225023,40225-02-3,CC(C)(C)c1cc[n+](COCc2cc[n+](C(C)(C)C)cc2)cc1,4.418402118
40915557,40915-55-7,N#CC(C#N)Cc1ccccc1Cl,3.689133475
41136225,41136-22-5,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,2.166816771
42045863,42045-86-3,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C,7.314246535
42540409,42540-40-9,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1,2.38962938
50484985,50484-98-5,CCN(CC)C(=O)C1C=C2c3cccc4c3c(c(Br)n4C)CC2N(C)C1,4.44338087
50484996,50484-99-6,CCN(CC)C(=O)C1C=C2c3c(OC)ccc4[nH]cc(c34)CC2N(C)C1,6.548347645
50485035,50485-03-5,CCNC(=O)C1C=C2c3cccc4c3c(cn4C(C)=O)CC2N(C)C1,4.829204678
50809342,50809-34-2,COC(=O)C1OC(OC)C(OS(=O)(=O)O)C(O)C1O,1.878316376
50838363,50838-36-3,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,3.533013588
51781216,51781-21-6,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,3.416728154
52161269,52161-26-9,O=P(OP(=O)(N1CC1)N1CC1)(OS(=O)(=O)OP(=O)(OP(=O)(N1CC1)N1CC1)N1CC1)N1CC1,4.131342885
52161270,52161-27-0,O=P(C(=Nc1ccc(N=C(N2CC2)P(=O)(N2CC2)N2CC2)cc1)N1CC1)(N1CC1)N1CC1,4.269646609
52212029,52212-02-9,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,7.771648714
52403153,52403-15-3,O=C1NP(N2CC2)(N2CC2)(N2CC2)NC(=O)c2cccc(c2)C(=O)NP(N2CC2)(N2CC2)(N2CC2)NC(=O)c2cccc1c2,4.659107679
52794975,52794-97-5,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.534448343
52991034,52991-03-4,CC(CN)c1ccccc1,3.390646123
53109903,53109-90-3,CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,3.168624962
53179138,53179-13-8,Cc1ccc(=O)n(-c2ccccc2)c1,2.820543917
53214576,53214-57-6,CNC(C)C(O)c1ccccc1,3.405191316
54063284,54063-28-4,CC(C)CCOC(=O)C(NCCN1CCCC1)c1ccccc1,4.389112902
54240367,54240-36-7,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,4.229955855
54782557,54782-55-7,CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,3.60082086
55098334,55098-33-4,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3[N+](C)(C)CC2)[N+](C)(C)CC4,6.328247052
55242552,55242-55-2,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,3.53685056
55769647,55769-64-7,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(CC)COC(=O)c1cc(OC)c(OC)c(OC)c1,5.394969723
55837279,55837-27-9,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,3.308776575
56238632,56238-63-2,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,2.451674906
56293299,56293-29-9,C1=C2CCCNC2C2CC1C1CCCCN1C2,3.491120664
56390160,56390-16-0,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCCC(=O)c1ccc(F)cc1,4.68661464
56420452,56420-45-2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,4.997383931
