RTECS_ID,CAS_RN,SMILES,mouse_oral_LD50
27246817,27246-81-7,NNc1cccc(Br)c1,1.891723252
27246839,27246-83-9,Clc1ccccc1C=NNc1cccc(Br)c1,2.18976254
27246840,27246-84-0,Clc1cccc(C=NNc2cccc(Br)c2)c1,2.23552003
27246851,27246-85-1,COc1ccc(C=NNc2cccc(Br)c2)cc1,2.183518958
27246862,27246-86-2,Clc1cccc(C=NNc2ccc(I)cc2)c1,2.597931522
27246873,27246-87-3,Clc1cccc(/C=N\Nc2cccc(Cl)c2)c1,2.520390179
27246884,27246-88-4,Fc1ccc(C=NNc2ccc(Br)cc2)cc1,2.512831093
27246908,27246-90-8,Fc1cccc(C=NNc2ccc(Br)cc2)c1,2.688922352
27246919,27246-91-9,CC(C)c1ccc(C=NNc2cccc(Br)c2)cc1,2.22262065
27246920,27246-92-0,CCOc1ccc(C=NNc2ccc(I)cc2)cc1,2.660630725
27246931,27246-93-1,Clc1ccccc1C=NNc1ccc(I)cc1,2.774022781
27246942,27246-94-2,CC(=O)Nc1ccc(C=NNc2ccc(Br)cc2)cc1,2.044279681
27246953,27246-95-3,Clc1ccc(C=NNc2ccc(Br)cc2)c(Cl)c1,2.536607677
27254360,27254-36-0,O=[N+]([O-])c1cccc2ccccc12,1.706996248
27258011,27258-01-1,CCCCc1c(OC)n(-c2ccccc2)n(-c2ccccc2)c1=O,1.730254559
27266019,27266-01-9,CN1CC2CCC(C1)N2C(=O)c1ccccc1[N+](=O)[O-],3.740848827
27276251,27276-25-1,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,1.81339549
27302905,27302-90-5,CS(=O)C=C(O)c1ccccn1,1.540367399
27304138,27304-13-8,ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,4.025065093
27312932,27312-93-2,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,2.897035168
27318861,27318-86-1,COc1cc(OC)cc(OCCO)c1,2.954720409
27318872,27318-87-2,COc1cc(OC)cc(OCC(O)CO)c1,2.042429024
27325184,27325-18-4,CC(C)NCC(O)COc1ccccc1C1CC1,2.814752976
27338610,27338-61-0,CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1ccc(F)cc1,2.572228975
27338621,27338-62-1,CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1ccc(Cl)cc1,2.745857423
27343197,27343-19-7,CCOc1ccccc1C=NNc1ccc(Br)cc1,2.407155591
27344418,27344-41-8,O=S(=O)(O)c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)O)cc2)cc1,2.022877459
27355222,27355-22-2,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,1.434431569
27362841,27362-84-1,FC(F)(F)c1cccc(Nc2ncccc2-c2nn[nH]n2)c1,2.18504752
27367904,27367-90-4,CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1,2.60260252
27371955,27371-95-5,CCCC[Sn]1(CCCC)OCCS1,4.353326449
27424777,27424-77-7,CC1CC2=C(C(=O)CC(C)O2)C(=O)O1,2.199982785
27424799,27424-79-9,CC1CC2OC(C)CC(=O)C2C(=O)O1,1.821326677
27424824,27424-82-4,CCCCCC(=O)c1c(O)cc(C)oc1=O,2.252100346
27424846,27424-84-6,CCCCCC(=O)C1=C(O)CC(C)OC1=O,2.832186582
27429534,27429-53-4,Cc1c(NS(=O)(=O)CCN)c(=O)n(-c2ccccc2)n1C,1.763538548
27431987,27431-98-7,CC(Cc1ccccc1)N1CCCCCC1,3.359448028
27432219,27432-21-9,CCC(c1cccnc1)C(C)c1ccc(OC)cc1,2.194434416
27445198,27445-19-8,CNC(=O)Oc1cccc2c1CC(C)(C)C2,3.150675246
27447774,27447-77-4,CN1CC2CCCC(C1)N2CCN1c2ccccc2Sc2ccc(Cl)cc21,2.564623722
27464239,27464-23-9,NNc1ccc(N(CCO)CCO)nn1,2.147027123
27466291,27466-29-1,CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc21,2.474980859
27468559,27468-55-9,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2cccc(OC)c2)cc1,2.629977073
27468560,27468-56-0,CCCCOc1ccc(OCC(=O)N(CCN2CCCCC2)c2cccc(OC)c2)cc1,2.644028722
27468571,27468-57-1,CCCCOc1ccc(OCC(=O)N(CCN2CCOCC2)c2cccc(OC)c2)cc1,2.645968233
27468582,27468-58-2,CCCCOc1ccc(OCC(=O)N(CCC2CCCCN2C)c2cccc(OC)c2)cc1,2.87948869
27468606,27468-60-6,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)cc2)cc1,2.632024807
27468617,27468-61-7,CCCCOc1ccc(OCC(=O)N(CCCN(CC)CC)c2ccc(OC)cc2)cc1,2.947041405
27468640,27468-64-0,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)cc2OC)cc1,3.059373112
27468651,27468-65-1,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)c(OC)c2)cc1,2.683709498
27468662,27468-66-2,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OC)ccc2OC)cc1,3.059373112
27468673,27468-67-3,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OC)c(OC)c(OC)c2)cc1,2.910824433
27468684,27468-68-4,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cccc(OCC)c2)cc1,2.725478126
27468695,27468-69-5,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cc(OCC)ccc2OCC)cc1,2.962463099
27468708,27468-70-8,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccccc2Cl)cc1,2.840599855
27468719,27468-71-9,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2c(C)cccc2C)cc1,2.998419553
27470515,27470-51-5,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.562768543
27471585,27471-58-5,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cccc(OC)c2)cc1,2.72893482
27471596,27471-59-6,COc1ccc(OCC(=O)N(CCN2CCCC2)c2ccccc2OC)cc1,2.982809244
27471609,27471-60-9,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OCC)ccc2OCC)cc1,2.812158142
27471610,27471-61-0,CCCCOc1ccc(OCC(=O)N(CCCN(CC)CC)c2cccc(OC)c2)cc1,2.947041405
27471621,27471-62-1,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cccc(OCC)c2)cc1,2.742921423
27471665,27471-66-5,CCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cccc(OC)c2)cc1,2.688153803
27471676,27471-67-6,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccccc2OC)cc1,3.087956763
27471687,27471-68-7,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cccc(OC)c2)cc1,2.602623123
27474686,27474-68-6,CCN(CC)CCOC(=O)c1ccc(NC(=O)COc2cccc(C(F)(F)F)c2)cc1,2.403870009
27478348,27478-34-8,O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,1.590603023
27501424,27501-42-4,Fc1ccccc1CNCC1CCC(CNCc2ccccc2F)CC1,2.84434272
27506770,27506-77-0,CCCCCCCCCCCCOCN1C(=O)N(COCCCCCCCCCCCC)C(=O)C(CC)(c2ccccc2)C1=O,3.099638521
27506781,27506-78-1,CCC1(c2ccccc2)C(=O)N(COC(C)=O)C(=O)N(COC(C)=O)C1=O,2.769429256
27506805,27506-80-5,CC(=O)OCN1C(=O)N(COC(C)=O)C(c2ccccc2)(c2ccccc2)C1=O,2.842257695
27506816,27506-81-6,CCC(=O)OCN1C(=O)N(COC(=O)CC)C(=O)C(CC)(c2ccccc2)C1=O,2.907861547
27506827,27506-82-7,CCC1(CC)C(=O)N(COC(C)=O)C(=O)N(COC(C)=O)C1=O,2.760423806
27506838,27506-83-8,CCC1(CC)C(=O)N(COC)C(=O)N(COC)C1=O,2.435049236
27511995,27511-99-5,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,2.833520092
27512001,27512-00-1,COCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.772799754
27512012,27512-01-2,CCC1(c2ccccc2)C(=O)N(COCc2ccccc2)C(=O)N(COCc2ccccc2)C1=O,2.975469492
27512023,27512-02-3,CCCCOCN1C(=O)N(COCCCC)C(=O)C(CC)(c2ccccc2)C1=O,2.907956037
27512034,27512-03-4,CCOCN1C(=O)N(COCC)C(=O)C(CC)(c2ccccc2)C1=O,2.843106895
27512045,27512-04-5,CCCCOCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.830469334
27512727,27512-72-7,CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12,2.179148025
27524976,27524-97-6,CC(C)NC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.458026507
27530785,27530-78-5,C=C1C2CC3C4N5CC6(C)CCCC47C6C5CC3(C1O)C7C2O,2.7971858
27538109,27538-10-9,CCC1=C(O)C(=O)C(C)O1,1.866751963
27545046,27545-04-6,CC(=O)CNc1ccccc1C(N)=O,1.977369027
27554263,27554-26-3,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,2.149369254
27585359,27585-35-9,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2ccccc2OC)cc1,3.152855819
27585360,27585-36-0,CCN(CC)CCN(C(=O)COc1ccc(OC)cc1)c1cccc(OC)c1,2.587140509
27585371,27585-37-1,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2ccccc2OC)cc1,2.602623123
27585382,27585-38-2,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2ccccc2Cl)cc1,2.935483082
27588369,27588-36-9,CCOC(Cc1ccccc1)N1CCN(CCC(O)c2ccccc2)CC1,2.92498813
27588370,27588-37-0,CCOC(Cc1ccccc1)N1CCN(CCC(O)c2ccc(F)cc2)CC1,2.953693403
27588381,27588-38-1,C=CCOc1ccc(C(O)CCN2CCN(C(Cc3ccccc3)OCC)CC2)cc1,2.98947539
27588392,27588-39-2,COC(CN1CCN(CCC(O)c2ccc(OCCN3CCCCC3)cc2)CC1)c1ccccc1,2.439721467
27588405,27588-40-5,CC(C)(C)OC(Cc1ccccc1)N1CCN(CCC(O)c2ccc(Cl)cc2)CC1,2.783851187
27588416,27588-41-6,CC(C)(C)OC(Cc1ccccc1)N1CCN(CCC(O)c2ccc(F)cc2)CC1,2.441501375
27588427,27588-42-7,COc1cc(C(O)CCN2CCN(CC(OC)c3ccccc3)CC2)cc(OC)c1OC,2.797295871
27588449,27588-44-9,CCCCc1ccc(C(O)CCN2CCN(C(Cc3ccccc3)OCC)CC2)cc1,2.628009651
27588450,27588-45-0,CCCCc1ccc(C(O)CCN2CCN(CC(OC)c3ccccc3)CC2)cc1,2.61342106
27588461,27588-46-1,COc1ccc(C(O)CCN2CCN(CC(OC)c3ccccc3)CC2)cc1,2.768015094
27588472,27588-47-2,COC(CN1CCN(CCC(O)c2ccc(Cl)cc2)CC1)c1ccccc1,2.733757049
27589339,27589-33-9,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,1.766421045
27591420,27591-42-0,O=C1c2ccccc2C(=O)C1(CN1CCOCC1)c1ccccc1,3.135945579
27591975,27591-97-5,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,2.59450786
27605761,27605-76-1,C=CCOC1=NS(=O)(=O)c2ccccc21,1.90946461
27638853,27638-85-3,CN(C)CCCC1(O)c2ccccc2Sc2ccc(OCc3ccccc3)cc21,2.210118318
27674482,27674-48-2,CCN(CC)CC(COCC(C)C)C(O)(c1ccccc1)c1ccccc1,2.567672031
27674493,27674-49-3,CC(C)CCOCC(CN1CCOCC1)C(O)(c1ccccc1)c1ccccc1,2.122280335
27674506,27674-50-6,CC(C)CCOCC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1,2.104441585
27674517,27674-51-7,CC(C)CCOCC(CN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,2.120120756
27674528,27674-52-8,CC(C)COCC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1,2.560974966
27674539,27674-53-9,COCC(CN1CCOCC1)C(O)(c1ccccc1)c1ccccc1,2.755177139
27674540,27674-54-0,COCC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1,3.211456949
27674551,27674-55-1,CCN(CC)CC(COC)C(O)(c1ccccc1)c1ccccc1,3.411365146
27674562,27674-56-2,COCC(CN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,2.8776004
27674573,27674-57-3,CCOCC(CN1CCOCC1)C(O)(c1ccccc1)c1ccccc1,2.772661478
27674584,27674-58-4,CCOCC(CN1CCCC1)C(O)(c1ccccc1)c1ccccc1,2.945352185
27674595,27674-59-5,CCOCC(CN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,2.770245539
27674608,27674-60-8,CCOCC(CN(CC)CC)C(O)(c1ccccc1)c1ccccc1,3.102020585
27674619,27674-61-9,OC(c1ccccc1)(c1ccccc1)C(COc1ccccc1)CN1CCCCC1,2.649497121
27682571,27682-57-1,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2cc(OCC)ccc2OCC)cc1,3.032204054
27683734,27683-73-4,CNCc1ccccc1C(O)c1ccc(Cl)cc1,3.056162173
27684920,27684-92-0,CCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,3.373896942
27698846,27698-84-6,CCOC(Cc1ccccc1)N1CCN(CCC(O)c2ccc(OC)cc2)CC1,2.858540467
27704536,27704-53-6,CCOP(=O)(OCC)OC(=C(Cl)Cl)c1ccc(Cl)cc1Cl,2.803825413
27724965,27724-96-5,NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,1.850354788
27726314,27726-31-4,CC1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,2.242276532
27742387,27742-38-7,C[As+](C)(C)C,2.18114317
27751162,27751-16-2,CC(C)=CC1C(C(=O)OCc2cccc(Cc3ccccc3)c2)C1(C)C,1.843215331
27755153,27755-15-3,CC(c1ccccc1)C(C)c1ccccc1,2.462542567
27765226,27765-22-6,CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1CC(OC(=O)CC(C)C)C21CO1,1.7528062
27778785,27778-78-5,CCC(C)C(CN(C)C)c1ccc(OC)c(Cl)c1,2.864041333
27778901,27778-90-1,CCCCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,3.231560108
27779233,27779-23-3,CCN(CC)CC(COc1ccccc1)C(O)(c1ccccc1)c1ccccc1,2.636308436
27779244,27779-24-4,OC(c1ccccc1)(c1ccccc1)C(COc1ccccc1)CN1CCCC1,2.810146233
27830757,27830-75-7,CN1C2CCC1CC(=C1c3ccccc3CCc3ccccc31)C2,3.498944299
27848846,27848-84-6,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,2.883795045
27849941,27849-94-1,CC(CCc1ccc2c(c1)OCO2)NN,3.261703098
27850255,27850-25-5,C#CCOCC1CCC(=O)O1,1.886955792
27850288,27850-28-8,C#CCOCC1CC(Cc2ccccc2)C(=O)O1,2.317867823
27850302,27850-30-2,C#CCOCC1COC(=O)C1Cc1ccc(F)cc1,2.16349267
27864262,27864-26-2,CC(C)Nc1ccc(CC(=O)O)cc1,1.905899272
27864568,27864-56-8,CCCCCCCOC(=O)c1ccc(OP(=O)(O)O)cc1,1.619271869
27872817,27872-81-7,COCC(CN(C)C)C(O)(c1ccccc1)c1ccccc1,2.999150849
27891334,27891-33-4,CCOC(=O)NC(C)Cc1cccc(C(F)(F)F)c1,3.439758883
27897252,27897-25-2,CCOC(=O)CN1CCN(C(=O)C=Cc2ccc(Cl)cc2Cl)CC1,2.916470326
27901015,27901-01-5,C=C1C2CC3C4N5CC6(C)CCCC47C(C2O)C3(CC5(O)C67)C1O,2.818806325
27912147,27912-14-7,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,2.378116303
27922265,27922-26-5,Cc1ccc(S(=O)CCN2CCOCC2)cc1,2.102720054
27945433,27945-43-3,Cc1cc(-n2c(C)nc3ccccc3c2=O)cc(C)c1O,2.558363227
27945444,27945-44-4,Cc1cc(-n2cnc3ccccc3c2=O)cc(C)c1O,2.425371166
27945455,27945-45-5,CCc1nc2ccccc2c(=O)n1-c1cc(C)c(O)c(C)c1,2.468869942
27945513,27945-51-3,Cc1cc(-n2c(C)nc3cccc(Cl)c3c2=O)cc(C)c1O,2.497996093
27945524,27945-52-4,Cc1cc(-n2c(C)nc3ccc(Cl)cc3c2=O)cc(C)c1O,2.497996093
27945535,27945-53-5,Cc1cc(-n2c(C)nc3cc(Cl)ccc3c2=O)cc(C)c1O,2.497996093
27945546,27945-54-6,Cc1cc(-n2c(C)nc3ccc(Br)cc3c2=O)cc(C)c1O,2.555364135
27945579,27945-57-9,Cc1cc(-n2c(C)nc3ccc(N)cc3c2=O)cc(C)c1O,2.470325212
27945580,27945-58-0,Cc1cc(-n2c(C)nc3cc(N)ccc3c2=O)cc(C)c1O,2.470325212
27945591,27945-59-1,Cc1nc2ccccc2c(=O)n1-c1cc(Cl)c(O)c(Cl)c1,2.506725506
27945604,27945-60-4,Cc1nc2ccccc2c(=O)n1-c1cc(Br)c(O)c(Br)c1,2.612852703
27949526,27949-52-6,CCCCOP(=O)(SCC)SCc1ccccc1,3.404287656
27955879,27955-87-9,CCOc1ccc(C(c2ccc(OCC)cc2)C(C)(C)C)cc1,2.494784699
27959268,27959-26-8,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1,1.55620015
28002188,28002-18-8,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,1.441392411
28022119,28022-11-9,CCC1OC(=O)C(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC2CC(N(C)C)C(O)C(C)O2)CC(C)C(=O)C(C)C(O)C1(C)O,2.067999236
28025232,28025-23-2,C=CCOCC(O)COC,1.761785262
28058620,28058-62-0,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,2.275680733
28060959,28060-95-9,Cc1ccccc1OCC(O)COC(=O)c1cccnc1,1.485230446
28069729,28069-72-9,CCC=CCCC=CCO,1.447858541
28093461,28093-46-1,CC1(c2ccccc2)CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,1.83808305
28093472,28093-47-2,CCC1(c2ccccc2)CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,2.253361028
28097032,28097-03-2,CN1C(=O)C23CC4(C56CC78SSC(CO)(C(=O)N7C5Nc5ccccc56)N(C)C8=O)c5ccccc5NC4N2C(=O)C1(CO)SS3,2.763963044
28103459,28103-45-9,CC1(c2ccc(Cl)cc2)CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,1.879482384
28103460,28103-46-0,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)cc1,1.820024026
28103493,28103-49-3,CCCCC1C(=O)N(c2ccc(S(N)(=O)=O)cc2)C(=O)C1(C)c1ccccc1,1.903632516
28103506,28103-50-6,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)(c3ccccc3)C2=O)cc1,1.910051014
28103528,28103-52-8,CCCCC1(c2ccccc2)CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,1.888149154
28103551,28103-55-1,CC1C(=O)N(c2ccc(S(N)(=O)=O)cc2)C(=O)C1(C)c1ccccc1,1.855421019
28103562,28103-56-2,CC1(c2ccccc2)CC(=O)N(c2cccc(S(N)(=O)=O)c2)C1=O,1.83808305
28118492,28118-49-2,O=C(Sc1ccccc1)c1ccc2ccccc2c1,2.121147676
28122761,28122-76-1,CC(=O)Sc1ccc(Br)cc1,1.886704999
28122807,28122-80-7,O=C(Sc1ccc(Br)cc1)c1ccccc1,1.990020492
28122829,28122-82-9,O=C(Sc1ccccc1)c1ccc(Cl)cc1,2.219643895
28122841,28122-84-1,Cc1ccc(SC(=O)c2ccc([N+](=O)[O-])cc2)cc1,2.135630294
28122954,28122-95-4,O=C(Sc1ccccc1)c1cccs1,2.166958721
28125840,28125-84-0,CCOC(=O)C1=CCCN(C)C1,2.228461956
28140605,28140-60-5,C(C/C=N/c1ccccc1)=Nc1ccccc1,2.744861888
28169520,28169-52-0,CCSCCOc1ccc(OCOC)cc1C(N)=O,2.455400706
28169531,28169-53-1,COCOc1ccc(OC(C)CSC)c(C(N)=O)c1,2.455400706
28169542,28169-54-2,COCOc1ccc(OCCCSC)c(C(N)=O)c1,2.455400706
28169553,28169-55-3,CCSCCCOc1ccc(OCOC)cc1C(N)=O,2.476240191
28169564,28169-56-4,COCOc1ccc(OCCSCc2ccccc2)c(C(N)=O)c1,2.540874816
28169575,28169-57-5,COCCOc1ccc(OCOC)cc1C(N)=O,2.406999778
28169586,28169-58-6,COCCCOc1ccc(OCOC)cc1C(N)=O,2.430231515
28169597,28169-59-7,COCOc1ccc(OCC(O)COC)c(C(N)=O)c1,2.455295683
28169611,28169-61-1,NC(=O)c1cc(OCOc2ccc(OCCSc3ccccc3)c(C(N)=O)c2)ccc1OCCSc1ccccc1,2.771383881
28173797,28173-79-7,NC(=O)c1cc(OCOc2ccc(OCCS(=O)c3ccccc3)c(C(N)=O)c2)ccc1OCCS(=O)c1ccccc1,2.794293512
28173811,28173-81-1,NC(=O)c1cc(O)ccc1OCCS(=O)c1ccccc1,2.484805036
28173822,28173-82-2,CCSCCOc1ccc(O)cc1C(N)=O,2.382578919
28173833,28173-83-3,CSCC(C)Oc1ccc(O)cc1C(N)=O,2.382578919
28173844,28173-84-4,CSCCCOc1ccc(O)cc1C(N)=O,2.382578919
28173855,28173-85-5,CCSCCCOc1ccc(O)cc1C(N)=O,2.407117153
28173866,28173-86-6,NC(=O)c1cc(O)ccc1OCCSCc1ccccc1,2.481991242
28173877,28173-87-7,COCCOc1ccc(O)cc1C(N)=O,2.32472887
28173888,28173-88-8,COCCCOc1ccc(O)cc1C(N)=O,2.352653231
28173899,28173-89-9,COCC(O)COc1ccc(O)cc1C(N)=O,2.382454721
28178429,28178-42-9,CC(C)c1cccc(C(C)C)c1N=C=O,1.830984079
28184716,28184-71-6,NC(CC(=O)O)C(=O)O,1.441996778
28232704,28232-70-4,CC(C)(S)C(N)C(=O)O[Hg]OC(=O)C(N)C(C)(C)S,2.99738988
28249776,28249-77-6,CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.663071301
28268497,28268-49-7,C=C(O)C(=O)NC1C=C(C)C=CC(OC(=O)CC)CC=C(C)C=CC(O)CC2OC(=O)C1(C)C(=O)C2C,1.712315436
28268500,28268-50-0,C=C(O)C(=O)NC1C=C(C)C=CC(O)CC=C(C)C=CC(OC(=O)CC)CC2OC(=O)C1(C)C(=O)C2C,1.712315436
28279121,28279-12-1,Cc1nc(=O)c2cccnc2[nH]1,3.113846353
28281494,28281-49-4,CCC(=O)c1ccc2c(c1)OCO2,1.918437556
28311311,28311-31-1,NCC(CC(=O)O)c1ccc(Cl)cc1,3.028701359
28319779,28319-77-9,C[N+](C)(C)CCOP(=O)(O)OCC(O)CO,1.298065025
28321371,28321-37-1,Nc1nc(NC2CCCCC2)nc(-c2cccnc2)n1,1.829850318
28321382,28321-38-2,CCc1nc(N2CCCCC2)nc(N2CCCCC2)n1,2.326020584
28328690,28328-69-0,COc1ccc(C(=O)C=Cc2cc(Cl)ccc2OCCN2CCOCC2)cc1OC,2.237459284
28328736,28328-73-6,COc1ccccc1C=CC(=O)c1cc(Cl)ccc1OCC(=O)O,2.540036509
28330190,28330-19-0,C#CCOCC1CC(C(=O)OCC)C(=O)O1,1.810478312
28330203,28330-20-3,C#CCOCC1CC(C(C)=O)C(=O)O1,1.815582175
28330225,28330-22-5,C#CCOCC1CC(C(=O)c2ccccc2)C(=O)O1,2.059896489
28338274,28338-27-4,C=CCc1cccc(C(C)(C)C)c1OC(N)=O,2.367935215
28338285,28338-28-5,CC(C)(C)c1ccccc1OC(N)=O,2.286110513
28338296,28338-29-6,CC(C)(C)c1cccc(OC(N)=O)c1,3.808989258
28338310,28338-31-0,C=CCc1cc(C(C)(C)C)ccc1OC(N)=O,2.367935215
28343615,28343-61-5,N#Cc1c(O)c(Cl)c(Cl)c(C#N)c1Cl,3.143099046
28348643,28348-64-3,CC(C)c1cccc2c(S(=O)(=O)O)cccc12,2.119740214
28354190,28354-19-0,N#CCNc1ccccc1C(=O)O,1.939519253
28354258,28354-25-8,COc1ccccc1NCC#N,2.351492232
28380247,28380-24-7,COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C,3.581568232
28395031,28395-03-1,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1.896587954
28399146,28399-14-6,FC(F)(F)C1(C(F)(F)F)NCCS1,2.875364199
28399179,28399-17-9,C=C(C(=O)O)C1CCC2(C)CCC=C(C)C2C1,2.369844572
28401890,28401-89-0,COc1cc2ccn3c(C)nnc3c2cc1OC,2.682790036
28402177,28402-17-7,NCC(O)CSP(=O)(O)O,1.874266066
28418293,28418-29-3,CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,2.640404636
28434006,28434-00-6,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.997531026
28442786,28442-78-6,N#Cc1cccc(C#N)c1Cl,2.733943193
28460095,28460-09-5,CCN(CC)C(=O)Oc1ccc(C(C)(C)C)cc1,2.396816339
28462900,28462-90-0,FC(F)(F)C(F)(F)C1NCCN1,2.375926397
28465910,28465-91-0,CCN(CC)c1cn[nH]c1,2.189402966
28466106,28466-10-6,CN(C)c1cnn(Cc2ccccc2)c1,2.206875507
28466173,28466-17-3,CN(C)c1cnn(C(=O)c2ccccc2)c1,2.633985261
28469105,28469-10-5,Nc1cnn(-c2nc3ccccc3s2)c1,2.431904285
28469138,28469-13-8,CCNc1cnn(-c2nc3ccccc3s2)c1,2.688994348
28478504,28478-50-4,CCN1CCCC1CNC(=O)c1cc(Cl)c(C)cc1OC,3.012508999
28512870,28512-87-0,COc1ccccc1C(=O)C=Cc1cc(Cl)ccc1OCCN1CCOCC1,2.206167191
28513420,28513-42-0,CCCc1nc2ccccc2c(=O)n1-c1cc(C)c(O)c(C)c1,2.489087612
28520005,28520-00-5,Oc1c(Cl)c(O)c(Cl)c(Cl)c1Cl,2.527384697
28523866,28523-86-6,FCOC(C(F)(F)F)C(F)(F)F,1.04107368
28526923,28526-92-3,CCN(CC)C(=O)Oc1cccc(C(C)(C)C)c1,2.396816339
28557246,28557-24-6,Cn1c(=O)c2c(nc3n2CCN3CCO)n(C)c1=O,2.588636947
28588741,28588-74-1,Cc1occc1S,3.057548197
28588763,28588-76-3,Cc1occc1SSSSc1ccoc1C,3.120657671
28611065,28611-06-5,COc1cc(C(=O)n2ncc3cc([N+](=O)[O-])ccc32)cc(OC)c1OC,2.553059756
28616300,28616-30-0,Nc1ccc2c(cnn2C(=O)c2cccc(C(F)(F)F)c2)c1,2.007547222
28626337,28626-33-7,CCN1CCCC1CNC(=O)c1cc(Cl)c(O)cc1OC,2.547828857
