RTECS_ID,CAS_RN,SMILES,rabbit_intravenous_LDLo
64058942,64058-94-2,Cc1cccc(OCC(=N)N)c1,3.516424307
66827450,66827-45-0,CC(=O)OC(CN(C)C)c1ccccc1,3.459210237
67050264,67050-26-4,CCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,3.425219567
67465296,67465-29-6,CCN(CC)CC(C)(C)COC(=O)C(C)(OC(C)=O)c1ccccc1,3.999343098
68401821,68401-82-1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,2.07851459
69766627,69766-62-7,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,3.672036486
69866213,69866-21-3,COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(N)=O,8.847394957
73806492,73806-49-2,COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.721614438
73954173,73954-17-3,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,4.292830688
74926979,74926-97-9,CCC(C)c1cccc(C(C)C)c1O,4.107892542
74926991,74926-99-1,CCCCC(C)c1cccc(C(C)C)c1O,4.167033621
74927029,74927-02-9,CCCC(C)c1cccc(C(C)CCC)c1O,3.892804854
76144815,76144-81-5,C[N+](C)(C)NCCC(=O)O,1.264811922
77181261,77181-26-1,CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,7.360330182
98562528,98562-52-8,Cc1ccc(C(C)C)c(OCCN2CCCCC2)c1,3.940199281
98753196,98753-19-6,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,2.411280386
100252004,100252-00-4,CCC(N)CCc1ccc(OC)cc1,1.888269377
101564674,101564-67-4,CC1CCCCN1CCCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=S,5.050309437
101564696,101564-69-6,O=C1N(CCCN2CCCCC2)C(=S)NC1(c1ccccc1)c1ccccc1,5.069961731
1241947,1241-94-7,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,3.124626475
1329868,1329-86-8,OCC(Br)(Br)Br,3.15038337
1397893,1397-89-3,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,5.266744736
2321075,2007/5/21,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,3.044423463
2418146,2418-14-6,O=C(O)C(S)C(S)C(=O)O,1.829237045
2441885,2441-88-5,OC(CNc1ncccn1)c1ccccc1,2.788887221
3251078,07-08-51,COC(=O)CCCN,2.591613624
3251089,08-09-51,NCCCC(N)=O,2.465115053
3330469,3330-46-9,C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.899249911
3625181,3625-18-1,CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,5.979160341
3685845,3685-84-5,CN(C)CCOC(=O)COc1ccc(Cl)cc1,3.235051808
4720096,2009/6/20,CC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,6.184084403
4786203,4786-20-3,CC=CC#N,3.048513015
7564263,7564-26-3,CC[n+]1cccc2cccc(OCCCCCOc3cccc4ccc[n+](CC)c34)c21,5.744621514
7568936,7568-93-6,NCC(O)c1ccccc1,3.666541414
7733075,07-05-33,CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,3.343039587
7771440,7771-44-0,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,5.483550213
63982321,63982-32-1,CNC(=O)Oc1cccc(C(C)N(C)C)c1,5.250006005
93991981,93991-98-1,CC1CCCC(C)N1CCCOC(=O)c1ccccc1,4.485708811
187605432,187605-43-2,O=C(O)C1C2CCC(O2)C1C(=O)O,4.570923365
