RTECS_ID,CAS_RN,SMILES,chicken_oral_LD50
50512351,50512-35-1,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,1.87641828
52315078,52315-07-8,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1.774312544
52645531,52645-53-1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1.747405149
52736148,52736-14-8,CCc1cccc(OP(=O)(Oc2cccc(CC)c2)Oc2cccc(CC)c2)c1,1.61326026
52756226,52756-22-6,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.162941786
53558251,53558-25-1,O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,2.554176628
53760193,53760-19-3,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23C(OC(C)=O)C=CC(C)(O)CC(C)CC=CC3C1O,4.59650385
54593838,54593-83-8,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.380216412
55219653,55219-65-3,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,2.169924126
55297955,55297-95-5,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2.503178929
55466290,55466-29-0,C=CCC(O)C(=O)C(C=O)(N(C)C(=O)C(NC(=O)C1NCCC1C)C(C)C=C)C(C)(C)C(=O)CCNC(=O)C(C)NC,4.675228254
55864045,55864-04-5,CC(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1.566283075
56073075,56073-07-5,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,3.948931071
56073100,56073-10-0,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,5.065642778
56092638,56092-63-8,O=C1NC(Cc2ccccc2)CN2CCCCC12,4.086961019
58785630,58785-63-0,COC1CC2(CCC(C)(C3CCC(C)(C4OC(C5OC(C)(O)C(C)C(OC)C5C)C(OC)C4C)O3)O2)OC(C(C)C2OC(O)(C(C)C(=O)O)C(C)C(OC)C2C)C1C,3.742504132
59722519,59722-51-9,CCCSP(=O)(OCC)Oc1ccc(OS(C)(=O)=O)cc1,4.30150329
61361997,61361-99-7,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.752838121
61432551,61432-55-1,CC(C)(SC(=O)N1CCCCC1)c1ccccc1,1.721655659
62867474,62867-47-4,C=CC(C)(C)c1[nH]c2cccc3c2c1CC1C3C(OC(C)=O)C(C)CN1C,3.387988645
63340283,63340-28-3,CCCCCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1,1.756415482
63935386,63935-38-6,CCOc1ccc(C2(C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3)CC2(Cl)Cl)cc1,2.382343992
64532952,64532-95-2,CC(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)C)Oc1ccccc1C(C)C,2.655648335
64532963,64532-96-3,CCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1.61326026
64628440,64628-44-0,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,1.855765005
64918850,64918-85-0,C#CC(O)C(N)C(=O)O,2.934885441
65041921,65041-92-1,CC(=O)OCC12CC(OC(C)=O)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.730745442
68359375,68359-37-5,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,1.938813825
70080829,70080-82-9,COc1cc2c(c(O)c1C)COC(C)C2,2.415509621
70402130,70402-13-0,CC(=O)OC1C2OC3C=C(C)CCC3(CO)C(C)(C1O)C21CO1,4.571525445
71048992,71048-99-2,CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)O)C(=O)O,1.810616893
71432229,71432-22-9,CCOP(=S)(Oc1cc(Cl)ccc1Cl)c1ccccc1,2.36449221
71432252,71432-25-2,COP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.791386045
71626114,71626-11-4,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,1.849670394
71840261,71840-26-1,CCOP(C)(=O)OCCN(C(C)C)C(C)C,2.326119897
74619855,74619-85-5,COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)c1ccccc1,3.088279057
74667520,74667-52-0,C=C(C)C(=O)C(=CC(=O)O)OC,3.267079859
75867004,75867-00-4,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)c(F)c(F)c1F,2.192173678
76202001,76202-00-1,CC1NC(CCCCCCCCCCC2=CCN3CCCC3C2CCCCCCCCCCC2CCC(O)C(C)N2)CCC1O,4.417292101
76608883,76608-88-3,CC(C)(C)C(O)C(=CC1CCCCC1)n1cncn1,1.721621034
82560541,82560-54-1,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,3.649563419
84872468,84872-46-8,COP(=S)(Oc1ccc(SC)cc1)c1ccccc1,3.190863733
101903304,101903-30-4,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,1.913008625
107534963,107534-96-3,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,1.83625104
1197188,1197-18-8,NCC1CCC(C(=O)O)CC1,1.196488455
1217987,1217-98-7,COP(=S)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.326219677
1241947,1241-94-7,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,1.559195379
1397940,1397-94-0,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,3.535161944
1401690,1401-69-0,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,2.635203192
1420060,1420-06-0,c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,2.517780284
2310170,2310-17-0,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,2.745429158
2439012,01-02-39,Cc1ccc2nc3sc(=O)sc3nc2c1,2.378555481
3152418,3152-41-8,CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1,3.421373788
3212199,3212-19-9,COP(=O)(OC=C(Cl)Cl)OCCCl,4.358592957
3239632,3239-63-2,CCCSP(C)(=S)Oc1ccccc1,4.483044629
3244904,3244-90-4,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,2.938502511
3328334,3328-33-4,C=C(OP(=O)(OC)OC)P(=O)(OC)OC,3.772707555
3615212,3615-21-2,FC(F)(F)c1nc2ccc(Cl)c(Cl)c2[nH]1,3.875105542
3688117,11-07-88,Oc1ccccc1O[Hg]c1ccccc1,3.523028476
3689245,3689-24-5,CCOP(=S)(OCC)OP(=S)(OCC)OCC,4.110353983
3733844,3733-84-4,CCOP(=S)(OC(C)C)ON1C(=O)c2ccccc2C1=O,3.472287215
3735237,3735-23-7,COP(=S)(OC)SCSc1cc(Cl)ccc1Cl,2.595722589
3735339,3735-33-9,COP(=O)(OC)SCN1C(=O)c2ccccc2C1=O,3.81618364
4636833,4636-83-3,CC1COCC(C)N1C(=O)C[n+]1ccc(-c2cc[n+](CC(=O)N3C(C)COCC3C)cc2)cc1,3.106134366
4685147,4685-14-7,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,2.851813644
7696120,7696-12-0,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.821398225
7700176,7700-17-6,COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,3.451985474
7745893,7745-89-3,Cc1ccc(N)cc1Cl,4.549006329
25646224,25646-22-4,C=CCNP(=O)(OC=C(Cl)Cl)OCCCl,4.469088248
25646246,25646-24-6,C=CCNP(=O)(OC=C(Cl)Cl)OC1CCCCC1,2.798165677
25875518,25875-51-8,N=C(NN=Cc1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,2.825049436
25999319,25999-31-9,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,3.91410652
51481108,51481-10-8,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,3.325631464
66063056,66063-05-6,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,2.119048593
89519993,89519-99-3,CC1=C(O)C(=O)C(C2=C(O)C(=O)C(C)=C(O)C2=O)=C(O)C1=O,4.771146638
89784601,89784-60-1,CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1,3.297198752
90035088,90035-08-8,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,3.734442169
