RTECS_ID,CAS_RN,SMILES,cat_intravenous_LD50
33279559,33279-55-9,COC1C(O)C(COC2C(O)OC(C)C(O)C2O)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,5.843127463
33279571,33279-57-1,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,6.827048505
35536766,35536-76-6,CC1OC(OC2CCC3(C)C(=CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,6.565652758
36190939,36190-93-9,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)OC(C)C1O,6.250980807
36304844,36304-84-4,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4.053120956
37811840,37811-84-0,CC12CCC3C(CCC4(O)CC(OC(=O)c5ccccc5)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,5.27229611
37933667,37933-66-7,COC1C(O)C(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,7.011572931
39006752,39006-75-2,CCC(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1,6.253359694
40798956,40798-95-6,NC(=O)CN1CCN(c2ccccc2)CC1,2.943074858
50782699,50782-69-9,CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.728150793
52400983,52400-98-3,CCN(CC)CCNCCC1(C)Oc2ccccc2O1,4.268571732
52552280,52552-28-0,CC12CCC3C(CCC4(O)CC(OC(=O)CCl)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,5.660115793
53179138,53179-13-8,Cc1ccc(=O)n(-c2ccccc2)c1,3.665641957
55769647,55769-64-7,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(CC)COC(=O)c1cc(OC)c(OC)c(OC)c1,5.394969723
56287413,56287-41-3,CCN(CC)CCOCCC1(C)Oc2ccc(Cl)cc2O1,4.320596278
56774619,56774-61-9,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.309864916
59159647,59159-64-7,O=C(C=Nc1ccccc1)Nc1ccccc1,3.189389625
63765684,63765-68-4,COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(c5ccc(=O)oc5)C(O)CC43O)C2)C1O,6.711719126
63869921,63869-92-1,COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43OC(C)=O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.042492055
63950914,63950-91-4,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.370641962
63977355,63977-35-5,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,5.592052492
63977366,63977-36-6,CC1OC(OC2CCC3(CO)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.788008426
64516310,64516-31-0,CC1(CCNCCNCCC2(C)Oc3ccccc3O2)Oc2ccccc2O1,4.380749253
64516321,64516-32-1,CC1(CCN2CCN(CCO)CC2)Oc2ccccc2O1,3.960796198
64516332,64516-33-2,CC1(CCN2CCN(CCC3(C)Oc4ccccc4O3)CC2)Oc2ccccc2O1,4.312297977
64516343,64516-34-3,CCN(CC)CCSCCC1(C)Oc2ccccc2O1,4.470481054
67696826,67696-82-6,CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,6.583822858
72947901,72947-90-1,CC12CCC3C(CCC4(O)CC(OC5OC(CO)C(O)C(O)C5O)CCC34C=O)C1(O)CCC2c1ccc(=O)oc1,6.76241971
73309758,73309-75-8,CC12CCC3C(CCC4=CC(OC5OC(CO)C(O)C(O)C5O)CCC43C=O)C1(O)CCC2c1ccc(=O)oc1,6.845594093
73713652,73713-65-2,CCN(CC)CCOC(=O)c1ccc(NCc2c(CO)cnc(C)c2O)cc1,3.696154688
73747292,73747-29-2,CC(N)C(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1,4.787389621
74037313,74037-31-3,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,2.778674983
76704784,76704-78-4,COC1CC(C)(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O,6.584012378
100991795,100991-79-5,COC1C(O)C(C)OC(OC2CCC3(COC(C)=O)C(CCC4C3CCC3(C)C(c5ccc(=O)oc5)CCC43O)C2)C1O,5.644845974
100991808,100991-80-8,COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(c5ccc(=O)oc5)C(OC(C)=O)CC43O)C2)C1O,6.712312909
100991819,100991-81-9,COC1C(O)C(C)OC(OC2CCC3(C=O)C4C(O)CC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C1O,6.927723698
100991831,100991-83-1,CC(=O)OC1CCC2(CO)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,6.776802092
101310923,101310-92-3,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CCOC5)C(O)CC43O)C2)OC(C)C1O,5.891167298
101418193,101418-19-3,COC1C(O)C(C)OC(OC2CCC3(C)C(C2)CC2OC24C3C(O)CC2(C)C(C3=CC(=O)OC3)CCC24O)C1O,5.751796253
101418206,101418-20-6,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3C(=O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,5.961162339
101418217,101418-21-7,COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43OC(C)=O)C2)OC(C)C1OC(C)=O,6.020673027
102107277,102107-27-7,CC12CCC3C(CCC4CC(O)C(O)CC43C=O)C1=CCC2C1=CC(=O)OC1,5.177202891
102280999,102280-99-9,CC1OC(OC2CCC3(CO)C4CC(O)C5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,5.97670143
102305500,102305-50-0,CC12CCC(O)CC1C(O)CC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,4.000578674
102338603,102338-60-3,COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,6.229979365
1183353,1183-35-3,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6COC(=O)C6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,3.200195858
1191431,1191-43-1,SCCCCCCS,3.257915561
1247047,1247-04-7,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.442319205
1264513,1264-51-3,CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,6.229259586
1289561,1289-56-1,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(C(C)=O)CC65O)C4)OC3C)OC2C)OC(C)C1O,6.530979958
1403663,1403-66-3,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.734584374
1421143,1421-14-3,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,3.625075686
3253621,3253-62-1,CC1OC(OC2CCC3(CO)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.802939566
3624871,3624-87-1,CCCCOc1c(N)cccc1C(=O)OCCN(CC)CC,4.586055362
3644619,3644-61-9,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,3.787754392
3714452,3714-45-2,CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(c3ccc(=O)oc3)CCC12O,6.701709345
4589951,4589-95-1,COC1C(O)C(C)OC(OC2CCC3(C)C(C2)CC2OC24C3CCC2(C)C(C3=CC(=O)OC3)CCC24O)C1O,6.375701609
7685485,7685-48-5,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC3OC(C)(C)OC3C(C)O2)C(C)O1,5.765924886
25390163,25390-16-3,COC1C(O)C(C)OC(OC2CCC3(C)C(C2)CC2OC24C3CCC2(C)C(C3=CC(=O)OC3)CCC24O)C1OC(C)=O,6.22483166
25395328,25395-32-8,CC(=O)OC1C(O)CC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)CC2OC2CC(O)C(O)C(C)O2)OC1C,5.384422305
25633334,25633-33-4,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O,6.593652949
25817758,25817-75-8,CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,6.742458819
32184206,32184-20-6,CN(C)CC(Cl)c1ccccc1,4.941847305
63979668,63979-66-8,CCN(CC)CC(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1,6.385667521
63979704,63979-70-4,CC(C)C(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1,5.948780986
63980392,63980-39-2,CC(=O)OC12CCC(C3=CC(=O)OC3)C1(C)CC(O)C1C2CCC2(O)CC(OC3OC(C)C(O)C(O)C3O)CCC12C=O,5.225681175
88195691,88195-69-1,CC1OC(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.583572809
