RTECS_ID,CAS_RN,SMILES,mammal (species unspecified)_oral_LD50
54362719,54362-71-9,C=C(C)CNc1ccc(C(C)C(=O)O)cc1,2.090586942
54436021,54436-02-1,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN(C(C)(C)C)CO3,2.86174859
54436032,54436-03-2,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN(CCN(C)C)CO3,2.742222221
54436043,54436-04-3,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN(CCCN(CC)CC)CO3,2.618044608
54436054,54436-05-4,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN(CCN1CCCC1)CO3,2.695887665
54436065,54436-06-5,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN(CCN1CCOCC1)CO3,2.839842193
54436076,54436-07-6,CCN(CC)CCN1COc2ccc3[nH]c(C)c(C(=O)OC)c3c2C1,2.538376397
54436087,54436-08-7,COC(=O)c1c(C)[nH]c2ccc3c(c12)CN(CCN1CCOCC1)CO3,2.575606118
54436101,54436-10-1,CCCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN(CCN(CC)CC)CO3,2.475377105
54436112,54436-11-2,CCCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN(CCN1CCOCC1)CO3,2.685159304
54436123,54436-12-3,CCN(CC)CCN1COc2ccc3[nH]c(C)c(C(=O)OC(C)C)c3c2C1,2.493105872
54436134,54436-13-4,Cc1[nH]c2ccc3c(c2c1C(=O)OC(C)C)CN(CCN1CCOCC1)CO3,2.624461464
54436145,54436-14-5,CCCCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN(CCN1CCOCC1)CO3,2.746360625
54495657,54495-65-7,COC(=O)c1c(C)[nH]c2ccc3c(c12)CN(C(C)C)CO3,2.242431493
55297955,55297-95-5,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2.783954598
56073100,56073-10-0,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,5.59828136
56488596,56488-59-6,CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,1.838101965
56969223,56969-22-3,c1ccc(C23OCC(Cn4c2nc2ccccc24)O3)cc1,2.177358643
56969234,56969-23-4,CC12OCC(Cn3c1nc1ccccc13)O2,2.117452088
56969256,56969-25-6,Fc1ccc(C23OCC(Cn4c2nc2ccccc24)O3)cc1,2.267613135
57831751,57831-75-1,O=[N+]([O-])c1cnc2n1CC(Cl)Cn1ccnc1-2,2.501143167
57831762,57831-76-2,O=[N+]([O-])c1cnc2n1CC(O)Cn1ccnc1-2,2.46835287
58497840,58497-84-0,CS(=O)(=O)Nc1cc(CCNC2CC2)ccc1O,3.732962795
58497851,58497-85-1,CCC(Cc1ccc(O)c(NS(C)(=O)=O)c1)NC1CC1,2.173780466
58497873,58497-87-3,CS(=O)(=O)Nc1cc(C(O)CNC2CC2)ccc1O,3.931325476
58497908,58497-90-8,CCOC(CNC1CC1)c1ccc(O)c(NS(C)(=O)=O)c1,2.497492207
58497919,58497-91-9,CC(NC1CC1)C(O)c1ccc(O)c(NS(C)(=O)=O)c1,2.959157073
58497942,58497-94-2,Cc1cc(C(O)CNC2CC2)cc(NS(C)(=O)=O)c1O,3.982126675
58497964,58497-96-4,CC1(NCC(O)c2ccc(O)c(NS(C)(=O)=O)c2)CC1,3.681790996
58497975,58497-97-5,CS(=O)(=O)Nc1cc(C(O)CNC2(Cc3ccccc3)CC2)ccc1O,4.678112511
58498047,58498-04-7,Oc1ccc(C(O)CNC2CC2)cc1Cl,2.357345864
58498070,58498-07-0,CN(C)S(=O)(=O)Nc1cc(C(O)CNC2CC2)ccc1O,3.544612295
58860358,58860-35-8,O=[N+]([O-])c1cnc2n1CCn1c([N+](=O)[O-])cnc1-2,2.921120918
60199248,60199-24-8,Cc1ccc(S(=O)(=O)NNC(=O)C(=O)NC(CO)C(O)c2ccc([N+](=O)[O-])cc2)cc1,2.215573687
60373413,60373-41-3,O=C(O)c1cc2ccccc2c(=O)s1,2.571609863
63290619,63290-61-9,O=C1CC(c2ccc(Cl)cc2)C(=O)N1Cc1ccccc1,2.650694531
63496480,63496-48-0,Oc1ccccc1,2.274679613
65284926,65284-92-6,CN1CCc2c3n(c4ccccc24)C(C)(O)CCC31,3.107801632
65285032,65285-03-2,CCCN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.428717783
65285156,65285-15-6,CCC1(O)CCC2c3c(c4ccccc4n31)CCN2C,3.130938143
67543140,67543-14-0,CC(Cc1ccccc1)NC(Cc1cnc[nH]1)C(=O)NC(=O)C1CCC(=O)N1,2.203499766
67877729,67877-72-9,C=CCN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.124412922
67877741,67877-74-1,CN1CCc2c3n(c4ccccc24)CCCC31,3.354728691
67877763,67877-76-3,CC=CCN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.146703095
67877774,67877-77-4,C#CCN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.121113174
67877796,67877-79-6,C=CCC1(O)CCC2c3c(c4ccccc4n31)CCN2C,3.149814704
68710601,68710-60-1,CCN(CC)CCOC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)O)CCC32)C1,2.691422675
68746838,68746-83-8,Cc1ccc2c(C=Cc3ccc([N+](=O)[O-])o3)cc(=O)oc2c1,2.150925945
68746850,68746-85-0,O=c1cc(C=Cc2ccc([N+](=O)[O-])o2)c2ccc(Cl)cc2o1,2.501995342
68746861,68746-86-1,O=c1cc(C=Cc2ccc([N+](=O)[O-])o2)c2ccc(O)cc2o1,2.476016743
68746872,68746-87-2,COc1ccc2c(C=Cc3ccc([N+](=O)[O-])o3)cc(=O)oc2c1,2.495911875
68746883,68746-88-3,CCOc1ccc2c(C=Cc3ccc([N+](=O)[O-])o3)cc(=O)oc2c1,2.51493539
68746894,68746-89-4,CCCOc1ccc2c(C=Cc3ccc([N+](=O)[O-])o3)cc(=O)oc2c1,2.533160465
68746907,68746-90-7,CC(C)Oc1ccc2c(C=Cc3ccc([N+](=O)[O-])o3)cc(=O)oc2c1,2.533160465
68746918,68746-91-8,CCCCOc1ccc2c(C=Cc3ccc([N+](=O)[O-])o3)cc(=O)oc2c1,2.228432136
68746930,68746-93-0,Cc1cc2oc(=O)cc(C=Cc3ccc([N+](=O)[O-])o3)c2cc1C,2.493169355
68746941,68746-94-1,Cc1cc2oc(=O)cc(C=Cc3ccc([N+](=O)[O-])o3)c2cc1Cl,2.520759874
68746952,68746-95-2,Cc1c(O)ccc2c(C=Cc3ccc([N+](=O)[O-])o3)cc(=O)oc12,2.495911875
70458967,70458-96-7,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1.90218789
70796213,70796-21-3,O=C1CC(c2ccc(Cl)cc2)C(=O)N1CCN1CCNCC1,2.337335121
72571825,72571-82-5,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,1.782933907
73291415,73291-41-5,CN(C)CCC1CC2CC1C1CCCC21,3.316727079
73291459,73291-45-9,CCN(CC)CCC1CC2CC1C1CCCC21,3.371834131
76674210,76674-21-0,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,1.725410307
77202789,77202-78-9,CC(CN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,3.092654689
77779603,77779-60-3,O=c1c2cnc3ccccc3c2[nH]n1-c1ccccc1,1.718142812
77801297,77801-29-7,CN(C(=O)CN1CCOCC1)c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,2.884686635
77801457,77801-45-7,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1N(Cc1ccccc1)C(=O)CN1CCOCC1,2.963317402
77801504,77801-50-4,CN(C(=O)CNC1CCCCC1)c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,2.898131459
78219122,78219-12-2,CC(CN1CCN(C)CC1)C(O)(c1ccccc1)c1ccccc1,3.232418271
78466985,78466-98-5,Cc1n[nH]c2c1N(c1ccccc1)C(=O)CC(=O)N2C,2.431833192
80166412,80166-41-2,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1N(C(=O)CN1CCOCC1)C1CC1,2.913222386
80166423,80166-42-3,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1N(C(=O)CN1CCOCC1)C1CCCC1,2.942004082
80166434,80166-43-4,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1N(C(=O)CN1CCOCC1)C1CCCCC1,2.955709873
80166445,80166-44-5,CN(C(=O)CNC1CC1)c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,2.849269504
80166456,80166-45-6,C#CC(C)(C)NCC(=O)N(C)c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,2.880145637
80166467,80166-46-7,C=CCNCC(=O)N(C)c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,2.849269504
80166478,80166-47-8,CN(CCO)CC(=O)N(C)c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,2.87086371
80166489,80166-48-9,CN(C(=O)CN(CCO)CCO)c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,2.90462792
80166490,80166-49-0,CN1CCN(CC(=O)N(C)c2ccc([N+](=O)[O-])cc2C(=O)c2ccccc2)CC1,2.899215131
82003825,82003-82-5,CC1CN(CCc2ccccc2)CCC1=O,2.793015664
82822988,82822-98-8,NNC(=O)CC(C(=O)NN)S(=O)(=O)O,1.877398224
83850786,83850-78-6,CN(C)CCNC(=O)C(Nc1ccc(Cl)cc1)c1ccccc1,2.431032784
83850797,83850-79-7,CCN(CC)CCNC(=O)C(Nc1ccc(Cl)cc1)c1ccccc1,2.646092508
83850822,83850-82-2,CCN(CC)CCNC(=O)C(Nc1ccccc1C(=O)O)c1ccccc1,2.266543308
84671761,84671-76-1,O=C(CCn1cnc2ccccc2c1=O)c1ccccc1,2.444530372
85195762,85195-76-2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cc4oc(=O)oc4C)CC3)cc21,2.032840283
99518920,99518-92-0,O=C1OCC(c2ccccc2)C1CN1CCCCC1,2.361960662
99518942,99518-94-2,O=C1OCC(c2ccccc2)C1CN1CCCC1,2.292826484
100596392,100596-39-2,COC(=O)c1cc(Oc2ccc(C(=O)OC)cc2[N+](=O)[O-])cc(C(=O)OC)c1,1.590302253
102584532,102584-53-2,Cc1ccccc1C(O)(c1ccccc1C)C(C)CN1CCCC1,2.81087743
102585444,102585-44-4,CN(C)CCNC(=O)C(c1ccccc1)c1cccc(Cl)c1,2.230849362
104789460,104789-46-0,O=C(NCCCl)Sc1ncnc2nc[nH]c12,1.934003275
104941368,104941-36-8,CC(CC(=O)c1ccc(-c2ccc(Cl)cc2Cl)cc1)C(=O)O,2.828920137
106924021,106924-02-1,Cc1nc2ccccc2c(=O)n1Cc1nnc(-c2ccccc2)o1,2.326794496
106924043,106924-04-3,Cc1ccc(-c2nnc(Cn3c(C)nc4ccccc4c3=O)o2)cc1,2.345521411
106924065,106924-06-5,Cc1nc2ccccc2c(=O)n1Cc1nnc(-c2ccc(O)cc2)o1,2.348090584
106924076,106924-07-6,Cc1nc2ccccc2c(=O)n1Cc1nnc(Cc2ccccc2)o1,2.345521411
106924087,106924-08-7,Cc1nc2ccccc2c(=O)n1Cc1nnc(COc2ccc(Cl)cc2)o1,2.406888612
106924098,106924-09-8,Cc1nc2c(Br)cc(Br)cc2c(=O)n1Cc1nnc(-c2ccccc2)o1,2.501632463
106924101,106924-10-1,Cc1nc2c(Br)cc(Br)cc2c(=O)n1Cc1nnc(-c2ccccc2Cl)o1,2.531966586
106924112,106924-11-2,Cc1ccc(-c2nnc(Cn3c(C)nc4c(Br)cc(Br)cc4c3=O)o2)cc1,2.514242178
106924123,106924-12-3,COc1ccc(-c2nnc(Cn3c(C)nc4c(Br)cc(Br)cc4c3=O)o2)cc1,2.528191414
106924134,106924-13-4,Cc1nc2c(Br)cc(Br)cc2c(=O)n1Cc1nnc(-c2ccc(O)cc2)o1,2.515985934
106924145,106924-14-5,Cc1nc2c(Br)cc(Br)cc2c(=O)n1Cc1nnc(COc2ccc(Cl)cc2)o1,2.556783979
107269409,107269-40-9,Cc1nc2c(Br)cc(Br)cc2c(=O)n1Cc1nnc(Cc2ccccc2)o1,2.514242178
108132576,108132-57-6,COc1cc(C(=O)n2nc(C)cc2C)cc(OC)c1OC,2.462875459
108132587,108132-58-7,Cc1cc(C)n(C(=O)c2ccc3c(c2)OCO3)n1,2.387834572
108132598,108132-59-8,CCOc1c(OC)cc(C(=O)n2nc(C)cc2C)cc1OC,2.483367598
108132601,108132-60-1,COc1cc(C(=O)n2nc(C)c(Cl)c2C)cc(OC)c1OC,2.511567882
108132612,108132-61-2,Cc1nn(C(=O)c2ccc3c(c2)OCO3)c(C)c1Cl,2.445129177
108132623,108132-62-3,CCOc1c(OC)cc(C(=O)n2nc(C)c(Cl)c2C)cc1OC,2.529931865
108132849,108132-84-9,COc1cc(-c2n[nH]c(=O)[nH]2)cc(OC)c1OC,2.400092242
108132850,108132-85-0,O=c1[nH]nc(-c2ccc3c(c2)OCO3)[nH]1,2.613150204
108132861,108132-86-1,CCOc1c(OC)cc(-c2n[nH]c(=O)[nH]2)cc1OC,2.4236865
108132872,108132-87-2,COc1cc(-c2n[nH]c(=O)n2C)cc(OC)c1OC,2.4236865
108132883,108132-88-3,Cn1c(-c2ccc3c(c2)OCO3)n[nH]c1=O,2.49574251
108132894,108132-89-4,CCOc1c(OC)cc(-c2n[nH]c(=O)n2C)cc1OC,2.446064716
108132907,108132-90-7,CCn1c(-c2cc(OC)c(OC)c(OC)c2)n[nH]c1=O,2.446064716
108132918,108132-91-8,CCn1c(-c2ccc3c(c2)OCO3)n[nH]c1=O,2.668808822
108132929,108132-92-9,CCOc1c(OC)cc(-c2n[nH]c(=O)n2CC)cc1OC,2.467346118
108401703,108401-70-3,CN(C)C(=O)C1Oc2ccccc2N=C1N(C)C,3.092190608
108401714,108401-71-4,CCN(CC)C(=O)C1Oc2ccccc2N=C1N(CC)CC,2.879964174
108401736,108401-73-6,CCN(CC)C(=O)C1Oc2cc(C)c(Cl)cc2N=C1N(CC)CC,2.944332124
108401747,108401-74-7,O=C(C1Oc2ccccc2N=C1N1CCOCC1)N1CCOCC1,2.617225822
108401758,108401-75-8,CCN(CC)C(=O)C1Oc2cccnc2N=C1N(CC)CC,3.182406092
108612459,108612-45-9,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,2.635989124
108612528,108612-52-8,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(C#N)cc2)CC1,2.642981606
108612573,108612-57-3,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3[nH]2)CC1,2.51106478
108612584,108612-58-4,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccccc2)CC1,2.617538155
108612595,108612-59-5,O=c1cc[nH]c(NC2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)n1,2.621670556
108612608,108612-60-8,Cc1cc(=O)nc(N(C)C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)[nH]1,2.649850642
108612619,108612-61-9,CCCc1cc(=O)nc(N(C)C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)[nH]1,2.676313092
108612620,108612-62-0,CCN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,2.649850642
108612631,108612-63-1,CCCN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,2.663283388
108612642,108612-64-2,COc1ccc(Cn2c(N3CCC(N(C)c4nc(=O)cc[nH]4)CC3)nc3ccccc32)cc1,2.647909868
108612653,108612-65-3,Cc1ccc(Cn2c(N3CCC(N(C)c4nc(=O)cc[nH]4)CC3)nc3ccccc32)cc1,2.631991365
108612664,108612-66-4,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(C(F)(F)F)cc2)CC1,2.683506319
108612675,108612-67-5,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(Cl)cc2)CC1,2.652205715
108612686,108612-68-6,CSc1ccc(Cn2c(N3CCC(N(C)c4nc(=O)cc[nH]4)CC3)nc3ccccc32)cc1,2.663330534
108612697,108612-69-7,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(S(C)=O)cc2)CC1,2.678159505
108612700,108612-70-0,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)c(C(F)(F)F)c2)CC1,2.699404082
108612711,108612-71-1,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2F)CC1,2.653688047
108612722,108612-72-2,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccccn2)CC1,2.618572073
108612733,108612-73-3,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccco2)CC1,2.60689061
108635821,108635-82-1,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3cccnc3n2Cc2ccc(F)cc2)CC1,2.636980085
108635843,108635-84-3,Fc1ccc(Cn2c(N3CCC(Nc4ncccn4)CC3)nc3ccccc32)cc1,2.604741067
108664706,108664-70-6,O=C(Cn1cnc2ccccc2c1=O)c1ccc(-c2ccccc2)cc1,2.531966586
108664819,108664-81-9,O=CC(Cn1cnc2ccccc2c1=O)c1ccc(Cl)cc1,2.49520565
109901806,109901-80-6,CN(C)c1ccc(C=NNC(=S)N2C(=O)/C(=C\c3c[nH]c4ccccc34)N=C2CCNc2ccccc2)cc1,3.029932995
109901817,109901-81-7,O=C1C(=Cc2ccccc2)N=C(CCNc2ccccc2)N1C(=S)N/N=C/c1ccccc1,2.957675275
109901828,109901-82-8,Cc1ccccc1/C=N/NC(=S)N1C(=O)C(=Cc2ccccc2)N=C1CCNc1ccccc1C,2.983739018
109901839,109901-83-9,CN(C)c1ccc(NCCC2=NC(=Cc3ccccc3)C(=O)N2C(=S)N/N=C/c2ccccc2)cc1,2.997071691
109901840,109901-84-0,Cc1ccccc1/C=N/NC(=S)N1C(=O)C(=Cc2ccccc2)N=C1CCNc1ccc(N(C)C)cc1,3.00916779
109901851,109901-85-1,C=c1[nH]/c(=C/c2c[nH]c3ccccc23)c(=O)n1C(=S)NN=C(N=Nc1ccccc1)c1ccccc1,2.992624201
109901862,109901-86-2,C=c1[nH]/c(=C/c2c[nH]c3ccccc23)c(=O)n1C(=S)NN=C(N=Nc1ccccc1C)c1ccccc1,3.004843074
109901873,109901-87-3,C=c1[nH]/c(=C/c2c[nH]c3ccccc23)c(=O)n1C(=S)NN=C(N=Nc1ccccc1)c1ccc(N(C)C)cc1,3.029098755
109901884,109901-88-4,C=c1[nH]/c(=C/c2c[nH]c3ccccc23)c(=O)n1C(=S)NN=C(N=Nc1ccccc1C)c1ccc(N(C)C)cc1,3.04034596
109901895,109901-89-5,C=c1[nH]c(=Cc2ccccc2)c(=O)n1C(=S)NN=C(N=Nc1ccccc1)c1ccccc1,2.956689847
109901908,109901-90-8,C=c1[nH]c(=Cc2ccccc2)c(=O)n1C(=S)NN=C(N=Nc1ccccc1C)c1ccccc1,2.969946806
109901919,109901-91-9,C=c1[nH]c(=Cc2ccccc2)c(=O)n1C(=S)N/N=C(\N=Nc1ccc(N(C)C)cc1)c1ccccc1C,3.008292651
109911968,109911-96-8,O=C1/C(=C\c2c[nH]c3ccccc23)N=C(CCNc2ccccc2)N1C(=S)N/N=C/c1ccccc1,2.993531456
109911979,109911-97-9,Cc1ccccc1NCCC1=N/C(=C/c2c[nH]c3ccccc23)C(=O)N1C(=S)N/N=C/c1ccccc1,3.005725185
109911980,109911-98-0,Cc1ccccc1NCCC1=N/C(=C/c2c[nH]c3ccccc23)C(=O)N1C(=S)NN=Cc1ccc(N(C)C)cc1,3.041158893
109911991,109911-99-1,C=c1[nH]c(=Cc2ccccc2)c(=O)n1C(=S)NN=C(N=Nc1ccccc1)c1ccc(N(C)C)cc1,2.996171809
110767583,110767-58-3,COc1cc(-c2nnc(SCC(=O)O)n2N)cc(OC)c1OC,2.656878528
110767594,110767-59-4,Nn1c(SCC(=O)O)nnc1-c1ccc2c(c1)OCO2,2.593717193
112344522,112344-52-2,CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,2.830078021
117038058,117038-05-8,O=c1c2ccccc2nc(S(=O)Cc2ccccn2)n1-c1ccccc1,2.080898137
117038354,117038-35-4,CCn1c(SCc2ccccn2)nc2ccccc2c1=O,1.996194884
117458863,117458-86-3,C=C1OC(=O)OC1(C)ON1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3CC)CC1,2.048654431
118161787,118161-78-7,C[Si](C)(C)OCCN1CCN(c2ccccc2Cl)CC1,2.495429158
118161798,118161-79-8,COc1ccc(N2CCN(CCO[Si](C)(C)C)CC2)cc1,2.489252353
118161801,118161-80-1,COc1ccccc1N1CCN(CCO[Si](C)(C)C)CC1,2.489252353
118161812,118161-81-2,COc1cccc(N2CCN(CCO[Si](C)(C)C)CC2)c1,2.489252353
118161823,118161-82-3,Cc1ccc(N2CCN(CCO[Si](C)(C)C)CC2)cc1,2.466124386
118161834,118161-83-4,Cc1cccc(N2CCN(CCO[Si](C)(C)C)CC2)c1,2.466124386
118272552,118272-55-2,c1ccc(CSc2ncnc3ccccc23)nc1,2.403686623
122807538,122807-53-8,Cc1c(-c2ccccc2)c2cccc3c2n1C(C)CC(=O)N3CCCN(C)C,2.821045387
122807549,122807-54-9,CCN(CC)CCN1C(=O)CC(C)n2c(C)c(-c3ccccc3)c3cccc1c32,2.97041935
122807550,122807-55-0,CCN(CC)CCCN1C(=O)CC(C)n2c(C)c(-c3ccccc3)c3cccc1c32,2.850044019
125219843,125219-84-3,CC1=C2C(CCS2(=O)=O)C2=C(C1)C(=O)C=CC2=O,2.024160441
125219990,125219-99-0,CC1=C2C(CCS2(=O)=O)c2c(O)c(SCCO)cc(O)c2C1,2.493189267
125220088,125220-08-8,CC1=C2C(CCS2(=O)=O)C2(S(=O)Cc3ccccc3)C(=O)c3ccccc3C(=O)C2C1,1.812501775
125220102,125220-10-2,CC1=C2C(CCS2(=O)=O)C2(S(=O)C(C)C)C(=O)c3ccccc3C(=O)C2C1,1.763989218
130045464,130045-46-4,CC1(C(O)CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)COc2ccccc2O1,2.311209063
130598015,130598-01-5,O=C1C=C2C(=O)C=CC(=O)C2C(c2ccco2)C1,1.907106674
130598026,130598-02-6,O=C1CC2C(=O)c3ccccc3C(=O)C2C(c2ccco2)C1,1.991677861
130598048,130598-04-8,CC1=C2C(CCS2(=O)=O)C2=C(C1)C(=O)C1CC(=O)CC(c3ccco3)C1C2=O,2.125429212
130639746,130639-74-6,CC(=O)Nc1cc(O)c2c(c1O)C1CCS(=O)(=O)C1=C(C)C2,2.254427222
131587934,131587-93-4,O=c1c2ccccc2ncn1CCOc1ccc(-c2ccc(F)cc2F)cc1,2.577925877
132478309,132478-30-9,O=[N+]([O-])c1ccc(C=Nc2ncccn2)o1,2.338799013
132478310,132478-31-0,Cc1ccnc(N=Cc2ccc([N+](=O)[O-])o2)n1,2.26035016
132993954,132993-95-4,COc1ccc2oc(C)c(C(=O)c3cc(-c4ccccc4)c(-c4ccccc4)s3)c2c1,2.928929174
132993965,132993-96-5,COc1ccc2oc(C)c(C(=O)Cn3ccnc3)c2c1,2.73285676
132993987,132993-98-7,Cc1oc2ccc(O)c(CN(C)C)c2c1C(=O)c1cc2ccccc2o1,2.844335494
132993998,132993-99-8,COc1ccc2oc(C(=O)c3c(C)oc4ccc(O)c(CN(C)C)c34)cc2c1,3.278081067
132994004,132994-00-4,Cc1oc2ccc(O)c(CN(C)C)c2c1C(=O)c1cc2cc(Br)ccc2o1,2.932759818
133381392,133381-39-2,COc1ccccc1C=CC(=O)c1ccccc1/N=C/c1c(C)[nH]c2ccccc12,3.596018384
133381405,133381-40-5,COc1ccccc1C1CC(c2ccccc2/N=C/c2c(C)[nH]c3ccccc23)=NN1C(C)=O,3.653735283
133381427,133381-42-7,COc1ccccc1C=CC(=O)c1ccccc1N=Cc1c(-c2ccc(C)cc2)[nH]c2ccccc12,3.672626082
133381438,133381-43-8,Cc1[nH]c2ccccc2c1C=Nc1ccccc1C(=O)C=Cc1ccccc1F,3.582561038
133381449,133381-44-9,COc1ccccc1C=CC(=O)c1ccccc1N=Cc1c(-c2ccccc2)[nH]c2ccccc12,3.659483591
133381450,133381-45-0,Cc1[nH]c2ccccc2c1C=Nc1ccccc1C(=O)C=Cc1ccccc1,3.561635571
133381461,133381-46-1,O=C(C=Cc1ccccc1O)c1ccccc1N=Cc1c(-c2ccccc2)[nH]c2ccccc12,3.645930941
133381472,133381-47-2,O=C(C=Cc1ccccc1F)c1ccccc1N=Cc1c(-c2ccccc2)[nH]c2ccccc12,3.647880559
133381483,133381-48-3,Cc1ccc(-c2[nH]c3ccccc3c2C=Nc2ccccc2C(=O)C=Cc2ccccc2F)cc1,3.661373438
133381494,133381-49-4,COc1ccccc1C1CC(c2ccccc2/N=C/c2c(-c3ccc(C)cc3)[nH]c3ccccc23)=NN1C(C)=O,3.721513842
133381507,133381-50-7,CC(=O)N1N=C(c2ccccc2/N=C/c2c(C)[nH]c3ccccc23)CC1c1ccccc1F,3.64197554
133381518,133381-51-8,COc1ccccc1C1CC(c2ccccc2/N=C/c2c(-c3ccccc3)[nH]c3ccccc23)=NN1C(C)=O,3.709789616
133381529,133381-52-9,CC(=O)N1N=C(c2ccccc2/N=C/c2c(-c3ccccc3)[nH]c3ccccc23)CC1c1ccc(N(C)C)cc1,3.720701626
133381530,133381-53-0,CC(=O)N1N=C(c2ccccc2/N=C/c2c(C)[nH]c3ccccc23)CC1c1ccccc1,3.623782525
133381541,133381-54-1,CC(=O)N1N=C(c2ccccc2/N=C/c2c(-c3ccccc3)[nH]c3ccccc23)CC1c1ccccc1O,3.69774008
133381552,133381-55-2,CC(=O)N1N=C(c2ccccc2/N=C/c2c(-c3ccccc3)[nH]c3ccccc23)CC1c1ccccc1F,3.699470891
133381563,133381-56-3,CC(=O)N1N=C(c2ccccc2/N=C/c2c(-c3ccc(C)cc3)[nH]c3ccccc23)CC1c1ccccc1F,3.711473158
133405342,133405-34-2,COc1ccccc1C1CC(c2ccccc2N2C(=O)C(C)SC2c2c(C)[nH]c3ccccc23)=NN1C(C)=O,3.731325208
133405353,133405-35-3,CN(C)c1ccc(C=CC(=O)c2ccccc2N=Cc2c(-c3ccccc3)[nH]c3ccccc23)cc1,3.67171699
133405364,133405-36-4,COc1ccccc1C1CC(c2ccccc2N2C(=O)C(C)SC2c2c(-c3ccc(C)cc3)[nH]c3ccccc23)=NN1C(C)=O,3.788713373
133405375,133405-37-5,CC(=O)N1N=C(c2ccccc2N2C(=O)C(C)SC2c2c(C)[nH]c3ccccc23)CC1c1ccccc1F,3.721511368
133405386,133405-38-6,COc1ccccc1C1CC(c2ccccc2N2C(=O)C(C)SC2c2c(-c3ccccc3)[nH]c3ccccc23)=NN1C(C)=O,3.778689442
133405397,133405-39-7,CC(=O)N1N=C(c2ccccc2N2C(=O)C(C)SC2c2c(-c3ccccc3)[nH]c3ccccc23)CC1c1ccc(N(C)C)cc1,3.788017686
