RTECS_ID,CAS_RN,SMILES,guinea pig_oral_LD50
589935,589-93-5,Cc1ccc(C)nc1,2.112510984
590863,590-86-3,CC(C)CC=O,1.4653526
597648,597-64-8,CC[Sn](CC)(CC)CC,3.802790361
597886,597-88-6,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)SCC,3.959138322
598583,598-58-3,CO[N+](=O)[O-],2.147930078
608731,608-73-1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.359838469
614686,614-68-6,Cc1ccccc1N=C=O,2.522281179
616455,616-45-5,O=C1CCCN1,1.117046822
622582,622-58-2,Cc1ccc(N=C=O)cc1,2.221251184
623847,623-84-7,CC(=O)OCC(C)OC(C)=O,1.670552358
624180,624-18-0,Nc1ccc(N)cc1,2.872634427
625558,625-55-8,CC(C)OC=O,4.798877449
629141,629-14-1,CCOCCOCC,1.68513946
629152,629-15-2,O=COCCOC=O,2.48114116
629389,629-38-9,COCCOCCOC(C)=O,1.670934586
630604,630-60-4,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,4.848872303
631414,631-41-4,OCC[N+](CCO)(CCO)CCO,1.743056147
637070,637-07-0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.277863386
637536,637-53-6,CC(=S)Nc1ccccc1,1.930451082
638108,638-10-8,CCOC(=O)C=C(C)C,1.408819768
644359,644-35-9,CCCc1ccccc1O,2.480945461
644644,644-64-4,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,3.581346346
645056,645-05-6,CN(C)c1nc(N(C)C)nc(N(C)C)n1,2.916268114
645567,645-56-7,CCCc1ccc(O)cc1,2.304854202
650511,650-51-1,O=C(O)C(Cl)(Cl)Cl,1.435066248
651069,651-06-9,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,2.049697033
660684,660-68-4,CCNCC,0.886425413
673314,673-31-4,NC(=O)OCCCc1ccccc1,2.284901101
680319,680-31-9,CN(C)P(=O)(N(C)C)N(C)C,2.049227717
690948,690-94-8,C=CC#CC(C)(C)O,2.263856907
693210,693-21-0,O=[N+]([O-])OCCOCCO[N+](=O)[O-],2.479597456
706796,706-79-6,FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,2.941917639
728405,728-40-5,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,2.497147432
731271,731-27-1,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,3.142719755
732116,732-11-6,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.200478399
757584,757-58-4,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,4.500249343
768945,768-94-5,NC12CC3CC(CC(C3)C1)C2,2.623401497
813741,813-74-1,N#CC(Cl)(Cl)CCl,2.801856293
824113,824-11-3,CCC12COP(OC1)OC2,3.908819993
826391,826-39-1,CNC1(C)C2CCC(C2)C1(C)C,2.980447509
834286,834-28-6,N=C(N=C(N)N)NCCc1ccccc1,3.640217046
848533,848-53-3,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.918484326
868779,868-77-9,C=C(C)C(=O)OCCO,1.444174961
868859,868-85-9,CO[PH](=O)OC,2.087343591
872504,872-50-4,CN1CCCC1=O,1.352765573
900958,900-95-8,CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,4.289581521
919868,919-86-8,CCSCCSP(=O)(OC)OC,3.32088428
950356,950-35-6,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,3.473870222
950378,950-37-8,COc1nn(CSP(=S)(OC)OC)c(=O)s1,4.082554164
977797,977-79-7,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,2.602707119
991424,991-42-4,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,3.059269739
1005932,1005-93-2,CCC12COP(=O)(OC1)OC2,4.852782431
1069665,1069-66-5,CCCC(CCC)C(=O)O,2.243080211
1071734,1071-73-4,CC(=O)CCCO,1.65505765
1085989,1085-98-9,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.547321408
1111393,1111-39-3,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,4.429745284
1113026,1113-02-6,CNC(=O)CSP(=O)(OC)OC,3.328777015
1115704,1115-70-4,CN(C)C(=N)N=C(N)N,2.412181569
1134232,1134-23-2,CCSC(=O)N(CC)C1CCCCC1,2.129049093
1154127,1154-12-7,CN(C)CCC=C1c2ccccc2CSc2sccc21,2.800740128
1162658,1162-65-8,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,5.193510003
1450142,1450-14-2,C[Si](C)(C)[Si](C)(C)C,0.864457681
1456286,1456-28-6,CC1CN(N=O)CC(C)O1,2.711728916
1467794,1467-79-4,CN(C)C#N,2.681334184
1484135,1484-13-5,C=Cn1c2ccccc2c2ccccc21,3.286117255
1498642,1498-64-2,CCOP(=S)(Cl)Cl,2.377811177
1562716,1562-71-6,CC1=CCN(CCNC(=N)N)CC1,2.219324891
1594565,1594-56-5,N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.135055514
1649189,1649-18-9,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,3.209731285
1689834,1689-83-4,N#Cc1cc(I)c(O)c(I)c1,3.688460805
1689845,1689-84-5,N#Cc1cc(Br)c(O)c(Br)c1,3.643005932
1698608,1698-60-8,Nc1cnn(-c2ccccc2)c(=O)c1Cl,2.652814938
1746016,1746-01-6,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,8.808850799
1765486,1765-48-6,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.065170342
1776836,1776-83-6,CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,3.818702168
1874540,1874-54-0,Nc1ncnc2c1ncn2C1(CO)OC(CO)C(O)C1O,1.473152544
1918009,1918-00-9,COc1c(Cl)ccc(Cl)c1C(=O)O,1.867347652
1918021,2002/1/18,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1.999031629
1948330,1948-33-0,CC(C)(C)c1cc(O)ccc1O,2.323056187
1970407,1970-40-7,O=c1c(Cl)c[nH]c(Cl)c1Cl,3.183677112
2030639,2030-63-9,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,2.031781999
2032657,2032-65-7,CNC(=O)Oc1cc(C)c(SC)c(C)c1,3.750726259
2058528,2058-52-8,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,3.354604717
2062784,2062-78-4,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.387762597
2088724,2088-72-4,CCOC(=O)CSP(=O)(OC)OC,3.027913285
2104963,2104-96-3,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2.387389826
2155706,2155-70-6,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,3.398103273
2160943,2160-94-3,OCC1(CO)CC=CCC1,1.820455028
2164172,2164-17-2,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.457386548
2173560,2173-56-0,CCCCCOC(=O)CCCC,0.99916382
2231574,2231-57-4,NNC(=S)NN,4.112122511
2255176,2255-17-6,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.072531015
2270408,2270-40-8,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.233553545
2275232,2275-23-2,CNC(=O)C(C)SCCSP(=O)(OC)OC,3.528981696
2487016,01-06-87,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],3.731338181
2523946,2523-94-6,COP(=S)(Cl)Cl,2.999949987
2524041,2004/1/24,CCOP(=S)(Cl)OCC,2.367093512
2540821,2540-82-1,COP(=S)(OC)SCC(=O)N(C)C=O,3.234302952
2595542,2595-54-2,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,3.704783869
2615158,2615-15-8,OCCOCCOCCOCCOCCOCCO,1.149731647
2674911,2674-91-1,CCS(=O)CC(C)SP(=O)(OC)OC,3.063320013
2691410,2691-41-0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,2.994399281
2698411,2698-41-1,N#CC(C#N)=Cc1ccccc1Cl,2.949244972
2700892,2700-89-2,CS(=O)(=O)C(Cl)=CCl,3.641067389
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.563687012
2705875,2705-87-5,C=CCOC(=O)CCC1CCCCC1,2.713114578
2726036,2003/6/26,CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,3.081116335
2764729,2764-72-9,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,3.265388639
2778043,04-03-78,COc1coc(CSP(=O)(OC)OC)cc1=O,3.669375774
2845821,2845-82-1,O=c1[nH]nc(-c2ccncc2)o1,2.367451769
2905239,2905-23-9,O=S(=O)(Cl)c1ccccc1Cl,1.459913371
2921882,2921-88-2,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,2.842370227
2949226,2949-22-6,CCOC(=O)CN=C=O,2.207886713
2971906,2971-90-6,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,1.380313018
3120749,3120-74-9,CSc1ccc(O)cc1C,1.644112078
3129917,3129-91-7,C1CCC(NC2CCCCC2)CC1,2.714384852
3347226,3347-22-6,N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,3.433330446
3385419,3385-41-9,O=C(O)CCCCC(=O)O,1.338700244
3401807,3401-80-7,O=C(O)c1c(Cl)ccc(Cl)c1O,2.060723016
3424053,2005/3/24,ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,2.261037044
3478942,3478-94-2,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,2.325724803
3485823,3485-82-3,Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.993224157
3926623,3926-62-3,O=C(O)CCl,2.979782827
4074902,4074-90-2,C=COC(=O)CCCCC(=O)OC=C,1.663674634
4080313,4080-31-3,ClC=CC[N+]12CN3CN(CN(C3)C1)C2,2.482607903
4095458,4095-45-8,c1ccc2c(c1)Nc1ccccc1[As]2O[As]1c2ccccc2Nc2ccccc21,3.812709394
4104147,4104-14-7,CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,4.273252511
4193559,4193-55-9,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,3.564429327
4232842,4232-84-2,Nc1ccc(OP(=O)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1,2.967703555
4242335,4242-33-5,O=C(OCCF)C(c1ccccc1)c1ccccc1,5.567012915
4317140,4317-14-0,C=[N+](C)O.CC=C1c2ccccc2CCc2ccccc21,2.92925013
4410484,4410-48-4,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,3.383469601
5053087,08-07-53,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,3.000562548
5131248,5131-24-8,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,1.723272873
5216353,5216-35-3,Clc1ccc(CCc2ccc(Cl)cc2)cc1,1.922822303
5221534,5221-53-4,CCCCc1c(C)[nH]c(N(C)C)nc1=O,2.621784699
5343920,5343-92-0,CCCC(O)CO,1.301651761
5355486,5355-48-6,CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,5.535181206
5421465,5421-46-5,O=C(O)CS,2.86397867
5511988,5511-98-8,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,5.396878508
5598130,5598-13-0,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.156397024
5636839,5636-83-9,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,2.517603018
5707697,5707-69-7,Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl,4.279020496
5786210,5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,2.806753067
5882484,5882-48-4,CN(C)c1ccc(O)cc1,2.123617433
5902692,5902-69-2,O=C(CCl)Oc1cc(Cl)c(Cl)cc1Cl,2.437639598
5903139,5903-13-9,CN(C(=O)CF)c1cccc2ccccc12,5.637975787
6047172,6047-17-2,CCCCOCCCOC(=O)CCOc1cc(Cl)c(Cl)cc1Cl,2.885020663
6055487,6055-48-7,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,2.700790221
6294344,6294-34-4,O=P(CCCl)(OCCCl)OCCCl,2.189996629
6416257,6416-25-7,COc1ccc(C(=O)Nc2ccc(C=Cc3ccc(NC(=O)c4ccc(OC)cc4OC)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c(OC)c1,2.242248156
6485401,6485-40-1,C=C(C)C1CC=C(C)C(=O)C1,2.292501879
6903793,6903-79-3,CN(CCOP(=O)(O)O)C(=N)N,1.595784921
6954489,6954-48-9,O=C1C=Cc2cc(Br)ccc2C1=O,2.420601114
7084073,07-03-84,CN(C)CCN(Cc1cccs1)c1ccccc1,2.461408477
7242048,04-08-42,CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC(C)=O)CC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O,5.996132374
7242071,07-01-42,CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,5.517452439
7242093,09-03-42,CC(=O)OC1CC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)C(OC(C)=O)CC54O)C3)CC2OC2CC(O)C(O)C(C)O2)OC(C)C1OC(C)=O,5.920209518
7242402,7242-40-2,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1O,4.614362452
7337453,7337-45-3,CC(C)(C)N,3.165179014
7535344,7535-34-4,CC(C)CCCC(C)NN,3.680585453
9006422,9006-42-2,S=C(S)NCCNC(=S)S,1.946922823
9007163,9007-16-3,CCC(C)C(=O)O,1.61122608
10176393,10176-39-3,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,5.867349146
10238218,10238-21-8,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1.517647119
10265926,10265-92-6,COP(N)(=O)SC,3.672504241
10419791,10419-79-1,CCOP(=O)(CCCl)OCC,2.140967256
10453891,10453-89-1,CC(C)=CC1C(C(=O)O)C1(C)C,1.827978925
10605217,10605-21-7,COC(=O)Nc1nc2ccccc2[nH]1,1.663417076
11072938,11072-93-8,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,3.578140157
13121705,13121-70-5,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.693569126
13329710,13329-71-0,CCCCCCCCCCCCCCCCCCNC(C)C,2.515871056
13593038,13593-03-8,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,3.076719068
13665888,13665-88-8,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)ncc2n1,2.147678385
13684634,13684-63-4,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1.875515587
13754568,13754-56-8,CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C,3.148089643
13993652,13993-65-2,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,3.081332903
14235860,14235-86-0,O=S(=O)(O[Hg]c1ccccc1)c1cc2ccccc2cc1Cc1cc2ccccc2cc1S(=O)(=O)O[Hg]c1ccccc1,4.146952855
14297815,14297-81-5,CC(C)=CC1C(C(=O)Cl)C1(C)C,2.765952467
14437173,14437-17-3,COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.66856109
14697462,14697-46-2,OCCCC(O)CO,1.617318548
14716326,14716-32-6,Cc1cc(C)n(CCO)c(=O)n1,1.070479626
14816183,14816-18-3,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.696507827
14901087,14901-08-7,C[N+](O)=NCOC1OC(CO)C(O)C(O)C1O,4.102486874
15301481,15301-48-1,CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,3.911477746
15310017,15310-01-7,O=C(Nc1ccccc1)c1ccccc1I,1.703201339
15662336,15662-33-6,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,2.295393787
16676292,16676-29-2,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,2.360086153
16714684,16714-68-4,ClCC(Cl)(Cl)C(Cl)Cl,2.586912663
16777427,16777-42-7,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,2.964615918
17040196,17040-19-6,CCS(=O)(=O)CCSP(=O)(OC)OC,3.339598831
17109498,17109-49-8,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,2.947825684
17455139,17455-13-9,C1COCCOCCOCCOCCOCCO1,3.651274728
17575201,17575-20-1,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,3.986381141
17575223,17575-22-3,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,3.993492222
17692318,17692-31-8,OCC(O)CN1CCN(c2ccccc2)CC1,1.959689677
17730824,17730-82-4,CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1,2.590096308
17804498,17804-49-8,O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)O)cc2c1,2.43470574
18181801,18181-80-1,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,2.154444262
18504819,18504-81-9,O=C1CSc2ncccc2N1,2.195338219
18539349,18539-34-9,Cc1cccc(C)c1C(OCCN(C)C)c1c(C)cccc1C,3.493414829
18559632,18559-63-2,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,2.162028552
18691979,18691-97-9,CNC(=O)N(C)c1nc2ccccc2s1,1.947011967
18699020,18699-02-0,CC(=O)Nc1ccc(CC(=O)O)cc1,1.642558941
18964313,18964-31-3,O=C1C(Cl)=C(Cl)C(=O)C1=C(Cl)Cl,2.399490064
19089248,19089-24-8,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,1.661880899
19408743,19408-74-3,Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.813874422
19982877,19982-87-7,N=C(N)N/N=C(\c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,3.390347572
20168994,20168-99-4,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,2.810911739
20231861,20231-86-1,CC(=O)OC1CC(OC2CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)C(O)CC54O)C3)OC(C)C2OC2CC(O)C(O)C(C)O2)OC(C)C1O,4.313332456
20684064,20684-06-4,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,3.368504386
20724769,20724-76-9,NCCCCCNCCSP(=O)(O)O,2.481229371
20830755,20830-75-5,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.348554629
20856579,20856-57-9,O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,3.12895858
21062282,21062-28-2,CCN1CCCC(Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,3.209046387
21087649,21087-64-9,CSc1nnc(C(C)(C)C)c(=O)n1N,2.933070003
21140852,21140-85-2,COc1ccccc1C=C(C(=O)O)c1ccccc1,2.405320742
21259201,21259-20-1,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.668876783
21492455,21492-45-5,COc1ccccc1OC1CCN(CCCC(=O)c2ccc(F)cc2)C1,3.00541022
21923239,21923-23-9,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,3.794382267
22204531,22204-53-1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.539402513
22212551,22212-55-1,CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,2.38767926
22248799,22248-79-9,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2.359318383
22316478,22316-47-8,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,3.440771918
22737015,22737-01-5,O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1,2.63585918
22781233,22781-23-3,CNC(=O)Oc1cccc2c1OC(C)(C)O2,3.804680624
22832877,22832-87-7,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,3.178325163
23135220,23135-22-0,CNC(=O)ON=C(SC)C(=O)N(C)C,4.495873254
23239783,23239-78-3,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,3.197872918
23505411,23505-41-1,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,3.823987775
23510396,23510-39-6,CCOP(=O)(O)CCCl,1.981637425
23564058,23564-05-8,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.973434909
23564069,23564-06-9,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,1.568736633
23828924,23828-92-4,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,2.505733859
24169026,24169-02-6,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3.147141878
24243898,24243-89-8,CCOC(=O)N(c1cccc(C(=O)c2ccccc2)c1)S(=O)(=O)C(F)(F)F,2.965046995
24600360,24600-36-0,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,2.279212025
24683269,24683-26-9,CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,1.72797837
24934916,24934-91-6,CCOP(=S)(OCC)SCCl,4.224403558
25332096,25332-09-6,CN(C)CCC(c1ccccc1)c1ccccn1,2.938364357
26062793,26062-79-3,C=CC[N+](C)(C)CC=C,1.589255137
26087478,26087-47-8,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.836669159
26444495,26444-49-5,Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,2.327761109
26523637,26523-63-7,ClC(Cl)(Cl)CCC(Cl)(Cl)Cl,2.449780287
26807658,26807-65-8,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.086172308
26864562,26864-56-2,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.765066399
26934872,26934-87-2,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,5.928897459
27464239,27464-23-9,NNc1ccc(N(CCO)CCO)nn1,3.054712861
27496828,27496-82-8,O=C(O)c1cccc(Cc2cccc(C(=O)O)c2O)c1O,2.216738801
27524976,27524-97-6,CC(C)NC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.814695579
27765204,27765-20-4,CCC(C)(C)c1ccc(OCCCCCCN2CCN(c3ccc(C)cc3Cl)CC2)cc1,1.961043117
28418293,28418-29-3,CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,3.847164715
29232937,29232-93-7,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,2.484783701
29253869,29253-86-9,CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O,5.977310601
29362489,29362-48-9,CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(OC6CC(O)C(O)C(C)O6)C(OC6CC(O)C(O)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,4.313332456
29918578,29918-57-8,CC(C)OP(O)(=S)OC(C)C,1.121064977
29973135,29973-13-5,CCSCc1ccccc1OC(=O)NC,3.299707807
30685439,30685-43-9,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,5.578134723
30751054,30751-05-4,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,2.630016425
31121934,31121-93-4,CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.61986245
31391272,31391-27-2,ClCC(Cl)C(Cl)C(Cl)Cl,2.216258296
31430156,31430-15-6,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2.087703795
31431397,31431-39-7,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.363050536
31668458,31668-45-8,CC(=O)OC1CC(OC2C(C)OC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)CC2OC(C)=O)OC(C)C1O,5.283815141
31793074,31793-07-4,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,3.115348337
33089611,33089-61-1,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,2.865420841
33857282,33857-28-2,Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2,3.990334323
